name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,09/30/1990
				Leases,,,"236,064,000",,,,"242,830,000",,,,"273,985,000",,,,"183,430,000",,,,"153,619,000",,,,"136,773,000",,,,"142,275,000",,,,"136,513,000",,,,"96,334,000",,,,"92,111,000",,,,"85,984,000",,,,"87,405,000",,,,"73,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,"-804,347,000",,,,"-769,530,000",,,,"-683,348,000",,,,"-626,678,000",,,,"-572,035,000",,,,"-506,044,000",,,,"-454,055,000",,,,"-437,740,000",,,,"-392,112,000",,,,"-350,107,000",,,,"-313,459,000",,,,"-297,379,000",,,,"-259,580,000",,,,"-331,700,000","-310,777,000","-310,777,000","-310,777,000","-310,777,000","-382,304,000","-382,304,000","-382,304,000","-382,304,000","-346,786,000","-346,786,000","-346,786,000","-346,786,000","-322,788,000","-322,788,000","-322,788,000","-322,788,000","-291,442,000","-291,442,000","-291,442,000","-291,442,000","-247,016,000","-247,016,000","-247,016,000","-247,016,000","-210,140,000","-210,140,000","-210,140,000","-210,140,000","-175,697,000","-175,697,000","-175,697,000","-175,697,000","-166,405,000","-155,199,000","-145,700,000","-133,000,000","-123,100,000","-114,700,000","-105,500,000","-73,400,000","-94,600,000","-89,700,000","-83,200,000","-44,300,000","-41,000,000","-41,000,000","-41,000,000","-41,000,000","-30,800,000","-30,800,000","-30,800,000","-30,800,000","-24,000,000","-24,000,000","-24,000,000","-24,000,000","-10,900,000","-10,900,000","-10,900,000","-10,900,000","-7,600,000","-7,600,000","-7,600,000","-7,600,000","-3,800,000","-3,800,000","-4,900,000","-3,800,000","-1,600,000"
		GoodwillAndOtherIntangibleAssets,"3,949,454,000","3,853,598,000","3,854,917,000","3,735,155,000","3,666,386,000","3,687,378,000","3,619,436,000","3,631,745,000","3,590,554,000","3,513,737,000","3,450,553,000","3,426,361,000","3,450,722,000","3,477,887,000","3,503,653,000","3,533,151,000","3,569,319,000","3,565,137,000","2,960,817,000","2,909,015,000","2,936,147,000","2,954,179,000","2,784,906,000","2,810,527,000","2,820,880,000","2,810,224,000","2,834,900,000","2,654,315,000","2,554,501,000","2,578,305,000","2,620,738,000","2,628,313,000","2,653,014,000","2,274,731,000","2,311,396,000","2,340,969,000","2,377,231,000","2,402,451,000","2,443,309,000","1,989,777,000","1,994,528,000","1,477,000,000","1,485,317,000","1,462,025,000","1,477,095,000","1,499,194,000","1,515,499,000","1,120,592,000","1,118,716,000","1,023,764,000","1,029,501,000","1,036,236,000","1,016,630,000","1,027,664,000","1,014,400,000","1,020,546,000","820,354,000","836,021,000","845,879,000","832,762,000","817,929,000","828,031,000","841,787,000","858,088,000","859,196,000","879,684,000","871,498,000","922,100,000","818,704,000","855,820,000","791,775,000","783,202,000","815,490,000","803,313,000","836,315,000","868,186,000","894,149,000","763,419,000","789,888,000","719,317,000","26,974,000","30,922,000","35,077,000","39,428,000","43,677,000","48,014,000","51,776,000","52,206,000","53,451,000","57,500,000","57,400,000",,"74,000,000",,,,,,,,,,,,,,,"900,000","1,000,000","1,200,000","1,300,000","2,400,000",,"2,800,000","3,700,000","4,300,000","4,300,000","4,600,000","4,800,000","1,600,000",,,,
			Goodwill,"3,616,133,000","3,592,788,000","3,575,785,000","3,485,181,000","3,432,577,000","3,433,003,000","3,365,114,000","3,356,407,000","3,311,243,000","3,231,592,000","3,171,179,000","3,143,056,000","3,143,795,000","3,145,700,000","3,143,249,000","3,138,666,000","3,147,124,000","3,130,598,000","2,706,974,000","2,660,680,000","2,661,538,000","2,652,257,000","2,518,245,000","2,515,091,000","2,500,804,000","2,472,844,000","2,471,241,000","2,335,816,000","2,251,845,000","2,245,920,000","2,255,708,000","2,260,897,000","2,254,454,000","1,966,819,000","1,975,971,000","1,976,964,000","1,980,012,000","1,971,654,000","1,976,987,000","1,638,884,000","1,630,415,000","1,295,485,000","1,289,286,000","1,258,286,000","1,256,485,000","1,266,524,000","1,265,843,000","1,002,531,000","998,910,000","934,226,000","932,691,000","933,560,000","917,287,000","917,794,000","899,640,000","896,574,000","765,576,000","768,848,000","767,087,000","752,955,000","736,799,000","735,132,000","735,643,000","744,493,000","735,175,000",,,,,,,,,,,,,,,"368,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"333,321,000","260,810,000","279,132,000","249,974,000","233,809,000","254,375,000","254,322,000","275,338,000","279,311,000","282,145,000","279,374,000","283,305,000","306,927,000","332,187,000","360,404,000","394,485,000","422,195,000","434,539,000","253,843,000","248,335,000","274,609,000","301,922,000","266,661,000","295,436,000","320,076,000","337,380,000","363,659,000","318,499,000","302,656,000","332,385,000","365,030,000","367,416,000","398,560,000","307,912,000","335,425,000","364,005,000","397,219,000","430,797,000","466,322,000","350,893,000","364,113,000","181,515,000","196,031,000","203,739,000","220,610,000","232,670,000","249,656,000","118,061,000","119,806,000","89,538,000","96,810,000","102,676,000","99,343,000","109,870,000","114,760,000","123,972,000","54,778,000","67,173,000","78,792,000","79,807,000","81,130,000","92,899,000","106,144,000","113,595,000","124,021,000","879,684,000","871,498,000","922,100,000","818,704,000","855,820,000","791,775,000","783,202,000","815,490,000","803,313,000","836,315,000","868,186,000","894,149,000","763,419,000","789,888,000","351,249,000","26,974,000","30,922,000","35,077,000","39,428,000","43,677,000","48,014,000","51,776,000","52,206,000","53,451,000","57,500,000","57,400,000",,"74,000,000",,,,,,,,,,,,,,,"900,000","1,000,000","1,200,000","1,300,000","2,400,000",,"2,800,000","3,700,000","4,300,000","4,300,000","4,600,000","4,800,000","1,600,000",,,,
		NonCurrentDeferredAssets,"903,491,000","957,642,000","612,655,000","527,753,000","514,064,000","522,871,000","497,546,000","463,894,000","430,105,000","407,482,000","390,129,000","339,354,000","352,667,000","337,824,000","404,166,000","167,427,000","138,066,000","187,346,000","243,989,000","382,495,000","367,000,000","355,469,000","281,926,000","278,225,000","282,393,000","280,009,000","178,915,000","211,733,000","210,373,000","227,715,000","208,156,000","204,502,000","203,554,000","235,460,000","243,066,000","270,745,000","270,037,000","281,887,000","239,412,000","284,905,000","280,259,000","267,078,000","281,056,000","278,203,000","262,173,000","264,117,000","268,759,000","264,874,000","270,365,000","251,762,000","205,396,000","160,090,000","165,600,000","168,070,000","177,386,000","151,077,000","168,056,000","181,404,000","216,642,000","197,039,000","191,551,000","204,979,000","206,254,000","188,890,000","90,174,000","83,232,000","82,384,000","154,970,000","173,214,000","155,517,000",,,,,,,,"34,226,000","35,085,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"605,785,000","628,879,000","612,655,000","527,753,000","514,064,000","522,871,000","497,546,000","463,894,000","430,105,000","407,482,000","390,129,000","339,354,000","352,667,000","337,824,000","404,166,000","167,427,000","138,066,000","187,346,000","243,989,000","382,495,000","367,000,000","355,469,000","281,926,000","278,225,000","282,393,000","280,009,000","178,915,000","211,733,000","210,373,000","227,715,000","208,156,000","204,502,000","203,554,000","235,460,000","243,066,000","270,745,000","270,037,000","281,887,000","239,412,000","284,905,000","280,259,000","267,078,000","281,056,000","278,203,000","262,173,000","264,117,000","268,759,000","264,874,000","270,365,000","251,762,000","205,396,000","160,090,000","165,600,000","168,070,000","177,386,000","151,077,000","168,056,000","181,404,000","216,642,000","197,039,000","191,551,000","204,979,000","206,254,000","188,890,000","90,174,000","83,232,000","82,384,000","154,970,000","173,214,000","155,517,000",,,,,,,,"34,226,000","35,085,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,"10,417,000","10,416,000","8,285,000","8,276,000","8,279,000","15,068,000","15,515,000","15,503,000","13,973,000","22,093,000","54,722,000","138,312,000","86,405,000","94,266,000","99,835,000","20,157,000","15,706,000","15,068,000","15,800,000","13,991,000","18,619,000","17,480,000","19,207,000","18,736,000","13,800,000","3,789,000","4,501,000","17,645,000","9,952,000","9,605,000","7,119,000","7,935,000","8,644,000","9,702,000","8,557,000","9,429,000","22,894,000","24,541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"206,441,000","183,562,000","510,698,000","484,577,000","474,699,000","447,840,000","405,951,000","416,544,000","392,794,000","397,076,000","380,526,000","383,509,000","380,682,000","358,527,000","246,736,000","252,203,000","243,452,000","248,444,000","222,844,000","215,066,000","206,855,000","197,952,000","185,569,000","190,586,000","182,457,000","176,320,000","186,310,000","185,920,000","184,330,000","179,463,000","175,127,000","171,369,000","163,232,000","156,646,000","150,961,000","143,832,000","140,234,000","134,818,000","123,607,000","112,084,000","113,821,000","108,053,000","103,389,000","107,055,000","113,209,000","106,146,000","105,948,000","94,107,000","95,731,000","92,347,000","93,247,000","87,533,000","82,025,000","78,405,000","83,315,000","102,552,000","97,629,000","97,366,000","95,411,000","90,039,000","79,383,000","79,178,000","74,631,000","72,900,000","75,148,000","73,575,000","69,920,000","68,672,000","68,627,000","67,861,000","209,224,000","93,512,000","74,644,000","56,785,000","47,519,000","46,310,000","59,716,000","30,368,000","39,386,000","350,270,000","107,992,000","117,637,000","110,144,000","141,792,000","152,039,000","171,518,000","157,453,000","153,451,000","114,994,000","109,400,000","75,600,000","137,000,000","36,000,000","84,100,000","78,100,000","69,800,000","93,700,000","75,500,000","66,900,000","55,600,000","44,200,000","50,100,000","39,900,000","34,500,000","6,500,000","6,300,000","6,400,000","7,000,000","7,400,000","7,300,000","7,800,000","7,000,000","9,200,000","4,900,000","4,200,000","4,200,000","5,500,000","4,600,000","4,500,000","900,000","2,700,000","6,200,000","6,300,000","400,000"
TotalLiabilitiesNetMinorityInterest,"3,599,435,000","3,511,113,000","3,453,317,000","3,330,770,000","3,247,060,000","3,125,940,000","3,117,695,000","3,061,933,000","3,041,517,000","3,048,213,000","2,316,284,000","2,213,739,000","2,278,788,000","2,559,821,000","2,660,959,000","2,631,213,000","2,438,674,000","2,576,916,000","2,116,690,000","2,255,771,000","2,089,063,000","1,939,569,000","2,045,219,000","1,988,043,000","1,815,258,000","1,757,140,000","1,911,750,000","1,815,724,000","1,691,169,000","1,725,328,000","1,719,329,000","1,548,876,000","1,641,417,000","1,368,941,000","1,570,658,000","1,552,342,000","1,399,956,000","1,418,387,000","1,603,685,000","1,478,171,000","1,454,506,000","1,127,195,000","1,266,034,000","1,247,131,000","1,062,071,000","1,055,415,000","1,186,359,000","1,064,839,000","947,175,000","939,022,000","1,094,688,000","1,114,826,000","1,002,105,000","1,032,543,000","1,214,107,000","1,128,453,000","995,333,000","1,024,945,000","1,180,944,000","1,137,091,000","1,037,380,000","1,007,904,000","994,655,000","908,842,000","933,285,000","900,174,000","922,540,000","920,289,000","930,066,000","934,791,000","827,138,000","808,014,000","842,587,000","818,675,000","873,943,000","871,508,000","865,512,000","829,128,000","865,233,000","850,736,000","585,268,000","558,987,000","643,251,000","433,958,000","434,257,000","386,594,000","368,164,000","351,892,000","320,246,000","300,900,000","308,300,000","261,000,000","283,100,000","246,900,000","286,200,000","270,400,000","267,200,000","265,300,000","217,900,000","200,400,000","190,500,000","162,100,000","176,300,000","167,600,000","159,700,000","111,400,000","115,300,000","109,800,000","103,800,000","88,000,000","87,400,000","82,400,000","74,700,000","40,700,000","39,600,000","35,000,000","32,100,000","23,200,000","23,500,000","19,600,000","17,600,000","15,700,000","14,500,000","10,100,000"
	CurrentLiabilities,"2,462,658,000","2,471,656,000","2,413,484,000","2,334,636,000","2,255,700,000","2,171,383,000","2,139,922,000","2,056,277,000","2,054,197,000","2,055,738,000","1,752,453,000","1,630,450,000","1,732,927,000","2,025,638,000","2,102,415,000","2,083,405,000","1,881,922,000","1,950,414,000","1,614,109,000","1,764,398,000","1,593,347,000","1,456,555,000","1,714,946,000","1,663,596,000","1,485,212,000","1,433,282,000","1,578,353,000","1,459,343,000","1,325,038,000","1,343,104,000","1,386,759,000","1,227,284,000","1,304,732,000","1,036,703,000","1,222,919,000","1,171,682,000","1,012,922,000","1,022,012,000","1,252,639,000","1,138,215,000","1,073,217,000","863,828,000","1,008,810,000","982,090,000","807,836,000","785,082,000","921,768,000","837,054,000","720,597,000","723,184,000","814,593,000","816,092,000","726,098,000","739,346,000","908,983,000","846,097,000","709,104,000","710,555,000","1,031,076,000","989,016,000","897,443,000","874,958,000","871,096,000","787,859,000","818,687,000","794,214,000","816,680,000","824,164,000","842,164,000","845,241,000","741,155,000","727,278,000","769,704,000","744,826,000","804,959,000","785,962,000","767,513,000","742,413,000","777,369,000","737,169,000","492,331,000","457,744,000","626,127,000","408,957,000","405,270,000","362,431,000","352,664,000","335,909,000","303,732,000","280,300,000","287,500,000","240,400,000","261,100,000","228,900,000","268,200,000","260,600,000","257,800,000","254,800,000","205,700,000","187,000,000","176,200,000","146,300,000","160,300,000","149,800,000","140,100,000","111,400,000","115,300,000","109,800,000","103,900,000","87,900,000","87,300,000","82,400,000","74,700,000","40,700,000","39,600,000","34,900,000","31,800,000","22,800,000","22,900,000","18,000,000","15,600,000","13,200,000","12,400,000","8,700,000"
		PayablesAndAccruedExpenses,"612,221,000","540,733,000","741,191,000","630,273,000","506,304,000","455,155,000","651,402,000","570,559,000","463,809,000","374,159,000","522,363,000","474,804,000","372,831,000","348,707,000","605,784,000","455,946,000","383,189,000","388,232,000","539,657,000","419,572,000","363,296,000","260,681,000","424,144,000","377,026,000","308,849,000","271,258,000","405,107,000","356,575,000","307,462,000","254,359,000","428,517,000","339,752,000","293,458,000","228,621,000","365,365,000","337,292,000","291,040,000","234,138,000","87,814,000","80,491,000","80,298,000","68,691,000","66,564,000","287,554,000","78,136,000","219,187,000","311,278,000","243,143,000","214,826,000","215,749,000","260,603,000","234,300,000","185,489,000","192,003,000","304,265,000","242,572,000","187,026,000","181,623,000","453,781,000","255,768,000","357,440,000","352,036,000","425,498,000","359,252,000","341,238,000","146,477,000","400,991,000","408,716,000","375,002,000","363,049,000","372,242,000","341,976,000","339,402,000","329,023,000","406,081,000","360,104,000","168,516,000","358,777,000","416,701,000","357,094,000","108,741,000","161,380,000","245,833,000","120,980,000","146,324,000","95,506,000","139,290,000","116,634,000","88,098,000","80,900,000","8,800,000","101,600,000","104,400,000","92,900,000","14,900,000","121,900,000","115,600,000","126,700,000","16,200,000","85,600,000","80,800,000","58,300,000","11,500,000","59,300,000","54,700,000","46,300,000","8,600,000","50,900,000","47,100,000","39,600,000","7,200,000","7,000,000","5,700,000","2,900,000","3,900,000","2,500,000","2,200,000","1,700,000","2,000,000","1,800,000","1,600,000","1,500,000","1,200,000","1,300,000"
			Payables,"74,471,000","29,203,000","73,856,000","55,841,000","69,604,000","57,605,000","57,741,000","57,779,000","68,510,000","45,386,000","35,719,000","18,021,000","38,202,000","39,385,000","112,504,000","56,382,000","52,730,000","80,964,000","59,765,000","36,143,000","45,334,000","260,681,000","36,438,000","55,636,000","53,742,000","36,546,000","29,484,000","44,440,000","33,221,000","40,264,000","59,556,000","35,340,000","31,228,000","19,301,000","15,743,000","32,377,000","37,467,000","24,970,000","34,537,000","28,901,000","36,245,000","15,884,000","10,035,000","287,554,000","18,375,000","219,187,000","24,680,000","243,143,000","214,826,000","215,749,000","260,603,000","234,300,000","185,489,000","16,666,000","23,168,000","240,676,000","8,506,000","6,964,000","11,611,000","8,303,000","6,595,000","6,808,000","234,149,000","195,279,000","169,006,000","146,477,000","231,359,000","211,401,000","185,338,000","166,532,000","184,146,000","159,407,000","157,733,000","149,388,000","204,226,000","181,607,000","168,516,000","194,641,000","246,789,000","233,756,000","108,741,000","105,608,000","134,966,000","120,980,000","104,701,000","95,506,000","139,290,000","116,634,000","88,098,000","80,900,000","8,800,000","101,600,000","104,400,000","92,900,000","14,900,000","121,900,000","115,600,000","126,700,000","16,200,000","85,600,000","80,800,000","58,300,000","11,500,000","59,300,000","54,700,000","46,300,000","8,600,000","50,900,000","47,100,000","39,600,000","7,200,000","7,000,000","5,700,000","2,900,000","3,900,000","2,500,000","2,200,000","1,700,000","2,000,000","1,800,000","1,600,000","1,500,000","1,200,000","1,300,000"
				AccountsPayable,"74,471,000","29,203,000","27,413,000","41,305,000","44,131,000","25,378,000","30,003,000","37,126,000","51,756,000","26,579,000","19,815,000","14,846,000","31,219,000","26,019,000","85,046,000","49,473,000","43,479,000","42,097,000","19,954,000","19,873,000","33,538,000","251,098,000","13,745,000","26,216,000","30,089,000","20,160,000","9,919,000","18,690,000","26,860,000","28,240,000","28,152,000","14,624,000","13,381,000","8,084,000","8,575,000","16,188,000","23,541,000","14,288,000","29,855,000","12,084,000","12,854,000","9,254,000","6,956,000","284,463,000","15,899,000","216,672,000","16,331,000","240,407,000","186,802,000","182,159,000","10,136,000","221,249,000","176,233,000","7,271,000","23,168,000","240,676,000","8,506,000","6,964,000","11,611,000","8,303,000","6,595,000","6,808,000","234,149,000","195,279,000","169,006,000","146,477,000","231,359,000","211,401,000","185,338,000","166,532,000","184,146,000","159,407,000","157,733,000","149,388,000","204,226,000","181,607,000","168,516,000","194,641,000","246,789,000","233,756,000","108,741,000","105,608,000","134,966,000","120,980,000","104,701,000","95,506,000","139,290,000","116,634,000","88,098,000","80,900,000","8,800,000","101,600,000","104,400,000","92,900,000","14,900,000","121,900,000","115,600,000","126,700,000","16,200,000","85,600,000","80,800,000","58,300,000","11,500,000","59,300,000","54,700,000","46,300,000","8,600,000","50,900,000","47,100,000","39,600,000","7,200,000","7,000,000","5,700,000","2,900,000","3,900,000","2,500,000","2,200,000","1,700,000","2,000,000","1,800,000","1,600,000","1,500,000","1,200,000","1,300,000"
				TotalTaxPayable,,,"46,443,000","14,536,000","25,473,000","32,227,000","27,738,000","20,653,000","16,754,000","18,807,000","15,904,000","3,175,000","6,983,000","13,366,000","27,458,000","6,909,000","9,251,000","38,867,000","39,811,000","16,270,000","11,796,000","9,583,000","22,693,000","29,420,000","23,653,000","16,386,000","19,565,000","25,750,000","6,361,000","12,024,000","31,404,000","20,716,000","17,847,000","11,217,000","7,168,000","16,189,000","13,926,000","10,682,000","4,682,000","7,183,000","8,329,000","6,630,000","3,079,000","3,091,000","2,476,000","2,515,000","8,349,000","2,736,000","28,024,000","33,590,000","5,508,000","13,051,000","9,256,000","9,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,"46,443,000","14,536,000","25,473,000","32,227,000","27,738,000","20,653,000","16,754,000","18,807,000","15,904,000","3,175,000","6,983,000","13,366,000","27,458,000","6,909,000","9,251,000","38,867,000","39,811,000","16,270,000","11,796,000","9,583,000","22,693,000","29,420,000","23,653,000","16,386,000","19,565,000","25,750,000","6,361,000","12,024,000","31,404,000","20,716,000","17,847,000","11,217,000","7,168,000","16,189,000","13,926,000","10,682,000","4,682,000","7,183,000","8,329,000","6,630,000","3,079,000","3,091,000","2,476,000","2,515,000","8,349,000","2,736,000","28,024,000","33,590,000","5,508,000","13,051,000","9,256,000","9,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,634,000","15,062,000",,,,,,,,,,"244,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"537,750,000","511,530,000","667,335,000","574,432,000","436,700,000","397,550,000","593,661,000","512,780,000","395,299,000","328,773,000","486,644,000","456,783,000","334,629,000","309,322,000","493,280,000","399,564,000","330,459,000","307,268,000","479,892,000","383,429,000","317,962,000",,"387,706,000","321,390,000","255,107,000","234,712,000","375,623,000","312,135,000","274,241,000","214,095,000","368,961,000","304,412,000","262,230,000","209,320,000","349,622,000","304,915,000","253,573,000","209,168,000","53,277,000","51,590,000","44,053,000","52,807,000","56,529,000",,"59,761,000",,"286,598,000",,,,,,,"175,337,000","281,097,000","1,896,000","178,520,000","174,659,000","442,170,000","247,465,000","350,845,000","345,228,000","191,349,000","163,973,000","172,232,000",,"169,632,000","197,315,000","189,664,000","196,517,000","188,096,000","182,569,000","181,669,000","179,635,000","201,855,000","178,497,000",,"164,136,000","169,912,000","123,338,000",,"55,772,000","110,867,000",,"41,623,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299,961,000","229,580,000","186,851,000","142,482,000","238,691,000",,"151,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"55,170,000","78,748,000","154,670,000","161,757,000","167,555,000","170,190,000","100,257,000","96,109,000","193,877,000","276,850,000","17,614,000","16,653,000","165,692,000","414,730,000","343,769,000","497,808,000","396,847,000","440,885,000","9,924,000","298,025,000","278,001,000","177,040,000","205,000,000","277,500,000","250,000,000","227,500,000","205,000,000","190,000,000","190,000,000","265,000,000","30,000,000","30,000,000","230,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000","28,000","78,000","1,423,000","178,000","515,000","536,000","535,000","535,000","1,624,000","3,520,000","6,416,000","6,414,000","12,303,000","9,600,000","8,600,000","8,700,000","8,900,000","3,400,000","7,600,000","6,000,000","7,900,000","8,400,000","8,900,000","8,900,000","10,600,000","11,000,000","11,600,000","12,100,000","12,600,000",,,,,,,,,,,,"500,000","800,000","800,000","2,100,000","2,100,000","2,000,000","1,800,000","1,200,000"
			CurrentDebt,,,"74,992,000","82,468,000","89,945,000","97,421,000","27,084,000","24,248,000","121,412,000","208,576,000","17,614,000","16,653,000","165,692,000","414,730,000","343,769,000","497,808,000","396,847,000","440,885,000","9,924,000","298,025,000","278,001,000","177,040,000","205,000,000","277,500,000","250,000,000","227,500,000","205,000,000","190,000,000","190,000,000","265,000,000","30,000,000","30,000,000","230,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000","28,000","78,000","1,423,000","178,000","515,000","536,000","535,000","535,000","1,624,000","3,520,000","6,416,000","6,414,000","12,303,000","9,600,000","8,600,000","8,700,000","8,900,000","3,400,000","7,600,000","6,000,000","7,900,000","8,400,000","8,900,000","8,900,000","10,600,000","11,000,000","11,600,000","12,100,000","12,600,000",,,,,,,,,,,,"500,000","800,000","800,000","2,100,000","2,100,000","2,000,000","1,800,000","1,200,000"
				LineOfCredit,,"0",,,,,,,,,,,,,,,,,,,,,"205,000,000",,,,,,,,,,,,"30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,"74,992,000","82,468,000","89,945,000","97,421,000","27,084,000","24,248,000","121,412,000","208,576,000",,,,,,,,,,,,,"205,000,000",,,,,,,,,,,,"30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"55,170,000","78,748,000","79,678,000","79,289,000","77,610,000","72,769,000","73,173,000","71,861,000","72,465,000","68,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,795,267,000","1,852,175,000","1,517,623,000","1,542,606,000","1,581,841,000","1,546,038,000","1,388,263,000","1,389,609,000","1,396,511,000","1,404,729,000","1,212,476,000","1,138,993,000","1,194,404,000","1,262,201,000","1,152,862,000","1,129,651,000","1,101,886,000","1,121,297,000","1,064,528,000","1,046,801,000","952,050,000","1,018,834,000","1,085,802,000","1,009,070,000","926,363,000","934,524,000","968,246,000","912,768,000","827,576,000","823,745,000","928,242,000","857,532,000","781,274,000","778,082,000","827,554,000","804,390,000","691,882,000","757,874,000","834,864,000","798,144,000","676,068,000","652,655,000","703,555,000","694,536,000","578,576,000","565,895,000","600,569,000","593,911,000","505,771,000","507,435,000","553,990,000","581,792,000","540,609,000","547,343,000","604,718,000","603,525,000","522,078,000","528,932,000","577,295,000","568,838,000","540,003,000","522,922,000","445,598,000","428,607,000","477,449,000","475,962,000","415,689,000","415,448,000","467,162,000","482,192,000","368,913,000","385,302,000","430,302,000","415,803,000","398,878,000","425,830,000","445,189,000","383,558,000","359,245,000","379,897,000","327,319,000","295,828,000","379,759,000","250,752,000","257,322,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
