name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"1,554,620,000","1,560,422,000","1,493,578,000","1,427,863,000","1,332,833,000"
	CurrentAssets,"337,928,000","335,187,000","258,032,000","182,555,000","61,359,000"
		CashCashEquivalentsAndShortTermInvestments,"143,347,000","186,388,000","121,479,000","76,430,000","10,964,000"
			CashAndCashEquivalents,"143,347,000","186,388,000","121,479,000","76,430,000","10,964,000"
				CashEquivalents,,"186,388,000",,,"10,964,000"
		Receivables,"68,914,000","40,779,000","59,283,000","43,092,000","14,377,000"
			AccountsReceivable,"68,914,000","40,779,000","59,283,000","43,092,000","14,377,000"
				GrossAccountsReceivable,"83,576,000","49,010,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-14,662,000","-8,231,000",,,
		Inventory,"117,471,000","98,399,000","69,088,000","57,189,000","33,596,000"
			RawMaterials,"27,131,000","20,852,000","10,677,000","9,906,000","7,773,000"
			FinishedGoods,"90,340,000","77,547,000","58,411,000","47,283,000","25,823,000"
		OtherCurrentAssets,"8,196,000","9,621,000","8,182,000","5,844,000","2,422,000"
	TotalNonCurrentAssets,"1,216,692,000","1,225,235,000","1,235,546,000","1,245,308,000","1,271,474,000"
		NetPPE,"740,000","747,000","806,000","97,000","34,000"
		GoodwillAndOtherIntangibleAssets,"1,199,532,000","1,211,644,000","1,223,262,000","1,235,712,000","1,260,610,000"
			Goodwill,"168,300,000","168,300,000","168,300,000","168,300,000","168,300,000"
			OtherIntangibleAssets,"1,031,232,000","1,043,344,000","1,054,962,000","1,067,412,000","1,092,310,000"
		InvestmentsAndAdvances,,"4,500,000","4,500,000",,
			LongTermEquityInvestment,,"4,500,000","4,500,000",,
				InvestmentsInOtherVenturesUnderEquityMethod,,"4,500,000","4,500,000",,
		NonCurrentDeferredAssets,"10,056,000","8,344,000","6,978,000","9,499,000","10,830,000"
			NonCurrentDeferredTaxesAssets,"10,056,000","8,344,000","6,978,000","9,499,000","10,830,000"
		OtherNonCurrentAssets,"6,364,000","4,500,000",,,
TotalLiabilitiesNetMinorityInterest,"965,605,000","1,036,124,000","1,040,573,000","800,501,000","802,160,000"
	CurrentLiabilities,"82,168,000","72,912,000","65,309,000","53,805,000","46,789,000"
		PayablesAndAccruedExpenses,"70,414,000","47,778,000","39,545,000","28,416,000","24,363,000"
			Payables,"33,162,000","35,468,000","23,645,000","25,350,000","19,915,000"
				AccountsPayable,"29,005,000","19,167,000","14,303,000","17,538,000","16,815,000"
				TotalTaxPayable,,"12,144,000","9,342,000","7,812,000","3,100,000"
				DuetoRelatedPartiesCurrent,"4,157,000","4,157,000",,,"0"
			CurrentAccruedExpenses,"37,252,000","12,310,000","15,900,000","3,066,000","4,448,000"
		CurrentDebtAndCapitalLeaseObligation,"6,750,000","20,112,000","20,112,000","20,112,000","20,112,000"
			CurrentDebt,"6,750,000","20,112,000","20,112,000","20,112,000","20,112,000"
				OtherCurrentBorrowings,"6,750,000","20,112,000","20,112,000","20,112,000","20,112,000"
		CurrentDeferredLiabilities,"5,004,000","5,022,000","5,652,000","5,277,000","2,314,000"
			CurrentDeferredRevenue,"5,004,000","5,022,000","5,652,000","5,277,000","2,314,000"
		OtherCurrentLiabilities,,"4,157,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"883,437,000","963,212,000","975,264,000","746,696,000","755,371,000"
		LongTermDebtAndCapitalLeaseObligation,"658,315,000","738,090,000","742,371,000","746,696,000","755,371,000"
			LongTermDebt,"658,315,000","738,090,000","742,371,000","746,696,000","755,371,000"
		TradeandOtherPayablesNonCurrent,"0","0","0",,
		DuetoRelatedPartiesNonCurrent,"225,122,000","225,122,000","232,893,000",,
TotalEquityGrossMinorityInterest,"589,015,000","524,298,000","453,005,000","627,362,000","530,673,000"
	StockholdersEquity,"589,015,000","524,298,000","453,005,000","627,362,000","530,673,000"
		CapitalStock,"648,000","648,000","648,000","960,000","960,000"
			PreferredStock,"0",,,,
			CommonStock,"648,000","648,000","648,000","960,000","960,000"
		AdditionalPaidInCapital,"305,622,000","302,866,000","300,884,000","531,520,000","529,713,000"
		RetainedEarnings,"282,745,000","220,784,000","151,473,000","94,882,000","0"
TotalCapitalization,"1,247,330,000","1,262,388,000","1,195,376,000","1,374,058,000","1,286,044,000"
CommonStockEquity,"589,015,000","524,298,000","453,005,000","627,362,000","530,673,000"
NetTangibleAssets,"-610,517,000","-687,346,000","-770,257,000","-608,350,000","-729,937,000"
WorkingCapital,"255,760,000","262,275,000","192,723,000","128,750,000","14,570,000"
InvestedCapital,"1,254,080,000","1,282,500,000","1,215,488,000","1,394,170,000","1,306,156,000"
TangibleBookValue,"-610,517,000","-687,346,000","-770,257,000","-608,350,000","-729,937,000"
TotalDebt,"665,065,000","758,202,000","762,483,000","766,808,000","775,483,000"
NetDebt,"521,718,000","571,814,000","641,004,000","690,378,000","764,519,000"
ShareIssued,"648,855,977","648,794,041","648,124,642","648,124,635","648,124,635"
OrdinarySharesNumber,"648,855,977","648,794,041","648,124,642","648,124,635","648,124,635"
