name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"272,898,000","83,751,000","27,362,000","78,843,000","82,942,000","87,721,000","76,271,000","79,176,000","78,058,000","76,511,000","74,203,000","72,942,000","75,040,000","74,516,000","73,427,000","70,176,000","73,061,000","63,749,000","10,794,000","11,950,000","3,560,000","2,172,000","1,303,000","408,000","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"272,898,000","83,751,000","27,362,000","78,843,000","82,942,000","87,721,000","76,271,000","79,176,000","78,058,000","76,511,000","74,203,000","72,942,000","75,040,000","74,516,000","73,427,000","70,176,000","73,061,000","63,749,000","10,794,000","11,950,000","3,560,000","2,172,000","1,303,000","408,000","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"129,383,000","35,255,000","28,695,000","32,730,000","32,703,000","32,123,000","31,979,000","30,983,000","29,694,000","37,524,000","49,088,000","46,754,000","48,654,000","49,164,000","29,726,000","46,007,000","46,838,000","43,106,000","1,094,000","553,000","577,000","371,000","184,000","29,000",,,"0","0","0","0","0",,"0","0"
GrossProfit,"143,515,000","48,496,000","-1,333,000","46,113,000","50,239,000","55,598,000","44,292,000","48,193,000","48,364,000","38,987,000","25,115,000","26,188,000","26,386,000","25,352,000","43,701,000","24,169,000","26,223,000","20,643,000","9,700,000","11,397,000","2,983,000","1,801,000","1,119,000","379,000",,,"0","0","0","0","0",,"0","0"
OperatingExpense,"152,516,000","58,511,000","28,211,000","31,964,000","33,830,000","34,406,000","29,296,000","28,567,000","31,815,000","33,926,000","27,488,000","32,563,000","31,394,000","35,344,000","32,700,000","35,355,000","33,516,000","33,850,000","27,283,000","24,827,000","24,241,000","24,977,000","28,697,000","26,821,000","24,474,000","15,587,000","9,436,000","9,265,000","4,575,000","3,630,000","3,327,000","6,505,000","4,088,000","3,744,000"
	SellingGeneralAndAdministration,"142,012,000","54,528,000","26,602,000","30,514,000","30,368,000","31,476,000","26,824,000","26,426,000","29,322,000","31,260,000","25,090,000","30,072,000","28,935,000","32,352,000","30,451,000","33,448,000","31,279,000","31,582,000","25,089,000","22,758,000","22,062,000","22,847,000","25,366,000","23,567,000","20,173,000","11,525,000","7,905,000","5,907,000","2,934,000","2,185,000","1,020,000","687,000","523,000","475,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,905,000","5,907,000","2,934,000","2,185,000","1,020,000","687,000","523,000","475,000"
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,905,000","5,907,000","2,934,000","2,185,000","1,020,000","687,000","523,000","475,000"
		SellingAndMarketingExpense,"112,098,000",,,,,,,"26,426,000","29,322,000","31,260,000","25,090,000","30,072,000","28,935,000","32,352,000","30,451,000","33,448,000","31,279,000","31,582,000","25,089,000","22,758,000","22,062,000","22,847,000","25,366,000","23,567,000","20,173,000","11,525,000",,,,,,,,
	ResearchAndDevelopment,"10,504,000","3,983,000","1,609,000","1,450,000","3,462,000","2,930,000","2,472,000","2,141,000","2,493,000","2,666,000","2,398,000","2,491,000","2,459,000","2,992,000","2,249,000","1,907,000","2,237,000","2,268,000","2,194,000","2,069,000","2,179,000","2,130,000","3,331,000","3,254,000","4,301,000","4,062,000","1,531,000","3,358,000","1,641,000","1,445,000","2,307,000","5,818,000","3,565,000","3,269,000"
OperatingIncome,"-9,001,000","-10,015,000","-29,544,000","14,149,000","16,409,000","21,192,000","14,996,000","19,626,000","16,549,000","5,061,000","-2,373,000","-6,375,000","-5,008,000","-9,992,000","11,001,000","-11,186,000","-7,293,000","-13,207,000","-17,583,000","-13,430,000","-21,258,000","-23,176,000","-27,578,000","-26,442,000","-24,474,000","-15,587,000","-9,436,000","-9,265,000","-4,575,000","-3,630,000","-3,327,000","-6,505,000","-4,088,000","-3,744,000"
NetNonOperatingInterestIncomeExpense,"-21,111,000","-5,827,000","-4,754,000","-5,112,000","-5,418,000","-5,718,000","-7,734,000","-8,060,000","-8,245,000","-4,611,000","172,000","266,000","296,000","292,000","-1,915,000","-5,316,000","-5,767,000","-5,445,000","180,000","167,000","137,000","98,000","19,000","-2,000","-46,000","-66,000","-89,000","-97,000","-99,000","-155,000","-142,000","-51,000","-29,000","-29,000"
	InterestIncomeNonOperating,"13,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","14,000","212,000","383,000","494,000","532,000","526,000","489,000","552,000","391,000","255,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"21,124,000","5,831,000","4,757,000","5,115,000","5,421,000","5,721,000","7,737,000","8,063,000","8,259,000","4,823,000","211,000","228,000","236,000","234,000","2,404,000","5,868,000","6,158,000","5,700,000","180,000","167,000","137,000","98,000","-19,000","2,000","46,000","66,000","89,000","97,000","99,000","155,000","142,000","51,000","29,000","29,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,"-180,000","-167,000","-137,000","-98,000","-19,000","2,000","46,000","66,000","89,000","97,000","99,000","155,000","142,000","51,000","29,000","29,000"
OtherIncomeExpense,,,"-4,578,000",,,,,,,,,,,,,,,,"0","0","0","0","20,000","0","0","0","0","0","0","91,000","0",,"0","0"
	SpecialIncomeCharges,,,"-4,578,000",,,,,,,,,,,,,,,,,,,,"20,000",,,,"0","0","0","91,000",,"0","0","0"
		RestructuringAndMergernAcquisition,,,"4,578,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-91,000",,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,"20,000",,,,"-89,000",,,,,,,
PretaxIncome,"-34,690,000","-15,842,000","-38,876,000","9,037,000","10,991,000","15,474,000","7,262,000","11,566,000","8,304,000","450,000","-2,201,000","-6,109,000","-4,712,000","-9,700,000","9,086,000","-16,502,000","-13,060,000","-18,652,000","-17,403,000","-13,263,000","-21,121,000","-23,078,000","-27,559,000","-26,444,000","-24,520,000","-15,653,000","-9,525,000","-9,362,000","-4,674,000","-3,694,000","-3,469,000","-6,556,000","-4,117,000","-3,773,000"
TaxProvision,"-77,476,000","-2,773,000","-13,842,000","991,000","-61,852,000","-188,000","304,000","280,000","246,000",,,,,,,,,,,,,,,,,,,,,,,,,
