name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,09/30/2008,08/31/2008,06/30/2008,05/31/2008,03/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005
TotalRevenue,"3,054,963,000","781,435,000","802,319,000","746,791,000","724,418,000","553,640,000","478,764,000","424,062,000","417,989,000","632,869,000","715,678,000","632,350,000","895,853,000","642,315,000","811,129,000","1,000,100,000","986,837,000","1,045,287,000","920,984,000","901,235,000","886,263,000","887,684,000","932,098,000","841,852,000","887,727,000","749,204,000","739,914,000","742,797,000","744,490,000","738,388,000","829,939,000","833,925,000","837,858,000","733,889,000","712,869,000","757,971,000","804,696,000","765,476,000","883,707,000","947,413,000","870,356,000","775,395,000","922,791,000","957,018,000","861,393,000","812,159,000","756,836,000","496,299,000","453,359,000","426,474,000","436,714,000","361,723,000","284,655,000","221,082,000","5,278,000","105,944,000","259,000","77,551,000","0","37,844,000","24,193,088","9,303",,,,,,,,"0","0","0"
	OperatingRevenue,"3,054,963,000","781,435,000","802,319,000","746,791,000","724,418,000","553,640,000","478,764,000","424,062,000","417,989,000","632,869,000","715,678,000","632,350,000","895,853,000","642,315,000","811,129,000","1,000,100,000","986,837,000","1,045,287,000","920,984,000","901,235,000","886,263,000","887,684,000","932,098,000","841,852,000","887,727,000","749,204,000","739,914,000","742,797,000","744,490,000","738,388,000","829,939,000","833,925,000","837,858,000","733,889,000","712,869,000","757,971,000","804,696,000","765,476,000","883,707,000","947,413,000","870,356,000","775,395,000","922,791,000","957,018,000","861,393,000","812,159,000","756,836,000","496,299,000","453,359,000","426,474,000","436,714,000","361,723,000","284,655,000","221,082,000","5,278,000","105,034,000","259,000","77,551,000","0","37,844,000","24,193,088","9,303",,,,,,,,"0","0","0"
CostOfRevenue,"2,888,385,000","772,509,000","746,289,000","730,179,000","639,408,000","509,233,000","440,106,000","393,933,000","390,861,000","617,228,000","684,466,000","632,129,000","888,257,000","635,575,000","792,289,000","936,384,000","910,625,000","988,335,000","843,885,000","815,787,000","830,019,000","811,896,000","802,984,000","758,883,000","809,524,000","724,688,000","681,220,000","679,348,000","697,164,000","712,833,000","732,289,000","735,842,000","759,543,000","633,140,000","640,697,000","716,947,000","772,085,000","738,262,000","841,736,000","919,516,000","852,222,000","766,625,000","870,738,000","909,725,000","826,314,000","774,709,000","705,415,000","464,294,000","422,687,000","389,000,000","392,449,000","340,321,000","269,772,000","219,203,000","7,381,000","98,110,000","165,000","62,086,000","0","22,101,000","23,022,203","20,641",,"853,501",,,,"123,811",,,,
GrossProfit,"166,578,000","8,926,000","56,030,000","16,612,000","85,010,000","44,407,000","38,658,000","30,129,000","27,128,000","15,641,000","31,212,000","221,000","7,596,000","6,740,000","18,840,000","63,716,000","76,212,000","56,952,000","77,099,000","85,448,000","56,244,000","75,788,000","129,114,000","82,969,000","78,203,000","24,516,000","58,694,000","63,449,000","47,326,000","25,555,000","97,650,000","98,083,000","78,315,000","100,749,000","72,172,000","41,024,000","32,611,000","27,214,000","41,971,000","27,897,000","18,134,000","8,770,000","52,053,000","47,293,000","35,079,000","37,450,000","51,421,000","32,005,000","30,672,000","37,474,000","44,265,000","21,402,000","14,883,000","1,879,000","-2,103,000","7,834,000","94,000","15,465,000","0","15,743,000","1,170,885","-11,338",,"-853,501",,,,"-123,811",,,,
OperatingExpense,"213,027,000","56,828,000","46,583,000","59,464,000","50,152,000","49,953,000","50,593,000","46,334,000","46,496,000","45,878,000","46,134,000","42,586,000","46,976,000","46,745,000","61,950,000","63,067,000","64,447,000","60,877,000","69,675,000","64,732,000","60,030,000","58,396,000","73,044,000","52,114,000","50,794,000","47,162,000","45,956,000","43,616,000","22,924,000","21,451,000","23,721,000","23,028,000","19,369,000","22,406,000","21,121,000","15,490,000","14,049,000","14,510,000","20,669,000","19,273,000","19,217,000","19,861,000","19,869,000","18,248,000","17,474,000","17,631,000","18,885,000","15,016,000","13,597,000","12,969,000","14,510,000","10,648,000","10,747,000","9,059,000","2,562,000","7,673,000","1,461,000","6,420,000","1,953,000","2,924,000","2,792,074","1,750,418","3,547,209",,"973,464","598,622","455,089",,"164,633","222,433","231,766","110,714"
	SellingGeneralAndAdministration,"98,484,000","30,863,000","18,216,000","26,022,000","23,383,000","23,518,000","22,842,000","19,934,000","20,518,000","21,638,000","20,627,000","18,542,000","21,648,000","20,646,000","35,061,000","25,083,000","29,731,000","26,003,000","34,078,000","28,589,000","25,575,000","23,782,000","36,452,000","24,264,000","23,589,000","20,372,000","21,121,000","19,280,000","22,924,000","21,451,000","23,721,000","23,028,000","19,369,000","22,406,000","21,121,000","15,490,000","14,049,000","14,510,000","20,669,000","19,273,000","19,217,000","19,861,000","19,869,000","18,248,000","17,474,000","17,631,000","18,885,000","15,016,000","13,597,000","12,969,000","14,510,000","10,648,000",,,"2,562,000","7,673,000",,"6,420,000",,"2,924,000","2,792,074","1,750,418","3,547,209",,"973,464","598,622","455,089",,"409,458","159,924","140,562","19,602"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,"36,451,000","24,264,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,"36,451,000","24,264,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"91,670,000","20,399,000","22,459,000","28,280,000","20,532,000","20,681,000","21,036,000","19,753,000","19,375,000","18,080,000","19,164,000","17,828,000","19,094,000","19,235,000","19,609,000","30,713,000","26,823,000","26,474,000","27,256,000","27,834,000","26,188,000","26,083,000","28,094,000","19,286,000","18,701,000","18,145,000","17,316,000","16,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"91,670,000","20,399,000","22,459,000","28,280,000","20,532,000","20,681,000","21,036,000","19,753,000","19,375,000","18,080,000","19,164,000","17,828,000","19,094,000","19,235,000","19,609,000","30,713,000","26,823,000","26,474,000","27,256,000","27,834,000","26,188,000","26,083,000","28,094,000","19,286,000","18,701,000","18,145,000","17,316,000","16,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
