name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988
MarketCap,"22,369,437,000","24,494,014,000","29,252,951,000","26,961,952,000","26,674,695,000","24,941,934,000","19,846,125,000","18,337,498,000","16,162,503,000","12,272,469,000","16,443,324,000","16,363,200,000","17,030,650,000","15,095,792,565","12,497,004,000","17,697,992,000","18,365,919,000","16,498,708,981","16,238,118,000","15,368,746,000","15,722,280,000","14,720,022,000","13,223,140,000","14,132,944,000","13,313,594,000","11,958,973,000","12,524,732,000","10,977,164,000","12,218,976,000","12,672,045,000","9,128,340,000","8,638,575,000","8,693,760,000","8,328,208,000","7,830,409,000","8,704,492,000","9,299,290,000","8,385,580,284","8,098,970,000","8,867,873,000","8,964,648,000","8,898,013,882","8,519,627,000","7,881,285,000","9,814,506,000","9,231,426,000","9,003,008,000","7,976,331,000","7,768,585,000","7,888,982,000","7,880,652,000","6,997,050,000","7,341,657,000","6,334,467,000","6,956,280,000","7,728,400,000","7,749,819,000","8,200,584,000","8,383,830,000","9,113,795,000","9,187,724,000","8,541,288,000","8,978,034,000","8,222,478,000","7,784,973,000","7,292,456,000","6,812,025,000","6,507,656,000","6,717,249,927","6,487,720,000","6,785,484,000","6,040,444,213","5,539,453,470","5,572,873,648","5,296,172,455","4,105,379,733","4,364,115,597","4,344,480,482","3,433,516,573","4,992,963,157","6,514,904,143","6,827,044,712","5,704,268,100","5,679,058,666","5,362,948,017","4,209,180,756","6,137,120,000","4,137,636,016","1,413,868,615","551,947,500","474,977,520","354,131,250","363,031,377","220,946,250","172,218,657","203,566,898","288,040,719","241,348,104","216,263,256","324,263,004","332,085,620","430,297,087","353,457,794","476,307,144","921,967,856","1,029,472,264","1,152,337,016","1,213,845,596","1,628,587,268","1,271,802,064","1,123,126,166","1,091,207,750","1,101,763,000","1,133,544,625","1,207,701,750","1,320,955,000","1,629,201,000","1,467,698,125","1,590,606,875","2,000,963,750","1,942,111,875","2,336,672,250","2,901,307,500","2,118,583,125","1,882,425,000","1,770,947,750","1,089,737,000","1,250,720,875","1,362,171,250","1,262,250,000","1,237,500,000","1,014,750,000","915,750,000","754,875,000","792,000,000","891,000,000"
EnterpriseValue,"27,427,737,000","29,363,914,000","33,551,951,000","31,356,352,000","31,144,295,000","30,377,534,000","25,862,725,000","24,894,398,000","22,956,503,000","19,042,569,000","23,520,024,000","23,604,800,000","23,501,350,000","20,728,792,565","18,066,804,000","23,933,792,000","24,781,119,000","22,944,108,981","23,047,218,000","21,196,746,000","21,277,880,000","20,135,922,000","18,826,940,000","19,548,344,000","19,012,194,000","17,659,573,000","18,492,932,000","17,145,464,000","18,718,876,000","15,121,845,000","11,567,340,000","11,166,575,000","11,363,160,000","10,924,608,000","10,320,209,000","11,103,092,000","11,436,390,000","10,573,780,284","10,287,170,000","10,853,073,000","10,956,148,000","10,959,713,882","10,417,427,000","9,779,085,000","11,698,906,000","11,240,726,000","10,960,708,000","9,225,431,000","8,987,585,000","9,045,082,000","9,126,552,000","8,271,050,000","8,526,957,000","7,672,767,000","8,457,880,000","9,405,900,000","9,254,219,000","9,833,784,000","9,884,530,000","10,223,995,000","10,350,924,000","9,511,788,000","9,813,134,000","9,173,378,000","8,735,873,000","8,372,656,000","7,659,025,000","7,354,656,000","7,637,449,927","7,310,920,000","7,470,984,000","6,696,844,213","6,245,353,470","6,289,973,648","6,057,372,455","4,982,379,733","4,423,215,597","5,302,980,482","3,899,016,573","5,534,863,157","6,781,004,143","7,186,744,712","6,063,968,100","6,127,658,666","5,748,548,017","4,646,080,756","6,629,520,000","5,054,436,016","2,330,668,615","1,628,647,500","1,571,177,520","1,473,431,250","1,507,131,377","1,373,946,250","1,324,318,657","1,360,566,898","1,435,540,719","1,389,148,104","1,383,463,256","1,511,863,004","1,517,685,620","1,675,397,087","1,604,457,794","1,550,207,144","1,917,467,856","2,023,972,264","2,155,137,016","1,978,145,596","2,392,887,268","1,885,802,064","1,738,226,166","1,706,307,750","1,667,463,000","1,454,744,625","1,516,201,750","1,538,255,000","1,798,501,000","1,558,698,125","1,702,706,875","2,019,163,750","1,980,111,875","2,380,872,250","2,877,507,500","2,094,783,125","1,858,625,000","1,747,147,750","1,065,937,000","1,210,220,875","1,359,571,250","1,230,250,000","1,226,300,000","1,005,650,000","906,650,000","745,475,000","792,000,000","891,000,000"
PeRatio,"11.069","10.81","11.142","9.592","10.228","16.06","23.614","51.16","51.587","15.137","22.23","19.858","19.648","17.768","8.987","13.773","14.8","13.247","22.247","21.144","21.173","20.437","20.378","22.762","22.268","26.988","26.762","23.079","26.295","21.335","18.074","16.93","17.067","15.714","15.028","16.579","16.909","15.058","14.461","15.78","16.808","17.914","17.194","15.81","19.243","17.482","16.62","14.253","14.435","15.041","15.029","13.774","14.705","13.795","14.002","17.203","17.583","18.015","19.219","21.433","22.618","22.417","23.932","22.455","21.312","20.886","20.321","18.381","19.046","18.976","20.335","17.349","16.405","16.918","16.644","14.069","16.297","16.336","13.13","19.929","31.483","37.012","31.216","38.318","41.568","37.345","63.768","56.487","36.381","24.286","30.733","8.894","10.095","7.609","6.873",,,,,,,,,,,,"156.259",,,"36.587","36.807","35.764","16.456","13.375","11.31","24.206","35.337","35.677","41.57","17.276","17.628","22.297","27.857","21.591","21.591","21.536","13.253","17.061","19.928","19.615","20.833","17.982","16.228","14.387",,
ForwardPeRatio,"12.438","13.699","18.45","17.301","12.579","11.962","11.976","14.085","20.704","10.471","13.986","13.831","15.361","13.624",,"14.472","15.552","14.025","15.528","14.409","16.34","15.015","13.351","14.144","14.815","12.739","14.493","12.563","14.663","15.083","14.881","13.793","13.55","13.089","12.837","12.579","12.579","11.468","12.166","12.107","11.682","12.063","12.484","11.249","13.736","13.298","14.815","10.02","12.788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.068",,,,,,"1.88","2.223","3.754","1.708","2.517","2.489","2.857","2.35",,"1.833","1.877","1.402","1.437","1.25","1.537","1.405","1.44","1.086","1.152","1.485","2.221","1.878","2.033","1.664","1.64","2.247","1.717","1.73","1.633","1.587","1.573","1.103","0.824","0.915","0.878","1.026","1.052","0.938","1.122","1.089","1.185","1.002","4.264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.466","1.595","1.86","1.693","1.771","1.788","1.602","1.602","1.405","1.079","1.476","1.495","1.558","1.385","1.143","1.604","1.711","1.61","1.648","1.602","1.656","1.552","1.403","1.51","1.451","1.358","1.509","1.404","1.677","1.812","1.58","1.531","1.586","1.552","1.48","1.645","1.694","1.549","1.488","1.643","1.667","1.681","1.62","1.489","1.879","1.86","1.852","1.711","1.691","1.736","1.739","1.525","1.599","1.407","1.618","1.805","1.894","2.095","2.252","2.595","2.761","2.694","2.843","2.618","2.485","2.403","2.375","2.148","2.263","2.256","2.393","2.024","1.881","1.899","1.818","1.46","1.591","1.631","1.333","2.004","2.854","3.08","2.597","1.94","1.485","0.879","1.317","0.922","0.594","0.323","0.292","0.21","0.217","0.134","0.107","0.134","0.192","0.161","0.161","0.23","0.219","0.271","0.22","0.298","0.565","0.654","0.749","0.829","1.112","1.405","1.416","1.376","1.492","1.549","1.676","1.799","2.233","2.157","2.34","2.936","3.012","3.815","4.793","3.679","3.611","3.544","2.181","2.728","3.184","3.154","3.311","2.89","2.608","2.291",,
PbRatio,"2.086","2.384","2.78","2.632","2.662","2.665","2.409","2.494","2.302","1.622","2.274","2.29","2.378","2.166","1.724","2.502","2.622","2.418","2.653","2.622","2.782","2.674","2.387","2.66","2.577","2.419","2.549","2.301","2.705","4.493","3.294","3.252","3.476","3.343","3.052","3.268","3.261","3.104","3.004","3.334","3.415","3.55","3.306","3.099","3.804","3.846","3.65","3.513","3.517","3.626","3.742","3.449","3.654","3.484","4.17","4.655","4.301","4.816","4.859","4.732","5.141","4.32","4.186","4.091","3.873","3.902","3.139","2.999","3.171","3.237","3.394","3.059","2.882","2.888","2.793","2.304","2.495","2.578","2.13","3.17","5.558","6.29","5.255","5.793","5.806","4.797","7.359","12.049","4.117","2.942","2.706","2.048","2.199","1.398","1.115","1.57","2.214","1.874","1.675","1.255","1.253","1.652","1.369","1.854","2.208","2.501","2.8","3.056","4.1","7.105","7.209","7.004","7.072","7.977","8.577","7.743","9.578","6.9","7.485","7.408","7.847","10.217","8.771","6.836","6.838","6.899","4.245","3.363","3.893","3.825","3.952","3.403","3.071","2.685",,
EnterprisesValueRevenueRatio,"1.729","7.53","8.272","7.718","8.109","7.3","5.76","6.39","8.291","6.744","7.964","8.06","8.155","7.426","6.481","8.453","8.646","8.055","8.242","7.983","8.368","8.229","7.753","8.096","7.822","7.458","8.039","7.399","8.249","8.433","7.647","7.196","7.494","7.636","7.182","7.593","7.789","7.338","7.32","7.646","7.697","7.7","7.626","6.963","8.337","8.215","8.461","7.227","7.257","7.578","7.833","6.979","7.173","6.639","7.558","8.286","8.063","8.914","9.828","10.018","9.923","9.524","10.92","10.082","9.667","9.531","9.314","8.623","8.95","9.149","9.747","8.569","7.963","8.359","8.281","6.626","5.948","7.446","5.998","8.448","11.073","12.181","10.756","10.925","10.458","8.843","13.641","10.355","4.831","3.52","3.717","3.438","3.509","3.288","2.909","3.416","3.718","3.724","3.828","4.016","3.895","4.279","4.101","3.85","4.677","5.011","5.342","4.738","6.515","7.735","7.4","6.861","8.178","7.863","8.977","7.897","9.129","7.801","9.444","10.998","10.934","13.497","18.649","13.638","12.061","12.313","8.433","9.605","10.672","10.076","11.386","9.967","9.076","7.939","10.025","11.379"
EnterprisesValueEBITDARatio,"7.467","34.8","36.585","31.466","34","24.221","17.535","21.632","46.508","-279.627","45.839","47.958","57.644","40.653","44.022","34.581","48.184","51.237","45.929","44.709","45.553","43.755","40.946","44.157","38.627","40.794","51.917","40.097","42.485","63.192","40.86","36.805","35.388","39.856","37.096","35.519","34.656","32.899","36.938","35.169","32.842","31.512","34.155","32.805","40.891","38.001","38.045","31.944","27.688","31.439","34.092","28.759","28.73","26.412","38.727","35.481","36.149","34.553","41.689","40.814","39.903","39.079","48.556","42.568","38.265","40.409","42.129","36.921","36.265","37.841","43.921","35.603","31.336","35.179","37.026","28.817","25.061","33.606","33.127","39.45","43.027","51.815","57.261","48.632","44.632","41.894","89.831","54.232","24.742","20.642","28.776","24.354","23.734","24.711","27.648","24.965","24.414","27.399","-8.903","31.629","28.744","33.71","-11.291","38.277","45.982","41.646","-57.934","31.6","37.802","37.049","45.743","35.697","41.172","51.955","67.089","24.456","27.168","23.581","35.547","33.765","33.561","40.908","51.941","44.665","38.243","39.174","23.846","32.797","34.333","32.719","33.323","35.04","28.966","25.443","10.025","11.379"
