name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"52,379,000","5,492,000","23,590,000","18,794,000","4,503,000","3,965,000","3,597,000","2,210,000","2,752,000"
	OperatingRevenue,"52,379,000","5,492,000","23,590,000","18,794,000","4,503,000","3,965,000","3,597,000","2,210,000","2,752,000"
CostOfRevenue,"61,097,000","6,696,000","27,618,000","21,543,000","5,240,000","4,698,000","2,296,000","2,321,000","2,658,000"
GrossProfit,"-8,718,000","-1,204,000","-4,028,000","-2,749,000","-737,000","-733,000","1,301,000","-111,000","94,000"
OperatingExpense,"141,650,000","29,494,000","36,960,000","44,205,000","30,991,000","43,936,000","23,367,000","14,023,000","13,707,000"
	SellingGeneralAndAdministration,"69,798,000","9,151,000","18,938,000","26,460,000","15,250,000","31,626,000","12,908,000","5,877,000","4,544,000"
		GeneralAndAdministrativeExpense,"43,832,000","7,662,000","12,175,000","19,286,000","4,710,000","4,143,000","6,242,000","2,971,000","2,877,000"
			OtherGandA,"43,832,000","7,662,000","12,175,000","19,286,000","4,710,000","4,143,000","6,242,000","2,971,000","2,877,000"
		SellingAndMarketingExpense,"25,966,000","1,489,000","6,763,000","7,174,000","10,540,000","27,483,000","6,666,000","2,906,000","1,667,000"
	ResearchAndDevelopment,"71,852,000","20,343,000","18,022,000","17,745,000","15,741,000","12,310,000","10,459,000","8,146,000","9,163,000"
	OtherOperatingExpenses,,,,,"1,157,655",,,,
OperatingIncome,"-150,368,000","-30,698,000","-40,988,000","-46,954,000","-31,728,000","-44,669,000","-22,066,000","-14,134,000","-13,613,000"
NetNonOperatingInterestIncomeExpense,"28,000","7,000","9,000","9,000","3,000","11,000","4,000","3,000","8,000"
	InterestIncomeNonOperating,"28,000","7,000","9,000","9,000","3,000","11,000","4,000","3,000","8,000"
OtherIncomeExpense,"18,140,000","7,135,000","4,552,000","6,473,000","-22,000","-20,000","-18,000","-4,000","3,922,000"
	GainOnSaleOfSecurity,,"7,183,000","4,571,000","6,490,000","-399,077",,,,
	OtherNonOperatingIncomeExpenses,"-104,000","-48,000","-19,000","-17,000","-22,000","-20,000","3,908,000","-4,000","3,922,000"
PretaxIncome,"-132,200,000","-23,556,000","-36,427,000","-40,472,000","-31,747,000","-44,678,000","-22,080,000","-14,135,000","-9,683,000"
TaxProvision,"63,000","10,000","18,000","28,000","7,000","5,000","3,000","0","0"
NetIncomeCommonStockholders,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
	NetIncome,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
		NetIncomeIncludingNoncontrollingInterests,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
			NetIncomeContinuousOperations,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
DilutedNIAvailtoComStockholders,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
BasicEPS,,"-0.1","-0.16","-0.22","-0.139","-2.06",,"-0.651","-0.446"
DilutedEPS,,"-0.1","-0.16","-0.22","-0.139","-2.06",,"-0.651","-0.446"
BasicAverageShares,,"231,990,998","229,891,727","183,838,219","228,347,413","21,704,185",,"21,704,185","21,704,185"
DilutedAverageShares,,"231,990,998","229,891,727","183,838,219","228,347,413","21,704,185",,"21,704,185","21,704,185"
TotalOperatingIncomeAsReported,"-150,368,000","-30,698,000","-40,988,000","-46,954,000","-31,728,000","-44,669,000","-22,066,000","-14,134,000","-13,613,000"
TotalExpenses,"202,747,000","36,190,000","64,578,000","65,748,000","36,231,000","48,634,000","25,663,000","16,344,000","16,365,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
NormalizedIncome,"-143,209,400","-27,875,800","-39,781,830","-46,990,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
InterestIncome,"28,000","7,000","9,000","9,000","3,000","11,000","4,000","3,000","8,000"
NetInterestIncome,"28,000","7,000","9,000","9,000","3,000","11,000","4,000","3,000","8,000"
EBIT,"-150,368,000","-30,698,000","-40,988,000","-46,954,000","-31,728,000","-44,669,000","-22,066,000","-14,134,000","-13,613,000"
EBITDA,"-147,409,000"
ReconciledCostOfRevenue,"61,097,000","6,696,000","27,618,000","21,543,000","5,240,000","4,698,000","2,296,000","2,321,000","2,658,000"
ReconciledDepreciation,"2,959,000","760,000","773,000","755,000","671,000","546,000","469,000","379,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-132,263,000","-23,566,000","-36,445,000","-40,500,000","-31,754,000","-44,683,000","-22,083,000","-14,135,000","-9,683,000"
TotalUnusualItemsExcludingGoodwill,"18,244,000","7,183,000","4,571,000","6,490,000","-399,077",,,,
TotalUnusualItems,"18,244,000","7,183,000","4,571,000","6,490,000","-399,077",,,,
NormalizedEBITDA,"-165,653,000","-37,121,000","-44,786,000","-52,689,000","-31,057,000","-44,123,000","-21,597,000","-13,755,000","-13,613,000"
TaxRateForCalcs,"0.4","0.4","0.27","0","0","0.27","0.27","0","0"
TaxEffectOfUnusualItems,"7,297,600","2,873,200","1,234,170","0","0","0","0","0","0"
