name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,12/31/1995
TotalAssets,"2,250,006,000","2,555,628,000","2,562,441,000","2,456,901,000","2,378,009,000","2,465,868,000","2,380,006,000","2,310,729,000","2,346,752,000","2,428,962,000","2,390,900,000","2,402,204,000","2,381,760,000","1,649,205,000","1,624,146,000","1,589,898,000","1,521,181,000","1,655,634,000","1,553,512,000","1,577,207,000","1,472,124,000","1,534,485,000","1,579,763,000","1,575,016,000","1,552,776,000","1,538,748,000","1,522,472,000","1,563,612,000","1,555,239,000","1,601,405,000","1,654,096,000","1,740,419,000","1,713,751,000","1,764,431,000","1,696,831,000","1,681,003,000","1,621,468,000","1,713,506,000","1,743,068,000","1,681,122,000","1,839,744,000","1,844,475,000","1,861,200,000","1,816,630,000","1,762,888,000","1,685,804,000","1,765,695,000","1,627,533,000","1,554,768,000","1,530,175,000","1,409,318,000","1,362,806,000","1,259,266,000","1,246,566,000","1,246,680,000","1,317,290,000","1,209,571,000","1,186,228,000","1,122,162,000","989,164,000","902,786,000","836,925,000","808,817,000","698,112,000","662,030,000","633,374,000","586,011,000","485,325,000","512,946,000","424,304,000","396,929,000","358,164,000","354,828,000","362,765,000","344,328,000","331,512,000","335,658,000","349,532,000","360,310,000","342,680,000","346,594,000","362,463,000","391,189,000","391,087,000","416,289,000","419,683,000","460,082,000","444,816,000","406,326,000","369,000,000","325,800,000","286,200,000","262,100,000","263,800,000","283,500,000","289,800,000","287,200,000","287,800,000","313,100,000","297,300,000","276,300,000","239,300,000","237,400,000","229,700,000","202,600,000"
	CurrentAssets,"1,023,382,000","1,284,094,000","1,271,250,000","1,263,889,000","1,174,183,000","1,232,524,000","1,132,916,000","1,073,937,000","1,110,398,000","1,064,235,000","997,592,000","967,507,000","917,985,000","1,088,695,000","1,082,723,000","1,052,998,000","983,872,000","1,108,705,000","1,006,583,000","1,047,430,000","979,406,000","1,044,012,000","1,054,927,000","1,052,338,000","1,025,650,000","1,036,252,000","1,050,145,000","1,090,154,000","1,073,098,000","1,111,359,000","1,138,429,000","1,202,306,000","1,157,844,000","1,216,086,000","1,149,725,000","1,129,095,000","1,057,642,000","1,107,225,000","1,126,164,000","1,082,698,000","1,241,511,000","1,261,482,000","1,276,725,000","1,242,569,000","1,198,642,000","1,163,580,000","1,272,724,000","1,174,982,000","1,128,155,000","1,123,089,000","1,007,190,000","967,878,000","886,157,000","894,189,000","857,083,000","912,849,000","825,559,000","814,739,000","757,592,000","659,731,000","599,652,000","558,892,000","540,852,000","433,876,000","420,045,000","410,777,000","400,578,000","305,416,000","337,628,000","271,023,000","249,906,000","216,052,000","207,579,000","210,644,000","193,546,000","174,415,000","178,533,000","188,987,000","192,887,000","176,455,000","177,061,000","189,036,000","212,789,000","209,011,000","229,320,000","226,092,000","278,765,000","271,152,000","237,956,000","201,000,000","209,200,000","178,500,000","155,000,000","156,100,000","175,900,000","179,500,000","173,200,000","167,600,000","193,400,000","182,000,000","173,500,000","151,300,000","158,500,000","150,300,000","121,800,000"
		CashCashEquivalentsAndShortTermInvestments,"147,897,000","415,565,000","391,065,000","458,914,000","395,128,000","469,110,000","365,259,000","327,970,000","419,415,000","284,613,000","110,095,000","131,060,000","112,933,000","210,460,000","138,922,000","219,062,000","232,492,000","367,441,000","233,089,000","316,543,000","316,395,000","396,129,000","349,104,000","415,499,000","427,485,000","445,480,000","402,386,000","470,946,000","459,128,000","483,483,000","374,875,000","466,538,000","477,538,000","508,068,000","360,313,000","348,747,000","313,348,000","335,927,000","294,636,000","281,514,000","489,971,000","495,865,000","430,807,000","430,233,000","441,809,000","442,124,000","469,020,000","478,625,000","517,705,000","502,063,000","344,862,000","329,707,000","312,630,000","294,118,000","236,601,000","294,481,000","260,390,000","275,595,000","191,878,000","200,456,000","189,396,000","220,344,000","153,743,000","197,346,000","151,463,000","171,549,000","138,891,000","88,273,000","89,248,000","106,003,000","63,061,000","50,377,000","45,724,000","67,163,000","12,384,000","7,102,000","9,036,000","31,753,000","7,907,000","27,133,000","26,712,000","33,090,000","6,296,000","8,813,000","10,376,000","14,230,000","11,566,000","10,418,000","9,580,000","33,200,000","45,000,000","4,300,000","3,400,000","5,900,000","4,500,000","5,500,000","7,700,000","8,200,000","6,600,000","4,500,000","5,800,000","8,800,000","5,500,000","5,400,000","6,400,000"
			CashAndCashEquivalents,"147,897,000","415,565,000","391,065,000","458,914,000","395,128,000","469,110,000","365,259,000","327,970,000","419,415,000","284,613,000","110,095,000","131,060,000","112,933,000","210,460,000","138,922,000","219,062,000","232,492,000","367,441,000","233,089,000","316,543,000","316,395,000","396,129,000","349,104,000","415,499,000","427,485,000","445,480,000","402,386,000","470,946,000","459,128,000","483,483,000","374,875,000","461,519,000","472,463,000","502,945,000","350,132,000","343,725,000","306,437,000","329,021,000","287,288,000","271,937,000","480,353,000","491,805,000","426,725,000","430,233,000","426,774,000","427,037,000","469,020,000","478,625,000","517,705,000","502,063,000","344,862,000","329,707,000","312,630,000","294,118,000","236,601,000","294,481,000","260,390,000","275,595,000","191,878,000","200,456,000","189,396,000","220,344,000","153,743,000","197,346,000","151,463,000","171,549,000","138,891,000","88,273,000","89,248,000","106,003,000","63,061,000","50,377,000","45,724,000","67,163,000","12,384,000","7,102,000","9,036,000","31,753,000","7,907,000","27,133,000","5,950,000","14,870,000","5,257,000","7,368,000","9,139,000","13,332,000","9,158,000","7,666,000","5,843,000","6,100,000","2,900,000","4,300,000","3,400,000","5,900,000","4,500,000","5,500,000","7,700,000","8,200,000","6,600,000","4,500,000","5,800,000","8,800,000","5,500,000","5,400,000","6,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","5,019,000","5,075,000","5,123,000","10,181,000","5,022,000","6,911,000","6,906,000","7,348,000","9,577,000","9,618,000","4,060,000","4,082,000","0","15,035,000","15,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,762,000","18,220,000","1,039,000","1,445,000","1,237,000","898,000","2,408,000","2,752,000","3,737,000","27,100,000","42,100,000",,,,,,,,,,,,,,
		Receivables,"295,430,000","328,856,000","321,296,000","299,915,000","306,297,000","314,147,000","300,432,000","246,471,000","239,532,000","327,281,000","300,197,000","292,985,000","250,521,000","321,995,000","286,106,000","283,375,000","243,138,000","259,996,000","236,659,000","233,635,000","193,643,000","225,537,000","218,205,000","201,260,000","177,669,000","222,359,000","195,825,000","198,735,000","195,741,000","216,205,000","236,053,000","233,906,000","217,541,000","276,565,000","258,909,000","271,826,000","251,071,000","324,971,000","332,440,000","334,847,000","335,517,000","340,602,000","376,502,000","391,486,000","377,432,000","358,482,000","372,217,000","301,522,000","282,535,000","289,638,000","318,472,000","297,031,000","277,436,000","264,340,000","299,653,000","288,173,000","315,598,000","254,400,000","296,617,000","186,905,000","206,383,000","133,406,000","172,561,000","75,782,000","123,245,000","81,762,000","103,806,000","74,399,000","123,007,000","53,915,000","58,709,000","38,084,000","51,118,000","32,602,000","41,166,000","36,116,000","49,303,000","35,437,000","53,349,000","33,930,000","46,637,000","40,500,000","50,302,000","42,306,000","59,349,000","34,383,000","77,670,000","66,142,000","73,018,000","39,700,000","52,600,000","44,900,000","54,600,000","34,100,000","48,600,000","43,000,000","54,600,000","37,800,000","63,800,000","59,500,000","69,400,000","46,800,000","59,500,000","45,700,000","36,900,000"
			AccountsReceivable,"295,430,000","328,856,000","321,296,000","299,915,000","306,297,000","314,147,000","300,432,000","246,471,000","239,532,000","327,281,000","300,197,000","292,985,000","250,521,000","321,995,000","286,106,000","283,375,000","243,138,000","259,996,000","236,659,000","233,635,000","193,643,000","225,537,000","218,205,000","201,260,000","177,669,000","222,359,000","195,825,000","198,735,000","195,741,000","216,205,000","236,053,000","233,906,000","217,541,000","276,565,000","258,909,000","271,826,000","251,071,000","324,971,000","332,440,000","334,847,000","335,517,000","340,602,000","376,502,000","391,486,000","377,432,000","358,482,000","372,217,000","301,522,000","282,535,000","289,638,000","318,472,000","297,031,000","277,436,000","264,340,000","299,653,000","288,173,000","315,598,000","254,400,000","296,617,000","186,905,000","206,383,000","133,406,000","172,561,000","75,782,000","123,245,000","81,762,000","103,806,000","74,399,000","123,007,000","53,915,000","58,709,000","38,084,000","51,118,000","32,602,000","41,166,000","36,116,000","49,303,000","35,437,000","53,349,000","33,930,000","46,637,000","40,500,000","50,302,000","42,306,000","59,349,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"305,622,000","339,895,000","333,513,000","312,680,000","320,903,000","328,347,000","315,005,000","260,871,000","250,177,000","335,712,000","308,939,000","301,910,000","259,187,000","330,535,000","297,809,000","294,958,000","255,817,000","309,215,000","276,291,000","271,823,000","224,988,000","260,459,000","253,664,000","235,334,000","210,812,000","255,908,000","227,083,000","228,210,000","225,312,000","248,125,000","271,013,000","272,247,000","254,698,000","315,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-10,192,000","-11,039,000","-12,217,000","-12,765,000","-14,606,000","-14,200,000","-14,573,000","-14,400,000","-10,645,000","-8,431,000","-8,742,000","-8,925,000","-8,666,000","-8,540,000","-11,703,000","-11,583,000","-12,679,000","-49,219,000","-39,632,000","-38,188,000","-31,345,000","-34,922,000","-35,459,000","-34,074,000","-33,143,000","-33,549,000","-31,258,000","-29,475,000","-29,571,000","-31,920,000","-34,960,000","-38,341,000","-37,157,000","-39,392,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"9,341,000","17,416,000","16,929,000","19,000,000","18,073,000","14,224,000","14,359,000","13,429,000","16,002,000","10,968,000","8,137,000","9,892,000","6,453,000","7,360,000","11,117,000","13,233,000","11,545,000","7,681,000","9,413,000","5,888,000","9,734,000","8,392,000","8,770,000","16,493,000","9,920,000","8,404,000","10,680,000","5,239,000","5,793,000","5,172,000","6,764,000","8,174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
