name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
OperatingCashFlow,"130,715,000","-54,570,000","127,061,000","-38,395,000","96,619,000","-53,643,000","110,699,000","57,666,000","102,238,000","-61,553,000","225,918,000","-5,048,000","73,544,000","-96,501,000","128,594,000","-25,263,000","45,924,000","-67,576,000","182,572,000","-24,537,000","20,282,000","-29,947,000","102,231,000","-13,167,000","13,236,000","-30,844,000","114,702,000","7,991,000","47,601,000","9,135,000","158,710,000","-35,247,000","30,596,000","-233,000","190,653,000","35,122,000","70,430,000","31,737,000","172,902,000","51,349,000","8,000,000","36,653,000","214,546,000","61,571,000","40,542,000","47,835,000","212,066,000","30,432,000","56,092,000","47,784,000","192,809,000","44,771,000","77,563,000","43,067,000","135,178,000","-18,675,000","112,354,000","-232,000","124,991,000","-11,357,000","73,183,000","-11,357,000","83,119,000","-9,710,000","81,923,000","-17,079,000","52,591,000","67,683,000","26,674,000","-2,737,000","65,862,000","20,412,000","12,767,000","-17,449,000","59,984,000","20,731,000","3,015,000","-21,256,000","31,118,000","-7,118,000","5,963,000","-374,000","65,645,000","15,805,000","20,791,000","-30,461,000","83,858,000","6,785,000","-12,187,000","-48,284,000","38,300,000","16,400,000","24,000,000","8,600,000","44,400,000","14,000,000","12,600,000","-5,800,000","39,800,000","-300,000","-2,900,000","-6,400,000","35,500,000","24,800,000"
	CashFlowFromContinuingOperatingActivities,"130,715,000","-54,570,000","127,061,000","-38,395,000","96,619,000","-53,643,000","110,699,000","57,666,000","102,238,000","-61,553,000","225,918,000","-5,048,000","73,544,000","-96,501,000","128,594,000","-25,263,000","45,924,000","-67,576,000","182,572,000","-24,537,000","20,282,000","-29,947,000","102,231,000","-13,167,000","13,236,000","-30,844,000","114,702,000","7,991,000","47,601,000","9,135,000","158,710,000","-35,247,000","30,596,000","-233,000","190,653,000","35,122,000","70,430,000","31,737,000","172,902,000","51,349,000","8,000,000","36,653,000","214,546,000","61,571,000","40,542,000","47,835,000","212,066,000","30,432,000","56,092,000","47,784,000","192,809,000","44,771,000","77,563,000","43,067,000","135,178,000","-18,675,000","112,354,000","-232,000","124,991,000","-11,357,000","73,183,000","-11,357,000","83,119,000","-9,710,000","81,923,000","-17,079,000","52,591,000","67,683,000","26,674,000","-2,737,000","65,862,000","20,412,000","12,767,000","-17,449,000","59,984,000","20,731,000","3,015,000","-21,256,000","31,118,000","-7,118,000","5,963,000","-374,000","65,645,000","15,805,000","20,791,000","-30,461,000","83,858,000","6,785,000","-12,187,000","-48,284,000","38,300,000","16,400,000","24,000,000","8,600,000","44,400,000","14,000,000","12,600,000","-5,800,000","39,800,000","-300,000","-2,900,000","-6,400,000","35,500,000","24,800,000"
		NetIncomeFromContinuingOperations,"177,633,000","10,454,000","71,665,000","32,367,000","63,147,000","12,870,000","72,935,000","27,554,000","-20,692,000","-160,538,000","82,049,000","13,585,000","26,176,000","-20,581,000","25,235,000","-12,816,000","25,734,000","-20,987,000","3,107,000","-1,662,000","15,881,000","-21,227,000","8,656,000","9,729,000","32,167,000","-25,154,000","49,288,000","13,061,000","18,479,000","3,987,000","55,589,000","21,510,000","22,272,000","-2,187,000","71,097,000","34,811,000","40,703,000","11,100,000","73,865,000","37,459,000","42,949,000","27,213,000","98,410,000","66,846,000","61,810,000","43,584,000","105,379,000","70,091,000","67,379,000","51,654,000","87,911,000","65,079,000","60,221,000","33,119,000","47,912,000","64,017,000","53,832,000","47,801,000","55,189,000","58,274,000","37,482,000","35,527,000","45,683,000","48,355,000","13,734,000","15,396,000","25,802,000","20,684,000","4,164,000","8,163,000","14,853,000","11,826,000","2,131,000","756,000","11,807,000","6,697,000","-5,445,000","-5,773,000","-4,623,000","3,374,000","-6,432,000","-3,601,000","1,366,000","1,328,000","1,464,000","2,084,000","-16,661,000","5,640,000","12,091,000","15,423,000","14,900,000","18,500,000","7,000,000","11,500,000","4,100,000","9,600,000","3,400,000","8,000,000","-2,100,000","13,100,000","8,500,000","14,100,000","11,500,000","20,300,000"
		OperatingGainsLosses,"-3,762,000","-1,462,000","-1,635,000","-345,000","-320,000","-101,000","83,745,000","-494,000","4,522,000","-1,102,000","4,011,000","2,779,000","1,503,000","2,216,000","3,350,000","2,019,000","3,729,000","-1,969,000","3,898,000","-2,700,000","4,962,000","3,818,000","30,338,000","-1,493,000","-25,079,000","4,886,000","-3,241,000","-801,000","-1,700,000","-450,000","4,183,000","6,619,000","1,869,000","3,070,000","7,165,000","2,921,000","6,750,000","-1,061,000","7,351,000","4,093,000","305,000","81,000","2,857,000","1,050,000","2,333,000","1,150,000","-4,536,000","8,478,000","1,155,000","4,831,000","505,000","-6,928,000","7,077,000","1,140,000","22,989,000","-19,431,000","4,244,000","4,469,000","7,154,000","6,126,000","-4,589,000","5,097,000","-1,598,000","-2,604,000","1,257,000","1,720,000","521,000","1,883,000","-922,000","-3,016,000","3,491,000","-1,928,000","1,581,000","-343,000","3,624,000","302,000","775,000","-28,000","8,158,000","1,129,000","-852,000","79,000","-691,000","2,460,000","-690,000","-71,000","5,383,000","-1,271,000","539,000","-272,000","800,000","-4,700,000","-400,000","100,000",,,"-300,000","200,000","-1,400,000","2,700,000","-300,000","-200,000","1,800,000","1,200,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,"4,493,000","2,805,000","1,503,000","2,250,000","1,604,000","1,538,000","3,510,000","615,000","2,343,000","831,000","259,000","3,458,000","32,040,000","1,143,000","-21,552,000","178,000","-3,001,000","-1,083,000","769,000","-940,000","6,865,000","10,839,000","5,076,000","910,000","7,984,000","1,063,000","5,942,000","1,348,000","6,617,000","4,093,000","305,000","81,000","2,857,000","1,050,000","1,091,000","1,150,000","-24,000","3,812,000","-665,000","986,000","4,225,000","479,000","590,000","220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,666,000","1,820,000","-1,974,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-3,762,000","-1,462,000","-1,635,000","-345,000","-320,000","-101,000","1,536,000","-494,000","4,522,000","-1,102,000","-482,000","-26,000","0","-34,000","1,746,000","481,000","219,000","-2,584,000","1,555,000","-3,531,000","4,703,000","360,000","-1,702,000","-2,636,000","-3,527,000","4,708,000","-240,000","282,000","-2,469,000","490,000","-2,682,000","-4,220,000","-3,207,000","2,160,000","-819,000","1,858,000","808,000","-2,409,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","1,242,000","0","0","0","0","5,819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"57,915,000","15,304,000","15,186,000","13,695,000","13,730,000","14,188,000","15,492,000","15,759,000","15,226,000","17,024,000","18,199,000","16,764,000","18,627,000","18,598,000","17,958,000","17,354,000","16,546,000","16,499,000","16,819,000","16,184,000","15,574,000","15,011,000","18,125,000","17,145,000","17,369,000","16,680,000","16,671,000","17,570,000","18,113,000","18,330,000","20,858,000","21,548,000","21,258,000","21,396,000","22,792,000","21,269,000","21,800,000","22,508,000","23,418,000","22,764,000","22,795,000","20,721,000","20,133,000","19,770,000","19,489,000","19,894,000","19,289,000","16,711,000","15,737,000","15,751,000","17,281,000","16,558,000","15,988,000","14,547,000","16,081,000","15,637,000","15,565,000","13,813,000","13,743,000","12,278,000","11,856,000","12,702,000","10,646,000","9,828,000","8,818,000","8,762,000","8,920,000","8,734,000","8,558,000","8,427,000","9,148,000","8,796,000","8,790,000","8,708,000","8,842,000","8,594,000","8,830,000","8,678,000","8,512,000","9,237,000","10,181,000","10,049,000","11,011,000","10,032,000","10,097,000","9,882,000","9,451,000","9,207,000","8,548,000","6,986,000","9,600,000","5,800,000","5,800,000","5,700,000","5,900,000","5,600,000","6,100,000","5,900,000","5,000,000","3,800,000","4,400,000","4,600,000","3,600,000","4,400,000"
			DepreciationAndAmortization,"57,915,000","15,304,000","15,186,000","13,695,000","13,730,000","14,188,000","15,492,000","15,759,000","15,226,000","17,024,000","18,199,000","16,764,000","18,627,000","18,598,000","17,958,000","17,354,000","16,546,000","16,499,000","16,819,000","16,184,000","15,574,000","15,011,000","18,125,000","17,145,000","17,369,000","16,680,000","16,671,000","17,570,000","18,113,000","18,330,000","20,858,000","21,548,000","21,258,000","21,396,000","22,792,000","21,269,000","21,800,000","22,508,000","23,418,000","22,764,000","22,795,000","20,721,000","20,133,000","19,770,000","19,489,000","19,894,000","19,289,000","16,711,000","15,737,000","15,751,000","17,281,000","16,558,000","15,988,000","14,547,000","16,081,000","15,637,000","15,565,000","13,813,000","13,743,000","12,278,000","11,856,000","12,702,000","10,646,000","9,828,000","8,818,000","8,762,000","8,920,000","8,734,000","8,558,000","8,427,000","9,148,000","8,796,000","8,790,000","8,708,000","8,842,000","8,594,000","8,830,000","8,678,000","8,512,000","9,237,000","10,181,000","10,049,000","11,011,000","10,032,000","10,097,000","9,882,000","9,451,000","9,207,000","8,548,000","6,986,000","9,600,000","5,800,000","5,800,000","5,700,000","5,900,000","5,600,000","6,100,000","5,900,000","5,000,000","3,800,000","4,400,000","4,600,000","3,600,000","4,400,000"
				Depreciation,,,,,,,,,,,,,"17,985,000","17,680,000","17,004,000","16,196,000","15,489,000","15,706,000","16,469,000","15,812,000","15,216,000","14,586,000","17,693,000","16,682,000","16,890,000","16,215,000","16,218,000","17,007,000","17,574,000","17,789,000","20,196,000","20,507,000","20,604,000","20,759,000","22,133,000","20,357,000","21,417,000","21,910,000","22,726,000","22,102,000","22,122,000","20,247,000","19,574,000","19,168,000","19,042,000","19,260,000","18,471,000","15,744,000","14,970,000","14,564,000","15,141,000","14,560,000","14,027,000","12,793,000","14,362,000","13,348,000","13,494,000","11,986,000","11,972,000","10,732,000","10,461,000","11,373,000","10,099,000","9,000,000","8,079,000","8,131,000","8,299,000","7,994,000","7,764,000","8,307,000","8,973,000","8,693,000","8,698,000","8,611,000","8,942,000","8,484,000","8,851,000","8,647,000","8,477,000","9,072,000","10,150,000","10,028,000","10,682,000","9,581,000","9,828,000","9,660,000",,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,"642,000","918,000","954,000","1,158,000","1,057,000","793,000","350,000","372,000","358,000","425,000","432,000","463,000","479,000","465,000","453,000","563,000","539,000","541,000","662,000","1,041,000","654,000","637,000","659,000","912,000","383,000","598,000","692,000","662,000","673,000","474,000","559,000","602,000","447,000","634,000","818,000","967,000","767,000","1,187,000","2,140,000","1,998,000","1,961,000","1,754,000","1,719,000","2,289,000","2,071,000","1,827,000","1,771,000","1,546,000","1,395,000","1,329,000","547,000","828,000","739,000","631,000","621,000","740,000","794,000","120,000","175,000","103,000","92,000","97,000","-100,000","110,000","-21,000","31,000","35,000","165,000","31,000","21,000","329,000","451,000","269,000","222,000",,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,"642,000","918,000","954,000","1,158,000","1,057,000","793,000","350,000","372,000","358,000","425,000","432,000","463,000","479,000","465,000","453,000","563,000","539,000","541,000","662,000","1,041,000","654,000","637,000","659,000","912,000","383,000","598,000","692,000","662,000","673,000","474,000","559,000","602,000","447,000","634,000","818,000","967,000","767,000","1,187,000","2,140,000","1,998,000","1,961,000","1,754,000","1,719,000","2,289,000","2,071,000","1,827,000","1,771,000","1,546,000","1,395,000","1,329,000","547,000","828,000","739,000","631,000","621,000","740,000","794,000","120,000","175,000","103,000","92,000","97,000","-100,000","110,000","-21,000","31,000","35,000","165,000","31,000","21,000","329,000","451,000","269,000","222,000",,,,,,,,,,,,,,,,,,
		DeferredTax,,,"24,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,"24,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"6,388,000","1,668,000","759,000","1,820,000","2,141,000","1,011,000",,"10,072,000","12,491,000","53,483,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,145,000","-4,457,000","1,465,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"21,111,000","4,052,000","6,051,000","6,206,000","4,802,000","4,060,000","4,301,000","4,740,000","4,003,000","5,786,000","9,651,000","5,185,000","4,986,000","4,468,000","7,439,000","4,545,000","4,031,000","3,958,000","6,442,000","4,260,000","4,187,000","3,963,000","4,140,000","3,719,000","4,817,000","4,232,000","5,553,000","5,275,000","4,440,000","3,612,000","3,968,000","3,761,000","4,156,000","3,457,000","4,105,000","3,845,000","3,751,000","2,248,000","3,623,000","4,019,000","3,841,000","4,802,000","6,747,000","7,138,000","6,960,000","7,255,000","6,590,000","7,697,000","6,957,000","8,068,000","7,892,000","6,411,000","6,272,000","6,764,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"45,433,000","22,296,000","4,420,000","9,575,000","9,142,000","5,458,000","2,544,000","3,850,000","4,890,000","12,857,000","2,073,000","3,596,000","8,208,000","336,000","360,000","2,470,000","3,657,000","6,810,000","-2,554,000","456,000","-5,281,000","-453,000","-1,180,000","5,757,000","-147,000","-935,000","1,735,000","1,540,000","1,677,000","-1,510,000","-4,831,000","-463,000","103,000","744,000","-802,000","1,696,000","-2,123,000","-1,092,000","-705,000","55,000","2,028,000","-537,000","-10,882,000","-10,082,000","-2,920,000","13,600,000","-6,873,000","-1,380,000","558,000","-2,000,000","-7,823,000","-1,796,000","-4,494,000","8,020,000","-17,624,000","-6,635,000","5,668,000","5,259,000",,"5,112,000","4,454,000","3,975,000","2,136,000","1,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,"0","1,300,000","-1,100,000","-100,000",,,,,,
		ChangeInWorkingCapital,"-78,459,000","-106,882,000","6,306,000","18,140,000","3,977,000","-91,129,000","13,141,000","-3,815,000","81,798,000","10,937,000","115,590,000","-46,957,000","14,044,000","-101,538,000","68,830,000","-38,835,000","-7,773,000","-71,887,000","131,058,000","-41,075,000","-15,041,000","-31,059,000","41,744,000","-48,024,000","-15,891,000","-30,553,000","43,973,000","-28,654,000","6,592,000","-14,834,000","86,919,000","-88,222,000","-19,062,000","-26,713,000","104,100,000","-29,420,000","-451,000","-1,966,000","57,200,000","-19,186,000","-59,461,000","-17,092,000","98,166,000","-23,151,000","-47,130,000","-37,648,000","80,369,000","-71,165,000","-35,694,000","-30,520,000","91,721,000","-34,553,000","-7,501,000","-20,523,000","51,779,000","-72,263,000","33,045,000","-71,574,000","55,296,000","-93,147,000","23,980,000","-68,658,000","31,693,000","-67,192,000","55,414,000","-42,957,000","43,006,000","36,382,000","14,874,000","-16,311,000","40,121,000","1,718,000","265,000","-26,570,000","30,698,000","5,138,000","-1,145,000","-24,133,000","27,938,000","-20,858,000","3,066,000","-6,901,000","52,479,000","1,985,000","9,920,000","-42,356,000","92,413,000","-6,790,000","-33,365,000","-70,421,000","15,400,000","-3,300,000","11,500,000","-8,700,000","32,900,000","-2,600,000","4,500,000","-19,800,000","38,300,000","-20,000,000","-15,400,000","-24,900,000","18,600,000","-1,000,000"
			ChangeInReceivables,"-26,291,000","20,317,000","-19,934,000","-26,248,000","-426,000","4,373,000","-6,657,000","-53,185,000","9,706,000","84,667,000","-29,648,000","-7,302,000","-43,990,000","68,482,000","-35,454,000","-5,098,000","-47,924,000","46,957,000","-14,183,000","-1,719,000","-28,234,000","32,480,000","-9,997,000","-19,681,000","-26,084,000","44,957,000","-22,064,000","3,151,000","-11,095,000","24,038,000","1,113,000","-12,381,000","-21,470,000","63,851,000","-17,679,000","16,734,000","-17,890,000","56,840,000","26,940,000","12,698,000","-16,337,000","5,629,000","18,896,000","9,593,000","-20,522,000","2,663,000","7,835,000","-54,566,000","-22,809,000","-7,169,000","9,719,000","-12,911,000","2,714,000","-12,325,000","35,313,000","-11,480,000","27,425,000","-61,198,000","64,477,000","-109,712,000","19,478,000","-63,724,000","38,226,000","-96,279,000","47,463,000","-41,483,000","21,223,000","-29,049,000","44,978,000","-19,007,000","4,794,000","-20,625,000","13,034,000","-18,516,000","8,564,000","-5,050,000","13,187,000","-13,866,000","17,912,000","-19,419,000","12,707,000","-6,137,000","9,802,000","-7,996,000","17,043,000","-24,966,000","43,287,000","-11,527,000","6,875,000","-33,345,000","13,000,000","-1,700,000","9,700,000","-20,400,000","14,400,000","-5,600,000","11,700,000","-16,900,000","26,000,000","-7,100,000","12,700,000","-22,600,000","13,800,000","-13,800,000"
				ChangesInAccountReceivables,"-26,291,000","20,317,000","-19,934,000","-26,248,000","-426,000","4,373,000","-6,657,000","-53,185,000","9,706,000","84,667,000","-29,648,000","-7,302,000","-43,990,000","68,482,000","-35,454,000","-5,098,000","-47,924,000","46,957,000","-14,183,000","-1,719,000","-28,234,000","32,480,000","-9,997,000","-19,681,000","-26,084,000","44,957,000","-22,064,000","3,151,000","-11,095,000","24,038,000","1,113,000","-12,381,000","-21,470,000","63,851,000","-17,679,000","16,734,000","-17,890,000","56,840,000","26,940,000","12,698,000","-16,337,000","5,629,000","18,896,000","9,593,000","-20,522,000","2,663,000","7,835,000","-54,566,000","-22,809,000","-7,169,000","9,719,000","-12,911,000","2,714,000","-12,325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-119,172,000","-37,698,000","5,625,000","-57,443,000","-29,656,000","-9,574,000","14,247,000","19,593,000","-8,108,000","-7,894,000","121,895,000","-33,541,000","-9,250,000","-13,676,000","85,188,000","-88,419,000","-38,344,000","-32,700,000","65,217,000","-45,918,000","-14,513,000","-32,906,000","57,687,000","-53,426,000","-27,384,000","-33,973,000","57,151,000","-37,539,000","-14,764,000","-7,027,000","75,973,000","-30,224,000","-25,366,000","-18,119,000","74,959,000","-24,641,000","-20,713,000","-12,443,000","60,500,000","-34,838,000","-49,627,000","-6,204,000","48,152,000","-39,979,000","-48,425,000","4,442,000","48,519,000","-31,846,000","-62,117,000","4,751,000","3,586,000","-1,983,000","-40,375,000","38,700,000","15,386,000","6,545,000","-56,084,000","29,355,000","-4,088,000","3,421,000","-61,877,000","9,168,000","-7,524,000","-12,265,000","-15,842,000","10,454,000","4,081,000","-13,066,000","-18,772,000","2,748,000","23,168,000","-8,687,000","-15,766,000","2,486,000","21,141,000","-8,402,000","-5,293,000","4,707,000","10,621,000","-19,082,000","-5,020,000","13,903,000","34,306,000","516,000","1,485,000","11,808,000","19,994,000","9,497,000","-38,189,000","-28,898,000","-8,600,000","-10,200,000","-9,000,000","18,600,000","14,100,000","1,000,000","-19,700,000","7,100,000","13,800,000","-2,400,000","-16,800,000","-7,200,000","4,500,000","8,500,000"
			ChangeInPrepaidAssets,"-14,622,000","-14,178,000","7,273,000","1,857,000","-9,574,000","-15,328,000","11,289,000","10,376,000","-21,609,000","1,059,000","8,577,000","7,758,000","10,085,000","-11,681,000","1,356,000","-7,427,000","-6,947,000","-14,024,000","11,388,000","-9,211,000","6,822,000","-9,428,000","8,171,000","-3,576,000","3,825,000","-10,543,000","1,596,000","3,722,000","-4,651,000","-973,000","-2,123,000","1,662,000","927,000","-9,411,000","27,839,000","2,777,000","14,044,000","-9,292,000","4,645,000","2,630,000","-2,643,000","5,911,000","-14,663,000","-11,276,000","-6,825,000","-5,152,000","-3,835,000","-8,866,000","-20,354,000","-13,435,000","15,106,000","1,192,000","2,368,000","-3,622,000","-11,209,000","18,919,000","-29,088,000","1,297,000","-3,040,000","-3,429,000","-7,469,000","-6,070,000","7,519,000","-7,232,000","-5,538,000","1,123,000","3,295,000","-4,192,000","455,000","3,046,000","-6,345,000","5,845,000","528,000","-2,241,000","-3,661,000","4,577,000","-4,076,000","-3,557,000","4,396,000","2,843,000","-5,440,000","-2,169,000","3,005,000","1,712,000","122,000","5,029,000",,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"109,927,000","-59,351,000","29,194,000","88,854,000","51,230,000","-67,724,000","9,955,000","25,080,000","89,371,000","-93,294,000","10,353,000","-10,353,000","57,654,000","-145,077,000","-3,326,000","81,647,000","83,728,000","-77,518,000","47,888,000","18,253,000","22,013,000","-18,855,000","-13,100,000","29,873,000","31,393,000","-29,112,000","7,576,000","7,502,000","41,247,000","-22,815,000","17,307,000","-41,868,000","29,817,000","-60,103,000","9,947,000","-16,710,000","17,351,000","-33,241,000","-41,237,000","-199,000","9,619,000","-32,387,000","7,483,000","13,303,000","24,386,000","-40,885,000","17,622,000","20,144,000","66,756,000","-22,752,000","59,766,000","-21,391,000","26,100,000","-47,145,000","12,914,000","-85,473,000","86,977,000","-44,149,000","-8,172,000","12,353,000","71,395,000","-8,549,000","-7,079,000","46,883,000","26,804,000","-12,625,000","-8,887,000","26,686,000","-6,376,000","1,436,000","3,965,000","7,476,000","1,094,000","735,000","-5,831,000","10,724,000","2,991,000","-7,456,000","-10,119,000","12,188,000","5,516,000","-11,058,000","186,000","2,143,000","-6,941,000","-31,498,000","17,603,000","882,000","6,340,000","-2,517,000","15,900,000","-200,000","13,400,000","-9,700,000","-2,500,000","-1,400,000","4,500,000","-6,100,000","-2,700,000","-1,200,000","-1,000,000","3,900,000","0","2,100,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"289,000","183,000","172,000","257,000","267,000","170,000","163,000","249,000","239,000","175,000",,,,,,,,,,,"4,453,000","-4,464,000","-2,235,000","-2,061,000","-8,300,000","7,300,000","-7,600,000","2,300,000","-9,600,000","4,900,000","3,200,000","3,900,000","-3,400,000","-7,700,000","800,000","700,000","-2,200,000","900,000"
