name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,03/31/1992,12/31/1991,03/31/1990
TotalAssets,"24,482,268,000","24,724,759,000","23,225,930,000","23,423,159,000","23,348,117,000","22,359,752,000","21,437,395,000","21,903,684,000","20,841,352,000","21,259,143,000","17,758,511,000","17,937,435,000","16,091,639,000","16,543,337,000","16,281,264,000","16,165,533,000","15,597,309,000","15,055,806,000","9,535,370,000","9,068,308,000","8,626,638,000","8,400,056,000","8,226,992,000","7,534,219,000","7,536,953,000","7,559,658,000","7,559,694,000","7,614,358,000","7,817,824,000","4,643,354,000","4,691,222,000","4,325,841,000","4,396,647,000","4,383,100,000","3,441,709,000","3,421,769,000","3,543,561,000","3,527,489,000","3,414,980,000","3,257,144,000","3,320,053,000","3,320,129,000","3,293,348,000","3,263,209,000","3,269,390,000","3,316,432,000","3,018,157,000","3,025,125,000","3,097,499,000","3,093,322,000","2,915,437,000","2,897,831,000","2,943,579,000","2,923,109,000","2,860,192,000","2,935,442,000","2,861,758,000","2,692,447,000","2,721,687,000","2,660,418,000","2,691,696,000","2,651,413,000","2,656,942,000","2,597,256,000","2,538,470,000","2,523,768,000","2,577,042,000","2,530,385,000","2,442,510,000","2,413,944,000","2,418,283,000","2,370,513,000","2,394,862,000","2,235,778,000","2,015,631,000","1,989,203,000","1,958,156,000","1,977,579,000","1,943,355,000","1,944,661,000","1,966,121,000","2,016,918,000","2,031,912,000","1,978,545,000","1,945,597,000","1,912,493,000","1,865,208,000","1,770,012,000","1,758,035,000","1,697,400,000","1,685,200,000","1,495,800,000","1,525,300,000","1,464,400,000","1,318,600,000","1,338,900,000","1,387,900,000","1,326,100,000","1,276,000,000","930,800,000","891,200,000","881,300,000","857,300,000","816,200,000","832,500,000","839,900,000","797,400,000","782,600,000","709,600,000","713,300,000","692,500,000","700,600,000","721,200,000","738,800,000","698,100,000","700,200,000","690,200,000","706,500,000","675,700,000","681,600,000","673,400,000","507,800,000"
TotalLiabilitiesNetMinorityInterest,"21,520,661,000","21,475,918,000","20,195,399,000","20,383,793,000","20,417,342,000","19,383,096,000","18,495,154,000","18,998,981,000","17,995,952,000","18,270,219,000","15,211,440,000","15,467,922,000","13,789,318,000","14,296,903,000","14,097,945,000","14,018,625,000","13,488,258,000","12,971,242,000","8,278,171,000","7,834,232,000","7,455,749,000","7,248,945,000","7,079,851,000","6,443,508,000","6,464,969,000","6,482,803,000","6,514,253,000","6,589,253,000","6,804,087,000","4,149,035,000","4,207,217,000","3,911,706,000","3,989,975,000","3,979,268,000","3,038,675,000","3,019,919,000","3,137,107,000","3,121,427,000","3,010,732,000","2,849,731,000","2,910,741,000","2,912,218,000","2,885,689,000","2,859,349,000","2,869,843,000","2,919,061,000","2,634,188,000","2,645,981,000","2,724,245,000","2,722,075,000","2,617,614,000","2,605,616,000","2,651,409,000","2,634,317,000","2,579,375,000","2,657,291,000","2,580,969,000","2,420,041,000","2,454,086,000","2,397,113,000","2,429,526,000","2,392,397,000","2,402,350,000","2,350,077,000","2,293,259,000","2,279,683,000","2,335,871,000","2,291,693,000","2,210,238,000","2,175,722,000","2,182,829,000","2,142,903,000","2,165,247,000","2,025,783,000","1,808,433,000","1,784,145,000","1,757,155,000","1,779,974,000","1,749,705,000","1,755,738,000","1,781,338,000","1,834,555,000","1,850,760,000","1,799,982,000","1,770,596,000","1,739,150,000","1,695,662,000","1,604,109,000","1,595,242,000","1,538,000,000","1,527,700,000","1,353,900,000","1,384,600,000","1,332,200,000","1,198,300,000","1,222,000,000","1,273,700,000","1,214,000,000","1,166,500,000","824,100,000","787,200,000","778,500,000","756,600,000","717,400,000","735,000,000","743,100,000","704,100,000","691,300,000","623,900,000","629,600,000","610,200,000","620,300,000","642,900,000","663,500,000","624,800,000","629,100,000","637,200,000","654,700,000","626,000,000","634,900,000","627,900,000","470,300,000"
TotalEquityGrossMinorityInterest,"2,961,607,000","3,248,841,000","3,030,531,000","3,039,366,000","2,930,775,000","2,976,656,000","2,942,241,000","2,904,703,000","2,845,400,000","2,988,924,000","2,547,071,000","2,469,513,000","2,302,321,000","2,246,434,000","2,183,319,000","2,146,908,000","2,109,051,000","2,084,564,000","1,257,199,000","1,234,076,000","1,170,889,000","1,151,111,000","1,147,141,000","1,090,711,000","1,071,984,000","1,076,855,000","1,045,441,000","1,025,105,000","1,013,737,000","494,319,000","484,005,000","414,135,000","406,672,000","403,832,000","403,034,000","401,850,000","406,454,000","406,062,000","404,248,000","407,413,000","409,312,000","407,911,000","407,659,000","403,860,000","399,547,000","397,371,000","383,969,000","379,144,000","373,254,000","371,247,000","297,823,000","292,215,000","292,170,000","288,792,000","280,817,000","278,151,000","280,789,000","272,406,000","267,601,000","263,305,000","262,170,000","259,016,000","254,592,000","247,179,000","245,211,000","244,085,000","241,171,000","238,692,000","232,272,000","238,222,000","235,454,000","227,610,000","229,615,000","209,995,000","207,198,000","205,058,000","201,001,000","197,605,000","193,650,000","188,923,000","184,783,000","182,363,000","181,152,000","178,563,000","175,001,000","173,343,000","169,546,000","165,903,000","162,793,000","159,400,000","157,500,000","141,900,000","140,700,000","132,200,000","120,300,000","116,900,000","114,200,000","112,100,000","109,500,000","106,700,000","104,000,000","102,800,000","100,700,000","98,800,000","97,500,000","96,800,000","93,300,000","91,300,000","85,700,000","83,700,000","82,300,000","80,300,000","78,300,000","75,300,000","73,300,000","71,100,000","53,000,000","51,800,000","49,700,000","46,700,000","45,500,000","37,500,000"
	StockholdersEquity,"2,961,607,000","3,248,841,000","3,030,531,000","3,039,366,000","2,930,775,000","2,976,656,000","2,942,241,000","2,904,703,000","2,845,400,000","2,988,924,000","2,547,071,000","2,469,513,000","2,302,321,000","2,246,434,000","2,183,319,000","2,146,908,000","2,109,051,000","2,084,564,000","1,257,199,000","1,234,076,000","1,170,889,000","1,151,111,000","1,147,141,000","1,090,711,000","1,071,984,000","1,076,855,000","1,045,441,000","1,025,105,000","1,013,737,000","494,319,000","484,005,000","414,135,000","406,672,000","403,832,000","403,034,000","401,850,000","406,454,000","406,062,000","404,248,000","407,413,000","409,312,000","407,911,000","407,659,000","403,860,000","399,547,000","397,371,000","383,969,000","379,144,000","373,254,000","371,247,000","297,823,000","292,215,000","292,170,000","288,792,000","280,817,000","278,151,000","280,789,000","272,406,000","267,601,000","263,305,000","262,170,000","259,016,000","254,592,000","247,179,000","245,211,000","244,085,000","241,171,000","238,692,000","232,272,000","238,222,000","235,454,000","227,610,000","229,615,000","209,995,000","207,198,000","205,058,000","201,001,000","197,605,000","193,650,000","188,923,000","184,783,000","182,363,000","181,152,000","178,563,000","175,001,000","173,343,000","169,546,000","165,903,000","162,793,000","159,400,000","157,500,000","141,900,000","140,700,000","132,200,000","120,300,000","116,900,000","114,200,000","112,100,000","109,500,000","106,700,000","104,000,000","102,800,000","100,700,000","98,800,000","97,500,000","96,800,000","93,300,000","91,300,000","85,700,000","83,700,000","82,300,000","80,300,000","78,300,000","75,300,000","73,300,000","71,100,000","53,000,000","51,800,000","49,700,000","46,700,000","45,500,000","37,500,000"
		CapitalStock,"1,125,000","1,127,000","1,833,000","1,851,000","1,850,000","1,848,000","1,857,000","1,857,000","1,857,000","1,903,000","966,000","966,000","926,000","923,000","923,000","923,000","922,000","920,000","322,000","322,000","314,000","313,000","313,000","304,000","303,000","31,155,000","31,151,000","31,151,000","31,151,000","181,000","180,000","163,000","163,000","162,000","162,000","163,000","165,000","165,000","167,000","170,000","172,000","172,000","173,000","173,000","173,000","0","172,000","172,000","172,000","171,000","140,000","140,000","140,000","140,000","140,000","139,000","139,000","139,000","139,000","141,000","141,000","142,000","142,000","142,000","143,000","143,000","143,000","144,000","144,000","146,000","146,000","146,000","147,000","14,102,000","14,083,000","14,104,000","7,075,000","7,071,000","7,063,000","7,062,000","7,091,000","7,087,000","7,090,000","7,101,000","7,072,000","7,181,000","7,272,000","7,334,000","7,330,000","7,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","767,000","767,000","767,000","767,000","767,000","767,000","767,000","767,000",,,,,,,,,,,"0","0",,"0","0","30,852,000","30,852,000","30,852,000","30,852,000","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,125,000","1,127,000","1,066,000","1,084,000","1,083,000","1,081,000","1,090,000","1,090,000","1,090,000","1,136,000","966,000","966,000","926,000","923,000","923,000","923,000","922,000","920,000","322,000","322,000","314,000","313,000","313,000","304,000","303,000","303,000","299,000","299,000","299,000","181,000","180,000","163,000","163,000","162,000","162,000","163,000","165,000","165,000","167,000","170,000","172,000","172,000","173,000","173,000","173,000",,"172,000","172,000","172,000","171,000","140,000","140,000","140,000","140,000","140,000","139,000","139,000","139,000","139,000","141,000","141,000","142,000","142,000","142,000","143,000","143,000","143,000","144,000","144,000","146,000","146,000","146,000","147,000","14,102,000","14,083,000","14,104,000","7,075,000","7,071,000","7,063,000","7,062,000","7,091,000","7,087,000","7,090,000","7,101,000","7,072,000","7,181,000","7,272,000","7,334,000","7,330,000","7,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"2,150,453,000","2,164,989,000","1,974,561,000","2,021,128,000","2,017,188,000","2,014,076,000","2,032,372,000","2,029,383,000","2,026,420,000","2,117,282,000","1,708,058,000","1,705,262,000","1,599,566,000","1,597,944,000","1,597,261,000","1,594,342,000","1,590,086,000","1,586,034,000","763,443,000","761,754,000","716,564,000","711,976,000","710,132,000","668,306,000","665,850,000","662,378,000","642,400,000","640,895,000","639,493,000","156,568,000","155,592,000","90,010,000","89,274,000","88,095,000","87,279,000","89,434,000","94,723,000","96,587,000","99,156,000","105,825,000","110,976,000","112,436,000","115,026,000","115,126,000","114,537,000","114,213,000","113,376,000","112,851,000","112,250,000","111,694,000","41,048,000","40,824,000","41,901,000","40,807,000","40,744,000","40,674,000","40,655,000","41,019,000","41,470,000","44,773,000","46,890,000","48,678,000","49,068,000","49,607,000","51,380,000","53,723,000","54,429,000","55,608,000","56,315,000","62,826,000","62,659,000","63,044,000","64,399,000","35,988,000","35,846,000","36,545,000","44,536,000","44,495,000","44,392,000","44,384,000","45,326,000","45,278,000","45,497,000","45,918,000","45,355,000","47,964,000","49,713,000","50,992,000","50,925,000","50,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,136,990,000","1,093,270,000","1,065,566,000","1,004,314,000","948,913,000","901,006,000","866,503,000","819,153,000","778,893,000","848,848,000","814,338,000","747,969,000","707,829,000","674,941,000","633,175,000","591,826,000","552,105,000","514,874,000","504,085,000","483,322,000","468,309,000","454,034,000","434,579,000","417,863,000","402,265,000","385,987,000","369,172,000","354,459,000","341,238,000","338,906,000","330,185,000","325,371,000","319,354,000","318,577,000","318,194,000","314,663,000","311,521,000","309,053,000","304,343,000","300,917,000","297,776,000","294,864,000","291,830,000","287,870,000","284,420,000","282,646,000","269,369,000","265,021,000","260,310,000","258,620,000","255,062,000","250,070,000","247,228,000","244,655,000","241,682,000","237,859,000","234,515,000","229,520,000","225,972,000","220,981,000","216,483,000","212,394,000","208,200,000","203,165,000","198,287,000","194,579,000","190,047,000","184,865,000","180,075,000","176,374,000","172,726,000","167,864,000","163,625,000","160,191,000","156,847,000","152,066,000","147,371,000","143,808,000","139,912,000","135,838,000","131,828,000","128,519,000","126,198,000","124,224,000","121,301,000","118,232,000","114,772,000","111,263,000","108,121,000","105,200,000","50,700,000","48,300,000","48,100,000","46,300,000","67,200,000","64,400,000","61,900,000","59,900,000","57,500,000","55,000,000","53,000,000","51,100,000","58,500,000","56,600,000","54,700,000","53,000,000","22,700,000","22,700,000","47,000,000","45,300,000","43,500,000","41,300,000","39,400,000","37,100,000","35,100,000","32,900,000","30,900,000","29,700,000","27,600,000","31,800,000","30,500,000","7,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-326,961,000","-10,545,000","-11,429,000","12,073,000","-37,176,000","59,726,000","41,509,000","54,310,000","38,230,000","20,891,000","23,709,000","15,316,000","-6,000,000","-27,374,000","-48,040,000","-40,183,000","-34,062,000","-17,264,000","-10,651,000","-11,322,000","-14,298,000","-15,212,000","2,117,000","4,238,000","3,566,000","-2,665,000","2,718,000","-1,400,000","1,855,000","-1,336,000","-1,952,000","-1,409,000","-2,119,000","-3,002,000","-2,601,000","-2,410,000","45,000","257,000","582,000","501,000","388,000","439,000","630,000","691,000","417,000","512,000","1,052,000","1,100,000","522,000","762,000","1,573,000","1,181,000","2,901,000","3,190,000","-1,749,000","-521,000","5,480,000","1,728,000","20,000","-2,590,000","-1,344,000","-2,198,000","-2,818,000","-5,735,000","-4,599,000","-4,360,000","-3,448,000","-1,925,000","-4,262,000","-1,124,000","-77,000","-3,444,000","1,444,000","-286,000","422,000","2,343,000","2,019,000","2,231,000","2,283,000","1,639,000","538,000","1,479,000","2,367,000","1,320,000","1,273,000","-34,000","-2,211,000","-3,686,000","-3,583,000","-3,900,000","-2,100,000","-1,200,000","700,000","1,500,000","2,000,000","1,400,000","1,500,000","1,400,000","1,300,000","1,100,000","400,000","1,200,000","1,100,000","900,000","1,400,000","2,000,000","700,000","700,000","500,000","200,000",,,,,,,,,,,,
