name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
MarketCap,"1,194,461,340","1,951,841,612","1,927,431,640","1,692,823,138","570,340,518","557,248,226","622,734,707","505,084,808","456,391,508","171,077,429","425,800,209","46,593,835","53,920,646","58,404,382","49,676,636","85,428,308","98,793,679","99,054,649","112,440,690","101,358,918","91,986,378","131,102,623","172,419,871","1,644,502,255","1,812,123,472","1,491,714,006","2,763,986,406","1,414,305,258","1,805,201,532","1,593,453,816","1,525,334,112","1,307,526,688","1,415,354,458","1,188,861,027","1,016,217,278","928,461,773"
EnterpriseValue,"850,138,340","1,571,663,612","1,687,267,640","1,534,980,138","390,245,518","347,316,226","391,742,707","259,493,808","348,364,508","45,873,429","331,694,209","-59,306,165","-61,488,354","-72,796,618","-85,531,364","-60,562,692","-56,117,321","-67,917,351","-67,776,310","-95,083,082","-135,628,622","-158,175,377","-148,736,129","1,345,790,255","1,519,197,472","1,195,122,006","2,482,944,406","965,265,258","1,371,915,532","1,129,893,816","1,649,009,079","1,431,201,655","1,539,029,425","1,312,535,994","1,139,892,245","1,052,136,740"
PeRatio,,,,,,,,,,,"4.689","0.629","0.739","0.829",,"0.554","0.681","0.864","1.975",,,,,,,,,,,,"2.993","10.164",,,,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,"1.463","2.711",,,,"60.241",,,,,,,,,,
PsRatio,,,,,,,,,,,,,,,,"0.413","0.473","0.47","0.52","9.773","2.475","2.551","3.387","31.062","69.621","28.38","55.606","16.283","21.34","37.507","36.989",,,,,
PbRatio,"3.585","5.414","8.51","12.129","3.411","2.909","2.902","2.122","4.362","1.46","4.76","0.458","0.473","0.472","9.154","4.876","3.519","2.605","2.568",,,,,"113.375","54.544","24.884","33.257","12.431","11.171","10.831","8.672","8.201","6.831","7.005","5.382","34.056"
EnterprisesValueRevenueRatio,,,,,,,,,,,,,,,,,,,,"-0.46","-81.655","-95.172","-27.947","806.829","53.876","76.021","519.227","279.949","859.058","27.11","979.222","36.164",,,,
EnterprisesValueEBITDARatio,"-6.939","-45.36","-51.003","-62.456","-12.922","-12.932","-15.387","-10.195","-18.364","-2.452","-18.631","3.949","4.054","5.547","3.932","3.951","3.791","5.114","4.815","-0.502","6.175","3.707","2.225","-22.054","-50.008","-32.683","-60.504","-20.378","-32.651","148.807","-52.987","104.505","-36.43","-63.365","-62.922","-68.933"
