name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
TotalAssets,"494,632,000","490,950,000","493,012,000","498,392,000","487,393,000","480,905,000","473,424,000","462,068,000","453,104,000","456,251,000","437,027,000","435,981,000","431,688,000","435,856,000","414,331,000","406,312,000","403,691,000","417,244,000","407,020,000","395,824,000","401,371,000","414,729,000","395,458,000","358,989,000","361,072,000"
	CurrentAssets,"193,029,000","185,125,000","181,304,000","182,731,000","170,144,000","160,289,000","151,760,000","145,515,000","132,360,000","166,258,000","145,125,000","141,184,000","137,268,000","141,743,000","125,531,000","115,330,000","110,620,000","123,644,000","113,177,000","107,495,000","115,499,000","124,904,000","106,388,000","68,319,000","70,718,000"
		CashCashEquivalentsAndShortTermInvestments,"43,353,000","32,889,000","41,694,000","63,402,000","57,768,000","35,439,000","41,041,000","54,224,000","46,167,000","74,740,000","58,747,000","60,746,000","53,874,000","51,205,000","33,648,000","17,445,000","10,474,000","10,059,000","5,677,000","3,354,000","5,376,000","15,295,000","21,084,000","3,763,000","14,004,000"
			CashAndCashEquivalents,"43,353,000","32,889,000","41,694,000","63,402,000","57,768,000","35,439,000","41,041,000","54,224,000","46,167,000","74,740,000","58,747,000","60,746,000","53,874,000","51,205,000","33,648,000","17,445,000","10,474,000","10,059,000","5,677,000","3,354,000","5,376,000","15,295,000","21,084,000","3,763,000","14,004,000"
				CashFinancial,,,,,,,,,,,,,,,"33,648,000","17,445,000","10,474,000","10,059,000","5,677,000","3,354,000","5,376,000","15,295,000","21,084,000","3,763,000",
		Receivables,"45,567,000","47,180,000","44,374,000","43,127,000","40,185,000","44,555,000","33,844,000","29,825,000","29,721,000","35,082,000","27,715,000","22,623,000","32,275,000","36,724,000","31,762,000","27,639,000","31,779,000","44,634,000","35,627,000","26,143,000","29,135,000","37,825,000","33,931,000","21,611,000","22,475,000"
			AccountsReceivable,"45,567,000","47,180,000","44,374,000","43,127,000","40,185,000","44,555,000","33,844,000","29,825,000","29,721,000","35,082,000","27,715,000","22,623,000","32,275,000","36,724,000","31,762,000","27,639,000","31,779,000","44,634,000","35,627,000","26,143,000","29,135,000","37,825,000","33,931,000","21,611,000","22,475,000"
				GrossAccountsReceivable,"45,667,000",,,,"40,385,000",,,,"38,321,000",,,,,"44,524,000",,,,"53,134,000",,,,"49,725,000",,,"22,515,000"
				AllowanceForDoubtfulAccountsReceivable,"-100,000",,,,"-200,000",,,,"-8,600,000",,,,,"-7,800,000",,,,"-8,500,000",,,,"-11,900,000",,,"-40,000"
		Inventory,"84,498,000","85,248,000","76,816,000","54,528,000","56,810,000","68,567,000","64,486,000","52,752,000","46,209,000","48,382,000","50,850,000","51,020,000","43,779,000","46,341,000","53,365,000","59,861,000","61,728,000","62,679,000","63,571,000","72,274,000","76,904,000","69,397,000","41,308,000","32,371,000","31,261,000"
		PrepaidAssets,"19,611,000","19,808,000","18,420,000","21,674,000","15,381,000","11,728,000","12,389,000","8,714,000","10,263,000","8,054,000","7,813,000","6,795,000","7,340,000","7,473,000","6,756,000","10,385,000","6,639,000","6,272,000","8,302,000","5,724,000","4,084,000","2,387,000","10,065,000","10,574,000","2,978,000"
	TotalNonCurrentAssets,"301,603,000","305,825,000","311,708,000","315,661,000","317,249,000","320,616,000","321,664,000","316,553,000","320,744,000","289,993,000","291,902,000","294,797,000","294,420,000","294,113,000","288,800,000","290,982,000","293,071,000","293,600,000","293,843,000","288,329,000","285,872,000","289,825,000","289,070,000","290,670,000","290,354,000"
		NetPPE,"10,577,000","12,231,000","13,945,000","15,561,000","13,770,000","16,790,000","16,270,000","16,146,000","17,171,000","26,224,000","26,730,000","26,778,000","23,540,000","21,804,000","18,184,000","18,813,000","18,694,000","18,037,000","16,635,000","16,080,000","16,277,000","17,151,000","15,019,000","14,281,000","9,854,000"
