name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,03/31/2003
TotalRevenue,"69,998,000","11,992,000","12,515,000","22,211,000","23,280,000","17,436,000","18,443,000","15,352,000","15,114,000","16,235,000","15,993,000","14,595,000","15,002,000","17,448,000","16,032,000","4,469,000","3,893,000","3,465,000","4,530,000","2,043,000","2,163,000","3,009,000","12,404,000","162,354,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35,000","0","0","0","0","0","50,000","0","0","93,000","0","0","0","0","0","0",,,"20,000","0",,,"10,000","0",,,"100,000",,,,,,,,,
	OperatingRevenue,"95,552,000","18,202,000","18,678,000","28,793,000","29,879,000","17,436,000","18,443,000","15,352,000","15,114,000","16,235,000","15,993,000","14,595,000","15,002,000","17,448,000","16,085,000","4,469,000","3,840,000","3,465,000","4,529,000","2,043,000","1,611,000","3,009,000","12,404,000","162,354,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35,000","0","0","0","0","0","50,000","0","0","93,000","0","0","0","0","0","0",,,"20,000","0",,,"10,000","0",,,"100,000",,,,,,,,,
CostOfRevenue,"42,245,000","10,998,000","11,434,000","9,887,000","9,926,000","7,610,000","6,283,000","5,172,000","5,660,000","7,526,000","7,021,000","8,935,000","6,466,000","5,557,000","6,073,000","5,303,000","5,095,000","4,008,000","5,018,000","4,575,000","5,086,000","2,548,000","11,783,000","27,073,000",,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,
GrossProfit,"27,753,000","994,000","1,081,000","12,324,000","13,354,000","9,826,000","12,160,000","10,180,000","9,454,000","8,709,000","8,972,000","5,660,000","8,536,000","11,891,000","9,959,000","-834,000","-1,202,000","-543,000","-488,000","-2,532,000","-2,923,000","461,000","621,000","135,281,000",,,,,,,,,,,,,,,,"35,000","0","0","0","0","0","50,000","0","0","93,000","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"94,446,000","24,233,000","26,613,000","20,876,000","22,724,000","19,855,000","18,666,000","15,383,000","15,134,000","16,105,000","17,742,000","18,246,000","18,241,000","27,340,000","19,050,000","21,437,000","24,698,000","23,262,000","26,785,000","21,871,000","21,689,000","18,518,000","14,628,000","17,052,000","19,124,000","20,013,000","132,451,000","26,003,000","24,051,000","21,738,000","30,103,000","38,266,000","69,846,000","41,411,000","46,617,000","44,762,000","41,585,000","36,437,000","33,486,000","35,522,000","44,054,000","33,933,000","30,579,000","32,773,000","39,186,000","38,051,000","32,093,000","42,540,000","37,356,000","40,601,000","55,819,000","42,767,000","53,386,000","57,806,000","81,755,000","69,080,000","80,864,000","74,085,000","79,067,000","75,569,000","75,393,000","77,338,000","71,798,000","61,134,000","55,777,000","45,088,000","35,046,000","32,862,000","27,567,000","22,647,000","21,696,000","20,503,000","18,382,000","16,568,000","11,564,000"
	SellingGeneralAndAdministration,"80,701,000","20,697,000","22,727,000","17,221,000","20,056,000","17,413,000","17,121,000","13,899,000","13,670,000","14,350,000","15,721,000","16,666,000","16,609,000","25,673,000","17,976,000","19,394,000","21,731,000","20,618,000","23,278,000","17,725,000","18,566,000","15,389,000","15,333,000","13,135,000","14,814,000","14,883,000","60,065,000","19,662,000","16,314,000","12,361,000","12,543,000","19,088,000","32,523,000","15,229,000","17,629,000","17,481,000","14,533,000","10,039,000","8,211,000","10,069,000","17,416,000","9,777,000","10,337,000","9,641,000","9,512,000","11,762,000","7,876,000","11,129,000","11,196,000","10,110,000","12,720,000","12,273,000","13,537,000","14,917,000","12,978,000","13,435,000","13,290,000","15,640,000","12,316,000","10,744,000","13,913,000","13,550,000","12,058,000","10,349,000","10,456,000","9,138,000","6,457,000","8,396,000","3,971,000","3,951,000","1,235,000","8,808,000","4,071,000","3,769,000",
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,"6,501,000","6,130,000","14,814,000","14,883,000","60,065,000","19,662,000","16,314,000","12,361,000","12,543,000","19,088,000","32,523,000","15,229,000","17,629,000","17,481,000","14,533,000","10,039,000","8,211,000",,,,,,"9,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,"4,383,000","2,872,000","23,806,000","6,385,000","6,113,000","4,656,000","41,062,000","718,000","27,447,000","10,156,000","31,000,000","12,729,000","9,815,000","10,039,000",,,,,,,"622,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,"6,501,000","6,130,000","10,431,000","12,011,000","36,259,000","13,277,000","10,201,000","7,705,000","12,543,000","18,370,000","5,076,000","5,073,000","17,629,000","4,752,000","4,718,000",,"8,211,000",,,,,,"8,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,"8,832,000","7,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
