name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"549,696,000","130,772,000","163,888,000","139,538,000","115,498,000","24,114,000","1,395,000","-7,082,000","-28,897,000"
	OperatingRevenue,"549,696,000","130,772,000","163,888,000","139,538,000","115,498,000","24,114,000","1,395,000","-7,082,000","-28,897,000"
CostOfRevenue,"118,856,000","32,164,000","36,231,000","30,475,000","19,986,000","3,925,000","2,380,000","379,000","1,325,000"
GrossProfit,"430,840,000","98,608,000","127,657,000","109,063,000","95,512,000","20,189,000","-985,000","-7,461,000","-30,222,000"
OperatingExpense,"336,617,000","84,888,000","82,110,000","93,591,000","76,028,000","24,121,000","15,966,000","14,445,000","43,891,000"
	SellingGeneralAndAdministration,"324,312,000","82,264,000","106,798,000","70,805,000","64,445,000","21,464,000","13,959,000","13,842,000","20,221,000"
		GeneralAndAdministrativeExpense,"96,681,000","28,036,000","30,188,000","20,434,000","18,023,000","13,509,000","10,930,000","12,331,000","18,587,000"
			SalariesAndWages,"60,612,000","19,737,000","18,724,000","12,549,000","9,602,000","6,671,000","6,884,000","7,642,000","10,567,000"
			OtherGandA,"36,069,000","8,299,000","11,464,000","7,885,000","8,421,000","6,838,000","4,046,000","4,689,000","8,020,000"
		SellingAndMarketingExpense,"227,631,000","54,228,000","76,610,000","50,371,000","46,422,000","7,955,000","3,029,000","1,511,000","1,634,000"
	DepreciationAmortizationDepletionIncomeStatement,"3,412,000","1,385,000","816,000","711,000","500,000","295,000","190,000","80,000","24,080,000"
		DepreciationAndAmortizationInIncomeStatement,"3,412,000","1,385,000","816,000","711,000","500,000","295,000","190,000","80,000","24,080,000"
	OtherTaxes,"8,893,000","1,239,000","-25,504,000","22,075,000","11,083,000","2,362,000","1,817,000","523,000","-410,000"
OperatingIncome,"94,223,000","13,720,000","45,547,000","15,472,000","19,484,000","-3,932,000","-16,951,000","-21,906,000","-74,113,000"
NetNonOperatingInterestIncomeExpense,"-45,802,000","-3,942,000","-7,702,000","-17,319,000","-16,839,000","-16,319,000","-16,406,000","-18,310,000","-13,473,000"
	InterestExpenseNonOperating,"45,802,000","3,942,000","7,702,000","17,319,000","16,839,000","16,319,000","16,406,000","18,310,000","13,473,000"
OtherIncomeExpense,,"-6,564,000","-37,217,000",,,,"0",,"-574,523,000"
	SpecialIncomeCharges,"-40,113,000","-4,285,000","-35,828,000","0","0","0","0","0","-574,523,000"
		ImpairmentOfCapitalAssets,,,"0","0","0",,"0","0","573,838,000"
		WriteOff,,,,"0",,,,,
		OtherSpecialCharges,,"4,285,000","35,828,000",,,,"0",,"685,000"
	OtherNonOperatingIncomeExpenses,,"-2,279,000","-1,389,000",,,,,,
PretaxIncome,"4,640,000","3,214,000","628,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
TaxProvision,"380,000","76,000","304,000",,,"0",,,
NetIncomeCommonStockholders,"-2,024,000","1,259,000","32,371,000","-4,405,000","-4,176,000","0","-39,777,000","-42,608,000","-668,270,000"
	NetIncome,"5,391,000","1,259,000","3,334,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
		NetIncomeIncludingNoncontrollingInterests,"4,260,000","3,138,000","324,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
			NetIncomeContinuousOperations,"4,260,000","3,138,000","324,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
			NetIncomeFromTaxLossCarryforward,,,"-6,617,000",,,,,,
		MinorityInterests,"1,131,000","-1,879,000","3,010,000",,,"0",,,
	OtherunderPreferredStockDividend,"7,415,000","0","-29,037,000","2,558,000","6,821,000","-20,251,000","6,420,000","2,392,000","6,161,000"
DilutedNIAvailtoComStockholders,"-2,147,000","1,259,000","32,248,000","-4,405,000","-4,176,000","0","-39,777,000","-42,608,000","-668,270,000"
BasicEPS,,"0.02","-0.042","-0.024","-0.054","0",,"-0.554","-8.685"
DilutedEPS,,"0.02","-0.042","-0.024","-0.054","0",,"-0.554","-8.685"
BasicAverageShares,,"79,151,929","79,091,871","76,948,433","76,948,433","76,948,433",,"76,948,433","76,948,433"
DilutedAverageShares,,"198,414,147","79,091,871","76,948,433","76,948,433","76,948,433",,"76,948,433","76,948,433"
TotalOperatingIncomeAsReported,"94,223,000","13,720,000","45,547,000","15,472,000","19,484,000","-3,932,000","-16,951,000","-21,906,000","-647,951,000"
TotalExpenses,"455,473,000","117,052,000","118,341,000","124,066,000","96,014,000","28,046,000","18,346,000","14,824,000","45,216,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,391,000","1,259,000","3,334,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
NormalizedIncome,"42,218,883.621","5,442,674.549","29,488,440","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-87,586,000"
InterestExpense,"45,802,000","3,942,000","7,702,000","17,319,000","16,839,000","16,319,000","16,406,000","18,310,000","13,473,000"
NetInterestIncome,"-45,802,000","-3,942,000","-7,702,000","-17,319,000","-16,839,000","-16,319,000","-16,406,000","-18,310,000","-13,473,000"
EBIT,"50,442,000","7,156,000","8,330,000","15,472,000","19,484,000","-3,932,000","-16,951,000","-21,906,000","-648,636,000"
EBITDA,"53,854,000"
ReconciledCostOfRevenue,"118,856,000","32,164,000","36,231,000","30,475,000","19,986,000","3,925,000","2,380,000","379,000","1,325,000"
ReconciledDepreciation,"3,412,000","1,385,000","816,000","711,000","500,000","295,000","190,000","80,000","24,080,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,391,000","1,259,000","3,334,000","-1,847,000","2,645,000","-20,251,000","-33,357,000","-40,216,000","-662,109,000"
