name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"123,500,000","185,174,000","178,104,000","167,761,000","99,679,000","135,872,000","132,498,000","98,620,000","107,706,000","151,997,000","121,747,000","34,445,000","22,401,000","22,673,000","44,334,000","45,329,000","44,010,000","71,859,000","34,388,000","30,490,000","33,748,000","15,030,000","27,866,000","14,820,000","6,570,000","7,324,000","7,986,000","3,535,000","5,692,000","16,137,000","13,847,000","12,091,000","10,907,000","6,066,000","5,862,000","2,691,000","11,027,000","11,297,000","2,412,000","1,167,000","1,644,000","1,734,000","1,681,000","810,000","4,282,000","1,986,000","2,127,000","1,071,000","3,832,000","1,845,000","2,266,000","1,605,000","2,900,000","1,562,000","1,993,000","1,620,000","2,511,000","2,482,000","2,453,000","1,089,000","1,768,000","2,261,000","2,672,000","2,489,000","1,730,000","1,980,000","2,410,000","1,163,000","1,945,000","2,580,000","3,225,000","1,480,000","1,939,000","1,974,000","2,354,000"
		RestrictedCash,"15,600,000","15,626,000","16,608,000","16,608,000","16,608,000","16,608,000","16,610,000","16,610,000","16,608,000","16,608,000","16,609,000",,,,,,,"0","0","0","0","26,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,263,000","50,160,000","49,926,000","41,737,000","38,585,000","38,585,000","38,585,000","38,585,000","8,861,000","8,861,000",,,,,,,"15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","16,000","16,000","153,000","157,000","57,000","57,000",,,,,,,,,"59,000","59,000","59,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,263,000","50,160,000","49,926,000","41,737,000","38,585,000","38,585,000","38,585,000","38,585,000","8,861,000","8,861,000",,,,,,,"15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","16,000","16,000","153,000","157,000","57,000","57,000",,,,,,,,,"59,000","59,000","59,000"
		OtherCurrentAssets,,,,,,,,,"67,171,000","67,171,000","119,047,000","118,969,000","52,002,000","52,002,000","52,002,000",,"305,773,000","305,764,000","340,688,000","459,004,000","441,609,000","15,730,000","15,495,000","13,100,000","14,937,000","16,297,000","18,839,000","14,367,000","16,855,000","0",,"0","0","7,057,000","7,911,000","6,834,000","7,770,000","8,477,000","19,169,000","8,755,000","12,396,000","16,290,000","20,538,000","12,369,000","14,922,000","18,056,000","21,073,000","9,070,000","12,359,000","15,414,000","19,341,000","9,426,000","10,603,000","14,273,000","18,090,000","6,060,000","10,036,000","13,885,000","18,279,000","6,607,000","10,509,000","14,740,000","18,306,000","5,737,000","8,914,000","13,090,000","17,287,000","8,130,000","12,080,000","17,292,000","20,167,000","9,058,000","12,948,000","19,026,000","13,954,000"
	TotalNonCurrentAssets,"11,608,800,000","11,851,743,000","11,971,446,000","11,894,548,000","11,971,430,000","12,194,294,000","11,949,290,000","11,997,272,000","12,061,147,000","12,637,970,000","12,667,758,000","6,255,587,000","6,353,667,000","6,294,955,000","6,352,629,000","6,402,406,000","6,455,994,000","6,425,429,000","6,475,159,000","6,391,102,000","6,440,920,000","2,602,868,000","2,633,675,000","1,636,520,000","1,657,858,000","1,575,106,000","1,571,053,000","1,598,792,000","1,621,513,000","1,144,561,000","989,966,000","999,412,000","944,264,000","962,556,000","998,671,000","918,396,000","901,665,000","782,489,000","510,096,000","477,453,000","487,998,000","498,185,000","491,936,000","473,197,000","484,235,000","495,320,000","507,200,000","507,455,000","516,809,000","526,940,000","532,244,000","550,586,000","541,020,000","541,713,000","577,732,000","620,208,000","625,987,000","620,397,000","628,277,000","633,745,000","639,919,000","647,586,000","595,926,000","595,931,000","597,859,000","604,818,000","612,846,000","618,656,000","630,290,000","648,197,000","637,278,000","644,883,000","638,739,000","650,337,000","460,305,000"
		NetPPE,"1,502,100,000","1,512,470,000","1,585,703,000","1,592,146,000","1,600,909,000","1,604,881,000","1,598,081,000","1,581,348,000","1,546,873,000","1,290,428,000","1,257,086,000","748,647,000","739,981,000","731,538,000","723,869,000","720,464,000","725,273,000","734,138,000","738,222,000","738,727,000","741,484,000","276,153,000","283,600,000","283,863,000","287,655,000","266,583,000","271,567,000","276,191,000","277,837,000","237,739,000","215,594,000","219,155,000","205,477,000","212,259,000","219,263,000","209,518,000","214,295,000","180,162,000","139,742,000","140,890,000","143,662,000","146,613,000","141,800,000","133,904,000","135,560,000","137,036,000","139,553,000","142,082,000","143,293,000","144,281,000","146,152,000","144,573,000","140,603,000","135,878,000","128,439,000","121,356,000","120,095,000","111,612,000","111,464,000","112,386,000","111,777,000","110,903,000","100,881,000","97,892,000","96,537,000","98,156,000","99,021,000","99,497,000","100,667,000","101,068,000","95,121,000","96,384,000","89,163,000","91,818,000","67,253,000"
			GrossPPE,,"2,250,536,000",,,,"2,224,105,000",,"1,581,348,000","1,546,873,000","1,789,592,000","1,257,086,000","748,647,000","739,981,000","1,170,380,000",,,,"1,093,520,000",,,,"563,427,000",,,,"517,811,000",,,,"454,030,000",,,,"404,147,000",,,,"356,375,000",,,,"311,443,000",,,,"289,729,000",,,,"281,847,000",,,,"281,583,000","260,237,000","253,153,000","251,892,000","243,409,000","229,218,000","230,140,000","229,531,000","228,657,000","206,115,000","203,126,000","201,771,000","203,390,000","191,156,000","191,632,000","192,802,000","193,203,000","182,103,000","183,366,000","176,145,000","178,800,000","113,833,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"11,390,000",,,,"10,750,000",,,,"0",,,,"10,200,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				LandAndImprovements,,"476,574,000",,,,"539,008,000",,,,"305,067,000",,,,"126,926,000",,,,"127,625,000",,,,"32,068,000",,,,"29,765,000",,,,"16,699,000",,,,"14,479,000",,,,"11,557,000",,,,"7,862,000",,,,"6,809,000",,,,"6,809,000",,,,"5,938,000",,,,"5,974,000",,,,"6,044,000",,,,"5,930,000",,,,"6,272,000",,,,"6,185,000",
				BuildingsAndImprovements,,"381,911,000",,,,"361,075,000",,,,"354,046,000",,,,"231,270,000",,,,"225,183,000",,,,"81,337,000",,,,"73,343,000",,,,"65,050,000",,,,"55,338,000",,,,"48,000,000",,,,"39,118,000",,,,"36,178,000",,,,"35,651,000",,,,"34,401,000",,,,"36,413,000",,,,"35,849,000",,,,"34,983,000",,,,"35,123,000",,,,"32,504,000",
				MachineryFurnitureEquipment,,"236,981,000",,,,"233,125,000",,,,"194,733,000",,,,"154,298,000",,,,"150,574,000",,,,"69,111,000",,,,"58,366,000",,,,"50,457,000",,,,"42,504,000",,,,"41,215,000",,,,"243,646,000",,,,"230,237,000",,,,"232,116,000",,,,"200,002,000",,,,"187,912,000",,,,"169,338,000",,,,"157,948,000",,,,"149,092,000",,,,"139,035,000",
				OtherProperties,,"1,014,003,000",,,,"922,948,000",,"1,581,348,000","1,546,873,000","691,216,000","1,257,086,000","748,647,000","739,981,000","555,389,000",,,,"539,788,000",,,,"363,574,000",,,,"339,041,000",,,,"305,075,000",,,,"278,014,000",,,,"246,418,000",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				ConstructionInProgress,,"59,160,000",,,,"100,573,000",,,,"187,229,000",,,,"74,924,000",,,,"21,236,000",,,,"7,428,000",,,,"7,680,000",,,,"9,116,000",,,,"9,416,000",,,,"7,364,000",,,,"6,654,000",,,,"3,003,000",,,,"4,514,000",,,,"28,291,000",,,,"13,110,000",,,,"17,426,000",,,,"4,529,000",,,,"2,716,000",,,,"1,076,000",
				Leases,,"81,907,000",,,,"67,376,000",,,,"57,301,000",,,,"27,573,000",,,,"29,114,000",,,,"9,909,000",,,,"9,616,000",,,,"7,633,000",,,,"4,396,000",,,,"1,821,000",,,,"2,773,000",,,,"2,752,000",,,,"2,757,000",,,,"2,751,000",,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-738,066,000",,,,"-619,224,000",,,"-2,802,000","-499,164,000","-2,438,000",,,"-438,842,000",,,,"-359,382,000",,,,"-287,274,000",,,,"-251,228,000",,,,"-216,291,000",,,,"-191,888,000",,,,"-176,213,000",,,,"-164,830,000",,,,"-152,693,000",,,,"-137,566,000",,,,"-145,705,000","-131,798,000","-131,797,000","-131,797,000","-131,797,000","-117,754,000","-117,754,000","-117,754,000","-117,754,000","-105,234,000","-105,234,000","-105,234,000","-105,234,000","-92,135,000","-92,135,000","-92,135,000","-92,135,000","-86,982,000","-86,982,000","-86,982,000","-86,982,000","-46,580,000"
		GoodwillAndOtherIntangibleAssets,"8,604,900,000","8,679,045,000","8,753,156,000","8,688,676,000","8,758,740,000","8,832,913,000","8,672,772,000","8,681,648,000","8,748,398,000","9,177,960,000","9,259,803,000","5,341,536,000","5,378,251,000","5,438,145,000","5,487,076,000","5,509,897,000","5,544,253,000","5,492,110,000","5,534,544,000","5,583,234,000","5,611,055,000","1,340,565,000","1,367,362,000","1,273,778,000","1,285,143,000","1,255,358,000","1,255,984,000","1,266,003,000","1,278,487,000","772,660,000","681,529,000","688,470,000","643,395,000","649,607,000","647,556,000","580,410,000","594,766,000","499,727,000","335,388,000","330,249,000","337,378,000","344,953,000","342,085,000","331,748,000","341,793,000","350,789,000","359,514,000","357,531,000","365,048,000","373,463,000","381,542,000","401,209,000","395,358,000","399,829,000","443,188,000","492,714,000","499,529,000","501,766,000","509,343,000","513,534,000","521,081,000","529,319,000","487,040,000","489,692,000","492,596,000","497,935,000","505,417,000","510,605,000","518,357,000","526,049,000","530,026,000","536,362,000","536,459,000","545,559,000","391,079,000"
			Goodwill,"3,051,600,000","3,051,661,000","3,051,892,000","2,982,525,000","2,982,507,000","2,984,008,000","2,861,314,000","2,880,675,000","2,879,748,000","2,996,875,000","3,082,652,000","2,166,410,000","2,167,954,000","2,167,954,000","2,187,338,000","2,184,982,000","2,183,998,000","2,142,846,000","2,146,797,000","2,145,868,000","2,121,597,000","473,304,000","488,432,000","459,960,000","459,924,000","451,662,000","445,187,000","443,855,000","441,129,000","256,491,000","214,453,000","213,880,000","198,033,000","198,052,000","188,108,000","167,838,000","167,731,000","148,409,000","112,575,000","112,575,000","112,575,000","112,575,000","109,684,000","109,059,000","109,059,000","109,059,000","109,059,000","109,059,000","109,059,000","109,059,000","109,059,000","116,419,000","115,967,000","115,632,000","126,646,000","152,272,000","152,272,000","151,686,000","151,426,000","149,408,000","149,408,000","149,396,000","146,258,000","146,258,000","146,258,000",,,,,,,,,"135,899,000",
			OtherIntangibleAssets,"5,553,300,000","5,627,384,000","5,701,264,000","5,706,151,000","5,776,233,000","5,848,905,000","5,811,458,000","5,800,973,000","5,868,650,000","6,181,085,000","6,177,151,000","3,175,126,000","3,210,297,000","3,270,191,000","3,299,738,000","3,324,915,000","3,360,255,000","3,349,264,000","3,387,747,000","3,437,366,000","3,489,458,000","867,261,000","878,930,000","813,818,000","825,219,000","803,696,000","810,797,000","822,148,000","837,358,000","516,169,000","467,076,000","474,590,000","445,362,000","451,555,000","459,448,000","412,572,000","427,035,000","351,318,000","222,813,000","217,674,000","224,803,000","232,378,000","232,401,000","222,689,000","232,734,000","241,730,000","250,455,000","248,472,000","255,989,000","264,404,000","272,483,000","284,790,000","279,391,000","284,197,000","316,542,000","340,442,000","347,257,000","350,080,000","357,917,000","364,126,000","371,673,000","379,923,000","340,782,000","343,434,000","346,338,000","497,935,000","505,417,000","510,605,000","518,357,000","526,049,000","530,026,000","536,362,000","536,459,000","409,660,000","391,079,000"
		InvestmentsAndAdvances,"1,060,800,000","1,218,791,000","1,188,759,000","1,191,763,000","1,185,541,000","1,333,778,000","1,313,858,000","1,307,604,000","1,322,195,000","1,477,353,000","1,499,090,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,055,000","12,501,000","21,796,000","26,676,000","30,898,000","72,773,000","74,239,000","72,984,000","72,090,000",,,,,"566,000","569,000","573,000","577,000","580,000","584,000","588,000","591,000","595,000","598,000","602,000","606,000","609,000","613,000","616,000","620,000","662,000","666,000",,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,055,000","12,501,000","21,796,000","26,676,000","30,898,000","72,773,000","74,239,000","72,984,000","72,090,000",,,,,"566,000","569,000","573,000","577,000","580,000","584,000","588,000","591,000","595,000","598,000","602,000","606,000","609,000","613,000","616,000","620,000","662,000","666,000",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"441,000,000","441,437,000","443,828,000","421,963,000","426,240,000","422,722,000","364,579,000","426,672,000","443,681,000","692,229,000","651,779,000","165,404,000","235,435,000","125,272,000","141,684,000","172,045,000","186,468,000","199,181,000","202,393,000","69,141,000","88,381,000","986,150,000","982,713,000","78,879,000","85,060,000","53,165,000","43,502,000","56,598,000","65,189,000","119,107,000","80,342,000","69,991,000","68,716,000","69,792,000","59,079,000","54,229,000","19,620,000","30,510,000","34,966,000","6,314,000","6,958,000","6,619,000","7,485,000","6,976,000","6,309,000","6,918,000","7,553,000","7,258,000","7,880,000","8,605,000","3,955,000","4,206,000","4,457,000","5,400,000","5,496,000","5,525,000","5,747,000","6,399,000","6,808,000","7,159,000","7,061,000","7,364,000","8,005,000","8,347,000","8,726,000","8,727,000","8,408,000","8,554,000","11,266,000","21,080,000","12,131,000","12,137,000","13,117,000","12,960,000","1,973,000"
TotalLiabilitiesNetMinorityInterest,"10,169,100,000","10,407,035,000","10,649,570,000","10,662,377,000","10,756,541,000","10,867,400,000","11,035,786,000","11,338,279,000","11,459,378,000","11,936,244,000","12,153,342,000","5,073,318,000","5,198,176,000","5,193,046,000","5,367,140,000","5,477,040,000","5,876,119,000","5,900,337,000","6,306,115,000","6,266,071,000","6,302,299,000","2,681,731,000","2,653,095,000","1,760,344,000","1,774,635,000","1,748,761,000","1,798,476,000","1,769,459,000","1,831,714,000","1,405,688,000","1,197,892,000","1,179,592,000","1,157,235,000","1,176,953,000","1,136,630,000","1,080,772,000","1,033,156,000","942,861,000","771,636,000","736,932,000","758,096,000","778,438,000","769,640,000","741,409,000","763,794,000","777,701,000","797,433,000","771,665,000","782,673,000","796,089,000","805,667,000","789,371,000","774,114,000","791,743,000","809,521,000","799,121,000","852,325,000","798,092,000","795,779,000","784,750,000","789,183,000","797,999,000","757,470,000","741,993,000","739,173,000","746,106,000","742,183,000","734,668,000","730,304,000","730,710,000","712,518,000","699,426,000","707,006,000","704,405,000","611,461,000"
	CurrentLiabilities,"733,500,000","787,294,000","711,018,000","638,968,000","729,662,000","730,888,000","671,742,000","822,329,000","915,998,000","947,557,000","1,094,297,000","494,047,000","429,938,000","404,172,000","367,289,000","294,570,000","685,155,000","670,703,000","764,723,000","794,448,000","551,220,000","189,578,000","181,150,000","155,955,000","145,111,000","146,061,000","143,018,000","123,349,000","136,413,000","97,266,000","82,345,000","73,200,000","69,854,000","83,922,000","98,950,000","63,334,000","78,801,000","58,003,000","66,158,000","48,680,000","55,715,000","57,230,000","64,533,000","49,346,000","58,350,000","53,594,000","69,222,000","43,996,000","50,870,000","56,011,000","55,030,000","41,873,000","50,290,000","57,483,000","64,507,000","51,723,000","94,415,000","99,777,000","98,924,000","89,540,000","45,890,000","55,098,000","56,109,000","42,908,000","42,098,000","49,467,000","47,336,000","37,989,000","49,485,000","51,519,000","55,716,000","37,768,000","52,054,000","56,180,000","36,018,000"
		PayablesAndAccruedExpenses,"489,300,000","520,831,000","482,013,000","438,321,000","558,479,000","527,034,000","466,203,000","620,908,000","643,559,000","611,670,000","669,162,000","199,413,000","207,554,000","199,456,000","201,733,000","199,005,000","219,930,000","201,864,000","242,808,000","411,489,000","211,204,000","131,058,000","112,248,000","106,197,000","95,906,000","99,134,000","96,545,000","85,710,000","100,320,000","55,812,000","39,488,000","32,373,000","40,630,000","56,237,000","75,904,000","38,208,000","58,940,000","40,797,000","45,489,000","31,349,000","40,096,000","46,225,000","53,455,000","40,818,000","53,232,000","48,218,000","61,132,000","38,134,000","39,355,000","40,436,000","45,940,000","32,970,000","38,824,000","45,765,000","25,371,000","23,543,000","21,683,000","21,897,000","20,259,000","19,839,000","22,554,000","24,271,000","22,595,000","27,506,000","21,316,000","21,639,000","19,308,000","16,933,000","19,870,000","20,653,000","18,479,000","15,927,000","23,645,000","28,564,000","9,555,000"
			Payables,"294,400,000","325,061,000","264,219,000","215,615,000","308,684,000","323,975,000","272,227,000","370,083,000","308,833,000","277,531,000","403,168,000","70,392,000","72,285,000","67,828,000","74,234,000","71,155,000","87,662,000","47,795,000","79,527,000","215,969,000","63,239,000","36,266,000","42,138,000","44,172,000","40,749,000","43,521,000","46,856,000","46,357,000","58,778,000","31,640,000","11,520,000","13,127,000","14,546,000","39,181,000","43,747,000","20,468,000","25,750,000","23,054,000","26,885,000","18,338,000","21,148,000","23,111,000","26,945,000","19,892,000","24,389,000","29,887,000","29,862,000","18,193,000","20,788,000","23,622,000","28,457,000","15,724,000","21,840,000","24,690,000","11,968,000","13,421,000","10,776,000","8,334,000","7,540,000","9,073,000","10,013,000","10,040,000","9,463,000","16,191,000","9,134,000","9,176,000","7,266,000","7,313,000","8,628,000","8,092,000","6,577,000","6,607,000","6,544,000","9,937,000","2,959,000"
