name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"781,908,000","205,437,000","195,290,000","192,324,000","188,857,000","172,498,000","165,576,000","158,851,000","141,637,000","151,939,000","140,488,000","127,880,000","121,660,000","112,335,000","111,402,000","111,848,000","104,488,000","92,756,000","88,793,000","89,962,000","85,988,000","74,194,000","69,794,000","67,846,000","64,423,000","59,043,000","56,921,000","54,007,000","51,949,000","46,011,000","45,551,000","42,832,000","42,078,000","36,851,000"
	OperatingRevenue,"781,908,000","205,437,000","195,290,000","192,324,000","188,857,000","172,498,000","165,576,000","158,851,000","141,637,000","151,939,000","140,488,000","127,880,000","121,660,000","112,335,000","111,402,000","111,848,000","104,488,000","92,756,000","88,793,000","89,962,000","85,988,000","74,194,000","69,794,000","67,846,000","64,423,000","59,043,000","56,921,000","54,007,000","51,949,000","46,011,000","45,551,000","42,832,000","42,078,000","36,851,000"
CostOfRevenue,"330,224,000","90,087,000","82,386,000","80,384,000","77,367,000","65,762,000","59,260,000","61,183,000","49,005,000","57,980,000","52,570,000","47,523,000","44,556,000","38,950,000","38,858,000","41,992,000","36,488,000","28,377,000","27,885,000","31,833,000","29,835,000","26,635,000","26,715,000","26,366,000","25,183,000","21,116,000","20,109,000","19,969,000","20,487,000","16,809,000","17,607,000","17,548,000","18,023,000","14,001,000"
GrossProfit,"451,684,000","115,350,000","112,904,000","111,940,000","111,490,000","106,736,000","106,316,000","97,668,000","92,632,000","93,959,000","87,918,000","80,357,000","77,104,000","73,385,000","72,544,000","69,856,000","68,000,000","64,379,000","60,908,000","58,129,000","56,153,000","47,559,000","43,079,000","41,480,000","39,240,000","37,927,000","36,812,000","34,038,000","31,462,000","29,202,000","27,944,000","25,284,000","24,055,000","22,850,000"
OperatingExpense,"396,202,000","106,437,000","102,144,000","92,856,000","94,765,000","91,733,000","92,935,000","79,612,000","77,638,000","84,092,000","72,966,000","68,162,000","63,059,000","64,164,000","64,151,000","86,550,000","59,490,000","52,386,000","48,316,000","47,728,000","50,257,000","43,074,000","38,925,000","38,645,000","36,432,000","33,666,000","32,565,000","29,697,000","27,185,000","24,076,000","20,903,000","22,005,000","20,493,000","15,732,000"
	SellingGeneralAndAdministration,"179,375,000","47,186,000","47,146,000","41,246,000","43,797,000","41,881,000","46,571,000","35,820,000","34,279,000","37,940,000","36,597,000","33,234,000","29,503,000","32,440,000","34,147,000","57,790,000","32,731,000","26,984,000","24,448,000","23,400,000","25,349,000","25,689,000","25,250,000","25,509,000","24,042,000","22,105,000","17,792,000","18,357,000","16,578,000","14,986,000","12,901,000","14,853,000","13,879,000","10,316,000"
		GeneralAndAdministrativeExpense,"88,518,000","23,994,000","22,567,000","18,689,000","23,268,000","22,882,000","23,009,000","17,410,000","17,359,000","20,865,000","18,174,000","18,701,000","13,872,000","19,212,000","17,807,000","43,662,000","18,119,000","16,162,000","13,597,000","12,974,000","13,450,000","15,375,000","15,802,000","14,804,000","14,191,000","13,129,000","9,957,000","9,932,000","8,514,000","7,070,000","6,938,000","6,746,000","7,209,000","5,220,000"
			OtherGandA,"88,518,000","23,994,000","22,567,000","18,689,000","23,268,000","22,882,000","23,009,000","17,410,000","17,359,000","20,865,000","18,174,000","18,701,000","13,872,000","19,212,000","17,807,000","43,662,000","18,119,000","16,162,000","13,597,000","12,974,000","13,450,000","15,375,000","15,802,000","14,804,000","14,191,000","13,129,000","9,957,000","9,932,000","8,514,000","7,070,000","6,938,000","6,746,000","7,209,000","5,220,000"
		SellingAndMarketingExpense,"90,857,000","23,192,000","24,579,000","22,557,000","20,529,000","18,999,000","23,562,000","18,410,000","16,920,000","17,075,000","18,423,000","14,533,000","15,631,000","13,228,000","16,340,000","14,128,000","14,612,000","10,822,000","10,851,000","10,426,000","11,899,000","10,314,000","9,448,000","10,705,000","9,851,000","8,976,000","7,835,000","8,425,000","8,064,000","7,916,000","5,963,000","8,107,000","6,670,000","5,096,000"
	ResearchAndDevelopment,"186,736,000","51,490,000","47,612,000","44,143,000","43,491,000","42,467,000","38,867,000","36,914,000","36,636,000","39,730,000","30,068,000","29,461,000","28,418,000","26,496,000","24,437,000","22,869,000","21,521,000","20,377,000","18,915,000","19,257,000","20,062,000","14,521,000","12,048,000","11,477,000","10,777,000","9,970,000","13,335,000","9,836,000","9,079,000","7,752,000","6,725,000","6,094,000","5,764,000","4,610,000"
	DepreciationAmortizationDepletionIncomeStatement,"30,091,000","7,761,000","7,386,000","7,467,000","7,477,000","7,385,000","7,497,000","6,878,000","6,723,000","6,422,000","6,301,000","5,467,000","5,138,000","5,228,000","5,567,000","5,891,000","5,238,000","5,025,000","4,953,000","5,071,000","4,846,000","2,864,000","1,627,000","1,659,000","1,613,000","1,591,000","1,438,000","1,504,000","1,528,000","1,338,000","1,277,000","1,058,000","850,000","806,000"
		DepreciationAndAmortizationInIncomeStatement,"30,091,000","7,761,000","7,386,000","7,467,000","7,477,000","7,385,000","7,497,000","6,878,000","6,723,000","6,422,000","6,301,000","5,467,000","5,138,000","5,228,000","5,567,000","5,891,000","5,238,000","5,025,000","4,953,000","5,071,000","4,846,000","2,864,000","1,627,000","1,659,000","1,613,000","1,591,000","1,438,000","1,504,000","1,528,000","1,338,000","1,277,000","1,058,000","850,000","806,000"
OperatingIncome,"55,482,000","8,913,000","10,760,000","19,084,000","16,725,000","15,003,000","13,381,000","18,056,000","14,994,000","9,867,000","14,952,000","12,195,000","14,045,000","9,221,000","8,393,000","-16,694,000","8,510,000","11,993,000","12,592,000","10,401,000","5,896,000","4,485,000","4,154,000","2,835,000","2,808,000","4,261,000","4,247,000","4,341,000","4,277,000","5,126,000","7,041,000","3,279,000","3,562,000","7,118,000"
