name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
OperatingCashFlow,"634,618,000","142,334,000","148,314,000","182,162,000","161,808,000","150,142,000","127,494,000","177,784,000","146,608,000","114,550,000","101,811,000","146,295,000","143,233,000","114,559,000","112,758,000","141,031,000","117,456,000","113,162,000","87,617,000","129,052,000","121,504,000","109,943,000","102,764,000","155,999,000","124,663,000","66,709,000","101,163,000","102,566,000","132,974,000","42,678,000","123,488,000","116,969,000","144,893,000","59,137,000","118,052,000","119,419,000","124,771,000","73,434,000","97,621,000","61,090,000","115,103,000","25,343,000","92,453,000","100,792,000","116,267,000","28,025,000","148,304,000","94,454,000","128,201,000","20,197,000","96,714,000","116,002,000","139,328,000","48,428,000","313,583,000","211,407,000","115,634,000","2,223,000","188,617,000","53,831,000","70,669,000","10,814,000","171,058,000","20,342,000","55,523,000","28,800,000","80,357,000","129,584,000","129,467,000","64,851,000","104,648,000","109,613,000","95,599,000","68,915,000","133,855,000","72,735,000","103,156,000","58,882,000","91,778,000","103,623,000","165,793,000","208,402,000","66,084,000","147,958,000","126,273,000","93,341,000","148,075,000","126,913,000","96,607,000","77,535,000","84,980,000","175,200,000","50,200,000","32,300,000","72,088,000","48,800,000","61,200,000","39,100,000","49,095,000","38,600,000","42,500,000","29,000,000","26,035,000","30,000,000","24,800,000","14,300,000","16,420,000","21,400,000","24,900,000","15,900,000","26,773,000","-200,000","15,900,000","9,400,000","11,400,000"
	CashFlowFromContinuingOperatingActivities,"634,618,000","142,334,000","148,314,000","182,162,000","161,808,000","150,142,000","127,494,000","177,784,000","146,608,000","114,550,000","101,811,000","146,295,000","143,233,000","114,559,000","112,758,000","141,031,000","117,456,000","113,162,000","87,617,000","129,052,000","121,504,000","109,943,000","102,764,000","155,999,000","124,663,000","66,709,000","101,163,000","102,566,000","132,974,000","42,678,000","123,488,000","116,969,000","144,893,000","59,137,000","118,052,000","119,419,000","124,771,000","73,434,000","97,621,000","61,090,000","115,103,000","25,343,000","92,453,000","100,792,000","116,267,000","28,025,000","148,304,000","94,454,000","128,201,000","20,197,000","96,714,000","116,002,000","139,328,000","48,428,000","313,583,000","211,407,000","115,634,000","2,223,000","188,617,000","53,831,000","70,669,000","10,814,000","171,058,000","20,342,000","55,523,000","28,800,000","80,357,000","129,584,000","129,467,000","64,851,000","104,648,000","109,613,000","95,599,000","68,915,000","133,855,000","72,735,000","103,156,000","58,882,000","91,778,000","103,623,000","165,793,000","208,402,000","66,084,000","147,958,000","126,273,000","93,341,000","148,075,000","126,913,000","96,607,000","77,535,000","84,980,000","175,200,000","50,200,000","32,300,000","72,088,000","48,800,000","61,200,000","39,100,000","49,095,000","38,600,000","42,500,000","29,000,000","26,035,000","30,000,000","24,800,000","14,300,000","16,420,000","21,400,000","24,900,000","15,900,000","26,773,000","-200,000","15,900,000","9,400,000","11,400,000"
		NetIncomeFromContinuingOperations,"1,032,891,000","251,477,000","103,993,000","499,765,000","177,656,000","80,204,000","170,364,000","72,516,000","40,220,000","19,660,000","87,522,000","228,531,000","71,668,000","44,923,000","64,426,000","53,523,000","195,671,000","73,648,000","190,166,000","165,627,000","1,227,767,000","70,781,000","48,180,000","113,159,000","110,183,000","43,756,000","24,519,000","77,208,000","454,165,000","65,969,000","12,800,000","71,557,000","136,527,000","25,571,000","81,257,000","1,337,000","69,832,000","44,123,000","-22,481,000","-17,549,000","-17,728,000","-18,110,000","60,247,000","-14,869,000","-13,858,000","64,789,000","25,819,000","57,435,000","-20,640,000","2,648,000","15,172,000","-314,151,000","-15,098,000","42,587,000","26,059,000","31,920,000","36,663,000","19,354,000","74,762,000","68,614,000","52,302,000","83,789,000","65,422,000","76,960,000","34,972,000","26,793,000","41,675,000","224,967,000","51,919,000","37,101,000","50,606,000","50,847,000","43,148,000","44,100,000","60,113,000","49,600,000","43,290,000","46,229,000","37,379,000","50,925,000","60,635,000","57,386,000","56,528,000","90,349,000","63,490,000","72,042,000","85,662,000","57,392,000","57,774,000","61,111,000","53,400,000","53,700,000","38,900,000","36,200,000","29,000,000","28,200,000","26,500,000","27,000,000","24,100,000","21,300,000","16,400,000","16,700,000","17,100,000","14,400,000","10,300,000","11,600,000","10,000,000","9,300,000","8,300,000","7,400,000","7,100,000","7,700,000","5,800,000","5,600,000","6,000,000"
		OperatingGainsLosses,"-751,056,000","-186,812,000","-30,584,000","-426,327,000","-107,333,000","-33,453,000","-109,750,000","-12,141,000","10,221,000","10,907,000","-43,016,000","-177,906,000","-33,095,000","-762,000","-19,163,000","-5,879,000","-150,969,000","-52,640,000","-151,293,000","-130,223,000","-1,181,171,000","-38,858,000","-13,352,000","-62,684,000","-92,232,000","-32,096,000","64,983,000","-63,179,000","-531,702,000","-48,749,000","-38,881,000","-65,500,000","-123,895,000","-27,723,000","-84,763,000","-5,768,000","-81,116,000","-53,052,000","18,936,000","-19,619,000","1,255,000","-1,204,000","-100,402,000","168,000","-298,000","-71,504,000","-30,214,000","-64,165,000","-5,454,000","-11,847,000","-14,152,000","-19,539,000","8,582,000","-5,476,000","22,000","-5,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,"-1,057,000",,,,,,,,"63,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,011,000","-3,214,000","-6,199,000","-86,116,000","-651,000","-3,205,000","-79,459,000","-41,416,000","-11,402,000","-8,051,000","-11,847,000","-13,955,000","0","-49,000","-5,476,000","-9,181,000","-5,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-773,839,000","-208,760,000","-30,056,000","-440,865,000","-105,083,000","-22,598,000","-114,358,000","-12,261,000","-4,751,000","-6,899,000","-31,533,000","-177,627,000","-32,641,000","-742,000","-13,995,000","-3,944,000","-153,208,000","-47,967,000","-149,633,000","-147,796,000","-1,144,711,000","-38,551,000","-32,462,000","-84,618,000","-40,273,000","-15,621,000","-45,603,000","-72,984,000","-523,776,000","-47,284,000","-32,231,000","-56,525,000","-77,058,000","-30,106,000","-96,443,000","-11,806,000","-84,597,000","-9,122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,"-528,000","645,000","-6,188,000","-10,925,000",,,,,"-17,790,000","-279,000","-454,000","-33,000","-5,316,000","-2,024,000","2,088,000","-4,673,000","-1,660,000","1,005,000","-46,021,000","-282,000","-6,151,000","15,691,000","-23,692,000","-16,475,000","24,873,000","9,805,000","-7,926,000","-1,465,000","-6,933,000","-8,975,000","-46,837,000","2,383,000","2,247,000","6,038,000","3,481,000","-43,930,000","2,407,000","1,308,000","4,469,000","4,995,000","4,123,000","819,000","2,907,000","7,955,000","1,202,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"304,895,000","79,022,000","74,612,000","73,853,000","77,408,000","79,062,000","77,464,000","75,772,000","72,340,000","71,582,000","70,161,000","70,383,000","69,455,000","62,423,000","65,790,000","64,421,000","62,095,000","63,944,000","62,688,000","55,035,000","58,711,000","66,172,000","63,865,000","64,960,000","64,474,000","62,120,000","61,548,000","63,511,000","61,789,000","66,835,000","73,316,000","72,345,000","73,225,000","71,393,000","74,465,000","72,765,000","70,805,000","70,548,000","69,346,000","65,997,000","63,622,000","63,860,000","63,088,000","68,325,000","68,746,000","67,063,000","69,706,000","71,116,000","64,263,000","65,973,000","80,112,000","68,692,000","67,954,000","63,724,000","73,862,000","78,738,000","101,502,000","60,850,000","53,490,000","55,873,000","52,971,000","52,143,000","51,843,000","51,498,000","52,387,000","51,271,000","47,117,000","53,247,000","52,450,000","51,563,000","50,246,000","51,239,000","44,622,000","43,012,000","43,768,000","42,276,000","41,144,000","41,771,000","39,996,000","38,985,000","38,398,000","37,186,000","35,779,000","33,721,000","33,363,000","35,860,000","34,083,000","36,528,000","35,664,000","35,714,000","24,663,000","33,400,000","21,200,000","20,800,000","11,914,000","18,100,000","16,800,000","14,600,000","8,571,000","11,000,000","10,400,000","9,800,000","4,368,000","7,100,000","9,100,000","7,000,000","3,016,000","6,300,000","5,500,000","5,600,000","2,368,000","4,600,000","4,100,000","4,000,000","4,000,000"
			DepreciationAndAmortization,"304,895,000","79,022,000","74,612,000","73,853,000","77,408,000","79,062,000","77,464,000","75,772,000","72,340,000","71,582,000","70,161,000","70,383,000","69,455,000","62,423,000","65,790,000","64,421,000","62,095,000","63,944,000","62,688,000","55,035,000","58,711,000","66,172,000","63,865,000","64,960,000","64,474,000","62,120,000","61,548,000","63,511,000","61,789,000","66,835,000","73,316,000","72,345,000","73,225,000","71,393,000","74,465,000","72,765,000","70,805,000","70,548,000","69,346,000","65,997,000","63,622,000","63,860,000","63,088,000","68,325,000","68,746,000","67,063,000","69,706,000","71,116,000","64,263,000","65,973,000","80,112,000","68,692,000","67,954,000","63,724,000","73,862,000","78,738,000","101,502,000","60,850,000","53,490,000","55,873,000","52,971,000","52,143,000","51,843,000","51,498,000","52,387,000","51,271,000","47,117,000","53,247,000","52,450,000","51,563,000","50,246,000","51,239,000","44,622,000","43,012,000","43,768,000","42,276,000","41,144,000","41,771,000","39,996,000","38,985,000","38,398,000","37,186,000","35,779,000","33,721,000","33,363,000","35,860,000","34,083,000","36,528,000","35,664,000","35,714,000","24,663,000","33,400,000","21,200,000","20,800,000","11,914,000","18,100,000","16,800,000","14,600,000","8,571,000","11,000,000","10,400,000","9,800,000","4,368,000","7,100,000","9,100,000","7,000,000","3,016,000","6,300,000","5,500,000","5,600,000","2,368,000","4,600,000","4,100,000","4,000,000","4,000,000"
