name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"13,243,096,000","13,254,942,000","13,680,572,000","13,006,715,000","12,714,498,000","12,410,687,000","12,288,961,000","12,177,656,000","11,635,351,000","11,366,550,000","10,931,585,000","10,300,429,000","7,481,760,000","7,106,187,000","6,660,939,000","6,158,344,000","4,376,508,000","1,300,541,000"
	CurrentAssets,"11,622,050,000","11,916,269,000","12,343,282,000","11,773,592,000","11,546,621,000","11,270,938,000","11,414,928,000","11,275,686,000","10,828,352,000","10,591,820,000","10,138,401,000","9,514,599,000","6,780,565,000","6,595,187,000","6,239,372,000","5,825,336,000","4,294,873,000","1,250,307,000"
		CashCashEquivalentsAndShortTermInvestments,"10,473,370,000","10,959,060,000","11,119,597,000","10,738,173,000","10,651,078,000","10,474,902,000","10,798,265,000","10,745,121,000","10,316,681,000","10,076,169,000","9,537,216,000","9,112,943,000","6,329,070,000","5,993,006,000","5,873,567,000","5,514,651,000","4,071,626,000","1,035,773,000"
			CashAndCashEquivalents,"1,480,006,000","1,790,784,000","3,103,779,000","3,262,190,000","3,818,698,000","3,293,573,000","3,287,962,000","2,062,524,000","658,888,000","1,113,193,000","1,437,283,000","1,335,923,000","1,983,258,000","709,019,000","793,230,000","593,788,000","706,391,000","442,532,000"
			OtherShortTermInvestments,"8,993,364,000","9,168,276,000","8,015,818,000","7,475,983,000","6,832,380,000","7,181,329,000","7,510,303,000","8,682,597,000","9,657,793,000","8,962,976,000","8,099,933,000","7,777,020,000","4,345,812,000","5,283,987,000","5,080,337,000","4,920,863,000","3,365,235,000","593,241,000"
		Receivables,"219,534,000","424,627,000","285,993,000","285,734,000","235,213,000","263,881,000","129,227,000","115,901,000","111,496,000","301,858,000","164,739,000","95,478,000","219,340,000","406,021,000","131,895,000","138,840,000","138,264,000","148,733,000"
			AccountsReceivable,"88,388,000","88,034,000","74,692,000","91,819,000","97,355,000","71,237,000","76,537,000","63,486,000","62,702,000","61,708,000","117,779,000","56,911,000","70,446,000","43,849,000","52,189,000","38,420,000","32,803,000","29,847,000"
				GrossAccountsReceivable,,"90,330,000",,,,"75,686,000",,,,"62,630,000",,,,"44,771,000",,,,"30,347,000"
				AllowanceForDoubtfulAccountsReceivable,,"-2,296,000",,,,"-4,449,000",,,,"-922,000",,,,"-922,000",,,,"-500,000"
			LoansReceivable,,"12,850,000",,,,"11,350,000",,,,"10,000,000",,,,,,,,
			AccruedInterestReceivable,,"129,989,000",,,,"103,531,000",,,,"168,739,000",,,,"123,333,000",,,,"5,575,000"
			DuefromRelatedPartiesCurrent,"131,146,000","148,560,000","211,301,000","193,915,000","137,858,000","64,802,000","52,690,000","52,415,000","48,794,000","51,936,000","46,960,000","38,567,000","148,894,000","238,839,000","79,706,000","100,420,000","105,461,000","113,311,000"
			OtherReceivables,,"45,217,000",,,,"13,285,000",,,,"9,475,000",,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-23,000",,,,"-324,000",,,,,,,,,,,,
		PrepaidAssets,"838,192,000","467,338,000","934,951,000","639,344,000","495,182,000","351,632,000","473,647,000","408,489,000","398,783,000","184,744,000","372,446,000","293,028,000","232,155,000","184,456,000","233,910,000","171,845,000","84,983,000","62,268,000"
		RestrictedCash,"90,954,000","55,670,000","2,741,000","110,341,000","165,148,000","164,889,000","13,789,000","6,175,000","1,392,000","1,392,000","64,000,000","13,150,000",,,,,,
		OtherCurrentAssets,,"9,574,000",,,,"15,634,000",,,,"27,657,000",,,,"11,704,000",,,,"3,533,000"
	TotalNonCurrentAssets,"1,621,046,000","1,338,673,000","1,337,290,000","1,233,123,000","1,167,877,000","1,139,749,000","874,033,000","901,970,000","806,999,000","774,730,000","793,184,000","785,830,000","701,195,000","511,000,000","421,567,000","333,008,000","81,635,000","50,234,000"
		NetPPE,"464,390,000","474,982,000","487,367,000","182,050,000","162,200,000","181,973,000","203,498,000","209,408,000","184,194,000","199,510,000","214,757,000","220,118,000","189,038,000","87,419,000","83,736,000","69,532,000","38,324,000","32,315,000"
			GrossPPE,"464,390,000","653,317,000","487,367,000","182,050,000","162,200,000","319,538,000","203,498,000","209,408,000","184,194,000","287,701,000","214,757,000","220,118,000","189,038,000","130,927,000","83,736,000","69,532,000","38,324,000","49,786,000"
				Properties,,"0",,,,"0",,,,"0",,,,,,,,
				MachineryFurnitureEquipment,,"204,082,000",,,,"186,874,000",,,,"142,236,000",,,,"126,896,000",,,,"49,786,000"
				OtherProperties,"464,390,000","414,582,000","487,367,000","182,050,000","162,200,000","98,420,000","203,498,000","209,408,000","184,194,000","113,427,000","214,757,000","220,118,000","189,038,000","4,031,000","83,736,000","69,532,000","38,324,000",
				Leases,,"34,653,000",,,,"34,244,000",,,,"32,038,000",,,,,,,,
			AccumulatedDepreciation,,"-178,335,000",,,,"-137,565,000",,,,"-88,191,000",,,,"-43,508,000",,,,"-17,471,000"
		GoodwillAndOtherIntangibleAssets,"78,837,000","83,942,000","90,717,000","94,915,000","51,090,000","373,016,000","72,857,000","66,078,000","44,142,000","45,085,000","47,682,000","45,218,000","48,433,000","51,979,000","49,947,000","36,568,000","5,272,000","5,620,000"
			OtherIntangibleAssets,,"83,942,000",,,,"373,016,000",,,,"45,085,000",,,,"51,979,000",,,,"5,620,000"
		InvestmentsAndAdvances,"865,017,000","608,617,000","582,213,000","504,944,000","509,690,000","467,206,000","450,705,000","430,551,000","402,790,000","379,424,000","367,798,000","367,726,000","328,570,000","219,827,000","212,938,000","211,727,000","375,000","10,299,000"
		NonCurrentDeferredAssets,"70,258,000","20,245,000","26,451,000","57,425,000","83,159,000","48,313,000","67,928,000","99,182,000","89,676,000","45,816,000","35,123,000","29,260,000","34,710,000","30,945,000","2,431,000","10,534,000","4,464,000",
			NonCurrentDeferredTaxesAssets,"70,258,000","20,245,000","26,451,000","57,425,000","83,159,000","48,313,000","67,928,000","99,182,000","89,676,000","45,816,000","35,123,000","29,260,000","34,710,000","30,945,000","2,431,000","10,534,000","4,464,000",
		NonCurrentPrepaidAssets,"142,544,000","148,487,000","150,542,000","393,789,000","361,738,000","66,879,000","79,045,000","96,751,000","86,197,000","100,328,000","127,824,000","123,508,000","100,444,000","120,830,000","72,515,000",,,
		OtherNonCurrentAssets,,"2,400,000",,,,"2,362,000",,,,"4,567,000",,,,,,"4,647,000","33,200,000","2,000,000"
TotalLiabilitiesNetMinorityInterest,"2,620,801,000","2,744,741,000","2,824,239,000","2,771,001,000","2,622,462,000","2,633,909,000","2,568,005,000","2,748,470,000","2,579,952,000","2,681,700,000","2,400,805,000","2,188,270,000","1,789,158,000","1,461,180,000","1,169,427,000","978,110,000","4,783,090,000","730,674,000"
	CurrentLiabilities,"2,450,483,000","2,576,085,000","2,623,252,000","2,528,796,000","2,374,111,000","2,384,795,000","2,330,175,000","2,492,103,000","2,335,895,000","2,446,677,000","2,174,852,000","1,970,557,000","1,607,289,000","1,380,446,000","1,100,547,000","903,558,000","1,705,004,000","685,650,000"
		PayablesAndAccruedExpenses,"1,942,224,000","1,940,949,000","2,186,833,000","2,116,739,000","1,929,869,000","1,739,462,000","1,806,757,000","1,899,353,000","1,574,535,000","1,496,004,000","1,366,604,000","1,177,187,000","977,935,000","815,566,000","744,566,000","605,105,000","528,451,000","414,528,000"
			Payables,"261,711,000","293,705,000","427,343,000","340,968,000","302,725,000","177,403,000","168,832,000","356,432,000","208,932,000","149,157,000","210,646,000","141,703,000","115,531,000","43,894,000","60,325,000","31,767,000","38,352,000","29,501,000"
				AccountsPayable,"12,171,000","12,579,000","18,918,000","56,130,000","7,421,000","10,083,000","19,700,000","34,714,000","2,770,000","3,725,000","10,985,000","18,003,000","19,619,000","9,221,000","18,793,000","6,774,000","263,000","5,796,000"
				TotalTaxPayable,"30,889,000","64,998,000","74,613,000","18,619,000","54,117,000","71,863,000","12,141,000","83,223,000","82,270,000","66,400,000","33,618,000","20,710,000","22,733,000",,,,,
					IncomeTaxPayable,"30,889,000","5,944,000","74,613,000","18,619,000","54,117,000","56,861,000","12,141,000","83,223,000","82,270,000","26,051,000","33,618,000","20,710,000","22,733,000",,,,,
				DuetoRelatedPartiesCurrent,"218,651,000","216,128,000","333,812,000","266,219,000","241,187,000","95,457,000","136,991,000","238,495,000","123,892,000","79,032,000","166,043,000","102,990,000","73,179,000","34,673,000","41,532,000","24,993,000","38,089,000","8,395,000"
				OtherPayable,,,,,,,,,,,,,,,,,,"15,310,000"
			CurrentAccruedExpenses,"1,680,513,000","1,647,244,000","1,759,490,000","1,775,771,000","1,627,144,000","1,562,059,000","1,637,925,000","1,542,921,000","1,365,603,000","1,346,847,000","1,155,958,000","1,035,484,000","862,404,000","771,672,000","684,241,000","573,338,000","490,099,000","385,027,000"
		CurrentDebtAndCapitalLeaseObligation,"39,204,000","36,473,000","36,812,000","36,421,000","30,723,000","29,227,000","31,607,000","31,961,000","33,806,000","31,878,000","29,764,000","29,453,000","20,947,000",,,,,
			CurrentCapitalLeaseObligation,"39,204,000","36,473,000","36,812,000","36,421,000","30,723,000","29,227,000","31,607,000","31,961,000","33,806,000","31,878,000","29,764,000","29,453,000","20,947,000",,,,,
		CurrentDeferredLiabilities,"469,055,000","501,450,000","399,607,000","375,636,000","413,519,000","536,787,000","491,811,000","560,789,000","727,554,000","893,352,000","778,484,000","763,917,000","608,407,000","509,396,000","355,981,000","298,453,000","277,437,000","247,381,000"
			CurrentDeferredRevenue,"469,055,000","501,450,000","399,607,000","375,636,000","413,519,000","536,787,000","491,811,000","560,789,000","727,554,000","893,352,000","778,484,000","763,917,000","608,407,000","509,396,000","355,981,000","298,453,000","277,437,000","247,381,000"
		OtherCurrentLiabilities,,"97,213,000",,,,"79,319,000",,,,"25,443,000",,,,"55,484,000",,,"899,116,000","23,741,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"170,318,000","168,656,000","200,987,000","242,205,000","248,351,000","249,114,000","237,830,000","256,367,000","244,057,000","235,023,000","225,953,000","217,713,000","181,869,000","80,734,000","68,880,000","74,552,000","3,078,086,000","45,024,000"
		LongTermDebtAndCapitalLeaseObligation,"39,463,000","45,084,000","51,216,000","59,460,000","50,672,000","57,620,000","63,312,000","58,837,000","66,154,000","70,110,000","77,252,000","83,120,000","66,856,000",,,,,
			LongTermCapitalLeaseObligation,"39,463,000","45,084,000","51,216,000","59,460,000","50,672,000","57,620,000","63,312,000","58,837,000","66,154,000","70,110,000","77,252,000","83,120,000","66,856,000",,,,,
		NonCurrentDeferredLiabilities,"130,855,000","123,572,000","149,771,000","182,745,000","197,679,000","191,494,000","174,518,000","197,530,000","177,903,000","164,913,000","148,701,000","134,593,000","115,013,000","80,734,000","68,880,000","74,552,000","48,649,000","45,024,000"
			NonCurrentDeferredTaxesLiabilities,"20,533,000","4,597,000","4,597,000","11,900,000","13,350,000","13,350,000","540,000","540,000","540,000",,,,,,,"16,665,000",,
			NonCurrentDeferredRevenue,"110,322,000","118,975,000","145,174,000","170,845,000","184,329,000","178,144,000","173,978,000","196,990,000","177,363,000","164,913,000","148,701,000","134,593,000","115,013,000","80,734,000","68,880,000","57,887,000","48,649,000","45,024,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,"0","0","0","3,029,437,000","0"
TotalEquityGrossMinorityInterest,"10,622,295,000","10,510,201,000","10,856,333,000","10,235,714,000","10,092,036,000","9,776,778,000","9,720,956,000","9,429,186,000","9,055,399,000","8,684,850,000","8,530,780,000","8,112,159,000","5,692,602,000","5,645,007,000","5,491,512,000","5,180,234,000","-406,582,000","569,867,000"
	StockholdersEquity,"10,622,295,000","10,510,201,000","10,856,333,000","10,235,714,000","10,092,036,000","9,776,778,000","9,720,956,000","9,429,186,000","9,055,399,000","8,684,850,000","8,530,780,000","8,112,159,000","5,692,602,000","5,645,007,000","5,491,512,000","5,180,234,000","-406,582,000","569,867,000"
		CapitalStock,"157,000","157,000","156,000","156,000","156,000","155,000","155,000","146,000","144,000","144,000","144,000","143,000","134,000","133,000","133,000","133,000","67,000","81,000"
			CommonStock,"157,000","157,000","156,000","156,000","156,000","155,000","155,000","146,000","144,000","144,000","144,000","143,000","134,000","133,000","133,000","133,000","67,000","81,000"
		AdditionalPaidInCapital,"11,820,958,000","11,764,059,000","11,688,697,000","11,617,578,000","11,549,616,000","11,465,575,000","11,377,213,000","10,327,892,000","10,175,375,000","10,081,946,000","9,990,286,000","9,895,757,000","7,746,363,000","7,667,855,000","7,603,860,000","7,539,631,000","0","650,446,000"
		RetainedEarnings,"-1,303,458,000","-1,300,144,000","-987,475,000","-1,511,854,000","-1,698,105,000","-1,883,643,000","-2,079,054,000","-1,591,137,000","-1,817,895,000","-1,986,054,000","-2,115,679,000","-2,238,921,000","-2,360,722,000","-2,424,182,000","-2,489,127,000","-2,545,899,000","-411,978,000","-80,968,000"
		GainsLossesNotAffectingRetainedEarnings,"104,638,000","46,129,000","154,955,000","129,834,000","240,369,000","194,691,000","422,642,000","692,285,000","697,775,000","588,814,000","656,029,000","455,180,000","306,827,000","401,201,000","376,646,000","186,369,000","5,329,000","308,000"
			OtherEquityAdjustments,"104,638,000","46,129,000","154,955,000","129,834,000","240,369,000","194,691,000","422,642,000","692,285,000","697,775,000","588,814,000","656,029,000","455,180,000","306,827,000","401,201,000","376,646,000","186,369,000","5,329,000","308,000"
