name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
TotalAssets,"1,934,115,000","2,003,662,000","2,048,803,000","2,024,921,000","1,908,956,000","1,800,702,000","2,060,515,000","1,934,864,000","1,885,077,000","1,885,935,000","1,390,452,000","1,349,920,000","1,353,772,000","1,289,667,000","1,324,696,000","1,276,310,000","1,268,915,000","1,287,870,000","1,258,517,000","1,160,998,000","1,096,244,000","1,038,604,000","1,020,087,000","964,440,000","913,637,000","887,756,000","887,400,000","878,206,000","838,345,000","821,734,000","816,402,000","760,456,000","717,517,000","709,699,000","692,750,000","670,376,000","652,528,000","627,605,000","662,115,000","646,746,000","637,981,000","611,881,000","598,507,000","602,657,000","564,650,000","533,104,000","499,738,000","454,469,000","443,193,000","439,869,000","446,897,000","444,352,000","445,695,000","474,047,000","501,529,000","534,310,000","532,163,000","539,546,000","538,931,000","512,302,000","534,077,000","528,651,000","529,483,000","538,349,000","555,498,000","564,562,000","560,181,000","532,110,000","524,712,000","533,308,000","517,497,000","495,988,000","463,721,000","432,533,000","422,635,000","401,415,000","388,761,000","385,503,000","384,315,000","405,618,000","404,893,000","406,904,000","427,923,000","430,505,000","428,899,000","436,141,000","409,494,000","382,476,000","347,651,000","314,800,000","287,200,000","270,400,000","254,900,000","247,900,000","241,400,000","251,600,000","276,300,000","261,800,000","243,300,000","223,000,000","211,300,000","201,300,000","192,900,000","189,800,000","182,400,000","162,200,000","147,900,000","131,600,000","121,300,000","112,800,000","76,200,000","69,800,000","66,200,000","60,800,000","56,800,000","52,700,000","50,000,000","48,000,000","46,500,000","46,400,000","44,800,000","41,700,000","37,800,000","33,700,000","31,800,000","27,800,000","26,100,000","22,800,000","21,800,000","18,200,000","17,500,000","10,600,000"
	CurrentAssets,"672,880,000","639,798,000","672,067,000","692,878,000","625,571,000","601,691,000","628,136,000","646,475,000","595,287,000","607,231,000","625,781,000","678,874,000","773,245,000","780,326,000","798,498,000","759,547,000","670,549,000","630,108,000","645,083,000","581,848,000","593,944,000","526,344,000","530,828,000","485,724,000","492,930,000","451,598,000","486,135,000","490,103,000","309,959,000","264,606,000","257,749,000","268,256,000","189,881,000","332,051,000","319,067,000","277,179,000","257,099,000","239,597,000","250,226,000","369,875,000","302,910,000","285,346,000","274,339,000","342,301,000","303,623,000","279,005,000","257,389,000","228,165,000","247,720,000","249,354,000","254,126,000","251,770,000","248,280,000","264,424,000","284,666,000","304,239,000","307,542,000","307,679,000","289,417,000","252,814,000","302,790,000","313,081,000","299,891,000","305,223,000","335,231,000","326,653,000","313,403,000","277,666,000","340,720,000","312,961,000","321,241,000","308,385,000","253,648,000","197,598,000","191,005,000","176,789,000","176,383,000","193,791,000","194,293,000","181,326,000","182,407,000","172,572,000","205,219,000","234,039,000","206,026,000","219,740,000","337,944,000","318,464,000","289,231,000","268,800,000","249,000,000","231,300,000","214,900,000","207,300,000","201,200,000","210,800,000","237,500,000","224,000,000","207,800,000","188,800,000","179,100,000","169,400,000","162,900,000","161,200,000","154,600,000","135,800,000","122,900,000","110,600,000","105,900,000","97,700,000","61,700,000","59,100,000","56,300,000","57,400,000","53,400,000","49,500,000","47,000,000","45,000,000","43,500,000","43,800,000","42,400,000","39,400,000","35,600,000","31,600,000","29,300,000","25,200,000","24,200,000","21,100,000","20,300,000","16,900,000","16,200,000","9,400,000"
		CashCashEquivalentsAndShortTermInvestments,"314,735,000","323,616,000","392,592,000","407,784,000","385,921,000","372,313,000","393,721,000","429,105,000","398,441,000","411,901,000","413,773,000","453,591,000","546,633,000","535,560,000","527,387,000","482,942,000","447,201,000","404,543,000","384,610,000","410,668,000","468,455,000","420,835,000","389,523,000","349,522,000","399,703,000","348,443,000","352,147,000","285,155,000","178,390,000","146,150,000","87,937,000","123,849,000","84,240,000","225,466,000","217,018,000","183,163,000","168,168,000","150,265,000","156,028,000","265,935,000","200,768,000","182,534,000","172,584,000","244,688,000","207,356,000","181,026,000","151,729,000","135,292,000","169,994,000","175,394,000","182,689,000","180,048,000","175,514,000","179,697,000","189,185,000","208,415,000","212,933,000","217,323,000","195,167,000","160,622,000","207,129,000","215,680,000","210,188,000","213,831,000","251,042,000","242,012,000","232,984,000","198,436,000","272,306,000","234,679,000","246,869,000","237,805,000","186,734,000","132,633,000","125,700,000","113,151,000","119,420,000","136,633,000","130,183,000","119,646,000","121,266,000","110,173,000","132,461,000","157,512,000","128,063,000","128,354,000","260,518,000","248,500,000","229,809,000","111,600,000","200,700,000","33,900,000","33,300,000","27,800,000","24,400,000","20,700,000","36,800,000","38,200,000","38,600,000","44,800,000","55,800,000","48,400,000","44,400,000","37,200,000","41,000,000","23,900,000","22,700,000","23,300,000","36,200,000","56,300,000","17,700,000","17,900,000","18,600,000","21,800,000","21,400,000","19,000,000","14,400,000","14,400,000","11,800,000","11,800,000","14,300,000","13,400,000","10,900,000","19,800,000","14,400,000","4,100,000","4,700,000","3,000,000","6,200,000","6,000,000","8,200,000","5,400,000"
			CashAndCashEquivalents,"165,769,000","186,161,000","203,479,000","217,037,000","242,688,000","269,073,000","298,356,000","286,021,000","239,197,000","171,431,000","121,701,000","89,104,000","105,296,000","108,212,000","107,371,000","129,202,000","109,572,000","106,582,000","111,349,000","68,266,000","92,428,000","79,641,000","61,145,000","54,929,000","79,914,000","51,975,000","79,563,000","61,691,000","36,047,000","55,694,000","38,179,000","40,172,000","42,463,000","40,644,000","30,446,000","47,874,000","42,757,000","45,160,000","54,158,000","205,992,000","41,559,000","38,103,000","30,175,000","42,676,000","37,014,000","33,203,000","38,213,000","37,942,000","114,664,000","119,831,000","127,162,000","125,454,000","123,020,000","127,138,000","125,094,000","131,363,000","139,464,000","104,144,000","107,343,000","78,765,000","91,666,000","87,361,000","89,550,000","79,050,000","81,880,000","72,856,000","92,025,000","64,759,000","55,062,000","54,270,000","65,105,000","70,753,000","105,982,000","76,227,000","58,991,000","51,442,000","50,969,000","60,864,000","47,108,000","34,083,000","31,119,000","31,660,000","48,013,000","47,612,000","42,935,000","42,925,000","260,518,000","248,500,000","229,809,000","48,700,000","200,700,000","33,900,000","33,300,000","27,800,000","24,400,000","20,700,000","36,800,000","38,200,000","38,600,000","44,800,000","55,800,000","48,400,000","44,400,000","37,200,000","41,000,000","23,900,000","22,700,000","23,300,000","36,200,000","56,300,000","17,700,000","17,900,000","18,600,000","21,800,000","21,400,000","19,000,000","14,400,000","14,400,000","11,800,000","11,800,000","14,300,000","13,400,000","10,900,000","19,800,000","14,400,000","4,100,000","4,700,000","3,000,000","6,200,000","6,000,000","8,200,000","5,400,000"
				CashFinancial,"165,286,000","185,624,000","199,863,000","216,837,000","207,313,000","266,609,000","294,430,000","235,799,000","225,207,000","155,498,000","105,620,000","86,005,000","94,413,000","104,655,000","104,654,000","124,147,000","101,614,000","97,951,000","104,649,000","64,712,000","88,533,000","77,307,000","54,791,000","47,751,000","48,603,000","45,951,000","47,146,000","55,379,000","34,807,000","54,917,000",,,,"40,124,000",,,,"34,986,000",,"25,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"483,000","537,000","3,616,000","200,000","35,375,000","2,464,000","3,926,000","50,222,000","13,990,000","15,933,000","16,081,000","3,099,000","10,883,000","3,557,000","2,717,000","5,055,000","7,958,000","8,631,000","6,700,000","3,554,000","3,895,000","2,334,000","6,354,000","7,178,000","31,311,000","6,024,000","32,417,000","6,312,000","1,240,000","777,000",,,,"520,000",,,,"10,174,000",,"180,570,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"148,966,000","137,455,000","189,113,000","190,747,000","143,233,000","103,240,000","95,365,000","143,084,000","159,244,000","240,470,000","292,072,000","364,487,000","441,337,000","427,348,000","420,016,000","353,740,000","337,629,000","297,961,000","273,261,000","342,402,000","376,027,000","341,194,000","328,378,000","294,593,000","319,789,000","296,468,000","272,584,000","223,464,000","142,343,000","90,456,000","49,758,000","83,677,000","41,777,000","184,822,000","186,572,000","135,289,000","125,411,000","105,105,000","101,870,000","59,943,000","159,209,000","144,431,000","142,409,000","202,012,000","170,342,000","147,823,000","113,516,000","97,350,000","55,330,000","55,563,000","55,527,000","54,594,000","52,494,000","52,559,000","64,091,000","77,052,000","73,469,000","113,179,000","87,824,000","81,857,000","115,463,000","128,319,000","120,638,000","134,781,000","169,162,000","169,156,000","140,959,000","133,677,000","217,244,000","180,409,000","181,764,000","167,052,000","80,752,000","56,406,000","66,709,000","61,709,000","68,451,000","75,769,000","83,075,000","85,563,000","90,147,000","78,513,000","84,448,000","109,900,000","85,128,000","85,429,000",,,,"62,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"156,912,000","134,338,000","137,109,000","150,945,000","130,485,000","131,328,000","143,144,000","112,649,000","105,948,000","108,229,000","118,617,000","117,943,000","116,626,000","127,484,000","149,389,000","139,687,000","100,881,000","126,842,000","173,588,000","84,532,000","59,525,000","57,655,000","92,158,000","86,719,000","45,095,000","42,846,000","71,012,000","96,376,000","56,264,000","50,938,000","113,241,000","69,780,000","51,947,000","53,015,000","48,832,000","45,215,000","42,780,000","42,387,000","44,761,000","48,385,000","45,595,000","48,206,000","45,827,000","42,480,000","42,124,000","45,901,000","47,202,000","41,197,000","33,722,000","30,964,000","25,246,000","23,699,000","21,895,000","30,510,000","44,201,000","40,125,000","44,009,000","38,923,000","39,687,000","35,520,000","38,042,000","40,055,000","39,893,000","44,639,000","42,200,000","42,051,000","38,063,000","36,283,000","29,303,000","33,816,000","37,495,000","34,204,000","26,456,000","26,697,000","28,899,000","25,846,000","21,510,000","18,981,000","21,645,000","19,284,000","17,372,000","17,064,000","21,178,000","23,233,000","25,290,000","47,031,000","42,461,000","39,075,000","32,217,000","29,400,000","25,200,000","22,400,000","17,700,000","25,900,000","24,300,000","31,100,000","33,400,000","28,800,000","31,600,000","31,700,000","22,700,000","22,200,000","16,900,000","22,000,000","22,100,000","24,300,000","20,000,000","16,100,000","11,700,000","9,200,000","10,000,000","9,400,000","8,200,000","7,400,000","6,700,000","5,500,000","5,400,000","3,500,000","4,000,000","2,900,000","4,000,000","4,200,000","4,200,000","4,500,000","3,000,000","2,700,000","2,400,000","2,400,000","2,100,000","1,700,000","1,800,000","2,100,000"
			AccountsReceivable,"155,065,000","130,348,000","129,784,000","149,157,000","128,822,000","125,696,000","127,755,000","111,671,000","100,463,000","103,447,000","107,407,000","107,643,000","106,424,000","119,172,000","135,441,000","136,084,000","96,649,000","119,388,000","121,976,000","78,593,000","58,236,000","55,438,000","82,068,000","61,219,000","45,095,000","42,846,000","71,012,000","44,728,000","56,264,000","50,938,000","99,949,000","69,780,000","51,947,000","53,015,000","48,832,000","45,215,000","42,780,000","42,387,000","44,761,000","48,385,000","45,595,000","48,206,000","45,827,000","42,480,000","42,124,000","45,901,000","47,202,000","41,197,000","33,722,000","30,964,000","25,246,000","23,699,000","21,895,000","30,510,000","44,201,000","40,125,000","44,009,000","38,923,000","39,687,000","35,520,000","38,042,000","40,055,000","39,893,000","44,639,000","42,200,000","42,051,000","38,063,000","36,283,000","29,303,000","33,816,000","37,495,000","34,204,000","26,456,000","26,697,000","28,899,000","25,846,000","21,510,000","18,981,000","21,645,000","19,284,000","17,372,000","17,064,000","21,178,000","23,233,000","25,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"155,831,000","131,124,000","130,576,000","149,960,000","129,620,000","126,527,000","128,668,000","113,906,000","102,524,000","105,268,000","109,281,000","109,421,000","107,991,000","120,818,000","136,949,000","137,585,000","98,313,000","120,956,000","123,255,000","79,654,000","59,177,000","56,311,000","82,868,000","62,021,000","45,841,000","43,582,000","71,759,000","45,480,000","57,288,000","52,033,000","101,133,000","70,994,000","53,275,000","54,369,000","50,178,000","46,349,000","43,880,000","43,518,000","45,891,000","49,504,000","46,701,000","49,446,000","47,017,000","43,728,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
