name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"1,011,925,325","1,515,100,793","1,568,284,942","1,917,094,983","2,115,249,813","1,959,220,848"
EnterpriseValue,"1,314,756,325","1,745,101,793","1,828,909,942","2,119,113,983","2,345,014,813","2,428,400,848"
PeRatio,"15.442","19.985","22.394","32.463","1,677.469",
PsRatio,"1.49","2.493","2.809","4.144","6.065","4.763"
PbRatio,"2.051","3.117","3.266","4.158","5.16","6.903"
EnterprisesValueRevenueRatio,"1.821","7.704","10.599","12.202","15.718","19.03"
EnterprisesValueEBITDARatio,"7.756","57.577","83.382","58.036","29.036","64.657"
