name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,12/31/2003,12/31/2002
TotalAssets,"1,713,981,000","1,585,825,000","1,495,901,000","1,372,991,000","1,308,192,000","1,208,491,000","1,161,294,000","1,071,155,000","1,007,504,000","956,375,000","916,135,000","868,113,000","848,209,000","793,432,000","763,157,000","719,952,000","697,767,000","652,569,000","605,013,000","568,046,000","536,804,000","511,126,000","494,856,000","468,641,000","447,112,000","431,285,000","420,079,000","417,623,000","409,630,000","399,366,000","392,699,000","386,654,000","374,632,000","368,908,000","350,040,000","332,594,000","310,791,000","287,162,000","315,269,000","310,074,000","291,180,000","273,867,000","267,162,000","263,160,000","275,010,000","281,603,000","292,432,000","285,050,000","259,315,000","241,821,000","229,407,000","216,481,000","199,997,000","195,299,000","195,822,000","193,457,000","172,496,000","172,499,000","157,558,000","138,449,000","129,165,000","117,327,000","113,654,000","107,465,000","105,993,000","100,775,000","90,679,000","84,113,000","74,561,001","71,947,687","35,077,079","22,603,261","21,614,247"
	CurrentAssets,"1,247,136,000","1,124,852,000","1,064,494,000","950,080,000","922,430,000","841,998,000","819,143,000","748,864,000","704,785,000","655,206,000","629,295,000","585,136,000","574,085,000","580,810,000","557,401,000","509,846,000","484,104,000","449,170,000","463,802,000","427,213,000","406,336,000","382,984,000","366,810,000","349,114,000","345,564,000","331,928,000","329,968,000","325,317,000","315,223,000","308,146,000","297,310,000","306,297,000","293,257,000","292,086,000","270,950,000","251,952,000","234,431,000","214,301,000","242,568,000","238,151,000","225,420,000","211,505,000","203,126,000","207,774,000","219,669,000","224,373,000","239,666,000","237,396,000","217,176,000","203,499,000","192,473,000","162,064,000","148,237,000","143,247,000","143,142,000","129,713,000","108,595,000","148,686,000","133,954,000","115,729,000","107,716,000","97,160,000","95,551,000","89,507,000","89,596,000","87,717,000","78,894,000","71,808,000","62,520,233","60,335,124","23,986,910","19,637,472","20,069,477"
		CashCashEquivalentsAndShortTermInvestments,"773,512,000","725,082,000","742,038,000","670,288,000","638,823,000","595,113,000","551,542,000","512,323,000","489,266,000","455,397,000","418,740,000","366,471,000","359,024,000","377,281,000","347,848,000","313,503,000","307,259,000","299,090,000","299,598,000","277,671,000","278,641,000","268,224,000","259,063,000","243,864,000","251,501,000","234,963,000","229,663,000","231,034,000","233,757,000","238,718,000","228,661,000","240,875,000","228,635,000","226,339,000","204,348,000","189,619,000","175,043,000","160,625,000","185,526,000","184,657,000","180,928,000","174,198,000","160,831,000","163,326,000","176,019,000","177,719,000","185,006,000","189,791,000","175,589,000","165,631,000","149,756,000","118,784,000","106,096,000","105,188,000","84,628,000","80,330,000","69,072,000","110,879,000","101,791,000","92,315,000","87,389,000","78,490,000","70,129,000","60,952,000","64,662,000","63,905,000","60,293,000","51,773,000","49,614,627","49,018,593","15,683,421","13,142,599","17,223,494"
			CashAndCashEquivalents,"260,604,000","189,265,000","226,091,000","220,210,000","218,368,000","334,944,000","179,466,000","156,483,000","154,880,000","172,960,000","205,229,000","197,012,000","181,769,000","172,704,000","131,094,000","83,075,000","76,016,000","82,759,000","104,424,000","71,110,000","76,826,000","112,703,000","109,479,000","82,046,000","77,808,000","90,860,000","76,616,000","80,868,000","95,966,000","126,266,000","101,812,000","107,863,000","88,885,000","101,213,000","110,446,000","101,735,000","93,287,000","75,104,000","78,247,000","81,644,000","78,731,000","96,371,000","92,972,000","97,685,000","74,062,000","48,010,000","44,275,000","48,962,000","48,865,000","46,717,000","51,993,000","56,816,000","68,094,000","83,266,000","75,917,000","75,595,000","64,300,000","83,114,000","77,408,000","68,312,000","62,889,000","50,816,000","30,479,000","21,602,000","25,938,000","25,091,000","44,818,000","34,673,000","33,014,627","32,018,593","15,683,421","12,135,409","17,223,494"
				CashFinancial,"228,236,000","174,937,000","212,622,000","207,086,000",,"300,609,000",,,,"144,860,000",,"155,192,000","125,687,000","131,569,000",,,,,,"62,166,000","68,552,000","87,747,000","62,218,000","54,182,000","50,924,000",,"45,481,000","46,179,000","49,001,000","66,188,000","72,709,000","76,899,000","62,857,000",,"100,660,000","85,994,000","73,486,000","59,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"32,368,000","14,328,000","13,469,000","13,124,000",,"34,335,000",,,,"28,100,000",,"41,820,000","56,082,000","41,135,000",,,,,,"8,944,000","8,274,000","24,956,000","47,261,000","27,864,000","26,884,000",,"31,135,000","34,689,000","46,965,000","60,078,000","29,103,000","30,964,000","26,028,000",,"9,786,000","15,741,000","19,801,000","15,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"512,908,000","535,817,000","515,947,000","450,078,000","420,455,000","260,169,000","372,076,000","355,840,000","334,386,000","282,437,000","213,511,000","169,459,000","177,255,000","204,577,000","216,754,000","230,428,000","231,243,000","216,331,000","195,174,000","206,561,000","201,815,000","155,521,000","149,584,000","161,818,000","173,693,000","144,103,000","153,047,000","150,166,000","137,791,000","112,452,000","126,849,000","133,012,000","139,750,000","125,126,000","93,902,000","87,884,000","81,756,000","85,521,000","107,279,000","103,013,000","102,197,000","77,827,000","67,859,000","65,641,000","101,957,000","129,709,000","140,731,000","140,829,000","126,724,000","118,914,000","97,763,000","61,968,000","38,002,000","21,922,000","8,711,000","4,735,000","4,772,000","27,765,000","24,383,000","24,003,000","24,500,000","27,674,000","39,650,000","39,350,000","38,724,000","38,814,000","15,475,000","17,100,000","16,600,000","17,000,000",,"1,007,190",
		Receivables,"142,546,000","126,477,000","100,028,000","92,964,000","97,613,000","81,261,000","105,725,000","66,108,000","62,615,000","61,300,000","66,089,000","62,026,000","65,182,000","61,375,000","61,696,000","56,353,000","50,992,000","40,624,000","52,025,000","43,204,000","39,410,000","34,248,000","33,335,000","31,351,000","28,836,000","30,830,000","30,475,000","26,765,000","25,343,000","25,630,000","24,274,000","21,420,000","22,057,000","23,730,000","21,957,000","20,319,000","22,669,000","19,383,000","21,561,000","21,415,000","19,947,000","15,097,000","16,420,000","17,589,000","17,642,000","18,347,000","32,289,000","30,322,000","24,541,000","15,521,000","19,493,000","12,448,000","13,367,000","9,115,000","18,781,000","13,033,000","11,314,000","8,239,000","12,771,000","8,017,000","7,778,000","9,156,000","9,577,000","9,874,000","7,364,000","9,537,000","9,761,000","6,687,000","4,125,886","3,995,662","3,590,196","4,566,106","1,315,033"
			AccountsReceivable,"120,318,000","104,813,000","79,859,000","77,553,000","84,059,000","66,843,000","93,535,000","55,136,000","54,341,000","52,704,000","58,261,000","55,398,000","58,889,000","55,214,000","59,887,000","53,460,000","48,241,000","38,037,000","50,757,000","41,982,000","38,115,000","34,248,000","33,335,000","31,351,000","28,836,000","30,830,000","30,475,000","26,765,000","25,343,000","25,630,000","24,274,000","21,420,000","22,057,000","23,730,000","21,957,000","20,319,000","22,669,000","19,383,000","21,561,000","21,415,000","19,947,000","15,097,000","16,420,000","17,589,000","17,642,000","18,347,000","32,289,000","30,322,000","24,541,000","15,521,000","19,493,000","12,448,000","13,367,000","9,115,000","18,781,000","13,033,000","11,314,000","8,239,000","12,771,000","8,017,000","7,778,000","9,156,000","9,577,000","9,874,000","7,364,000","9,537,000","9,761,000","6,687,000","4,125,886","3,995,662","3,590,196","4,566,106","1,315,033"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,420,000","22,057,000","23,730,000","21,967,000","20,329,000","22,676,000","19,403,000","21,566,000","21,420,000","19,952,000",,"16,463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-10,000","-10,000","-7,000","-20,000","-5,000","-5,000","-5,000",,"-43,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"6,633,000","5,440,000","4,094,000","3,036,000","2,126,000","1,914,000","2,603,000","2,847,000","2,530,000","2,490,000","1,869,000","1,516,000","1,457,000","1,441,000","1,413,000","1,466,000","1,426,000","1,352,000","1,268,000","1,222,000","1,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"15,595,000","16,224,000","16,075,000","12,375,000","11,428,000","12,504,000","9,587,000","8,125,000","5,744,000","6,106,000","5,959,000","5,112,000","4,836,000","423,000","396,000","1,427,000","1,325,000","1,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,"4,297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"311,040,000","259,417,000","208,062,000","177,322,000","175,223,000","157,062,000","148,096,000","152,119,000","131,499,000","127,500,000","135,634,000","143,622,000","142,543,000","136,384,000","136,790,000","128,909,000","111,897,000","99,281,000","99,887,000","92,666,000","78,535,000","71,469,000","70,692,000","69,919,000","62,318,000","63,209,000","67,309,000","64,964,000","53,396,000","40,918,000","41,587,000","41,198,000","39,829,000","39,737,000","42,975,000","40,268,000","34,949,000","32,115,000","32,623,000","29,455,000","21,547,000","20,104,000","23,558,000","24,715,000","23,117,000","25,789,000","19,459,000","14,458,000","14,550,000","19,616,000","20,358,000","20,082,000","18,559,000","18,887,000","22,305,000","24,120,000","16,390,000","17,487,000","15,837,000","11,940,000","9,358,000","6,738,000","7,385,000","9,076,000","8,543,000","6,165,000","5,716,000","6,343,000","6,484,187","5,398,418","4,091,152","1,598,754","1,267,092"
			RawMaterials,"36,552,000","29,478,000","17,254,000","18,719,000","26,055,000","25,503,000","24,099,000","24,447,000","32,502,000","22,872,000","27,001,000","42,278,000","43,142,000","43,017,000","41,679,000","34,281,000","25,934,000","20,573,000","18,861,000","20,147,000","15,640,000","14,599,000","13,521,000","14,423,000","12,147,000","14,907,000","16,840,000","12,562,000","8,853,000","7,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,417"
			WorkInProcess,"142,143,000","130,029,000","112,922,000","95,090,000","90,571,000","77,100,000","66,816,000","64,992,000","48,022,000","42,681,000","43,076,000","36,390,000","39,402,000","38,674,000","43,112,000","50,446,000","45,087,000","40,030,000","43,462,000","38,400,000","32,903,000","26,048,000","24,850,000","21,640,000","20,373,000","21,177,000","23,083,000","24,242,000","23,729,000","18,950,000","25,594,000","25,156,000","24,874,000","26,605,000","28,312,000","27,530,000","24,963,000","20,992,000","22,091,000","18,880,000","14,595,000","11,596,000","15,831,000","13,050,000","13,364,000","11,559,000","10,248,000","7,378,000","7,807,000","11,082,000","13,432,000","12,734,000","11,394,000","10,653,000","14,857,000","16,693,000","8,890,000","8,101,000","9,964,000","8,547,000","5,664,000","3,357,000","2,672,000","4,242,000","3,410,000","2,516,000",,"2,474,000","3,692,229","3,426,623","2,659,464","1,025,947","1,011,164"
			FinishedGoods,"132,345,000","99,910,000","77,886,000","63,513,000","58,597,000","54,459,000","57,181,000","62,680,000","50,975,000","61,947,000","65,557,000","64,954,000","59,999,000","54,693,000","51,999,000","44,182,000","40,876,000","38,678,000","37,564,000","34,119,000","29,992,000","30,822,000","32,321,000","33,856,000","29,798,000","27,125,000","27,386,000","28,160,000","20,814,000","14,670,000","15,993,000","16,042,000","14,955,000","13,132,000","14,663,000","12,738,000","9,986,000","11,123,000","10,532,000","10,575,000","6,952,000","8,508,000","7,727,000","11,665,000","9,753,000","14,230,000","9,211,000","7,080,000","6,743,000","8,534,000","6,926,000","7,348,000","7,165,000","8,234,000","7,448,000","7,427,000","7,500,000","9,386,000","5,873,000","3,393,000","3,694,000","3,381,000","4,713,000","4,834,000","5,133,000","3,649,000",,"3,869,000","2,791,958","1,971,795","1,431,688","572,807","185,511"
		PrepaidAssets,"13,447,000","9,526,000","10,638,000","6,281,000","7,225,000","5,032,000","10,030,000","15,543,000","18,444,000","7,991,000","4,024,000","2,913,000","3,298,000","3,425,000","8,110,000","9,389,000","10,916,000","8,959,000","10,976,000","12,238,000","8,281,000","7,249,000",,,"2,909,000","2,926,000","2,521,000","2,554,000","2,727,000","2,880,000","2,788,000","2,509,000","2,444,000","1,986,000","1,651,000","1,731,000","1,764,000","2,177,000","2,214,000","1,978,000","2,352,000","1,685,000","1,993,000","1,692,000","2,686,000","2,314,000","2,904,000","2,820,000","2,491,000","2,726,000","2,790,000","3,325,000","2,791,000","2,622,000","3,840,000","4,794,000","4,395,000","4,659,000","3,555,000","3,457,000","3,066,000","1,118,000","1,094,000","2,617,000","1,751,000","1,501,000","608,000","775,000","939,269","1,115,767","622,141","330,013","263,858"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","7,350,000","7,350,000","7,360,000","13,512,000","7,360,000","7,350,000","7,350,000",,,"125,000",,,,"3,502,000",,,,,,,,
