name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996
OperatingCashFlow,"32,231,000","36,316,000","8,620,000","-24,112,000","11,407,000","25,380,000","4,149,000","-14,800,000","110,063,000","37,818,000","-13,594,000","-60,678,000","20,477,000","66,920,000","6,506,000","21,182,000","54,329,000","81,244,000","86,329,000","-21,487,000","7,901,000","12,972,000","-24,742,000","-45,447,000","49,118,000","32,268,000","146,337,000","154,115,000","58,976,000","68,285,000","30,112,000","37,957,000","53,063,000","61,388,000","17,835,000","-8,366,000","14,938,000","33,847,000","26,558,000","-17,805,000","13,179,000","43,647,000","34,941,000","6,291,000","2,444,000","52,304,000","5,870,000","1,692,000","12,407,000","67,596,000","42,070,000","-5,405,000","19,944,000","51,042,000","19,365,000","20,931,000","38,647,000","60,968,000","29,114,000","29,687,000","22,765,000","34,614,000","207,000","2,138,000","7,309,000","26,290,000","-4,441,000","-8,227,000","4,643,000","3,463,000","1,274,000","234,000","18,450,000","38,288,000","19,673,000","8,727,000","16,231,000","17,553,000","261,000","-3,314,000","6,006,000","3,315,000","-1,511,000","-7,546,000","11,761,000","10,490,000","8,549,000","-377,000","-984,000","-982,000","-400,000","-8,700,000","4,700,000","9,800,000","12,300,000","-2,700,000","7,500,000","11,200,000","6,100,000","100,000","9,700,000","9,900,000","9,800,000","3,100,000"
	CashFlowFromContinuingOperatingActivities,"32,231,000","36,316,000","8,620,000","-24,112,000","11,407,000","25,380,000","4,149,000","-14,800,000","110,063,000","37,818,000","-13,594,000","-60,678,000","20,477,000","66,920,000","6,506,000","21,182,000","54,329,000","81,244,000","86,329,000","-21,487,000","7,901,000","12,972,000","-24,742,000","-45,447,000","49,118,000","32,268,000","146,337,000","154,115,000","58,976,000","68,285,000","30,112,000","37,957,000","53,063,000","61,388,000","17,835,000","-8,366,000","14,938,000","33,847,000","26,558,000","-17,805,000","13,179,000","43,647,000","34,941,000","6,291,000","2,444,000","52,304,000","5,870,000","1,692,000","12,407,000","67,596,000","42,070,000","-5,405,000","19,944,000","51,042,000","19,365,000","20,931,000","38,647,000","60,968,000","29,114,000","29,687,000","22,765,000","34,614,000","207,000","2,138,000","7,309,000","26,290,000","-4,441,000","-8,227,000","4,643,000","3,463,000","1,274,000","234,000","18,450,000","38,288,000","19,673,000","8,727,000","16,231,000","17,553,000","261,000","-3,314,000","6,006,000","3,315,000","-1,511,000","-7,546,000","11,761,000","10,490,000","8,549,000","-377,000","-984,000","-982,000","-400,000","-8,700,000","4,700,000","9,800,000","12,300,000","-2,700,000","7,500,000","11,200,000","6,100,000","100,000","9,700,000","9,900,000","9,800,000","3,100,000"
		NetIncomeFromContinuingOperations,"18,329,000","39,454,000","1,145,000","-18,026,000","-4,244,000","13,548,000","12,155,000","-19,399,000","60,464,000","13,771,000","-10,186,000","-45,721,000","-19,552,000","39,865,000","22,006,000","12,743,000","72,096,000","96,358,000","-26,081,000","-16,177,000","-24,611,000","4,131,000","-22,967,000","-30,980,000","-295,000","64,342,000","109,910,000","144,090,000","46,276,000","50,959,000","36,861,000","28,185,000","31,706,000","42,956,000","26,247,000","8,898,000","-3,636,000","30,547,000","14,330,000","9,520,000","37,397,000","26,284,000","23,232,000","3,054,000","6,069,000",,,"4,763,000","20,824,000","33,951,000","14,589,000","-3,832,000","10,266,000","30,843,000","27,244,000","11,147,000","36,558,000","57,183,000","40,154,000","17,966,000","18,283,000","17,403,000","6,401,000","-5,431,000","-210,000","7,990,000","-685,000","-8,108,000","-6,550,000","2,421,000","-5,342,000","-887,000","17,194,000","23,872,000","17,605,000","7,771,000","4,310,000","7,605,000","2,009,000","-1,712,000","-1,864,000","-551,000","-2,059,000","-6,100,000","432,000","4,788,000","4,226,000","-2,622,000","-5,286,000","-3,993,000","-2,700,000","-5,400,000","-1,000,000","3,900,000","4,300,000","-2,100,000","-800,000","3,700,000","4,200,000","-1,700,000","800,000","7,000,000","5,900,000","1,100,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-209,000",,,,,,,,"3,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-600,000",,,,"1,800,000",,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"66,082,000","17,027,000","16,580,000","17,389,000","15,086,000","15,086,000","14,561,000","14,744,000","15,192,000","15,340,000","13,951,000","13,620,000","13,793,000","13,628,000","13,682,000","13,547,000","13,695,000","13,719,000","13,475,000","13,137,000","13,389,000","12,749,000","11,816,000","11,159,000","11,407,000","11,078,000","11,046,000","11,061,000","10,507,000","10,217,000","10,861,000","9,123,000","9,885,000","9,306,000","9,119,000","8,893,000","9,455,000","8,543,000","8,246,000","7,929,000","7,947,000","7,544,000","7,603,000","7,658,000","7,662,000","7,582,000","7,653,000","7,857,000","9,382,000","7,384,000","7,607,000","7,412,000","7,599,000","7,379,000",,,"6,241,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000"
			DepreciationAndAmortization,"66,082,000","17,027,000","16,580,000","17,389,000","15,086,000","15,086,000","14,561,000","14,744,000","15,192,000","15,340,000","13,951,000","13,620,000","13,793,000","13,628,000","13,682,000","13,547,000","13,695,000","13,719,000","13,475,000","13,137,000","13,389,000","12,749,000","11,816,000","11,159,000","11,407,000","11,078,000","11,046,000","11,061,000","10,507,000","10,217,000","10,861,000","9,123,000","9,885,000","9,306,000","9,119,000","8,893,000","9,455,000","8,543,000","8,246,000","7,929,000","7,947,000","7,544,000","7,603,000","7,658,000","7,662,000","7,582,000","7,653,000","7,857,000","9,382,000","7,384,000","7,607,000","7,412,000","7,599,000","7,379,000",,,"6,241,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000"
		DeferredTax,"8,520,000","12,134,000","-157,000","-15,838,000","12,381,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"8,520,000","12,134,000","-157,000","-15,838,000","12,381,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,"196,000","0","0","0","0","0","0","2,919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-3,654,000","-32,299,000","-8,948,000","-7,637,000","45,230,000","-13,224,000","-22,567,000","-10,145,000","40,837,000","8,707,000","-17,359,000","-31,496,000","20,886,000","13,427,000","-29,182,000","-5,108,000","-51,584,000","-28,833,000","98,935,000","-18,447,000","42,916,000","-3,908,000","-13,591,000","-25,626,000","18,009,000","-43,152,000","25,381,000","-1,036,000","10,108,000","7,109,000","-17,610,000","649,000","34,945,000","9,126,000","-17,531,000","-26,157,000","35,265,000","-5,243,000","3,982,000","-35,254,000",,"9,819,000","4,106,000","-4,421,000",,"-7,477,000","2,771,000","-10,719,000","-37,062,000","26,261,000","19,874,000","-8,985,000","-1,878,000","12,820,000","-17,687,000","6,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,245,000",,,,,,"5,900,000",,,"-11,300,000","7,500,000",,,,"2,900,000","6,000,000","-100,000"
		ChangeInWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,096,000","-15,294,000","-11,040,000","11,721,000","-18,395,000","17,211,000","-6,194,000","7,569,000","-14,803,000","18,300,000","-3,756,000","-119,000","-4,027,000","1,042,000","6,616,000","1,121,000","-12,905,000","14,416,000","2,068,000","956,000","-10,969,000","9,948,000","-1,748,000","-1,602,000","-9,971,000","3,866,000","548,000","-1,446,000",,,,,,,"2,300,000","-3,300,000",,,,,,,,,,,,"-500,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-600,000"
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000"
