name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalRevenue,"3,477,246,000","860,743,000","879,841,000","843,060,000","893,602,000","753,307,000","635,868,000","652,238,000","209,859,000","680,525,000","833,131,000","819,568,000","846,132,000","827,288,000","791,623,000","612,196,000","616,793,000","606,118,000","590,832,000","587,665,000","599,868,000","605,342,000","554,823,000","531,901,000","544,874,000","552,378,000","542,674,000","546,313,000","559,867,000","550,578,000","531,593,000","738,843,000","722,534,000","708,349,000","681,537,000","738,569,000","738,748,000","736,983,000","625,842,000","613,279,000","615,222,000","633,083,000","606,674,000","590,215,000","574,403,000","564,946,000","551,940,000","595,378,000","578,446,000","415,135,000","384,948,000","398,243,000","422,950,000","434,845,000","422,630,000","426,455,000","460,764,000","471,118,000","478,643,000","490,055,000","511,391,000","517,030,000","336,740,000","593,744,000","677,024,000","646,473,000","565,366,000","536,514,000","554,250,000","566,890,000","539,632,000","522,493,000","341,895,000","330,038,000","308,183,000","310,528,000","312,503,000","321,856,000","306,096,000","308,003,000","312,016,000","302,786,000","267,218,000","273,415,000","281,281,000","280,421,000","189,677,000","270,805,000","269,719,000","352,707,000","262,300,000","239,500,000","241,900,000","243,300,000","245,000,000","234,600,000","245,500,000","250,000,000","217,700,000","213,400,000","220,000,000","199,100,000","186,700,000","194,400,000","202,200,000","200,300,000","179,100,000","167,900,000","166,800,000","168,900,000","156,700,000","125,100,000","113,600,000","120,900,000","108,500,000"
	OperatingRevenue,"3,175,826,000","774,106,000","798,108,000","779,645,000","823,967,000","688,028,000","578,470,000","631,668,000","202,690,000","646,376,000","790,682,000","782,261,000","806,803,000","788,587,000","753,465,000","580,750,000","584,823,000","573,774,000","622,861,000","621,085,000","631,668,000","634,768,000","582,910,000","560,810,000","572,191,000","581,226,000","573,132,000","575,759,000","588,821,000","580,406,000","562,544,000","822,070,000","799,629,000","779,780,000","754,716,000","819,933,000","807,884,000","809,486,000","701,138,000","693,677,000","725,775,000","743,709,000","718,685,000","698,981,000","574,403,000","564,946,000","551,940,000","595,378,000","578,446,000","415,135,000","384,948,000","398,243,000","422,950,000","434,845,000","422,630,000","426,455,000","460,764,000","471,118,000","478,643,000","490,055,000","511,391,000","517,030,000","336,740,000","593,744,000","677,024,000","646,473,000","565,366,000","536,514,000","554,250,000","566,890,000","539,632,000","522,493,000","341,895,000","330,038,000","308,183,000","310,528,000","312,503,000","321,856,000","306,096,000","308,003,000","312,016,000","302,786,000","267,218,000","273,415,000","281,281,000","280,421,000","189,677,000","270,805,000","269,719,000","352,707,000","262,300,000","239,500,000","241,900,000","243,300,000","245,000,000","234,600,000","245,500,000","250,000,000","217,700,000","213,400,000","220,000,000","199,100,000","186,700,000","194,400,000","202,200,000","200,300,000","179,100,000","167,900,000","166,800,000","168,900,000","156,700,000","125,100,000","113,600,000","120,900,000","108,500,000"
CostOfRevenue,"1,484,306,000","376,891,000","385,462,000","357,062,000","364,891,000","325,065,000","290,930,000","272,415,000","100,772,000","372,971,000","437,869,000","430,202,000","438,617,000","429,529,000","415,956,000","323,051,000","318,909,000","313,463,000","311,133,000","309,195,000","312,545,000","314,242,000","298,815,000","287,755,000","290,004,000","295,159,000","294,976,000","299,866,000","298,025,000","297,957,000","292,928,000","403,862,000","394,253,000","383,405,000","383,436,000","405,640,000","399,197,000","399,897,000","359,353,000","351,775,000","343,234,000","343,229,000","338,549,000","323,746,000","314,102,000","313,237,000","310,397,000","330,041,000","318,966,000","230,035,000","222,569,000","222,765,000","229,163,000","233,567,000","235,982,000","237,614,000","244,589,000","249,827,000","253,572,000","256,658,000","273,966,000","273,601,000","284,990,000","294,684,000","341,118,000","337,226,000","294,558,000","293,409,000","302,702,000","303,349,000","294,410,000","295,967,000","197,680,000","190,278,000","205,568,000","185,341,000","184,078,000","182,856,000","174,026,000","172,338,000","172,989,000","167,776,000","153,774,000","158,420,000","161,935,000","161,252,000","164,581,000","162,458,000","156,629,000","157,311,000","148,300,000","136,700,000","138,300,000","137,800,000","139,900,000","138,100,000","142,000,000","143,200,000","126,700,000","121,000,000","127,700,000","117,800,000","114,500,000","113,700,000","111,300,000","110,800,000","99,600,000","90,800,000","90,100,000","92,800,000","89,100,000","73,800,000","67,900,000","72,500,000","65,100,000"
GrossProfit,"1,992,940,000","483,852,000","494,379,000","485,998,000","528,711,000","428,242,000","344,938,000","379,823,000","109,087,000","307,554,000","395,262,000","389,366,000","407,515,000","397,759,000","375,667,000","289,145,000","297,884,000","292,655,000","279,699,000","278,470,000","287,323,000","291,100,000","256,008,000","244,146,000","254,870,000","257,219,000","247,698,000","246,447,000","261,842,000","252,621,000","238,665,000","334,981,000","328,281,000","324,944,000","298,101,000","332,929,000","339,551,000","337,086,000","266,489,000","261,504,000","271,988,000","289,854,000","268,125,000","266,469,000","260,301,000","251,709,000","241,543,000","265,337,000","259,480,000","185,100,000","162,379,000","175,478,000","193,787,000","201,278,000","186,648,000","188,841,000","216,175,000","221,291,000","225,071,000","233,397,000","237,425,000","243,429,000","51,750,000","299,060,000","335,906,000","309,247,000","270,808,000","243,105,000","251,548,000","263,541,000","245,222,000","226,526,000","144,215,000","139,760,000","102,615,000","125,187,000","128,425,000","139,000,000","132,070,000","135,665,000","139,027,000","135,010,000","113,444,000","114,995,000","119,346,000","119,169,000","25,096,000","108,347,000","113,090,000","195,396,000","114,000,000","102,800,000","103,600,000","105,500,000","105,100,000","96,500,000","103,500,000","106,800,000","91,000,000","92,400,000","92,300,000","81,300,000","72,200,000","80,700,000","90,900,000","89,500,000","79,500,000","77,100,000","76,700,000","76,100,000","67,600,000","51,300,000","45,700,000","48,400,000","43,400,000"
OperatingExpense,"1,027,313,000","232,794,000","269,298,000","262,852,000","262,369,000","234,507,000","230,039,000","252,750,000","195,435,000","274,215,000","280,403,000","275,975,000","280,823,000","280,133,000","280,983,000","219,577,000","200,633,000","197,881,000","199,524,000","199,805,000","197,962,000","196,232,000","189,175,000","176,230,000","174,380,000","154,693,000","167,845,000","145,917,000","163,660,000","167,998,000","175,843,000","242,928,000","241,009,000","254,795,000","254,820,000","253,357,000","255,140,000","256,629,000","244,357,000","213,156,000","215,945,000","213,025,000","222,548,000","196,005,000","196,049,000","198,898,000","206,013,000","209,514,000","207,813,000","147,615,000","144,298,000","152,468,000","152,774,000","157,535,000","433,636,000","143,091,000","152,081,000","237,576,000","144,334,000","142,346,000","150,257,000","148,153,000","-71,350,000","213,368,000","273,739,000","167,242,000","204,247,000","141,466,000","140,730,000","140,073,000","147,429,000","136,235,000","91,430,000","84,046,000","59,321,000","88,973,000","103,885,000","94,248,000","97,251,000","95,938,000","92,772,000","91,336,000","87,177,000","89,097,000","86,283,000","88,514,000","83,153,000","84,245,000","83,349,000","82,617,000","79,500,000","69,000,000","70,500,000","70,000,000","70,900,000","67,700,000","71,900,000","71,600,000","63,000,000","63,900,000","65,400,000","61,000,000","61,100,000","61,500,000","59,100,000","58,200,000","60,800,000","47,400,000","44,400,000","48,400,000","46,900,000","40,500,000","31,900,000","32,300,000","30,000,000"
	SellingGeneralAndAdministration,"473,289,000","118,353,000","120,823,000","117,465,000","116,648,000","115,922,000","115,592,000","112,897,000","85,681,000","138,095,000","135,237,000","141,564,000","141,132,000","139,373,000","126,317,000","88,054,000","88,041,000","87,583,000","86,099,000","91,288,000","93,037,000","91,613,000","80,323,000","80,833,000","79,002,000","81,851,000","79,764,000","79,954,000","81,013,000","81,689,000","80,035,000","113,436,000","111,379,000","124,679,000","116,361,000","122,837,000","127,000,000","124,905,000","-38,525,000","163,197,000","165,243,000","163,011,000","158,253,000","149,971,000","147,561,000","148,314,000","154,643,000","157,063,000","152,405,000","107,569,000","105,195,000","111,889,000","110,681,000","114,883,000","109,053,000","117,732,000","119,141,000","122,296,000","119,727,000","126,733,000","124,061,000","119,645,000","-67,695,000","185,514,000","204,648,000","134,808,000","123,803,000","122,663,000","117,752,000","118,099,000","127,405,000","117,595,000","83,763,000","72,216,000","44,505,000","70,343,000","80,723,000","71,315,000","102,716,000","62,456,000","70,646,000","69,726,000","61,476,000","63,613,000","61,824,000","64,347,000","59,045,000","61,557,000","61,217,000","61,065,000","60,100,000","51,500,000","52,000,000","51,300,000","52,400,000","49,800,000","53,500,000","53,000,000","46,200,000","45,400,000","47,500,000","45,300,000","46,000,000","46,800,000","43,600,000","42,400,000","46,200,000","33,900,000","30,500,000","34,900,000","33,300,000","29,300,000","21,200,000","21,900,000","20,200,000"
		GeneralAndAdministrativeExpense,"473,289,000","118,353,000","120,823,000","117,465,000","116,648,000","115,922,000","115,592,000","112,897,000","85,681,000","138,095,000","135,237,000","141,564,000","141,132,000","139,373,000","126,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,456,000","138,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,"9,709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,"105,093,000","26,306,000","26,306,000","26,306,000","26,175,000","25,915,000","25,915,000","25,914,000","25,413,000","24,665,000","24,665,000","24,665,000","24,431,000","23,962,000","20,682,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"368,196,000","92,047,000","94,517,000","91,159,000","90,473,000","90,007,000","89,677,000","86,983,000","60,268,000","113,430,000","110,572,000","116,899,000","116,701,000","115,411,000","105,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,456,000","138,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
