name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
TotalRevenue,"235,397,000","55,482,000","57,747,000","59,606,000","62,562,000","60,489,000","63,740,000","57,888,000","58,561,000","58,037,000","58,126,000","58,701,000","58,100,000","57,217,000","59,734,000","59,176,000","51,316,000","48,385,000","46,219,000","43,385,000","44,843,000","40,495,000","41,241,000","43,473,000","39,661,000","39,750,000","40,034,000","41,484,000","39,351,000","41,019,000","40,677,000","38,790,000","33,339,000","19,040,000","20,063,000","20,163,000","18,273,000","18,419,000","17,411,000","17,482,000","18,274,000","18,602,000","19,390,000","18,160,000","19,008,000","19,074,000","19,801,000","15,154,000","12,902,000","12,821,000","13,006,000","12,634,000","12,607,000","12,115,000","12,086,000","12,107,000","11,663,000","11,310,000","11,262,000","11,669,000","11,331,000","10,930,000","11,212,000","11,557,000","10,701,000","10,256,000","10,425,000","10,274,000","10,012,000","9,799,000","9,916,000","9,546,000","9,492,000","9,270,000","9,195,000","9,458,000","9,314,000","8,904,000","9,374,000","9,161,000","9,095,000","8,754,000","8,789,000","8,287,000","7,860,000","7,621,000","7,291,000","7,282,000","7,286,000","7,172,000","7,200,000","7,100,000","6,700,000","6,600,000","5,800,000","4,900,000","4,600,000","3,700,000",
	OperatingRevenue,"235,397,000","55,482,000","57,747,000","59,606,000","62,562,000","60,489,000","63,740,000","57,888,000","58,561,000","58,037,000","58,126,000","58,701,000","58,100,000","57,217,000","59,734,000","59,176,000","51,316,000","48,385,000","46,219,000","43,385,000","44,843,000","40,495,000","41,241,000","43,473,000","39,661,000","39,750,000","40,034,000","41,484,000","39,351,000","41,019,000","40,677,000","38,790,000","33,339,000","19,040,000","20,063,000","20,163,000","18,273,000","18,419,000","17,411,000","17,482,000","18,274,000","18,602,000","19,390,000","18,160,000","19,008,000","19,074,000","19,801,000","15,154,000","12,902,000","12,821,000","13,006,000","12,634,000","12,607,000","12,115,000","12,086,000","12,107,000","11,663,000","11,310,000","11,262,000","11,669,000","11,331,000","10,930,000","11,212,000","11,557,000","10,701,000","10,256,000","10,425,000","10,274,000","10,012,000","9,799,000","9,916,000","9,546,000","9,492,000","9,270,000","9,195,000","9,458,000","9,314,000","8,904,000","9,374,000","9,161,000","9,095,000","8,754,000","8,789,000","8,287,000","7,860,000","7,621,000","7,291,000","7,282,000","7,286,000","7,172,000","7,200,000","7,100,000","6,700,000","6,600,000","5,800,000","4,900,000","4,600,000","3,700,000",
PretaxIncome,"113,400,000","23,339,000","24,319,000","25,589,000","40,153,000","30,446,000","28,311,000","19,113,000","-7,075,000","12,831,000","20,571,000","21,516,000","19,186,000","19,772,000","21,227,000","18,514,000","13,860,000","10,486,000","17,293,000","14,546,000","15,903,000","12,405,000","13,255,000","15,160,000","12,064,000","12,242,000","12,140,000","13,311,000","12,083,000","13,773,000","8,583,000","9,833,000","5,692,000","3,811,000","1,142,000","4,800,000","3,982,000","4,243,000","4,369,000","4,172,000","4,785,000","6,113,000","3,254,000","2,537,000","2,309,000","1,049,000","14,450,000","3,066,000","1,278,000","996,000","680,000","372,000","41,000","-1,015,000","-407,000","3,087,000","2,667,000","3,980,000","4,124,000","4,431,000","3,975,000","3,565,000","3,971,000","4,337,000","3,785,000","3,831,000","4,009,000","3,998,000","3,702,000","3,808,000","3,920,000","3,654,000","3,409,000","3,326,000","3,397,000","3,701,000","3,376,000","3,160,000","3,702,000","3,722,000","3,409,000","3,462,000","3,357,000","3,211,000","2,007,000","2,165,000","2,313,000","2,262,000","2,182,000","2,164,000","2,700,000","2,200,000","1,700,000","1,700,000","2,000,000","1,900,000","1,800,000","1,000,000",
TaxProvision,"20,952,000","3,582,000","4,922,000","4,997,000","7,451,000","5,102,000","4,429,000","2,477,000","-936,000","640,000","3,445,000","3,621,000","3,202,000","3,220,000","4,618,000","3,010,000","2,003,000","1,399,000","7,270,000","3,922,000","4,075,000","3,089,000","3,362,000","4,121,000","3,169,000","3,151,000","2,647,000","3,819,000","3,358,000","3,994,000","1,328,000","2,765,000","1,544,000","1,268,000","432,000","1,510,000","1,292,000","1,358,000","1,335,000","1,309,000","1,591,000","1,943,000","1,022,000","701,000","624,000","285,000","4,689,000","1,024,000","423,000","300,000","-92,000","60,000","-50,000","-421,000","-213,000","1,006,000","863,000","1,320,000","1,349,000","1,498,000","1,348,000","1,192,000","1,413,000","1,447,000","1,250,000","1,267,000","1,317,000","1,275,000","1,205,000","1,245,000","1,287,000","1,211,000","1,119,000","1,107,000","1,173,000","1,288,000","1,170,000","1,099,000","1,289,000","1,262,000","1,152,000","1,169,000","1,147,000","1,132,000","723,000","776,000","778,000","756,000","709,000","704,000","900,000","800,000","600,000","600,000","700,000","700,000","600,000","400,000",
NetIncomeCommonStockholders,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,880,000","16,636,000","-6,139,000","12,185,000","17,117,000","17,885,000","15,936,000","16,500,000","16,540,000","15,456,000","11,800,000","9,036,000","9,958,000","10,560,000","11,745,000","9,238,000","9,815,000","10,937,000","8,804,000","9,189,000","10,068,000","9,408,000","8,649,000","9,684,000","7,532,000","7,009,000","4,128,000","2,515,000","828,000","3,290,000","2,690,000","2,885,000","3,169,000","2,826,000","3,154,000","4,113,000","2,232,000","1,836,000","1,685,000","764,000","9,070,000","1,710,000","523,000","365,000","441,000","-18,000","-239,000","-923,000","-337,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
	NetIncome,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,882,000","16,636,000","-6,139,000","12,191,000","17,126,000","17,895,000","15,984,000","16,552,000","16,609,000","15,504,000","11,857,000","9,087,000","10,023,000","10,624,000","11,828,000","9,316,000","9,893,000","11,039,000","8,895,000","9,091,000","9,493,000","9,492,000","8,725,000","9,779,000","7,255,000","7,068,000","4,148,000","2,543,000","710,000","3,290,000","2,690,000","2,885,000","3,034,000","2,863,000","3,194,000","4,170,000","2,232,000","1,836,000","1,685,000","764,000","9,761,000","2,042,000","855,000","696,000","772,000","312,000","91,000","-594,000","-194,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
		NetIncomeIncludingNoncontrollingInterests,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,882,000","16,636,000","-6,139,000","12,191,000","17,126,000","17,895,000","15,984,000","16,552,000","16,609,000","15,504,000","11,857,000","9,087,000","10,023,000","10,624,000","11,828,000","9,316,000","9,893,000","11,039,000","8,895,000","9,091,000","9,493,000","9,492,000","8,725,000","9,779,000","7,255,000","7,068,000","4,148,000","2,543,000","710,000","3,290,000","2,690,000","2,885,000","3,034,000","2,863,000","3,194,000","4,170,000","2,232,000","1,836,000","1,685,000","764,000","9,761,000","2,042,000","855,000","696,000","772,000","312,000","91,000","-594,000","-194,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
			NetIncomeContinuousOperations,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,882,000","16,636,000","-6,139,000","12,191,000","17,126,000","17,895,000","15,984,000","16,552,000","16,609,000","15,504,000","11,857,000","9,087,000","10,023,000","10,624,000","11,828,000","9,316,000","9,893,000","11,039,000","8,895,000","9,091,000","9,493,000","9,492,000","8,725,000","9,779,000","7,255,000","7,068,000","4,148,000","2,543,000","710,000","3,290,000","2,690,000","2,885,000","3,034,000","2,863,000","3,194,000","4,170,000","2,232,000","1,836,000","1,685,000","764,000","9,761,000","2,042,000","855,000","696,000","772,000","312,000","91,000","-594,000","-194,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,000",,,,,"691,000","332,000","332,000","331,000","331,000","330,000","-330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,"2,000",,,"6,000","9,000","10,000","48,000","52,000","69,000","48,000","57,000","51,000","65,000","64,000","83,000","78,000","78,000","102,000","91,000","-98,000","-575,000","84,000","76,000","95,000","-277,000","59,000","20,000","28,000",,,,,,"37,000","40,000",,,,,,,,,,,,"660,000","329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,880,000","16,636,000","-6,139,000","12,185,000","17,117,000","17,885,000","15,936,000","16,500,000","16,540,000","15,456,000","11,800,000","9,036,000","9,958,000","10,560,000","11,745,000","9,238,000","9,815,000","10,937,000","8,804,000","9,189,000","10,068,000","9,408,000","8,649,000","9,684,000","7,532,000","7,009,000","4,128,000","2,515,000","828,000","3,290,000","2,690,000","2,885,000","3,169,000","2,826,000","3,154,000","4,113,000","2,232,000","1,836,000","1,685,000","764,000","9,070,000","1,710,000","523,000","365,000","441,000","-18,000","-239,000","-923,000","-337,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
BasicEPS,,"0.56","0.56","0.58","0.91","0.7","0.66","0.46","-0.17","0.34","0.47","0.49","0.43","0.45","0.45","0.42","0.35","0.27","0.23","0.35","0.4","0.31","0.33","0.37","0.3","0.3","0.32","0.32","0.29","0.32","0.24","0.23","0.16","0.16","0.04","0.2","0.18","0.19","0.2","0.19","0.21","0.27",,"0.12","0.11","0.05",,"0.16","0.05","0.03",,"0","-0.04","-0.14",,"0.32","0.27","0.4",,"0.45","0.4","0.37",,"0.45","0.4","0.41",,"0.44","0.4","0.41",,"0.4","0.371","0.343",,"0.362","0.314","0.295",,"0.33","0.291","0.295",,"0.253","0.153","0.162",,"0.164","0.15","0.141",,"0.118","0.1","0.091","0.118",,"0.109","0.326","0.299"
DilutedEPS,,"0.56","0.55","0.58","0.9","0.7","0.66","0.46","-0.17","0.33","0.47","0.48","0.43","0.45","0.45","0.42","0.35","0.27","0.23","0.35","0.39","0.31","0.33","0.37","0.3","0.3","0.32","0.32","0.29","0.32","0.24","0.23","0.16","0.16","0.04","0.2","0.18","0.19","0.2","0.19","0.21","0.27",,"0.12","0.11","0.05",,"0.15","0.05","0.03",,"0","-0.04","-0.14",,"0.31","0.27","0.4",,"0.44","0.39","0.36",,"0.43","0.39","0.4",,"0.43","0.39","0.4",,"0.39","0.362","0.333",,"0.352","0.305","0.286",,"0.319","0.283","0.286",,"0.249","0.15","0.158",,"0.161","0.149","0.139",,"0.118","0.091","0.091","0.118",,"0.1","0.317","0.299"
BasicAverageShares,,"35,094,725","35,154,382","35,644,192","35,936,264","36,205,714","35,910,430","35,908,845","35,898,716","36,342,090","36,597,048","36,742,862","36,870,159","36,825,532","36,806,946","36,771,946","33,934,661","33,205,546","29,786,691","29,783,296","29,756,198","29,703,904","29,687,533","29,684,775","29,668,858","29,671,868","29,708,180","29,696,729","29,764,437","30,028,936","30,021,298","30,063,425","25,425,812","16,017,038","16,007,330","15,958,213","14,980,201","14,942,193","14,949,675","14,954,887","15,124,151","15,294,689",,"15,458,795","15,463,260","15,296,157",,"11,014,545","11,011,670","11,000,997",,"7,070,697","6,615,989","6,610,410",,"6,601,432","6,681,481","6,650,000",,"6,517,778","6,567,500","6,413,514",,"6,422,222","6,337,500","6,253,659",,"6,188,636","6,242,500","6,258,488",,"6,107,500","6,165,385","6,472,083",,"6,667,500","7,019,091","6,980,806",,"7,465,318","7,744,608","7,766,613",,"8,206,579","8,373,913","8,579,118",,"9,193,605","9,788,924","10,358,108",,"11,877,828","11,029,412","12,132,353","11,029,412",,"2,078,005","1,838,235","2,005,348"
DilutedAverageShares,,"35,412,098","35,439,998","35,929,518","36,335,556","36,205,714","36,188,579","35,988,734","35,898,716","36,596,641","36,824,470","36,876,548","37,014,872","37,010,640","36,998,880","36,963,244","34,107,292","33,348,102","29,894,494","29,890,710","29,839,609","29,752,989","29,702,569","29,695,806","29,681,083","29,686,113","29,729,368","29,719,124","29,785,444","30,051,882","30,056,311","30,100,096","25,475,499","16,026,802","16,017,109","15,969,067","14,992,142","14,958,189","14,965,475","14,968,671","15,197,425","15,368,032",,"15,511,331","15,533,025","15,372,102",,"11,068,240","11,062,246","11,043,446",,"7,070,697","6,615,989","6,610,410",,"6,643,259","6,681,481","6,650,000",,"6,665,909","6,735,897","6,591,667",,"6,720,930","6,500,000","6,410,000",,"6,332,558","6,394,756","6,407,500",,"6,256,463","6,327,632","6,657,000",,"6,847,703","7,238,438","7,213,500",,"7,710,448","7,979,293","8,025,500",,"8,363,793","8,532,911","8,785,843",,"9,356,805","9,914,423","10,500,000",,"11,877,828","12,132,353","12,132,353","11,029,412",,"2,078,005","1,890,756","2,005,348"
NetIncomeFromContinuingAndDiscontinuedOperation,"92,448,000","19,757,000","19,397,000","20,592,000","32,702,000","25,344,000","23,882,000","16,636,000","-6,139,000","12,191,000","17,126,000","17,895,000","15,984,000","16,552,000","16,609,000","15,504,000","11,857,000","9,087,000","10,023,000","10,624,000","11,828,000","9,316,000","9,893,000","11,039,000","8,895,000","9,091,000","9,493,000","9,492,000","8,725,000","9,779,000","7,255,000","7,068,000","4,148,000","2,543,000","710,000","3,290,000","2,690,000","2,885,000","3,034,000","2,863,000","3,194,000","4,170,000","2,232,000","1,836,000","1,685,000","764,000","9,761,000","2,042,000","855,000","696,000","772,000","312,000","91,000","-594,000","-194,000","2,081,000","1,804,000","2,660,000","2,775,000","2,933,000","2,627,000","2,373,000","2,558,000","2,890,000","2,535,000","2,564,000","2,692,000","2,723,000","2,497,000","2,563,000","2,633,000","2,443,000","2,290,000","2,219,000","2,224,000","2,413,000","2,206,000","2,061,000","2,413,000","2,460,000","2,257,000","2,293,000","2,210,000","2,079,000","1,284,000","1,389,000","1,535,000","1,506,000","1,473,000","1,460,000","1,800,000","1,400,000","1,100,000","1,100,000","1,300,000","1,200,000","1,200,000","600,000","600,000"
NormalizedIncome,"88,708,502.857","19,584,212","19,397,000","20,592,000","32,702,000","25,344,000","23,882,000","16,636,000","-6,139,000","12,191,000","17,126,000","17,895,000","15,984,000","16,552,000","16,609,000","15,504,000","11,857,000","9,087,000","10,023,000","10,624,000","11,828,000","9,316,000","9,893,000","11,039,000","8,895,000","9,091,000","6,408,165.98","9,492,000","8,944,488","9,916,030","8,918,502.272","7,533,193","4,068,539","2,567,679","613,633.975","3,529,750","2,500,044","2,795,240","3,709,688.258","2,863,000","3,210,020.063","4,194,557.5","2,249,148.125","1,856,263.303","1,698,865.31","782,936.13","2,082,571.834","1,768,934.116","891,795.775","828,771.084","926,050","336,322.581","129,350","-480,250","1,308,150","2,005,498.866","1,649,100.862","2,631,929.648","2,766,925.315","2,907,184.834","2,619,730.314","2,371,668.724","2,552,202.468","2,867,343.786","2,514,907.53","2,523,843.383","2,661,111.499","2,665,107.304","2,472,043.49","2,489,636.817","2,581,280.357","2,399,542.146","2,143,558.228","2,031,525.857","2,081,931.116","1,999,640.908","1,787,800.948","1,790,330.696","2,413,000","2,460,000","2,085,523.614","2,110,195.841","1,880,178.731","1,834,906.883","1,010,822.123","1,155,468.36","1,401,608.301","1,380,167.109","1,338,661.32","1,395,905.73","1,666,666.667","1,272,727.273","905,882.353","841,176.471","910,000","1,200,000","733,333.333","600,000","600,000"
