name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"-14,773,000","5,266,000","1,361,000","-9,330,000","-12,070,000","13,051,000","-20,678,000","-23,558,000","10,869,000","14,299,000","2,550,000","1,377,000","-1,925,000","4,875,000","-4,722,000","3,062,000","-719,000","8,560,000","-440,000","-396,000","4,912,000","7,558,000","2,275,000","4,290,000","4,755,000","10,251,000","-1,603,000","862,000","1,936,000","4,550,000","533,000","-10,698,000","3,266,000","8,142,000","2,786,000","-2,855,000","-403,000","1,339,000","3,297,000","-2,032,000","-1,445,000","-220,000","-22,000","2,979,000","636,000","6,785,000","-2,998,000","-8,028,000","2,492,000","6,825,000","1,226,000","2,797,000","4,523,000","3,041,000","1,060,000","-11,000","2,038,000","-91,000","2,683,000","1,103,000","-1,001,000","6,800,000","-324,000"
	CashFlowFromContinuingOperatingActivities,"-14,773,000","5,266,000","1,361,000","-9,330,000","-12,070,000","13,051,000","-20,678,000","-23,558,000","10,869,000","14,299,000","2,550,000","1,377,000","-1,925,000","4,875,000","-4,723,000","3,062,000","-719,000","8,560,000","-440,000","-396,000","4,912,000","7,558,000","2,275,000","4,290,000","4,755,000","10,251,000","-1,603,000","862,000","1,936,000","4,550,000","533,000","-10,698,000","3,266,000","8,142,000","2,786,000","-2,855,000","-403,000","1,339,000","3,297,000","-2,032,000","-1,445,000","-220,000","-22,000","2,979,000","636,000","6,785,000","-2,998,000","-8,028,000","2,492,000","6,825,000","1,226,000","2,797,000","4,523,000","3,041,000","1,060,000","-11,000","2,038,000","-91,000","2,683,000","1,103,000","-1,001,000","6,800,000","-324,000"
		NetIncomeFromContinuingOperations,"-5,514,000","2,103,000","-5,030,000","-4,659,000","2,072,000","-2,722,000","-3,488,000","1,385,000","1,568,000","-978,000","-25,087,000","-1,423,000","-1,457,000","-3,581,000","-5,577,000","438,000","-485,000","735,000","-4,079,000","919,000","26,918,000","257,000","-1,914,000","-360,000","681,000","990,000","-798,000","-288,000","-1,022,000","-316,000","-2,613,000","-2,494,000","-2,180,000","201,000","-1,325,000","-1,399,000","-9,567,000","-3,343,000","-30,783,000",,,"-788,000",,,,"-245,000","-2,896,000","-13,039,000","462,000","1,547,000","586,000","781,000","629,000","-679,000","-3,477,000","-491,000","-12,063,000","-875,000","-5,498,000","893,000","773,000","235,000","-153,000"
		OperatingGainsLosses,,,"37,000",,,,,"0",,,,,,,"0",,,,"0","0","0","-8,000",,,"0","0","0","0","0","-13,000","-75,000","-23,000",,,"4,000","-39,000","0","0","10,000","0","360,000","4,000",,,,,"10,000","-21,000",,,"0",,,,"3,000",,,,,,,,"-6,000"
		DepreciationAmortizationDepletion,"10,583,000","2,985,000","2,799,000","2,601,000","2,198,000","2,407,000","2,386,000","1,791,000","1,659,000","1,923,000","1,705,000","1,557,000","1,536,000","1,554,000","1,435,000","1,465,000","1,536,000","1,551,000","1,555,000","1,667,000","1,749,000","1,745,000","2,030,000","2,017,000","1,974,000","1,971,000","2,011,000","1,977,000","1,937,000","2,049,000","2,196,000","2,319,000","2,378,000","2,452,000","2,521,000","2,558,000","3,733,000","3,744,000","3,848,000","4,116,000","4,342,000","4,087,000","3,838,000","3,465,000","4,435,000","4,630,000","4,623,000","3,468,000","2,074,000","2,105,000","1,537,000","1,361,000","1,288,000","1,385,000","1,398,000","1,281,000","3,059,000","2,894,000","2,698,000","2,425,000","2,399,000","2,297,000","2,300,000"
			DepreciationAndAmortization,"10,583,000","2,985,000","2,799,000","2,601,000","2,198,000","2,407,000","2,386,000","1,791,000","1,659,000","1,923,000","1,705,000","1,557,000","1,536,000","1,554,000","1,435,000","1,465,000","1,536,000","1,551,000","1,555,000","1,667,000","1,749,000","1,745,000","2,030,000","2,017,000","1,974,000","1,971,000","2,011,000","1,977,000","1,937,000","2,049,000","2,196,000","2,319,000","2,378,000","2,452,000","2,521,000","2,558,000","3,733,000","3,744,000","3,848,000","4,116,000","4,342,000","4,087,000","3,838,000","3,465,000","4,435,000","4,630,000","4,623,000","3,468,000","2,074,000","2,105,000","1,537,000","1,361,000","1,288,000","1,385,000","1,398,000","1,281,000","3,059,000","2,894,000","2,698,000","2,425,000","2,399,000","2,297,000","2,300,000"
				Depreciation,"10,473,000","2,957,000","2,772,000","2,573,000","2,171,000","2,379,000","2,359,000","1,766,000","1,634,000","1,898,000","1,680,000","1,532,000","1,511,000","1,529,000","1,390,000","1,419,000","1,489,000","1,504,000","1,507,000","1,620,000","1,637,000","1,633,000","1,909,000","1,897,000","1,853,000","1,851,000","1,892,000","1,862,000","1,822,000","1,934,000","2,090,000","2,213,000","2,252,000","2,368,000","2,439,000","2,472,000","3,626,000","3,638,000","3,671,000","3,785,000","4,001,000","3,747,000","3,493,000","3,127,000","3,072,000","3,003,000","2,983,000","2,549,000","1,950,000","1,984,000","1,456,000","1,301,000","1,135,000","1,018,000","1,000,000","916,000","963,000","795,000","599,000","328,000","299,000","243,000","245,000"
				AmortizationCashFlow,"110,000","28,000","27,000","28,000","27,000","28,000","27,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","45,000","46,000","47,000","47,000","48,000","47,000","112,000","112,000","121,000","120,000","121,000","120,000","119,000","115,000","115,000","115,000","106,000","106,000","126,000","84,000","82,000","86,000","107,000","106,000","177,000","331,000","341,000","340,000","345,000","338,000","1,363,000","1,627,000","1,640,000","919,000","124,000","121,000","81,000","60,000","153,000","367,000","398,000","365,000","2,096,000","2,099,000","2,099,000","2,097,000","2,100,000","2,054,000","2,055,000"
					AmortizationOfIntangibles,"110,000","28,000","27,000","28,000","27,000","28,000","27,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","45,000","46,000","47,000","47,000","48,000","47,000","112,000","112,000","121,000","120,000","121,000","120,000","119,000","115,000","115,000","115,000","106,000","106,000","126,000","84,000","82,000","86,000","107,000","106,000","177,000","331,000","341,000","340,000","345,000","338,000","1,363,000","1,627,000","1,640,000","919,000","124,000","121,000","81,000","60,000","153,000","367,000","398,000","365,000","2,096,000","2,099,000","2,099,000","2,097,000","2,100,000","2,054,000","2,055,000"
		DeferredTax,,,,,,"0","0","0","22,000","-22,000","22,463,000","-617,000","-231,000","-328,000","-1,371,000","5,000","505,000","415,000","4,405,000","0","-25,881,000","0","-539,000","-42,000","-79,000","-178,000","-232,000","-222,000","-385,000","-67,000","14,000","9,000","38,000","13,000","-50,000","19,000","59,000","31,000","-1,249,000","121,000","127,000","126,000","-1,724,000","-32,000","194,000","25,000","340,000","11,442,000","469,000","321,000","974,000","929,000","414,000","1,317,000","-2,837,000","-414,000",,,,,,,"-1,525,000"
