name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
		PrepaidAssets,"6,333,000","5,800,000","8,466,000","3,843,000","8,538,000","7,455,000","13,467,000","9,001,000","8,754,000","5,234,000","6,168,000","3,504,000","5,756,000","4,927,000","5,297,000","3,030,000","7,074,000","6,798,000","7,227,000","3,051,000","7,130,000","6,823,000","7,689,000","3,399,000","6,979,000","6,671,000","6,054,000","1,571,000","11,989,000","11,668,000","12,534,000","11,647,000","7,978,000","5,136,000","3,964,000","4,623,000","9,838,000","12,389,000","7,783,000","7,774,000","6,041,000","4,107,000","2,771,000","5,773,000","7,775,000","10,883,000","4,974,000","3,123,000","8,322,000","6,943,000","1,471,000","1,228,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,"173,000","173,000","173,000","166,000","223,000","223,000","223,000","223,000","752,000","981,000","6,760,000","6,753,000","7,662,000","7,662,000","7,662,000","7,665,000","10,249,000","10,253,000","10,253,000","10,253,000","8,526,000","8,527,000","8,528,000","8,528,000","5,531,000","5,531,000","5,542,000","5,543,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,"173,000","173,000","173,000","166,000","223,000","223,000","223,000","223,000","752,000","981,000","6,760,000","6,753,000","7,662,000","7,662,000","7,662,000","7,665,000","10,249,000","10,253,000","10,253,000","10,253,000","8,526,000","8,527,000","8,528,000","8,528,000","5,531,000","5,531,000","5,542,000","5,543,000"
		OtherCurrentAssets,,,,"546,000",,,,"792,000",,,,"681,000",,,,"493,000",,,,"413,000",,,,"324,000",,,,"213,000",,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"240,190,000","242,581,000","239,118,000","243,339,000","248,424,000","233,678,000","232,270,000","172,835,000","181,252,000","188,434,000","190,958,000","181,233,000","158,054,000","157,253,000","81,574,000","82,672,000","83,770,000","85,351,000","72,596,000","74,453,000","78,169,000","80,535,000","82,905,000","85,119,000","88,129,000","90,993,000","84,467,000","86,776,000","87,939,000","91,350,000","95,456,000","100,187,000","203,446,000","209,542,000","248,067,000","251,816,000","252,145,000","258,357,000","326,354,000","333,624,000","331,865,000","319,602,000","317,428,000","293,456,000","296,730,000","302,138,000","249,366,000","215,743,000","197,662,000","195,193,000","161,287,000","147,642,000"
		NetPPE,"16,803,000","17,542,000","17,135,000","17,832,000","18,258,000","19,322,000","20,038,000","14,775,000","15,861,000","16,833,000","17,514,000","5,410,000","4,810,000","4,575,000","4,126,000","4,211,000","4,259,000","4,687,000","5,181,000","5,613,000","6,277,000","6,930,000","7,273,000","7,678,000","8,282,000","8,678,000","8,733,000","8,565,000","8,811,000","9,405,000","10,088,000","11,126,000","10,997,000","10,866,000","10,946,000","9,707,000","7,591,000","8,012,000","8,430,000","8,755,000","9,211,000","9,453,000","9,650,000","8,875,000","9,195,000","9,370,000","7,985,000","5,419,000","5,351,000","4,813,000","4,666,000","4,741,000"
			GrossPPE,"16,803,000","17,542,000","17,135,000","81,339,000","18,258,000","19,322,000","20,038,000","76,527,000","15,861,000","16,833,000","17,514,000","65,868,000","4,810,000","4,575,000","4,126,000","62,430,000","4,259,000","4,687,000","5,181,000","60,509,000","6,277,000","6,930,000","7,273,000","60,582,000","8,282,000","8,678,000","8,733,000","55,721,000","8,811,000","9,405,000","10,088,000","54,042,000","10,997,000","10,866,000","10,946,000","47,188,000","7,591,000","8,012,000",,"41,191,000",,,,"38,770,000",,,,"35,215,000",,"32,760,000","31,767,000","31,392,000"
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0","0","0"
				MachineryFurnitureEquipment,,,,"67,340,000",,,,"64,567,000",,,,"63,030,000",,,,"60,493,000",,,,"58,592,000",,,,"58,625,000",,,,"53,915,000",,,,"52,246,000",,,,"45,326,000",,,,"20,703,000",,,,"20,196,000",,,,"19,428,000",,"17,921,000","17,294,000","17,242,000"
				OtherProperties,"16,803,000","17,542,000","17,135,000","10,983,000","18,258,000","19,322,000","20,038,000","9,118,000","15,861,000","16,833,000","17,514,000","5,410,000","4,810,000","4,575,000","4,126,000","4,211,000","4,259,000","4,687,000","5,181,000","5,613,000","6,277,000","6,930,000","7,273,000","7,678,000","8,282,000","8,678,000","8,733,000","8,565,000","8,811,000","9,405,000","10,088,000","11,126,000","10,997,000","10,866,000","10,946,000","9,707,000","7,591,000","8,012,000",,"18,597,000",,,,"16,711,000",,,,"14,870,000",,"14,103,000","13,773,000","13,456,000"
				Leases,,,,"3,016,000",,,,"2,842,000",,,,"2,838,000",,,,"1,937,000",,,,"1,917,000",,,,"1,957,000",,,,"1,806,000",,,,"1,796,000",,,,"1,862,000",,,,"1,891,000",,,,"1,863,000",,,,"917,000",,"736,000","700,000","694,000"
			AccumulatedDepreciation,,,,"-63,507,000",,,,"-61,752,000",,,,"-60,458,000",,,,"-58,219,000",,,,"-54,896,000",,,,"-52,904,000",,,,"-47,156,000",,,,"-42,916,000",,,,"-37,481,000",,,,"-32,436,000",,,,"-29,895,000",,,,"-29,796,000",,"-27,947,000","-27,101,000","-26,651,000"
		GoodwillAndOtherIntangibleAssets,"171,092,000","173,913,000","173,994,000","177,010,000","180,410,000","165,799,000","174,535,000","108,851,000","111,364,000","113,788,000","115,722,000","117,662,000","94,861,000","96,413,000","70,118,000","70,856,000","71,663,000","72,526,000","59,088,000","60,223,000","61,418,000","62,792,000","64,451,000","66,199,000","68,290,000","70,475,000","72,722,000","75,148,000","76,895,000","79,756,000","83,109,000","86,892,000","187,009,000","191,911,000","195,898,000","200,942,000","206,295,000","212,158,000","308,600,000","315,493,000","315,739,000","303,274,000","300,931,000","277,703,000","283,076,000","288,343,000","236,807,000","205,738,000","191,627,000","188,529,000","156,026,000","140,734,000"
			Goodwill,"119,589,000","119,589,000","117,833,000","117,833,000","118,209,000","110,109,000","115,916,000","80,677,000","81,179,000","82,544,000","82,544,000","82,544,000","67,429,000","67,429,000","62,283,000","62,283,000","62,283,000","62,283,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","56,118,000","55,451,000","55,451,000","55,451,000","55,451,000","151,092,000","151,092,000","150,456,000","150,456,000","150,456,000","150,432,000","242,955,000","243,049,000","238,133,000","235,157,000","227,977,000","211,856,000","211,710,000","211,161,000","179,006,000","158,582,000","145,803,000","139,313,000","119,455,000","106,744,000"
			OtherIntangibleAssets,"51,503,000","54,324,000","56,161,000","59,177,000","62,201,000","55,690,000","58,619,000","28,174,000","30,185,000","31,244,000","33,178,000","35,118,000","27,432,000","28,984,000","7,835,000","8,573,000","9,380,000","10,243,000","2,970,000","4,105,000","5,300,000","6,674,000","8,333,000","10,081,000","12,172,000","14,357,000","16,604,000","19,030,000","21,444,000","24,305,000","27,658,000","31,441,000","35,917,000","40,819,000","45,442,000","50,486,000","55,839,000","61,726,000","65,645,000","72,444,000","77,606,000","68,117,000","72,954,000","65,847,000","71,366,000","77,182,000","57,801,000","47,156,000","45,824,000","49,216,000","36,571,000","33,990,000"
		NonCurrentDeferredAssets,"46,225,000","44,997,000","42,802,000","43,336,000","44,503,000","45,209,000","36,273,000","48,673,000","48,944,000","52,495,000","52,048,000","52,149,000","52,133,000","50,132,000",,,,,,,,,,,,,,"2,000","1,710,000","1,710,000","1,710,000","1,712,000","4,512,000","5,828,000","40,260,000","40,289,000","37,363,000","37,363,000","8,446,000","8,446,000","5,866,000","5,861,000","5,864,000","5,866,000","3,972,000","3,972,000","3,975,000","3,972,000","0","0","0","1,525,000"
			NonCurrentDeferredTaxesAssets,"46,225,000","44,997,000","42,802,000","43,336,000","44,503,000","45,209,000","36,273,000","48,673,000","48,944,000","52,495,000","52,048,000","52,149,000","52,133,000","50,132,000",,,,,,,,,,,,,,"2,000","1,710,000","1,710,000","1,710,000","1,712,000","4,512,000","5,828,000","40,260,000","40,289,000","37,363,000","37,363,000","8,446,000","8,446,000","5,866,000","5,861,000","5,864,000","5,866,000","3,972,000","3,972,000","3,975,000","3,972,000","0","0","0","1,525,000"
		OtherNonCurrentAssets,"6,070,000","6,129,000","5,187,000","5,161,000","5,253,000","3,348,000","1,424,000","536,000","5,083,000","5,318,000","5,674,000","6,012,000","6,250,000","6,133,000","7,330,000","7,605,000","7,848,000","8,138,000","8,327,000","8,617,000","10,474,000","10,813,000","11,181,000","11,242,000","11,557,000","11,840,000","3,012,000","3,061,000","523,000","479,000","549,000","457,000","928,000","937,000","963,000","878,000","896,000","824,000","878,000","930,000","1,049,000","1,014,000","983,000","1,012,000","487,000","453,000","599,000","614,000","684,000","1,851,000","595,000","642,000"
TotalLiabilitiesNetMinorityInterest,"132,300,000","128,946,000","142,238,000","154,367,000","153,928,000","135,651,000","143,824,000","102,463,000","111,305,000","105,533,000","114,167,000","101,782,000","84,055,000","76,543,000","70,033,000","71,970,000","73,333,000","58,365,000","57,944,000","56,226,000","51,832,000","49,358,000","64,958,000","68,350,000","73,808,000","62,526,000","66,504,000","69,568,000","121,255,000","121,399,000","123,265,000","131,692,000","134,281,000","133,078,000","144,993,000","150,652,000","151,681,000","151,808,000","154,445,000","168,803,000","168,938,000","171,429,000","166,815,000","169,535,000","174,972,000","173,134,000","148,612,000","144,608,000","153,794,000","190,813,000","153,687,000","139,692,000"
	CurrentLiabilities,"104,270,000","96,656,000","110,456,000","115,611,000","111,712,000","97,785,000","104,598,000","85,837,000","90,896,000","82,712,000","87,573,000","83,699,000","75,037,000","68,146,000","66,025,000","68,032,000","69,815,000","55,879,000","54,411,000","52,554,000","48,099,000","44,977,000","60,446,000","63,719,000","53,399,000","41,997,000","45,863,000","48,828,000","70,840,000","66,005,000","62,864,000","66,244,000","63,648,000","57,353,000","65,545,000","66,691,000","63,548,000","59,949,000","58,264,000","70,314,000","68,530,000","68,568,000","72,509,000","69,107,000","71,383,000","68,424,000","67,497,000","63,723,000","66,383,000","55,125,000","54,181,000","48,810,000"
		PayablesAndAccruedExpenses,"88,908,000","81,313,000","97,251,000","97,007,000","96,482,000","85,550,000","91,921,000","76,773,000","81,988,000","72,577,000","77,719,000","72,438,000","70,238,000","63,351,000","65,144,000","61,985,000","69,260,000","55,149,000","53,577,000","49,492,000","47,059,000","43,728,000","44,409,000","42,051,000","52,446,000","40,709,000","44,668,000","39,564,000","49,771,000","44,938,000","43,145,000","40,268,000","45,621,000","40,123,000","47,569,000","41,446,000","45,771,000","43,370,000","42,398,000","43,236,000","52,796,000","50,000,000","55,885,000","44,135,000","57,932,000","51,201,000","52,244,000","46,920,000","47,030,000","38,481,000","40,276,000","35,202,000"
			Payables,"39,667,000","39,139,000","48,354,000","45,231,000","39,848,000","37,748,000","47,596,000","36,759,000","40,065,000","34,298,000","40,020,000","37,093,000","35,173,000","34,759,000","34,129,000","32,506,000","30,343,000","25,381,000","27,411,000","25,205,000","20,874,000","20,422,000","20,569,000","19,814,000","22,489,000","17,460,000","19,407,000","20,425,000","20,823,000","21,610,000","19,135,000","19,517,000","19,449,000","17,890,000","20,593,000","18,722,000","16,785,000","18,506,000","20,074,000","22,870,000","24,228,000","24,056,000","28,055,000","23,817,000","23,535,000","22,604,000","24,861,000","16,776,000","19,019,000","15,352,000","14,252,000","13,408,000"
				AccountsPayable,"39,667,000","39,139,000","48,354,000","45,231,000","39,848,000","37,748,000","47,596,000","36,759,000","40,065,000","34,298,000","40,020,000","37,093,000","35,173,000","34,759,000","34,129,000","32,506,000","30,343,000","25,381,000","27,411,000","25,205,000","20,874,000","20,422,000","20,569,000","19,814,000","22,489,000","17,460,000","19,407,000","20,425,000","20,823,000","21,610,000","19,135,000","19,517,000","19,449,000","17,890,000","20,593,000","18,722,000","16,785,000","18,506,000","20,074,000","22,870,000","24,228,000","24,056,000","28,055,000","23,300,000","23,535,000","22,604,000","24,861,000","16,776,000","19,019,000","15,352,000","14,252,000","13,408,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517,000",,,,,,,,
			CurrentAccruedExpenses,"49,241,000","42,174,000","48,897,000","51,776,000","56,634,000","47,802,000","44,325,000","40,014,000","41,923,000","38,279,000","37,699,000","35,345,000","35,065,000","28,592,000","31,015,000","29,479,000","38,917,000","29,768,000","26,166,000","24,287,000","26,185,000","23,306,000","23,840,000","22,237,000","29,957,000","23,249,000","25,261,000","19,139,000","28,948,000","23,328,000","24,010,000","20,751,000","26,172,000","22,233,000","26,976,000","22,724,000","28,986,000","24,864,000","22,324,000","20,366,000","28,568,000","25,944,000","27,830,000","20,318,000","34,397,000","28,597,000","27,383,000","30,144,000","28,011,000","23,129,000","26,024,000","21,794,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,"5,874,000",,,,"2,257,000",,,,"1,533,000",,,,"5,332,000",,,,"1,936,000",,,,"5,468,000",,,,"8,007,000",,,,"7,103,000",,,,"8,179,000",,,,"9,096,000",,,,"12,403,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","15,000,000","50,000","49,000","49,000","49,000","19,713,000","19,714,000","18,473,000","17,698,000","16,796,000","16,008,000","16,571,000","15,428,000","16,082,000","14,624,000","13,623,000","15,429,000","13,169,000","16,472,000","14,377,000","10,038,000","11,080,000","15,414,000","13,875,000","15,562,000","18,096,000","16,208,000","13,182,000","12,890,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","15,000,000","50,000","49,000","49,000","49,000","19,713,000","19,714,000","18,473,000","17,698,000","16,796,000","16,008,000","16,571,000","15,428,000","16,082,000","14,624,000","13,623,000","15,429,000","13,169,000","16,472,000","14,377,000","10,038,000","11,080,000","15,414,000","13,875,000","15,562,000","18,096,000","16,208,000","13,182,000","12,890,000"
				LineOfCredit,,,,,,,,,,,,,,,,,,,,"0",,,,"15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"84,000","36,000","34,000","33,000","87,000","394,000","338,000","73,000","100,000","1,168,000","839,000","761,000","848,000","892,000","881,000","715,000","555,000","730,000","834,000","1,126,000","1,040,000","1,249,000","1,037,000","1,200,000","903,000","1,239,000","1,146,000","1,208,000","1,356,000","1,353,000","1,246,000","1,175,000","1,231,000","1,222,000","1,405,000","1,638,000","1,695,000","1,955,000","2,243,000","2,553,000","2,565,000","2,096,000","2,247,000","2,531,000","2,371,000","1,809,000","1,378,000","1,241,000","1,257,000","436,000","723,000","718,000"
			CurrentDeferredRevenue,"84,000","36,000","34,000","33,000","87,000","394,000","338,000","73,000","100,000","1,168,000","839,000","761,000","848,000","892,000","881,000","715,000","555,000","730,000","834,000","1,126,000","1,040,000","1,249,000","1,037,000","1,200,000","903,000","1,239,000","1,146,000","1,208,000","1,356,000","1,353,000","1,246,000","1,175,000","1,231,000","1,222,000","1,405,000","1,638,000","1,695,000","1,955,000","2,243,000","2,553,000","2,565,000","2,096,000","2,247,000","2,531,000","2,371,000","1,809,000","1,378,000","1,241,000","1,257,000","436,000","723,000","718,000"
		OtherCurrentLiabilities,"15,278,000","15,307,000","13,171,000","12,697,000","15,143,000","11,841,000","12,339,000","6,734,000","8,808,000","8,967,000","9,015,000","8,967,000","3,951,000","3,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,030,000","32,290,000","31,782,000","38,756,000","42,216,000","37,866,000","39,226,000","16,626,000","20,409,000","22,821,000","26,594,000","18,083,000","9,018,000","8,397,000","4,008,000","3,938,000","3,518,000","2,486,000","3,533,000","3,672,000","3,733,000","4,381,000","4,512,000","4,631,000","20,409,000","20,529,000","20,641,000","20,740,000","50,415,000","55,394,000","60,401,000","65,448,000","70,633,000","75,725,000","79,448,000","83,961,000","88,133,000","91,859,000","96,181,000","98,489,000","100,408,000","102,861,000","94,306,000","100,428,000","103,589,000","104,710,000","81,115,000","80,885,000","87,411,000","135,688,000","99,506,000","90,882,000"
		LongTermDebtAndCapitalLeaseObligation,"5,114,000","6,375,000","7,248,000","8,545,000","9,442,000","10,782,000","12,120,000","8,692,000","9,758,000","10,769,000","11,850,000",,,,,,,,,,,,,,"15,000,000","15,000,000","15,000,000","15,000,000","44,848,000","49,764,000","54,679,000","59,565,000","64,524,000","69,445,000","73,104,000","77,249,000","81,294,000","85,037,000","89,180,000","92,167,000","94,992,000","97,600,000","89,424,000","96,010,000","100,010,000","101,607,000","78,348,000","78,046,000","84,636,000","89,487,000","52,995,000","44,350,000"
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","15,000,000","15,000,000","15,000,000","44,848,000","49,764,000","54,679,000","59,565,000","64,524,000","69,445,000","73,104,000","77,249,000","81,294,000","85,037,000","89,180,000","92,167,000","94,992,000","97,600,000","89,424,000","96,010,000","100,010,000","101,607,000","78,348,000","78,046,000","84,636,000","89,487,000","52,995,000","44,350,000"
			LongTermCapitalLeaseObligation,"5,114,000","6,375,000","7,248,000","8,545,000","9,442,000","10,782,000","12,120,000","8,692,000","9,758,000","10,769,000","11,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","17,000","33,000","239,000",,,,"49,000",,,,"58,000","122,000","177,000","238,000","305,000","370,000","396,000","721,000","820,000"
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","17,000","33,000","239,000",,,,"49,000",,,,"58,000","122,000","177,000","238,000","305,000","370,000","396,000","721,000","820,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","43,403,000","43,403,000","43,403,000"
		OtherNonCurrentLiabilities,"22,916,000","25,915,000","24,534,000","30,211,000","32,774,000","27,084,000","27,106,000","7,934,000","10,651,000","12,052,000","14,744,000","18,083,000","9,018,000","8,397,000","4,008,000","3,938,000","3,518,000","2,486,000","3,533,000","3,672,000","3,733,000","4,381,000","4,512,000","4,631,000","5,409,000","5,529,000","5,641,000","5,740,000","5,567,000","5,630,000","5,722,000","5,883,000","6,109,000","6,263,000","6,311,000","6,473,000","6,839,000","6,822,000","7,001,000","6,273,000","5,416,000","5,261,000","4,882,000","4,360,000","3,457,000","2,926,000","2,529,000","2,534,000","2,405,000","2,402,000","2,387,000","2,309,000"
TotalEquityGrossMinorityInterest,"301,463,000","298,645,000","299,695,000","295,148,000","288,567,000","279,406,000","273,288,000","255,944,000","249,207,000","233,871,000","228,091,000","222,829,000","214,253,000","211,206,000","153,025,000","148,326,000","133,666,000","124,907,000","121,141,000","118,082,000","118,318,000","116,614,000","123,505,000","124,752,000","125,775,000","126,605,000","130,711,000","135,585,000","137,957,000","138,848,000","141,931,000","145,151,000","239,959,000","240,143,000","280,776,000","278,895,000","276,618,000","275,564,000","335,859,000","338,357,000","344,640,000","357,587,000","365,919,000","355,389,000","340,867,000","326,559,000","303,494,000","290,022,000","280,373,000","91,032,000","81,723,000","73,186,000"
	StockholdersEquity,"301,463,000","298,645,000","299,695,000","295,148,000","288,567,000","279,406,000","273,288,000","255,944,000","249,207,000","233,871,000","228,091,000","222,829,000","214,253,000","211,206,000","153,025,000","148,326,000","133,666,000","124,907,000","121,141,000","118,082,000","118,318,000","116,614,000","123,505,000","124,752,000","125,775,000","126,605,000","130,711,000","135,585,000","137,957,000","138,848,000","141,931,000","145,151,000","239,959,000","240,143,000","280,776,000","278,895,000","276,618,000","275,564,000","335,859,000","338,357,000","344,640,000","357,587,000","365,919,000","355,389,000","340,867,000","326,559,000","303,494,000","290,022,000","280,373,000","91,032,000","81,723,000","73,186,000"
		CapitalStock,"55,000","55,000","54,000","54,000","54,000","53,000","53,000","52,000","52,000","52,000","51,000","50,000","50,000","50,000","49,000","48,000","47,000","46,000","46,000","45,000","45,000","46,000","46,000","45,000","45,000","45,000","45,000","45,000","44,000","44,000","44,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","44,000","50,000","50,000","50,000","49,000","49,000","48,000","47,000","47,000","16,000","16,000","15,000"
			CommonStock,"55,000","55,000","54,000","54,000","54,000","53,000","53,000","52,000","52,000","52,000","51,000","50,000","50,000","50,000","49,000","48,000","47,000","46,000","46,000","45,000","45,000","46,000","46,000","45,000","45,000","45,000","45,000","45,000","44,000","44,000","44,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","44,000","50,000","50,000","50,000","49,000","49,000","48,000","47,000","47,000","16,000","16,000","15,000"
		AdditionalPaidInCapital,"326,935,000","326,346,000","321,769,000","320,315,000","317,132,000","313,017,000","307,350,000","304,650,000","299,427,000","298,080,000","293,866,000","289,768,000","284,599,000","282,493,000","277,084,000","277,761,000","268,601,000","266,982,000","265,137,000","263,533,000","262,391,000","261,224,000","260,277,000","257,950,000","254,574,000","252,517,000","250,570,000","249,358,000","247,105,000","244,777,000","242,398,000","239,558,000","235,568,000","233,188,000","229,882,000","226,857,000","223,394,000","220,345,000","217,299,000","220,552,000","224,603,000","264,511,000","260,696,000","255,689,000","247,692,000","239,724,000","223,570,000","217,581,000","214,331,000","30,279,000","23,252,000","20,634,000"
