name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"39,089,000","15,880,000","9,668,000","5,370,000","8,171,000","7,053,000","7,627,000","7,091,000","3,391,000","7,530,000","6,057,000","7,205,000","5,666,000","4,676,000","3,544,000","4,039,000","2,915,000","2,519,000"
	OperatingRevenue,"39,628,000","15,880,000","9,668,000","5,413,000","8,667,000","7,637,000","8,217,000","7,973,000","3,923,000","7,530,000","8,297,000","7,205,000","5,666,000","4,676,000","3,544,000","4,039,000","2,915,000","2,519,000"
CostOfRevenue,"10,637,000","3,776,000","2,682,000","1,597,000","2,582,000","2,242,000","2,799,000","2,053,000","1,482,000","2,670,000","2,316,000","2,989,000","2,333,000","2,103,000","2,045,000","1,907,000","1,736,000","1,595,000"
GrossProfit,"28,452,000","12,104,000","6,986,000","3,773,000","5,589,000","4,811,000","4,828,000","5,038,000","1,909,000","4,860,000","3,741,000","4,216,000","3,333,000","2,573,000","1,499,000","2,132,000","1,179,000","924,000"
OperatingExpense,"70,742,000","21,473,000","18,314,000","15,498,000","15,457,000","11,318,000","10,724,000","9,648,000","9,770,000","12,877,000","12,435,000","11,458,000","11,038,000","8,535,000","7,860,000","6,071,000","6,335,000","5,705,000"
	SellingGeneralAndAdministration,"45,436,000","13,939,000","12,000,000","10,335,000","9,162,000","6,786,000","6,176,000","5,493,000","5,867,000","6,652,000","6,173,000","6,519,000","6,251,000","4,653,000","4,374,000","2,799,000","2,902,000","2,240,000"
		GeneralAndAdministrativeExpense,"45,436,000","13,939,000","12,000,000","10,335,000","9,162,000","6,786,000","6,176,000","5,493,000","5,867,000","6,652,000",,"6,519,000","6,251,000","4,653,000","4,374,000","2,799,000","2,902,000","2,240,000"
			SalariesAndWages,"25,751,000","8,387,000","6,823,000","5,607,000","4,934,000","3,838,000","2,910,000","3,253,000","3,057,000","3,072,000",,"2,783,000","2,528,000","1,842,000","1,630,000","1,326,000","1,142,000","890,000"
			OtherGandA,"19,685,000","5,552,000","5,177,000","4,728,000","4,228,000","2,948,000","3,266,000","2,240,000","2,810,000","3,580,000",,"3,736,000","3,723,000","2,811,000","2,744,000","1,473,000","1,760,000","1,350,000"
		SellingAndMarketingExpense,,,,,,"188,000","365,000","79,000","0","487,000",,"327,000","641,000","507,000","230,000","95,000","387,000","311,000"
	ResearchAndDevelopment,"25,306,000","7,534,000","6,314,000","5,163,000","6,295,000","4,532,000","4,548,000","4,155,000","3,903,000","6,225,000","6,262,000","4,939,000","4,787,000","3,882,000","3,486,000","3,272,000","3,433,000","3,465,000"
OperatingIncome,"-42,290,000","-9,369,000","-11,328,000","-11,725,000","-9,868,000","-6,507,000","-5,896,000","-4,610,000","-7,861,000","-8,017,000","-8,694,000","-7,242,000","-7,705,000","-5,962,000","-6,361,000","-3,939,000","-5,156,000","-4,781,000"
NetNonOperatingInterestIncomeExpense,"-3,882,000","-960,000","-978,000","-979,000","-965,000","-952,000","-971,000","-971,000","-1,001,000","-1,042,000","-1,063,000","-1,084,000","-1,113,000","-1,093,000","-1,073,000","-1,076,000","-313,000","-258,000"
	InterestExpenseNonOperating,"3,882,000","960,000","978,000","979,000","965,000","952,000","971,000","971,000","1,001,000","1,042,000","1,063,000","1,084,000","1,113,000","1,093,000","1,073,000","1,076,000","313,000","258,000"
OtherIncomeExpense,"-650,000","-227,000","-345,000","-249,000","171,000","-454,000","566,000","499,000","371,000","217,000","590,000","56,000","-367,000","170,000","-183,000","-82,000","-638,000","145,000"
	GainOnSaleOfSecurity,,,,,,,,,,,"0",,"-614,000","273,000","-122,000","-183,000","-210,000","-30,000"
	OtherNonOperatingIncomeExpenses,"-650,000","-227,000","-345,000","-249,000","171,000","-454,000","566,000","499,000","371,000","217,000","590,000","56,000","247,000","-103,000","-61,000","101,000","-428,000","175,000"
PretaxIncome,"-46,822,000","-10,556,000","-12,651,000","-12,953,000","-10,662,000","-7,913,000","-6,301,000","-5,082,000","-8,491,000","-8,842,000","-9,167,000","-8,270,000","-9,185,000","-6,885,000","-7,617,000","-5,097,000","-6,107,000","-4,894,000"
