name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,06/30/2017
TotalRevenue,"809,584,000","255,940,000","224,464,000","174,278,000","154,902,000","147,705,000","100,983,000","101,313,000","75,720,000","128,036,000","163,673,000","149,163,000","142,790,000","141,778,000","153,186,000","161,941,000","144,125,000","131,928,000","112,353,000","110,760,000"
	OperatingRevenue,"809,199,000","255,895,000","224,359,000","174,161,000","154,784,000","147,568,000","100,886,000","101,313,000","75,691,000","128,012,000","163,618,000","149,123,000","142,686,000","141,661,000","152,912,000","161,758,000","143,874,000","131,862,000","111,488,000","108,405,000"
CostOfRevenue,"469,094,000","140,836,000","138,194,000","103,960,000","86,105,000","103,772,000","85,477,000","85,365,000","81,267,000","90,027,000","94,416,000","82,402,000","74,697,000","90,273,000","82,326,000","79,508,000","66,511,000","67,322,000","71,626,000","70,740,000"
GrossProfit,"340,490,000","115,104,000","86,270,000","70,318,000","68,797,000","43,933,000","15,506,000","15,948,000","-5,547,000","38,009,000","69,257,000","66,761,000","68,093,000","51,505,000","70,860,000","82,433,000","77,614,000","64,606,000","40,727,000","40,020,000"
OperatingExpense,"136,959,000","34,773,000","35,134,000","37,541,000","29,511,000","31,229,000","36,293,000","32,828,000","30,103,000","28,143,000","30,974,000","27,598,000","32,740,000","25,450,000","26,895,000","24,501,000","23,947,000","23,799,000","29,771,000","42,640,000"
	SellingGeneralAndAdministration,"87,340,000","24,399,000","24,940,000","20,135,000","17,866,000","20,873,000","22,312,000","21,267,000","20,846,000","21,589,000","18,238,000","18,899,000","18,273,000","17,364,000","19,066,000","16,184,000","15,232,000","15,543,000","17,989,000","32,391,000"
		GeneralAndAdministrativeExpense,"85,457,000","24,100,000","24,115,000","19,420,000","17,822,000","18,646,000","21,968,000","20,941,000","20,566,000","21,159,000","17,835,000","18,501,000","17,852,000","16,513,000","18,350,000","15,747,000","14,825,000","14,963,000","17,315,000","31,661,000"
			RentAndLandingFees,"216,294,000",,,,,,,,,"50,752,000","59,529,000","50,957,000","47,879,000","57,928,000","51,308,000","51,649,000","41,517,000","44,303,000","46,224,000","45,726,000"
			OtherGandA,"85,457,000","24,100,000","24,115,000","19,420,000","17,822,000","18,646,000","21,968,000","20,941,000","20,566,000","21,159,000","17,835,000","18,501,000","17,852,000","16,513,000","18,350,000","15,747,000","14,825,000","14,963,000","17,315,000","31,661,000"
		SellingAndMarketingExpense,"1,883,000","299,000","825,000","715,000","44,000","2,227,000","344,000","326,000","280,000","430,000","403,000","398,000","421,000","851,000","716,000","437,000","407,000","580,000","674,000","730,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,"21,729,000","21,859,000",,"20,822,000","20,549,000"
	OtherTaxes,"43,548,000","6,605,000","11,920,000","13,420,000","11,603,000","9,557,000","10,858,000","9,913,000","10,449,000","4,352,000","11,962,000","9,249,000","11,348,000","8,086,000","7,829,000","8,317,000","8,715,000","8,256,000","11,782,000","10,249,000"
	OtherOperatingExpenses,"6,071,000","3,769,000","-1,726,000","3,986,000","42,000","799,000","3,123,000","1,648,000","-1,192,000","2,202,000","774,000","-550,000","3,119,000","2,173,000","2,220,000","2,318,000","2,343,000","2,978,000","5,586,000","9,404,000"
OperatingIncome,"203,531,000","80,331,000","51,136,000","32,777,000","39,286,000","12,704,000","-20,787,000","-16,880,000","-35,650,000","9,866,000","38,283,000","39,163,000","35,353,000","26,055,000","43,965,000","57,932,000","53,667,000","40,807,000","10,956,000","-2,620,000"
NetNonOperatingInterestIncomeExpense,"-31,154,000","-7,675,000","-7,451,000","-7,810,000","-8,217,000","-8,485,000","-8,308,000","-8,391,000","-8,676,000","-8,920,000","-7,872,000","-8,597,000","-8,961,000","-8,805,000","-8,820,000","-9,877,000","-9,155,000","-7,796,000","-5,882,000","-4,885,000"
