name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
			DeferredIncomeTax,"-4,500,000","-900,000","-2,300,000","-700,000","-600,000","-1,600,000","-15,500,000","-36,200,000","-1,000,000","-600,000","-24,100,000","-5,000,000","2,500,000","-1,700,000","9,300,000","3,100,000","-6,600,000","-900,000","-6,700,000","43,000,000","-300,000","-100,000","8,700,000","-800,000","6,600,000","-44,500,000","-1,400,000","5,900,000","-7,100,000","1,500,000","19,100,000","-9,100,000","-1,000,000","-12,300,000","7,500,000","200,000","-1,700,000","-4,300,000","2,400,000","3,300,000","-7,700,000","7,900,000","15,800,000","-4,400,000","-6,700,000","-400,000","-12,300,000","2,600,000","2,400,000","4,900,000","-47,400,000","-6,300,000","1,300,000","-15,300,000","7,800,000","-10,300,000","1,900,000","1,800,000","-14,100,000","5,600,000","-2,800,000","2,900,000","-104,900,000","-5,200,000","900,000","4,700,000","17,100,000","200,000","9,100,000","3,900,000","-2,300,000","1,400,000","900,000","2,800,000","5,100,000","700,000","2,700,000","2,300,000","-16,300,000","-400,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,700,000",,,,"1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,"2,000,000",,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"4,800,000","1,500,000","1,600,000","100,000","1,600,000","1,700,000","1,300,000","1,300,000","1,500,000","1,300,000","1,800,000","1,700,000","1,600,000","1,700,000","1,700,000","1,300,000","1,700,000","1,800,000","4,300,000","1,700,000","1,600,000","1,900,000","300,000","1,400,000","1,800,000","1,600,000","500,000","2,200,000","100,000","1,300,000","2,000,000","2,900,000","2,700,000","2,200,000","7,200,000","1,300,000","-700,000","-1,800,000","2,500,000","1,900,000","200,000","2,500,000","1,600,000","1,600,000","1,800,000","400,000","1,900,000","2,000,000","1,800,000","1,200,000","1,100,000","500,000","500,000","-300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-600,000","-1,600,000","0","0","-2,000,000",,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"700,000","2,200,000","17,000,000","-18,900,000","400,000","3,600,000","-29,100,000","17,900,000","13,700,000","-207,400,000","-42,800,000","13,200,000","100,000","1,500,000","1,800,000","10,900,000","2,300,000","1,100,000","-400,000","-534,000,000","1,700,000","1,200,000","-100,000","-1,200,000","400,000","81,600,000","2,600,000","300,000","200,000","3,400,000","1,200,000","5,600,000","3,800,000","5,400,000","2,000,000","1,900,000","1,900,000","1,800,000","-33,500,000","13,000,000","11,900,000","15,500,000",,"15,800,000",,,"1,600,000","500,000","-82,400,000","1,400,000","102,000,000","-99,400,000","1,300,000","1,300,000",,"1,000,000","2,000,000","600,000","1,300,000","500,000","-1,800,000","-200,000",,,,,,,"200,000","3,700,000","-5,900,000","10,500,000","1,800,000","-200,000",,,"-6,400,000","2,400,000",,"300,000"
		ChangeInWorkingCapital,"25,700,000","-16,500,000","40,500,000","12,800,000","-11,100,000","-20,300,000","9,400,000","34,600,000","8,200,000","-28,900,000","-12,600,000","46,300,000","21,800,000","-22,100,000","40,100,000","-8,600,000","103,900,000","-52,900,000","-69,700,000","8,100,000","21,400,000","-42,800,000","35,800,000","-9,100,000","-1,200,000","-34,200,000","31,400,000","200,000","1,400,000","-40,200,000","29,200,000","-18,800,000","-17,300,000","-35,200,000","-2,400,000","9,300,000","1,500,000","-34,200,000","40,100,000","15,100,000","-16,500,000","-35,400,000","11,400,000","-5,300,000","5,000,000","-40,100,000","8,200,000","16,300,000","11,100,000","-27,800,000","105,200,000","21,900,000","-17,900,000","400,000","4,900,000","-1,500,000","11,600,000","-17,000,000","32,700,000","2,100,000","5,800,000","-5,100,000","296,200,000","26,300,000","14,100,000","-38,900,000","-7,200,000","-600,000","-100,000","-30,100,000","16,700,000","-5,900,000","3,300,000","-19,500,000","7,000,000","1,000,000","-3,100,000","-11,500,000","26,400,000","9,800,000"
			ChangeInReceivables,"-18,400,000","-19,800,000","9,300,000","-3,400,000","-4,500,000","-19,800,000","22,100,000","-3,600,000","30,000,000","-27,300,000","2,700,000","3,300,000","15,300,000","-5,600,000","14,800,000","4,600,000","1,000,000","-20,100,000","-12,900,000","24,600,000","-8,200,000","-12,600,000","11,300,000","8,600,000","-16,000,000","-900,000","9,400,000","3,000,000","-1,000,000","-4,100,000","12,600,000","13,300,000","-19,500,000","-21,000,000","10,600,000","7,600,000","-3,400,000","-19,500,000","28,300,000","11,600,000","-12,500,000","-11,600,000","2,100,000","-9,600,000","2,200,000","-25,800,000","-8,700,000","3,500,000","10,500,000","-23,200,000","104,100,000","-4,100,000","13,600,000","11,500,000","22,300,000","11,400,000","6,700,000","-16,900,000","-20,100,000","26,400,000","-300,000","-17,000,000","-15,400,000","21,900,000","2,900,000","-17,300,000","6,200,000",,,,,,,,,,,,,
				ChangesInAccountReceivables,"-18,400,000","-19,800,000","9,300,000","-3,400,000","-4,500,000","-19,800,000","22,100,000","-6,100,000","30,000,000","-27,300,000","2,700,000","-1,200,000","14,000,000","-5,600,000","1,700,000","100,000","-11,300,000","-20,100,000","-12,900,000","-2,000,000","-8,200,000","-12,600,000","11,300,000","8,600,000","-16,000,000","-900,000","9,400,000","3,000,000","-1,000,000","-4,100,000","12,600,000","13,300,000","-19,500,000","-21,000,000","10,600,000","7,600,000","-3,400,000","-19,500,000","28,300,000","11,600,000","-12,500,000","-11,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-13,000,000","-600,000","1,800,000","-4,500,000","-9,700,000","-900,000","7,800,000","13,200,000","-2,200,000","700,000","7,600,000","18,600,000","-3,100,000","-16,100,000","-3,800,000","-10,300,000","-11,600,000","-9,800,000","7,300,000","8,100,000","300,000","-7,800,000","400,000","2,500,000","100,000","-600,000","-2,100,000","-400,000","-700,000","-11,500,000","-1,600,000","3,500,000","-4,000,000","-9,300,000","-11,400,000","-1,800,000","-1,700,000","-2,300,000","1,700,000","-1,600,000","3,000,000","-15,600,000","9,000,000","-4,100,000","-9,400,000","-7,500,000","5,400,000","1,400,000","-5,100,000","3,500,000","-7,200,000","7,800,000","-300,000","-8,700,000","-1,500,000","-5,300,000","-1,900,000","-5,300,000","8,400,000","2,800,000","3,500,000","3,500,000","3,500,000","500,000","-8,200,000","-5,500,000","1,900,000",,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"12,300,000","8,900,000","-3,200,000","-5,800,000","12,400,000","4,300,000","6,200,000","7,800,000","-13,900,000","200,000","10,600,000","-10,100,000","-3,000,000","-13,400,000","900,000","-500,000","13,900,000","-6,800,000","15,400,000","-1,100,000","6,700,000","-500,000","14,500,000","-5,700,000","4,100,000","-15,800,000","13,000,000","-3,800,000","-4,500,000","-1,200,000","4,100,000","-8,800,000","3,200,000","2,800,000","10,800,000","-12,000,000","-600,000","4,200,000","2,900,000","-6,400,000","-11,100,000","9,900,000","14,100,000","-8,900,000","2,400,000","4,400,000","3,800,000","-500,000","-1,100,000","-100,000","4,900,000","4,700,000","-9,900,000","100,000","-2,800,000","-16,100,000","800,000","5,400,000","6,200,000","2,800,000","-1,600,000","4,500,000","-1,200,000","2,500,000","-400,000","2,800,000","6,800,000",,,,,,,,,,,,,
				ChangeInPayable,"12,300,000","8,900,000","-3,200,000","-5,800,000","12,400,000","4,300,000","6,200,000","7,800,000","-13,900,000","200,000","10,600,000","-10,100,000","-3,000,000","-13,400,000","900,000","-500,000","13,900,000","-6,800,000","15,400,000","-1,100,000","6,700,000","-500,000","14,500,000","-5,700,000","4,100,000","-15,800,000","13,000,000","-3,800,000","-4,500,000","-1,200,000","4,100,000","-8,800,000","3,200,000","2,800,000","10,800,000","-12,000,000","-600,000","4,200,000","2,900,000","-6,400,000","-11,100,000","9,900,000","14,100,000","-8,900,000","2,400,000","4,400,000","3,800,000","-500,000","-1,100,000","-100,000","4,900,000","4,700,000","-9,900,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"12,300,000","8,900,000","-3,200,000","-5,800,000","12,400,000","4,300,000","6,200,000","7,800,000","-13,900,000","200,000","10,600,000","-10,100,000","-3,000,000","-13,400,000","900,000","-500,000","13,900,000","-6,800,000","15,400,000","-1,100,000","6,700,000","-500,000","14,500,000","-5,700,000","4,100,000","-15,800,000","13,000,000","-3,800,000","-4,500,000","-1,200,000","4,100,000","-8,800,000","3,200,000","2,800,000","10,800,000","-12,000,000","-600,000","4,200,000","2,900,000","-6,400,000","-11,100,000","9,900,000","14,100,000","-8,900,000","2,400,000","4,400,000","3,800,000","-500,000","-1,100,000","-100,000","4,900,000","4,700,000","-9,900,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,000,000",,,,,,"4,000,000","-2,900,000","-5,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"0",,,,,,,,,,,,,,"100,000",,,,"-78,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"44,800,000","-5,000,000","32,600,000","26,500,000","-9,300,000","-3,900,000","-26,700,000","17,200,000","-5,700,000","-2,500,000","-33,500,000","34,500,000","12,600,000","13,000,000","28,100,000","-1,800,000","100,600,000","-16,200,000","-700,000","-6,800,000","22,600,000","-21,900,000","9,600,000","-14,500,000","10,600,000","-16,900,000","11,100,000","1,400,000","7,600,000","-23,400,000","14,100,000","-26,800,000","3,000,000","-7,700,000","-12,400,000","15,500,000","7,200,000","-16,600,000","7,200,000","11,500,000","4,100,000","-18,100,000","-19,600,000","17,300,000","800,000","-2,200,000","7,700,000","11,900,000","6,800,000","-8,000,000","-600,000","9,500,000","-18,400,000","2,600,000","-13,100,000","13,200,000","1,300,000","-200,000","38,200,000","-29,900,000","4,200,000","3,900,000","-12,100,000","1,400,000","19,800,000","-18,900,000",,"24,000,000","-100,000","-30,100,000","24,300,000","-5,900,000","3,300,000","-19,500,000","5,100,000","1,000,000","-3,100,000","-11,500,000","26,400,000","-500,000"
	CashFromDiscontinuedOperatingActivities,,,"0","0","0","0","0","0","0","-6,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","500,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",
InvestingCashFlow,"-646,400,000","-3,500,000","-677,100,000","37,900,000","-3,700,000","-8,300,000","-223,400,000","5,900,000","-500,000","434,100,000","-10,200,000","-314,200,000","-8,100,000","-10,400,000","-14,200,000","-8,000,000","11,400,000","-15,200,000","-23,500,000","-12,900,000","-44,700,000","-16,600,000","-8,900,000","-5,700,000","-39,900,000","-6,900,000","-14,300,000","-23,200,000","-8,200,000","-40,800,000","-43,000,000","-8,500,000","-11,900,000","-11,300,000","-11,500,000","-7,900,000","-6,700,000","-15,400,000","-20,000,000","-7,200,000","-92,400,000","-6,000,000","-14,300,000","-77,700,000","-8,400,000","-157,500,000","-8,200,000","-24,400,000","-36,500,000","180,900,000","-49,000,000","-4,900,000","-4,500,000","-10,600,000","-13,200,000","-5,800,000","-14,800,000","-39,400,000","-40,800,000","-69,000,000","-22,200,000","-10,300,000","-10,900,000","5,200,000","-14,500,000","-7,300,000","-43,800,000","-6,100,000","-9,300,000","-4,900,000","-13,000,000","-6,400,000","-4,600,000","-2,800,000","-23,800,000","-3,600,000","-3,900,000","-3,600,000","-5,000,000","-4,500,000"
	CashFlowFromContinuingInvestingActivities,"-646,400,000","-3,500,000","-677,100,000","37,900,000","-3,700,000","-8,300,000","-223,400,000","5,900,000","-500,000","434,100,000","1,600,000","-314,200,000","-8,100,000","-10,400,000","-14,200,000","-8,000,000","11,400,000","-15,200,000","-23,500,000","-12,900,000","-44,700,000","-16,600,000","-8,900,000","-5,700,000","-39,900,000","-6,900,000","-14,300,000","-23,200,000","-8,200,000","-40,800,000","-43,000,000","-8,500,000","-11,900,000","-11,300,000","-11,500,000","-7,900,000","-6,700,000","-15,400,000","-20,000,000","-7,200,000","-92,400,000","-6,000,000","-14,300,000","-77,700,000","-8,400,000","-157,500,000","-8,200,000","-24,400,000","-36,500,000","181,000,000","-46,300,000","-4,900,000","-4,500,000","-10,600,000","-13,200,000","-5,800,000","-14,800,000","-39,400,000","-40,800,000","-69,000,000","-22,200,000","-10,300,000","-10,900,000","5,200,000","-14,500,000","-7,300,000","-43,800,000","-6,100,000","-9,300,000","-4,900,000","-13,000,000","-6,400,000","-4,600,000","-2,800,000","-23,800,000","-3,600,000","-3,900,000","-3,600,000","-5,000,000","-4,500,000"
		CapitalExpenditureReported,,,,,,,,,,,,,,"-400,000","-1,400,000","0","-1,300,000","-700,000","-1,100,000","-700,000","-1,000,000","-900,000","-1,000,000","-1,100,000","-1,000,000","-1,000,000","-1,000,000","-1,300,000","-1,200,000","-1,100,000","-3,400,000","-2,300,000","-2,000,000","-2,800,000","-2,800,000","-3,100,000","200,000","-3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-16,400,000","-3,800,000","-5,400,000","-3,200,000","-4,000,000","-6,200,000","-5,700,000","-2,900,000","-3,700,000","-5,200,000","2,200,000","-7,000,000","-6,000,000","-10,000,000","-12,800,000","-17,300,000","13,100,000","-14,900,000","-17,400,000","-8,400,000","-4,100,000","-11,100,000","-11,200,000","-7,300,000","-11,200,000","-6,100,000","-13,400,000","-7,200,000","-7,100,000","-9,100,000","-21,400,000","-6,200,000","-7,500,000","-6,700,000","-8,800,000","-4,900,000","-7,200,000","-9,800,000","-15,200,000","-7,300,000","-7,600,000","-5,500,000","-14,500,000","-5,400,000","-6,300,000","-5,300,000","-7,500,000","-5,900,000","-5,000,000","-3,400,000","-3,400,000","-4,800,000","-6,300,000","-7,300,000","-11,700,000","-10,200,000","-10,300,000","-12,700,000","-16,400,000","-10,900,000","-10,300,000","-8,900,000","-10,800,000","-14,400,000","-9,100,000","-6,800,000","-5,600,000","-6,100,000","-7,700,000","-4,900,000","-13,000,000","-6,400,000","-4,900,000","-2,800,000","-5,800,000","-3,600,000","-3,500,000","-1,500,000","-5,000,000","-2,500,000"
			PurchaseOfPPE,"-16,400,000","-3,800,000","-5,400,000","-3,200,000","-4,000,000","-6,200,000","-6,500,000","-2,900,000","-3,700,000","-5,200,000","2,200,000","-6,800,000","-6,700,000","-10,300,000","-16,900,000","-17,600,000","-13,200,000","-14,900,000","-17,400,000","-8,400,000","-4,100,000","-11,100,000","-11,200,000","-7,300,000","-11,200,000","-6,100,000","-13,400,000","-7,200,000","-7,100,000","-9,100,000","-21,400,000","-6,200,000","-7,500,000","-6,700,000","-8,800,000","-4,900,000","-7,200,000","-9,800,000","-15,200,000","-7,300,000","-7,600,000","-5,500,000","-14,500,000","-5,400,000","-6,300,000","-5,300,000","-7,600,000","-5,900,000","-5,000,000","-3,400,000","-3,300,000","-5,100,000","-6,400,000","-7,300,000","-12,700,000","-10,300,000","-13,400,000","-12,700,000","-16,700,000","-10,900,000","-10,300,000","-8,900,000","-11,000,000","-14,400,000","-9,100,000","-6,800,000","-13,200,000","-6,200,000","-7,800,000","-5,000,000","-13,200,000","-10,100,000","-7,800,000","-5,800,000","-9,900,000","-4,300,000","-4,600,000","-2,000,000","-5,100,000","-3,300,000"
			SaleOfPPE,,,,,,,,,,,"0","-200,000","700,000","300,000","4,100,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","300,000",,,"1,000,000","100,000",,,,,,,,,,,"7,600,000","100,000","100,000","100,000","200,000","3,700,000","2,900,000","3,000,000","4,100,000","700,000","1,100,000","500,000","100,000",
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,"-400,000","-1,400,000","0","-1,300,000","-700,000","-1,100,000","-700,000","-1,000,000","-900,000","-1,000,000","-1,100,000","-1,000,000","-1,000,000","-1,000,000","-1,300,000","-1,200,000","-1,100,000","-3,400,000","-2,300,000","-2,000,000","-2,800,000","-2,800,000","-3,100,000","200,000","-3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
