name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"237,389,000","59,350,000","61,067,000","60,664,000","56,308,000","59,688,000","59,317,000","57,456,000","59,231,000","59,975,000","53,405,000","53,252,000","54,139,000","50,483,000","52,294,000","52,181,000","53,875,000","53,397,000","46,356,000","43,344,000","43,828,000","44,026,000","40,534,000","44,794,000","43,013,000","47,501,000","42,923,000","41,784,000","40,574,000","44,160,000","32,118,000","30,412,000","34,069,000","33,381,000","38,545,000","31,512,000","34,685,000","30,809,000","27,955,000","32,701,000","32,011,000","35,416,000","64,084,000","34,296,000","34,746,000","30,268,000","31,507,000","35,967,000","32,540,000","37,524,000","38,590,000","36,169,000","35,385,000","42,051,000","35,434,000","27,427,000","29,182,000","24,072,000","20,771,000","16,638,000","16,723,000","16,164,000","16,430,000","16,548,000","16,504,000","15,667,000","15,785,000","15,762,000","15,824,000","15,136,000","15,308,000","15,310,000","14,686,000","15,993,000","14,174,000","13,206,000","14,053,000","14,028,000","12,786,000","14,677,000","13,125,000","11,860,000","12,996,000","11,165,000","11,192,000","11,982,000","10,121,000","9,723,000","10,069,000","9,595,000","9,500,000","8,700,000","8,200,000","7,500,000","7,600,000","6,800,000","6,300,000",
	OperatingRevenue,"237,389,000","59,350,000","61,067,000","60,664,000","56,308,000","59,688,000","59,317,000","57,456,000","59,231,000","59,975,000","53,405,000","53,252,000","54,139,000","50,483,000","52,294,000","52,181,000","53,875,000","53,397,000","46,356,000","43,344,000","43,828,000","44,026,000","40,534,000","44,794,000","43,013,000","47,501,000","42,923,000","41,784,000","40,574,000","44,160,000","32,118,000","30,412,000","34,069,000","33,381,000","38,545,000","31,512,000","34,685,000","30,809,000","27,955,000","32,701,000","32,011,000","35,416,000","64,084,000","34,296,000","34,746,000","30,268,000","31,507,000","35,967,000","32,540,000","37,524,000","38,590,000","36,169,000","35,385,000","42,051,000","35,434,000","27,427,000","29,182,000","24,072,000","20,771,000","16,638,000","16,723,000","16,164,000","16,430,000","16,548,000","16,504,000","15,667,000","15,785,000","15,762,000","15,824,000","15,136,000","15,308,000","15,310,000","14,686,000","15,993,000","14,174,000","13,206,000","14,053,000","14,028,000","12,786,000","14,677,000","13,125,000","11,860,000","12,996,000","11,165,000","11,192,000","11,982,000","10,121,000","9,723,000","10,069,000","9,595,000","9,500,000","8,700,000","8,200,000","7,500,000","7,600,000","6,800,000","6,300,000",
OperatingIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,050,000",,"5,455,000",,,,"4,266,000",,,,,,,"5,701,000","4,972,000","3,103,000",,,,,"3,910,000",,,,,,,,,,,,,,,"1,700,000",,
PretaxIncome,"120,128,000","28,142,000","33,499,000","34,283,000","24,204,000","38,841,000","33,837,000","30,857,000","24,363,000","4,432,000","20,189,000","23,453,000","22,179,000","21,954,000","19,902,000","22,495,000","23,563,000","18,341,000","16,201,000","18,401,000","17,834,000","17,997,000","13,412,000","15,606,000","14,167,000","16,489,000","13,130,000","13,733,000","13,131,000","11,282,000","-7,863,000","5,854,000","11,295,000","9,383,000","16,189,000","7,918,000","11,801,000","10,379,000","9,572,000","10,165,000","9,337,000","13,229,000","11,571,000","15,146,000","14,770,000","9,398,000","8,870,000","15,111,000","12,301,000","16,130,000","13,833,000","14,452,000","13,143,000","21,044,000","14,220,000","8,490,000","11,754,000","7,482,000","6,323,000","4,476,000","5,050,000","4,811,000","5,455,000","5,202,000","4,493,000","3,952,000","4,266,000","4,754,000","4,519,000","4,346,000","4,518,000","5,315,000","4,517,000","5,701,000","4,972,000","3,103,000","4,017,000","4,054,000","3,442,000","5,092,000","3,910,000","3,064,000","4,908,000","3,418,000","3,257,000","4,666,000","3,180,000","2,954,000","3,183,000","3,168,000","3,300,000","2,500,000","2,200,000","1,900,000","2,100,000","1,600,000","1,400,000",
TaxProvision,"15,822,000","3,146,000","4,812,000","4,977,000","2,887,000","4,750,000","4,265,000","3,783,000","2,809,000","479,000","2,854,000","3,661,000","3,569,000","3,137,000","2,521,000","2,192,000","3,360,000","2,090,000","5,870,000","3,890,000","3,353,000","3,008,000","1,839,000","2,741,000","2,772,000","2,973,000","1,438,000","1,971,000","1,967,000","1,903,000","-3,918,000","-243,000","838,000","1,159,000","1,210,000","304,000","1,729,000","1,854,000","1,352,000","1,558,000","1,608,000","3,090,000","2,308,000","3,629,000","3,241,000","1,216,000","1,670,000","3,811,000","2,530,000","3,955,000","3,588,000","3,620,000","3,255,000","6,146,000","3,851,000","2,240,000","3,223,000","1,936,000","1,489,000","976,000","463,000","1,048,000","1,276,000","1,150,000","950,000","724,000","779,000","921,000","822,000","771,000","818,000","1,082,000","846,000","1,206,000","942,000","353,000","590,000","697,000","388,000","948,000","549,000","298,000","1,034,000","629,000","679,000","1,182,000","628,000","592,000","714,000","726,000","700,000","500,000","400,000","300,000","400,000","200,000","200,000",
NetIncomeCommonStockholders,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,036,000","7,317,000","7,546,000","11,048,000","9,252,000","11,645,000","10,377,000","10,497,000","9,377,000","14,145,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,179,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","2,490,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","2,000,000","1,800,000","1,600,000","1,700,000","1,400,000","1,200,000","1,100,000"
	NetIncome,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,036,000","7,317,000","7,546,000","11,048,000","9,252,000","11,645,000","10,377,000","10,497,000","9,377,000","14,145,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,179,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","2,490,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","2,000,000","1,800,000","1,600,000","1,700,000","1,400,000","1,200,000","1,100,000"
		NetIncomeIncludingNoncontrollingInterests,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,529,000","8,182,000","7,200,000","11,300,000","9,771,000","12,175,000","10,245,000","10,832,000","9,888,000","14,898,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,179,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","2,490,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","2,000,000","1,800,000","1,600,000","1,700,000","1,400,000","1,200,000","1,100,000"
			NetIncomeContinuousOperations,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,529,000","8,182,000","7,200,000","11,300,000","9,771,000","12,175,000","10,245,000","10,832,000","9,888,000","14,898,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,179,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","3,484,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","2,000,000","1,800,000","1,600,000","1,700,000","1,400,000","1,200,000","1,100,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-994,000",,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-493,000","-865,000","346,000","-252,000","-519,000","-530,000","132,000","-335,000","-511,000","-753,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,036,000","7,317,000","7,546,000","11,048,000","9,252,000","11,645,000","10,377,000","10,497,000","9,377,000","14,145,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,179,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","2,490,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","2,000,000","1,800,000","1,600,000","1,700,000","1,400,000","1,200,000","1,100,000"
