name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015
OperatingCashFlow,"185,750,000","49,742,000","64,182,000","31,015,000","40,811,000","32,082,000","20,404,000","19,001,000","23,389,000","15,408,000","22,279,000","25,832,000","1,252,000","18,793,000","9,473,000","4,019,000","11,308,000","12,636,000","-1,745,000","5,177,000","9,178,000","7,160,000","-10,411,000","-2,825,000","2,507,000","-10,226,000","-5,935,000","-9,372,000"
	CashFlowFromContinuingOperatingActivities,"185,750,000","49,742,000","64,182,000","31,015,000","40,811,000","32,082,000","20,404,000","19,001,000","23,389,000","15,408,000","22,279,000","25,832,000","1,252,000","18,793,000","9,473,000","4,019,000","11,308,000","12,636,000","-1,745,000","5,177,000","9,178,000","7,160,000","-10,411,000","-2,825,000","2,507,000","-10,226,000","-5,935,000","-9,372,000"
		NetIncomeFromContinuingOperations,"-349,950,000","-81,201,000","-93,962,000","-88,038,000","-86,749,000","-100,357,000","-61,387,000","-60,798,000","-43,116,000","-14,816,000","-24,053,000","-26,317,000","-19,994,000","-20,468,000","-16,571,000","-9,645,000","-13,854,000","-15,454,000","-8,723,000","-11,302,000","-13,742,000","-10,038,000","-6,608,000","-6,694,000","-12,438,000","-11,867,000","-11,491,000","-9,518,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,"0","519,000",,,"51,000","28,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0","519,000",,,"51,000","28,000"
		DepreciationAmortizationDepletion,"146,095,000","36,242,000","36,492,000","36,754,000","36,607,000","36,539,000","35,576,000","13,609,000","12,418,000","10,502,000","9,388,000","7,835,000","7,294,000","4,036,000","3,722,000","2,723,000","1,982,000","2,015,000","2,005,000","1,944,000","2,077,000","1,536,000","1,310,000","1,161,000","1,099,000","1,005,000","899,000","739,000"
			DepreciationAndAmortization,"146,095,000","36,242,000","36,492,000","36,754,000","36,607,000","36,539,000","35,576,000","13,609,000","12,418,000","10,502,000","9,388,000","7,835,000","7,294,000","4,036,000","3,722,000","2,723,000","1,982,000","2,015,000","2,005,000","1,944,000","2,077,000","1,536,000","1,310,000","1,161,000","1,099,000","1,005,000","899,000","739,000"
		AmortizationOfSecurities,"-368,000","-419,000","-248,000","-130,000","429,000","326,000","169,000","-230,000","628,000","471,000","-49,000","-294,000","-63,000","731,000","-665,000","-661,000",,,,,,,,,,,,
		StockBasedCompensation,"204,995,000","52,392,000","54,644,000","50,459,000","47,500,000","47,292,000","54,572,000","36,811,000","33,843,000","24,197,000","21,308,000","21,955,000","21,268,000","16,845,000","14,255,000","13,820,000","13,558,000","11,312,000","8,911,000","7,867,000","7,639,000","5,277,000","3,803,000","2,384,000","1,559,000","1,706,000","1,009,000","1,526,000"
		OtherNonCashItems,"106,342,000","5,541,000","35,565,000","33,614,000","31,622,000","29,630,000","32,065,000","30,822,000","8,738,000","2,818,000","14,709,000","14,176,000","10,179,000","5,033,000","5,330,000","4,587,000","3,821,000","3,940,000","1,332,000","956,000","1,068,000","1,145,000","1,404,000","922,000","969,000","1,064,000","1,003,000","768,000"
		ChangeInWorkingCapital,"78,636,000","37,187,000","31,691,000","-1,644,000","11,402,000","18,652,000","-40,591,000","-1,213,000","10,878,000","-7,764,000","976,000","8,477,000","-17,432,000","12,616,000","3,402,000","-6,805,000","6,096,000","10,823,000","-5,270,000","5,712,000","12,136,000","9,240,000","-10,320,000","-1,117,000","11,210,000","-2,134,000","2,594,000","-2,915,000"
			ChangeInReceivables,"-33,868,000","39,634,000","-47,185,000","-9,011,000","-17,306,000","47,750,000","-59,276,000","2,936,000","-7,050,000","26,633,000","-35,009,000","3,405,000","-8,955,000","29,405,000","-40,884,000","808,000","-2,731,000","14,314,000","-26,335,000","3,771,000","-716,000","12,570,000","-23,814,000","2,526,000","4,452,000","-3,205,000","-7,055,000","-4,225,000"
				ChangesInAccountReceivables,"-33,868,000","39,634,000","-47,185,000","-9,011,000","-17,306,000","47,750,000","-59,276,000","2,936,000","-7,050,000","26,633,000","-35,009,000","3,405,000","-8,955,000","29,405,000","-40,884,000","808,000","-2,731,000","14,314,000","-26,335,000","3,771,000","-716,000","12,570,000","-23,814,000","2,526,000","4,452,000","-3,205,000","-7,055,000","-4,225,000"
			ChangeInPrepaidAssets,"3,039,000","-2,525,000","-5,976,000","3,133,000","8,407,000","-7,011,000","1,363,000","-5,462,000","1,108,000","5,945,000","-6,541,000","-2,177,000","-3,292,000","-4,370,000","3,714,000","-3,929,000","2,304,000","-1,679,000","181,000","-2,373,000","2,138,000","-336,000","883,000","-5,376,000","1,087,000","-1,194,000","-200,000","-754,000"
