name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"2,890,246,000","546,050,000","801,076,000","751,608,000","791,512,000","705,953,000","897,398,000","534,202,000","481,602,000","454,727,000","605,649,000","483,081,000","461,830,000","287,594,000","425,160,000","380,369,000","419,847,000","279,024,000","404,975,000","365,896,000","324,178,000","162,911,000","236,830,000","216,304,000","222,723,000","162,463,000","176,764,000","173,956,000","158,826,000","120,690,000","108,420,000","92,516,000","106,412,000","75,919,000","65,453,531","38,042,627","37,339,000","21,960,000","23,812,224","23,556,594"
	OperatingRevenue,"2,890,246,000","546,050,000","801,076,000","751,608,000","791,512,000","705,953,000","897,398,000","534,202,000","481,602,000","454,727,000","605,649,000","483,081,000","461,830,000","287,594,000","425,160,000","380,369,000","419,847,000","279,024,000","404,975,000","365,896,000","324,178,000","162,911,000","236,830,000","216,304,000","222,723,000","162,463,000","176,764,000","173,956,000","158,826,000","120,690,000","108,420,000","92,516,000","106,412,000","75,919,000","65,034,295","37,035,022","36,519,000","21,479,000","23,108,797","22,850,711"
CostOfRevenue,"2,103,754,000","387,643,000","589,359,000","549,319,000","577,433,000","516,004,000","654,069,000","398,971,000","363,629,000","348,163,000","463,435,000","366,431,000","350,519,000","221,290,000","321,602,000","283,035,000","310,082,000","209,765,000","306,298,000","274,000,000","237,830,000","119,412,000","172,502,000","159,483,000","163,628,000","121,094,000","129,874,000","127,949,000","116,253,000","89,228,000","78,820,000","67,256,000","78,016,000","56,389,000","52,100,402","27,083,342","26,325,000","15,817,000","17,559,536","16,698,926"
GrossProfit,"786,492,000","158,407,000","211,717,000","202,289,000","214,079,000","189,949,000","243,329,000","135,231,000","117,973,000","106,564,000","142,214,000","116,650,000","111,311,000","66,304,000","103,558,000","97,334,000","109,765,000","69,259,000","98,677,000","91,896,000","86,348,000","43,499,000","64,328,000","56,821,000","59,095,000","41,369,000","46,890,000","46,007,000","42,573,000","31,462,000","29,600,000","25,260,000","28,396,000","19,530,000","13,353,129","10,959,285","11,014,000","6,143,000","6,252,688","6,857,668"
OperatingExpense,"265,517,000","62,687,000","70,407,000","64,351,000","68,072,000","67,506,000","77,772,000","57,790,000","50,139,000","52,686,000","58,217,000","52,625,000","52,870,000","45,229,000","48,129,000","45,684,000","47,603,000","38,389,000","43,925,000","41,449,000","37,873,000","27,372,000","30,022,000","27,722,000","28,355,000","24,043,000","23,176,000","22,959,000","21,336,000","19,787,000","18,071,000","15,354,000","14,523,000","12,467,000","11,213,122","7,640,927","6,512,000","4,007,000","4,399,959","3,651,139"
	SellingGeneralAndAdministration,"265,517,000","62,687,000","70,407,000","64,351,000","68,072,000","67,506,000","77,772,000","57,790,000","50,139,000","52,686,000","58,217,000","52,625,000","52,870,000","45,229,000","48,129,000","45,684,000","47,603,000","38,389,000","43,925,000","41,449,000","37,873,000","27,372,000","30,022,000","27,722,000","28,355,000","24,043,000","23,176,000","22,959,000","21,336,000","19,787,000","18,071,000","15,354,000","14,523,000","12,467,000","11,213,122","7,640,927","6,512,000","4,007,000","4,399,959","3,651,139"
		GeneralAndAdministrativeExpense,"103,897,000","28,289,000","27,852,000","24,480,000","23,276,000","24,723,000","27,599,000","22,320,000","20,179,000","19,923,000","20,822,000","19,140,000","18,980,000","18,438,000","18,809,000","17,794,000","18,302,000","15,440,000","15,286,000","15,431,000","13,680,000","11,265,000","12,003,000","10,715,000","10,488,000","9,952,000","9,210,000","8,902,000","7,943,000","8,205,000","7,187,000","6,115,000","5,337,000","5,105,000","4,526,621","4,051,706","3,267,000","1,759,000","1,840,302","1,804,628"
			OtherGandA,"103,897,000","28,289,000","27,852,000","24,480,000","23,276,000","24,723,000","27,599,000","22,320,000","20,179,000","19,923,000","20,822,000","19,140,000","18,980,000","18,438,000","18,809,000","17,794,000","18,302,000","15,440,000","15,286,000","15,431,000","13,680,000","11,265,000","12,003,000","10,715,000","10,488,000","9,952,000","9,210,000","8,902,000","7,943,000","8,205,000","7,187,000","6,115,000","5,337,000","5,105,000","4,526,621","4,051,706","3,267,000","1,759,000","1,840,302","1,804,628"
		SellingAndMarketingExpense,"161,620,000","34,398,000","42,555,000","39,871,000","44,796,000","42,783,000","50,173,000","35,470,000","29,960,000","32,763,000","37,395,000","33,485,000","33,890,000","26,791,000","29,320,000","27,890,000","29,301,000","22,949,000","28,639,000","26,018,000","24,193,000","16,107,000","18,019,000","17,007,000","17,867,000","14,091,000","13,966,000","14,057,000","13,393,000","11,582,000","10,884,000","9,239,000","9,186,000","7,362,000","6,686,501","3,589,221","3,245,000","2,248,000","2,559,657","1,846,511"
OperatingIncome,"520,975,000","95,720,000","141,310,000","137,938,000","146,007,000","122,443,000","165,557,000","77,441,000","67,834,000","53,878,000","83,997,000","64,025,000","58,441,000","21,075,000","55,429,000","51,650,000","62,162,000","30,870,000","54,752,000","50,447,000","48,475,000","16,127,000","34,306,000","29,099,000","30,740,000","17,326,000","23,714,000","23,048,000","21,237,000","11,675,000","11,529,000","9,906,000","13,873,000","7,063,000","2,140,007","3,318,358","4,502,000","2,136,000","1,852,729","3,206,529"
NetNonOperatingInterestIncomeExpense,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3,310","-41,968","-1,000","-4,000","34,533","-11,083"
	InterestExpenseNonOperating,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,310","41,968","1,000","4,000","-34,533","11,083"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,,,,
OtherIncomeExpense,"-1,926,000","3,830,000","2,074,000","-10,944,000","3,114,000","833,000","991,000","374,000","763,000","1,011,000","874,000","707,000","2,094,000","619,000","780,000","-2,659,000","509,000","357,000","289,000","430,000","167,000","715,000","641,000","389,000","668,000","503,000","378,000","173,000","9,000","46,000","45,000","628,000","31,000","4,000","7,780,742","2,010,111","601,000","365,000","502,709","586,776"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","7,812,719","1,976,197","652,000","292,000","414,776","525,863"
	SpecialIncomeCharges,,,"0","-13,314,000","-662,000",,"0","0","0",,"0","0","-169,000","0","0","-3,058,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"169,000",,"0","13,314,000","662,000",,,,,,"0",,"169,000",,"0","3,058,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"12,050,000","3,830,000","2,074,000","2,370,000","3,776,000","833,000","991,000","374,000","763,000","1,011,000","874,000","707,000","2,263,000","619,000","780,000","399,000","509,000","357,000","289,000","430,000","167,000","715,000","641,000","389,000","668,000","503,000","378,000","173,000","9,000","46,000","45,000","628,000","31,000","4,000","-31,977","33,914","-51,000","73,000","87,933","60,913"
PretaxIncome,"519,049,000","99,550,000","143,384,000","126,994,000","149,121,000","123,276,000","166,548,000","77,815,000","68,597,000","54,889,000","84,871,000","64,732,000","60,535,000","21,694,000","56,209,000","48,991,000","62,671,000","31,227,000","55,041,000","50,877,000","48,642,000","16,842,000","34,947,000","29,488,000","31,408,000","17,829,000","24,092,000","23,221,000","21,246,000","11,721,000","11,574,000","10,534,000","13,904,000","7,067,000","9,917,439","5,286,501","5,102,000","2,497,000","2,389,971","3,782,222"
