name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
TotalAssets,"3,248,672,000","3,131,906,000","2,708,997,000","2,632,443,000","2,643,122,000","2,353,507,000","2,344,865,000","2,364,816,000","2,460,133,000","1,931,646,000","1,861,074,000","1,856,088,000","1,637,825,000","1,492,721,000","1,490,402,000","1,473,263,000","1,272,552,000","1,253,957,000","1,191,390,000","1,188,970,000","1,211,047,000","1,186,881,000","1,169,769,000","1,180,438,000","1,094,501,000","880,432,000","865,238,000","826,152,000","800,050,000","681,916,000","628,818,000","611,692,000","594,436,000","592,234,000","544,177,000","527,584,000","531,165,000","517,386,000","510,773,000","523,205,000","523,963,000","535,631,000","537,402,000","567,280,000","571,036,000","562,110,000","561,967,000","402,204,000","399,107,000","389,004,000","378,948,000","403,014,000","440,202,000","642,817,000","658,559,000","666,722,000","665,630,000","633,626,000","632,070,000","645,987,000","621,894,000","622,181,000","606,617,000","598,115,000","608,858,000","618,387,000","297,864,000","297,727,000","295,159,000","286,960,000","291,965,000","303,304,000","311,940,000","304,532,000","349,937,000","336,790,000","339,474,000","348,774,000","377,051,000","352,360,000","330,621,000","308,929,000"
	CurrentAssets,"1,478,766,000","1,349,068,000","899,531,000","790,103,000","830,357,000","533,735,000","513,703,000","518,639,000","600,594,000","560,499,000","506,932,000","489,868,000","488,887,000","482,166,000","479,839,000","468,521,000","489,370,000","474,153,000","442,473,000","441,044,000","472,224,000","450,628,000","433,657,000","442,573,000","412,962,000","375,628,000","368,981,000","343,368,000","322,356,000","282,670,000","249,124,000","235,163,000","228,474,000","230,099,000","226,280,000","210,230,000","217,214,000","203,744,000","193,650,000","205,123,000","201,851,000","212,473,000","197,452,000","193,475,000","190,982,000","179,261,000","169,622,000","157,427,000","150,112,000","137,437,000","148,474,000","169,318,000","205,877,000","229,827,000","242,396,000","251,271,000","249,945,000","242,951,000","238,306,000","250,917,000","235,266,000","235,855,000","221,186,000","209,283,000","217,452,000","228,263,000","136,996,000","136,971,000","136,251,000","127,405,000","131,713,000","138,856,000","146,180,000","137,941,000","183,644,000","173,296,000","176,996,000","188,653,000","212,319,000","187,888,000","173,791,000","151,940,000"
		CashCashEquivalentsAndShortTermInvestments,"113,482,000","180,928,000","137,041,000","139,494,000","78,325,000","29,213,000","58,419,000","43,067,000","97,509,000","82,985,000","40,748,000","20,937,000","19,116,000","13,856,000","18,614,000","22,894,000","54,499,000","15,147,000","19,625,000","22,878,000","37,711,000","10,622,000","15,708,000","21,062,000","23,106,000","9,576,000","14,408,000","14,474,000","11,633,000","13,073,000","9,663,000","5,501,000","9,269,000","15,580,000","31,653,000","10,519,000","1,939,000","5,681,000","3,823,000","15,498,000","4,901,000","3,962,000","4,643,000","7,924,000","3,934,000","1,883,000","2,077,000","41,368,000","36,567,000","27,053,000","22,621,000","23,488,000","16,675,000","11,316,000","7,805,000","8,356,000","7,835,000","18,495,000","6,170,000","17,527,000","10,221,000","4,422,000","3,511,000","4,888,000","10,320,000","19,110,000","14,739,000","14,838,000","10,518,000","3,908,000","9,207,000","13,831,000","6,764,000","4,687,000","56,077,000","43,507,000","28,633,000","40,135,000","70,007,000","40,369,000","37,454,000","31,968,000"
			CashAndCashEquivalents,"113,482,000","180,928,000","137,041,000","139,494,000","78,325,000","29,213,000","58,419,000","43,067,000","97,509,000","82,985,000","40,748,000","20,937,000","19,116,000","13,856,000","18,614,000","22,894,000","54,499,000","15,147,000","19,625,000","22,878,000","37,711,000","10,622,000","15,708,000","21,062,000","23,106,000","9,576,000","14,408,000","14,474,000","11,633,000","13,073,000","9,663,000","5,501,000","9,269,000","15,580,000","31,653,000","10,519,000","1,939,000","5,681,000","3,823,000","15,498,000","4,901,000","3,962,000","4,643,000","7,924,000","3,934,000","1,883,000","2,077,000","41,368,000","36,567,000","27,053,000","22,621,000","23,488,000","16,675,000","11,316,000","7,805,000","8,356,000","7,835,000","18,495,000","6,170,000","17,527,000","10,221,000","4,422,000","3,511,000","4,888,000","10,320,000","19,110,000","14,739,000","14,838,000","10,518,000","3,908,000","9,207,000","13,831,000","6,764,000","4,687,000","56,077,000","43,507,000","28,633,000","40,135,000","58,891,000","30,775,000","25,288,000","15,654,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,116,000","9,594,000","12,166,000","16,314,000"
		Receivables,"1,270,020,000","1,028,850,000","712,846,000","600,508,000","700,530,000","456,675,000","409,046,000","425,043,000","452,466,000","431,383,000","421,694,000","421,902,000","420,838,000","416,813,000","414,228,000","391,350,000","383,644,000","407,406,000","380,796,000","371,228,000","383,620,000","391,571,000","373,602,000","378,180,000","352,200,000","332,490,000","302,495,000","266,908,000","255,192,000","218,220,000","185,647,000","174,017,000","169,520,000","168,832,000","163,802,000","165,526,000","176,082,000","161,314,000","163,890,000","161,636,000","168,561,000","172,523,000","163,589,000","156,670,000","156,729,000","148,306,000","147,447,000","99,721,000","91,820,000","93,398,000","98,518,000","115,967,000","152,824,000","186,002,000","192,156,000","199,250,000","199,091,000","184,741,000","194,694,000","195,213,000","187,925,000","192,716,000","186,035,000","166,438,000","163,422,000","154,926,000","107,484,000","107,862,000","110,215,000","108,825,000","108,152,000","111,024,000","121,968,000","117,392,000","113,106,000","113,340,000","130,684,000","134,456,000","129,246,000","135,260,000","125,517,000","110,219,000"
			AccountsReceivable,"1,270,020,000","1,028,850,000","711,727,000","598,708,000","700,530,000","450,084,000","409,046,000","425,043,000","452,466,000","425,399,000","417,494,000","419,430,000","420,838,000","416,014,000","411,327,000","389,438,000","377,627,000","391,508,000","380,796,000","371,228,000","383,620,000","391,210,000","373,314,000","377,179,000","352,200,000","328,803,000","298,300,000","266,908,000","255,192,000","214,717,000","185,647,000","174,017,000","169,520,000","165,748,000","163,802,000","165,526,000","176,082,000","160,977,000","161,567,000","158,531,000","164,955,000","169,151,000","161,379,000","154,656,000","153,458,000","144,546,000","144,025,000","97,055,000","89,085,000","89,498,000","96,410,000","114,542,000","148,376,000","182,562,000","191,053,000","198,201,000","199,091,000","184,741,000","194,694,000","195,213,000","187,925,000","192,716,000","180,410,000","156,936,000","152,917,000","154,926,000","107,484,000","107,862,000","110,215,000","108,825,000","108,152,000","111,024,000","121,968,000","117,392,000","113,106,000","113,340,000","130,684,000","134,456,000","129,246,000","131,403,000","125,517,000","105,416,000"
				GrossAccountsReceivable,"1,277,490,000","1,035,688,000","717,875,000","604,221,000","707,580,000","457,127,000","417,557,000","433,575,000","460,490,000","433,426,000","428,818,000","431,703,000","432,554,000","426,574,000","421,068,000","399,148,000","387,733,000","401,309,000","392,177,000","383,862,000","398,791,000","402,586,000","381,200,000","385,433,000","359,991,000","336,494,000","305,760,000","274,017,000","261,211,000","219,232,000","190,176,000","179,093,000","174,095,000","170,866,000","168,314,000","169,864,000","180,591,000","165,980,000","166,890,000","164,787,000","170,442,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,470,000","-6,838,000","-6,148,000","-5,513,000","-7,050,000","-7,043,000","-8,511,000","-8,532,000","-8,024,000","-8,027,000","-11,324,000","-12,273,000","-11,716,000","-10,560,000","-9,741,000","-9,710,000","-10,106,000","-9,801,000","-11,381,000","-12,634,000","-15,171,000","-11,376,000","-7,886,000","-8,254,000","-7,791,000","-7,691,000","-7,460,000","-7,109,000","-6,019,000","-4,515,000","-4,529,000","-5,076,000","-4,575,000","-5,118,000","-4,512,000","-4,338,000","-4,509,000","-5,003,000","-5,323,000","-6,256,000","-5,487,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,"1,119,000","1,800,000","0","6,591,000",,"0","0","5,984,000","4,200,000","2,472,000","0","799,000","2,901,000","1,912,000","6,017,000","15,898,000",,,,"361,000","288,000","1,001,000","0","3,687,000","4,195,000",,,"3,503,000",,,,"3,084,000",,,,"337,000","2,323,000","3,105,000","3,606,000","3,372,000","2,210,000","2,014,000","3,271,000","3,760,000","3,422,000","2,666,000","2,735,000","3,900,000","2,108,000","1,425,000","4,448,000","3,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
