name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
OperatingCashFlow,"-29,096,000","-24,632,000","301,000","-232,000","-4,533,000","-9,316,000","3,954,000","3,812,000","-11,548,000","-16,087,000","-3,529,000","-2,590,000","3,746,000","-13,438,000","985,000","5,213,000","-935,000","-9,434,000","1,528,000","131,000","-1,057,000","-9,546,000","761,000","1,076,000","-6,025,000","-10,931,000","-4,080,000","2,632,000","2,576,000","-8,970,000","-2,013,000","-1,214,000","-3,975,000","-14,398,000","-3,064,000","674,000","-258,000","-2,574,000","-191,000","-463,000","-198,389","-1,083,611","-1,126,976","-355,549","367,673","-871,574","1,533,663","317,073","1,092,358","-2,976,528","89,955","1,531,295","1,241,238","-2,442,540","-824,400","1,624,585","-2,681,643","-3,828,482","-326,322","-2,166,574","-2,664,162","-2,958,570","-2,516,952","-3,733,169","-2,450,163","-3,765,446","-4,003,654","-893,249","-940,643","-1,778,363","-1,425,455","-1,118,191"
	CashFlowFromContinuingOperatingActivities,"-29,096,000","-24,632,000","301,000","-232,000","-4,533,000","-9,316,000","3,954,000","3,812,000","-11,548,000","-16,087,000","-3,529,000","-2,590,000","3,746,000","-13,438,000","985,000","5,213,000","-935,000","-9,434,000","1,528,000","131,000","-1,057,000","-9,546,000","761,000","1,076,000","-6,025,000","-10,931,000","-4,080,000","2,632,000","2,576,000","-8,970,000","-2,013,000","-1,214,000","-3,975,000","-14,398,000","-3,064,000","674,000","-258,000","-2,574,000","-191,000","-463,000","-198,389","-1,083,611","-1,126,976","-355,549","367,673","-871,574","1,533,663","317,073","1,092,358","-2,976,528","89,955","1,531,295","1,241,238","-2,442,540","-824,400","1,624,585","-2,681,643","-3,828,482","-326,322","-2,166,574","-2,664,162","-2,958,570","-2,516,952","-3,733,169","-2,450,163","-3,765,446","-4,003,654","-893,249","-940,643","-1,778,363","-1,425,455","-1,118,191"
		NetIncomeFromContinuingOperations,"51,933,000","-15,183,000","-13,741,000","97,108,000","-16,251,000","-16,917,000","-18,562,000","-4,949,000","-8,236,000","-16,408,000","-16,096,000","-9,362,000","-4,101,000","-5,635,000","-3,430,000","-7,235,000","-338,000","-10,134,000","-2,580,000","-7,246,000","-6,883,000","-10,183,000","-8,625,000","-6,783,000","-8,206,000","-9,724,000","-10,914,000","-6,141,000","-4,891,000","-5,266,000","-5,344,000","-466,000","-2,692,000","-7,709,000","-4,980,000","-2,748,000","-1,791,000","-1,943,000",,,,,,,,"-1,273,046","11,544","-1,029,310","-764,506","-2,009,351","-2,390,028","-4,696,970","-1,443,068","-7,964,922","-3,199,227","-1,769,978","-1,592,612","-3,605,435","-1,565,381","-2,598,174","-2,787,090","-4,302,421","-4,263,565","-3,155,598","-3,208,341","-3,089,771","-4,009,512","-3,964,436","-2,342,838","-2,366,178","-3,485,830","-2,661,976"
		OperatingGainsLosses,,"18,000",,"16,000","35,000","17,000","184,000","-4,000","65,000","32,000","125,000","226,000","101,000","333,000","288,000","47,000","240,000","-87,000","231,000","-146,000","-5,000","83,000","756,000","-18,000","-34,000","136,000","294,000","51,000","57,000","308,000","651,000","-3,000","0","14,000","-36,000","1,000","14,000","15,000","52,000","-3,000","4,055","-13,055","-294,284","5,218","1,031","44,450","-35,041",,,,"-10,345","12,779","0","3,083",,,,,"84,544","0","2,996","3,856","0","0","-197,377","177,377","478,309","532,782","1,151,627","1,145,743",,
			GainLossOnSaleOfPPE,,"18,000",,"16,000","35,000","17,000","184,000","-4,000","65,000","32,000","171,000","101,000","71,000","261,000","217,000","9,000","102,000","-5,000","241,000","7,000","26,000","62,000","326,000","-10,000","-24,000","141,000","193,000","20,000","6,000","57,000","107,000","-3,000","0","14,000","-36,000","1,000","14,000","15,000","52,000","-3,000","4,055","-13,055","-294,284","5,218","1,031","44,450",,,"0","0","-10,345","12,779","0","3,083",,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"-46,000","125,000","30,000","72,000","71,000","38,000","138,000","-82,000","-10,000","-153,000","-31,000","21,000","430,000","-8,000","-10,000","-5,000","101,000","31,000","51,000","251,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"11,186,000","2,867,000","2,833,000","2,828,000","2,658,000","2,122,000","2,167,000","2,479,000","2,458,000","2,444,000","2,383,000","2,393,000","2,362,000","2,228,000","2,223,000","2,128,000","2,204,000","2,199,000","2,271,000","2,267,000","2,286,000","2,304,000","2,441,000","2,358,000","2,289,000","2,211,000","2,066,000","1,519,000","1,382,000","1,311,000","1,303,000","1,254,000","1,132,000","1,085,000","555,000","508,000","496,000","461,000","379,000","467,000","574,419","478,581","429,699","414,304","548,399","529,746","587,585","539,045","605,941","630,713","626,073","602,459","603,675","581,593","516,740","741,753","685,599","738,112","659,588","615,918","543,695","502,585","520,345","480,303","458,099","426,556","493,488","427,880","334,220","298,650","297,611","256,869"
			DepreciationAndAmortization,"11,186,000","2,867,000","2,833,000","2,828,000","2,658,000","2,122,000","2,167,000","2,479,000","2,458,000","2,444,000","2,383,000","2,393,000","2,362,000","2,228,000","2,223,000","2,128,000","2,204,000","2,199,000","2,271,000","2,267,000","2,286,000","2,304,000","2,441,000","2,358,000","2,289,000","2,211,000","2,066,000","1,519,000","1,382,000","1,311,000","1,303,000","1,254,000","1,132,000","1,085,000","555,000","508,000","496,000","461,000","379,000","467,000","574,419","478,581","429,699","414,304","548,399","529,746","587,585","539,045","605,941","630,713","626,073","602,459","603,675","581,593","516,740","741,753","685,599","738,112","659,588","615,918","543,695","502,585","520,345","480,303","458,099","426,556","493,488","427,880","334,220","298,650","297,611","256,869"
				Depreciation,"7,545,000","1,895,000","1,862,000","1,857,000","1,931,000","1,884,000","1,929,000","2,012,000","1,970,000","1,955,000","1,894,000","1,907,000","1,878,000","1,744,000","1,739,000","1,786,000","1,862,000","1,857,000","1,930,000","1,925,000","1,944,000","1,962,000","2,030,000","1,947,000","1,878,000","1,800,000","1,671,000","1,217,000","1,079,000","1,008,000","948,000","899,000","776,000","730,000","552,000","505,000","493,000","458,000","375,000","464,000","571,544","475,456","426,574","406,595","531,524","512,871","570,710","498,392","535,566","560,338","555,698","532,084","533,300","511,218",,,,"655,506","582,398","533,521","477,965","436,853","454,613","414,572","392,369","360,824","427,757","385,923",,,,"256,869"
				AmortizationCashFlow,"3,641,000","972,000","971,000","971,000","727,000","238,000","238,000","467,000","488,000","489,000","489,000","486,000","484,000","484,000","484,000","342,000","342,000","342,000","341,000","342,000","342,000","342,000","411,000","411,000","411,000","411,000","395,000","302,000","303,000","303,000","355,000","355,000","356,000","355,000","3,000","3,000","3,000","3,000","4,000","3,000","2,875","3,125","3,125","7,709","16,875","16,875","16,875","40,653","70,375","70,375","70,375","70,375","70,375","70,375",,,,"82,606","77,190","82,397","65,730","65,732","65,732","65,731","65,730","65,732","65,731","41,957",,,,
					AmortizationOfIntangibles,"3,641,000","972,000","971,000","971,000","727,000","238,000","238,000","467,000","488,000","489,000","489,000","486,000","484,000","484,000","484,000","342,000","342,000","342,000","341,000","342,000","342,000","342,000","411,000","411,000","411,000","411,000","395,000","302,000","303,000","303,000","355,000","355,000","356,000","355,000","3,000","3,000","3,000","3,000","4,000","3,000","2,875","3,125","3,125","7,709","16,875","16,875","16,875","40,653","70,375","70,375","70,375","70,375","70,375","70,375",,,,"82,606","77,190","82,397","65,730","65,732","65,732","65,731","65,730","65,732","65,731","41,957",,,,
		AmortizationOfSecurities,"2,486,000","559,000","635,000","641,000","651,000","555,000","608,000","501,000","130,000","-3,000","-40,000","-147,000","-344,000","-391,000","-241,000","-65,000","-41,000","-15,000","-12,000","-17,000","21,000","38,000","30,000","22,000","18,000","56,000","105,000","133,000","155,000","184,000","178,000","159,000","80,000","83,000","53,000","2,000","-3,000","-3,000","-85,000","9,000","25,065","62,935","86,233","24,977","20,811","47,858","70,993","71,284","75,327","78,775","83,527","85,899","65,192","21,961",,,,,,,,,,,,,,,,,,"0"
		AssetImpairmentCharge,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","6,812,389",,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,"2,000","512,000","68,000","0","179,000","361,000","7,000","51,000","-23,000","-15,000","2,000","-136,000","7,000","191,000",,,"89,000","-62,000","17,000","100,000","-107,000","41,000","49,000","-17,000","0","-16,000","-6,000","8,000","22,000","-40,000","4,552","14,448","4,599","6,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
