name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007
OperatingCashFlow,"1,155,501,000","426,303,000","644,408,000","13,444,000","71,346,000","330,067,000","551,310,000","243,056,000","40,307,000","-24,318,000","543,787,000","110,170,000","175,658,000","271,678,000","413,913,000","154,211,000","110,740,000","277,263,000","450,273,000","109,100,000","44,249,000","175,744,000","311,667,000","103,388,000","52,699,000","166,931,000","226,901,000","23,277,000","57,404,000","68,292,000","250,442,000","12,922,000","59,535,000","73,693,000","227,592,000","15,613,000","41,685,000","42,835,000","161,543,000","41,226,000","23,686,000","12,546,000","143,427,000","16,523,000","56,500,000","4,437,000","106,050,000","30,368,000","30,308,000","9,817,000","57,895,000","45,061,000","51,914,000","17,957,000","45,721,000","8,428,000","22,471,000","-1,417,000","49,784,000","-2,935,000","14,228,000","-14,171,000"
	CashFlowFromContinuingOperatingActivities,"1,155,501,000","426,303,000","644,408,000","13,444,000","71,346,000","330,067,000","551,310,000","243,056,000","40,307,000","-24,318,000","543,787,000","110,170,000","175,658,000","271,678,000","413,913,000","154,211,000","110,740,000","277,263,000","450,273,000","109,100,000","44,249,000","175,744,000","311,667,000","103,388,000","52,699,000","166,931,000","226,901,000","23,277,000","57,404,000","68,292,000","250,442,000","12,922,000","59,535,000","73,693,000","227,592,000","15,613,000","41,685,000","42,835,000","161,543,000","41,226,000","23,686,000","12,546,000","143,427,000","16,523,000","56,500,000","4,437,000","106,050,000","30,368,000","30,308,000","9,817,000","57,895,000","45,061,000","51,914,000","17,957,000","45,721,000","8,428,000","22,471,000","-1,417,000","49,784,000","-2,935,000","14,228,000","-14,171,000"
		NetIncomeFromContinuingOperations,"1,086,943,000","331,395,000","289,366,000","215,289,000","250,893,000","230,289,000","171,494,000","74,798,000","8,052,000","-78,509,000","222,719,000","129,747,000","161,258,000","192,221,000","214,674,000","131,166,000","148,323,000","164,396,000","208,173,000","104,645,000","114,193,000","128,223,000","140,218,000","87,562,000","90,004,000","91,976,000","107,823,000","71,070,000","74,169,000","66,946,000","87,264,000","59,124,000","60,794,000","49,953,000","70,682,000","45,430,000","44,911,000","41,826,000","64,532,000","38,151,000","34,998,000","34,868,000",,,,,"30,104,000",,,"13,661,000","20,226,000","8,460,000",,"4,920,000","12,288,000","5,017,000","3,688,000","4,275,000","13,604,000","4,206,000","2,206,000","5,319,000"
		OperatingGainsLosses,"5,271,000","1,002,000","2,001,000","1,654,000","614,000","1,089,000","1,608,000","2,946,000","752,000","1,521,000","1,029,000","1,606,000","1,850,000","1,365,000","1,546,000","840,000","-299,000","798,000","1,811,000","3,359,000","711,000","1,637,000","2,318,000","3,110,000","2,900,000","812,000","1,043,000","1,018,000","508,000","1,121,000","1,523,000","363,000","1,708,000","874,000","528,000","1,344,000","453,000","1,577,000","644,000","-17,000","192,000","255,000","712,000","210,000","-75,000","477,000","-120,000","-556,000","-40,000","197,000","-250,000","15,000","145,000","39,000","48,000","-33,000","125,000","127,000","206,000","54,000","-200,000","135,000"
			GainLossOnSaleOfPPE,"5,271,000","1,002,000","2,001,000","1,654,000","614,000","1,089,000","1,608,000","2,946,000","752,000","1,521,000","1,029,000","1,606,000","1,850,000","1,365,000","1,546,000","840,000","-299,000","798,000","1,811,000","3,359,000","711,000","1,637,000","2,318,000","3,110,000","2,900,000","812,000","1,043,000","1,018,000","508,000","1,121,000","1,523,000","363,000","1,708,000","874,000","528,000","1,344,000","453,000","1,577,000","644,000","-17,000","192,000","255,000","712,000","210,000","-75,000","477,000","-120,000","-556,000","-40,000","197,000","-250,000","15,000","145,000","39,000",,,,,,,,
		DepreciationAmortizationDepletion,"260,700,000","62,839,000","63,726,000","65,157,000","68,978,000","70,599,000","71,386,000","72,357,000","77,403,000","76,626,000","76,392,000","74,256,000","73,141,000","71,810,000","71,820,000","69,837,000","69,026,000","68,789,000","65,003,000","62,128,000","63,106,000","62,476,000","59,281,000","53,462,000","49,665,000","47,887,000","45,998,000","42,313,000","38,771,000","37,967,000","35,709,000","33,683,000","31,899,000","30,473,000","28,711,000","26,825,000","25,968,000","24,779,000","23,401,000","22,218,000","21,629,000","20,985,000","20,306,000","19,225,000","18,890,000","17,510,000","17,238,000","16,105,000","15,675,000","15,918,000","15,400,000","15,406,000","15,995,000","15,365,000","13,826,000","13,265,000","12,336,000","12,018,000","10,906,000","9,494,000","9,263,000","9,840,000"
			DepreciationAndAmortization,"260,700,000","62,839,000","63,726,000","65,157,000","68,978,000","70,599,000","71,386,000","72,357,000","77,403,000","76,626,000","76,392,000","74,256,000","73,141,000","71,810,000","71,820,000","69,837,000","69,026,000","68,789,000","65,003,000","62,128,000","63,106,000","62,476,000","59,281,000","53,462,000","49,665,000","47,887,000","45,998,000","42,313,000","38,771,000","37,967,000","35,709,000","33,683,000","31,899,000","30,473,000","28,711,000","26,825,000","25,968,000","24,779,000","23,401,000","22,218,000","21,629,000","20,985,000","20,306,000","19,225,000","18,890,000","17,510,000","17,238,000","16,105,000","15,675,000","15,918,000","15,400,000","15,406,000","15,995,000","15,365,000","13,826,000","13,265,000","12,336,000","12,018,000","10,906,000","9,494,000","9,263,000","9,840,000"
		DeferredTax,"-25,781,000","1,009,000","-27,574,000","2,732,000","-1,948,000","1,124,000","-23,753,000","-5,160,000","-1,004,000","5,909,000","5,511,000","-2,742,000","-3,786,000","6,520,000","34,488,000","-1,020,000","-861,000","1,473,000","-19,244,000","-6,534,000","-1,585,000","268,000","23,829,000","4,192,000","-1,500,000","450,000","7,364,000","-2,238,000","32,000","651,000","3,547,000","6,341,000","-948,000","306,000","3,590,000","710,000","-531,000","99,000","3,415,000","6,236,000","-465,000","-513,000","11,395,000","409,000","-35,000","-942,000",,,,,,,,,,,,,,,,"-822,000"
			DeferredIncomeTax,"-25,781,000","1,009,000","-27,574,000","2,732,000","-1,948,000","1,124,000","-23,753,000","-5,160,000","-1,004,000","5,909,000","5,511,000","-2,742,000","-3,786,000","6,520,000","34,488,000","-1,020,000","-861,000","1,473,000","-19,244,000","-6,534,000","-1,585,000","268,000","23,829,000","4,192,000","-1,500,000","450,000","7,364,000","-2,238,000","32,000","651,000","3,547,000","6,341,000","-948,000","306,000","3,590,000","710,000","-531,000","99,000","3,415,000","6,236,000","-465,000","-513,000","11,395,000","409,000","-35,000","-942,000",,,,,,,,,,,,,,,,"-822,000"
		AssetImpairmentCharge,,,"0","0","0","0","2,601,000","9,935,000","40,455,000","19,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
