name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalRevenue,"1,602,503,000","270,693,000","370,820,000","521,206,000","439,784,000","171,920,000","154,075,000","106,117,000","18,026,000","153,561,000","298,011,000","473,666,000","405,992,000","220,575,000","280,028,000","483,175,000","391,921,000","217,166,000","265,505,000","437,712,000","373,750,000","186,357,000","267,597,000","485,318,000","371,136,000","220,241,000","267,857,000","496,939,000","391,616,000","214,592,000","264,537,000","495,834,000","405,151,000","212,290,000","271,959,000","538,389,000","411,292,000","238,610,000","263,173,000","522,255,000","425,882,000","212,442,000","252,040,000"
	OperatingRevenue,"1,602,503,000","270,693,000","370,820,000","521,206,000","439,784,000","171,920,000","154,075,000","106,117,000","18,026,000","153,561,000","298,011,000","473,666,000","405,992,000","220,575,000","280,028,000","483,175,000","391,921,000","217,166,000","265,505,000","437,712,000","373,750,000","186,357,000","267,597,000","485,318,000","371,136,000","220,241,000","267,857,000","496,939,000","391,616,000","214,592,000","264,537,000","495,834,000","405,151,000","212,290,000","271,959,000","538,389,000","411,292,000","238,610,000","263,173,000","522,255,000","425,882,000","212,442,000","252,040,000"
CostOfRevenue,"122,385,000","23,040,000","27,195,000","37,977,000","34,173,000","14,942,000","13,157,000","9,298,000","1,153,000","13,104,000","21,891,000","37,843,000","32,006,000","17,213,000","21,592,000","36,062,000","31,899,000","17,051,000","20,382,000","31,988,000","29,061,000","14,483,000","18,875,000","35,854,000","28,913,000","17,001,000","20,006,000","36,959,000","31,112,000","15,903,000","20,394,000","38,219,000","33,651,000","16,760,000","20,968,000","40,422,000","32,974,000","19,828,000","19,450,000","43,450,000","36,959,000","18,700,000","22,762,000"
GrossProfit,"1,480,118,000","247,653,000","343,625,000","483,229,000","405,611,000","156,978,000","140,918,000","96,819,000","16,873,000","140,457,000","276,120,000","435,823,000","373,986,000","203,362,000","258,436,000","447,113,000","360,022,000","200,115,000","245,123,000","405,724,000","344,689,000","171,874,000","248,722,000","449,464,000","342,223,000","203,240,000","247,851,000","459,980,000","360,504,000","198,689,000","244,143,000","457,615,000","371,500,000","195,530,000","250,991,000","497,967,000","378,318,000","218,782,000","243,723,000","478,805,000","388,923,000","193,742,000","229,278,000"
OperatingExpense,"1,017,752,000","237,596,000","258,376,000","285,036,000","236,744,000","175,794,000","164,120,000","153,724,000","118,094,000","197,966,000","281,072,000","281,088,000","277,656,000","232,099,000","246,568,000","291,517,000","301,121,000","257,427,000","255,909,000","291,802,000","297,921,000","248,609,000","251,357,000","296,823,000","304,173,000","322,695,000","252,825,000","289,120,000","314,632,000","248,743,000","252,499,000","295,700,000","290,840,000","254,264,000","249,079,000","292,373,000","347,338,000","254,655,000","245,603,000","294,943,000","295,837,000","242,021,000","255,260,000"
	SellingGeneralAndAdministration,"199,466,000","46,059,000","56,600,000","53,617,000","43,190,000","31,464,000","22,492,000","24,335,000","21,104,000","26,954,000","87,100,000","64,632,000","67,205,000","42,764,000","43,648,000","51,549,000","71,003,000","63,524,000","52,496,000","54,770,000","69,152,000","52,418,000","42,023,000","57,148,000","72,032,000","67,354,000","41,990,000","47,684,000","73,320,000","51,078,000","35,291,000","50,438,000","58,564,000","45,076,000","37,717,000","47,426,000","112,240,000","39,987,000","34,349,000","58,807,000","49,028,000","42,736,000","29,921,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,"52,496,000","54,770,000","69,152,000","52,418,000","42,023,000","57,148,000","72,032,000","67,354,000","41,990,000","0","0","0","35,291,000","50,438,000","58,564,000","674,000","37,717,000","47,426,000","112,240,000",,,"58,807,000","49,028,000",,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,"2,719,000","2,269,000","7,988,000","3,178,000","2,257,000","2,040,000","1,935,000","20,250,000",,,,,"2,574,000",,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,990,000",,,,"35,291,000","50,438,000","58,564,000",,"37,717,000","47,426,000","112,240,000",,,"58,807,000","49,028,000",,
	DepreciationAmortizationDepletionIncomeStatement,"150,714,000","38,612,000","39,549,000","36,306,000","36,247,000","36,558,000","36,540,000","38,052,000","37,941,000","38,013,000","40,232,000","40,822,000","40,053,000","39,450,000","41,320,000","41,187,000","40,018,000","38,430,000","42,697,000","42,230,000","39,500,000","38,867,000","42,972,000","40,921,000","40,708,000","75,048,000","44,034,000","44,505,000","50,110,000","43,854,000","47,542,000","44,371,000","43,086,000","41,276,000","41,932,000","42,322,000","40,424,000","41,408,000","44,890,000","44,737,000","41,439,000","35,909,000","58,730,000"
