name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,12/31/2016
TotalRevenue,"2,651,100,000","711,900,000","591,800,000","673,700,000","673,600,000","651,900,000","554,400,000","608,100,000","608,100,000","559,100,000","570,700,000","624,741,000","657,209,000","596,637,000","526,013,000","581,803,000","630,330,000","590,382,000","551,089,000","512,273,000"
	OperatingRevenue,"2,651,100,000","711,900,000","591,800,000","673,700,000","673,600,000","651,900,000","554,400,000","608,100,000","608,100,000","559,100,000","570,700,000","624,741,000","657,209,000","596,637,000","526,013,000","581,803,000","630,330,000","590,382,000","551,089,000","512,273,000"
CostOfRevenue,"1,995,000,000","554,800,000","451,900,000","493,600,000","494,600,000","493,800,000","420,800,000","444,500,000","451,700,000","426,800,000","427,700,000","453,116,000","468,589,000","450,569,000","394,125,000","416,083,000","454,753,000","448,149,000","408,539,000","369,908,000"
GrossProfit,"656,100,000","157,100,000","139,900,000","180,100,000","179,000,000","158,100,000","133,600,000","163,600,000","156,400,000","132,300,000","143,000,000","171,625,000","188,620,000","146,068,000","131,888,000","165,720,000","175,577,000","142,233,000","142,550,000","142,365,000"
OperatingExpense,"576,300,000","145,400,000","148,300,000","146,900,000","135,700,000","140,400,000","137,200,000","153,600,000","145,400,000","140,500,000","143,800,000","122,108,000","127,900,000","133,220,000","125,273,000","139,675,000","148,493,000","147,135,000","150,821,000","156,572,000"
	SellingGeneralAndAdministration,"524,900,000","133,400,000","134,900,000","133,600,000","123,100,000","127,900,000","123,300,000","138,400,000","131,800,000","126,900,000","130,300,000","108,681,000","113,964,000","119,413,000","110,143,000","124,343,000","119,246,000","117,817,000","119,775,000","123,681,000"
	DepreciationAmortizationDepletionIncomeStatement,"51,400,000","12,000,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,600,000","13,600,000","13,500,000","13,427,000","13,936,000","13,807,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
		DepreciationAndAmortizationInIncomeStatement,"51,400,000","12,000,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,600,000","13,600,000","13,500,000","13,427,000","13,936,000","13,807,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
			Amortization,"51,400,000","12,000,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,600,000","13,600,000","13,500,000","13,427,000","13,936,000","13,807,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
				AmortizationOfIntangiblesIncomeStatement,"51,400,000","12,000,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,600,000","13,600,000","13,500,000","13,427,000","13,936,000","13,807,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
OperatingIncome,"79,800,000","11,700,000","-8,400,000","33,200,000","43,300,000","17,700,000","-3,600,000","10,000,000","11,000,000","-8,200,000","-800,000","49,517,000","60,720,000","12,848,000","6,615,000","26,045,000","27,084,000","-4,902,000","-8,271,000","-14,207,000"
NetNonOperatingInterestIncomeExpense,"-38,900,000","-10,100,000","-9,700,000","-9,800,000","-9,400,000","-9,600,000","-13,600,000","-14,700,000","-15,400,000","-17,100,000","-17,400,000","-18,071,000","-18,360,000","-18,945,000","-17,124,000","-20,301,000","-27,499,000","-25,069,000","-24,913,000","-24,375,000"
	InterestExpenseNonOperating,"38,900,000","10,100,000","9,700,000","9,800,000","9,400,000","9,600,000","13,600,000","14,700,000","15,400,000","17,100,000","17,400,000","18,071,000","18,360,000","18,945,000","17,124,000","20,301,000","27,499,000","25,069,000","24,913,000","24,375,000"
OtherIncomeExpense,"300,000","-1,000,000","700,000","-100,000","800,000","500,000","1,400,000","900,000","1,700,000","-1,900,000","700,000",,"382,000","1,176,000","-1,453,000","-24,790,000","265,000","49,000","969,000","354,000"
	OtherNonOperatingIncomeExpenses,"300,000","-1,000,000","700,000","-100,000","800,000","500,000","1,400,000","900,000","1,700,000","-1,900,000","700,000",,"382,000","1,176,000","-1,453,000","-24,790,000","265,000","49,000","969,000","354,000"
PretaxIncome,"41,200,000","600,000","-17,400,000","23,300,000","34,700,000","8,600,000","-15,800,000","-3,800,000","-2,700,000","-27,200,000","-17,500,000","31,342,000","42,742,000","-4,921,000","-11,962,000","-19,046,000","-150,000","-29,922,000","-32,215,000","-38,228,000"
TaxProvision,"1,300,000","-100,000","-4,600,000","-3,500,000","9,500,000","2,300,000","-3,800,000","2,300,000","-300,000","-6,700,000","-4,900,000","6,218,000","11,033,000","-1,315,000","-3,135,000","-8,098,000","1,247,000","-7,858,000","-51,539,000","-14,734,000"
NetIncomeCommonStockholders,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,397,000","-22,064,000","19,324,000","-23,494,000"
	NetIncome,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,397,000","-22,064,000","19,324,000","-23,494,000"
		NetIncomeIncludingNoncontrollingInterests,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,397,000","-22,064,000","19,324,000","-23,494,000"
			NetIncomeContinuousOperations,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,397,000","-22,064,000","19,324,000","-23,494,000"
DilutedNIAvailtoComStockholders,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,397,000","-22,064,000","19,324,000","-23,494,000"
BasicEPS,,"0.01","-0.12","0.26","0.24","0.06","-0.11","-0.06","-0.02","-0.2","-0.12","0.24","0.31","-0.04","-0.09","-0.11","-0.02","-0.222","0.195",
