name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989
	ResearchAndDevelopment,"109,691,000","28,643,000","28,673,000","26,759,000","25,616,000","26,415,000","24,548,000","24,482,000","20,676,000","21,787,000","21,654,000","23,868,000","23,126,000","21,688,000","19,890,000","20,334,000","19,338,000","19,822,000","20,245,000","21,243,000","19,620,000","18,791,000","17,334,000","22,787,000","21,706,000","22,297,000","21,797,000","21,391,000","20,422,000","22,290,000","22,821,000","13,397,000","14,975,000","15,480,000","15,113,000","14,428,000","14,615,000","14,671,000","15,786,000","-10,574,000","20,949,000","22,727,000","22,395,000","20,616,000","19,107,000","20,137,000","20,859,000","22,162,000","21,941,000","23,153,000","23,387,000","22,942,000","22,378,000","23,023,000","24,919,000","25,489,000","21,076,000","20,530,000","20,693,000","19,332,000","19,829,000","20,389,000","20,795,000","19,708,000","19,288,000","19,346,000","19,007,000","15,322,000","15,957,000","15,393,000","16,399,000","15,580,000","14,907,000","15,275,000","14,609,000","11,944,000","13,010,000","12,802,000","12,487,000","10,373,000","10,459,000","10,563,000","10,718,000","10,626,000","10,390,000","10,393,000","10,323,000","9,250,000","9,979,000","9,446,000","10,359,000","9,500,000","9,600,000","9,900,000","9,300,000","7,700,000","7,300,000","8,100,000","7,100,000","7,200,000","6,700,000","6,800,000","6,400,000","6,000,000","6,100,000","5,900,000","6,000,000","6,600,000","6,100,000","5,700,000","5,800,000",,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"40,752,000","11,892,000","11,722,000","9,160,000","7,978,000","7,979,000","6,879,000","7,565,000","4,176,000","4,177,000","4,131,000","7,414,000","7,068,000","4,585,000","3,188,000","3,285,000","3,319,000","3,318,000","3,319,000","3,318,000","3,319,000","3,223,000","3,179,000","3,179,000","3,186,000","3,185,000","3,185,000","3,186,000","3,186,000","3,171,000","3,202,000","225,000","116,000","148,000","164,000","211,000","211,000","167,000","209,000","-4,308,000","1,737,000","1,767,000","1,821,000","1,825,000","1,937,000","1,982,000","2,274,000","2,616,000","2,733,000","2,736,000","2,364,000","1,898,000","2,310,000","2,474,000","2,366,000","2,334,000","1,369,000","1,349,000","1,374,000","1,557,000","1,820,000","1,946,000","1,980,000","2,030,000","1,961,000","1,984,000","2,907,000","5,941,000","2,568,000","2,296,000","1,997,000","1,871,000","1,809,000","1,837,000","1,559,000",,,,,,,,,,,"1,950,000","3,064,000","3,194,000","3,148,000","2,975,000","3,012,000","3,200,000","3,300,000","3,200,000","3,600,000","2,600,000","3,500,000","3,900,000","3,600,000","3,100,000","3,200,000","3,300,000","3,300,000","2,900,000","3,000,000","2,900,000","2,700,000","4,100,000","1,600,000","1,600,000","1,500,000","2,000,000","1,800,000","1,200,000","1,400,000","1,200,000","1,100,000","800,000","700,000","500,000","600,000","600,000","600,000","200,000","500,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"40,752,000","11,892,000","11,722,000","9,160,000","7,978,000","7,979,000","6,879,000","7,565,000","4,176,000","4,177,000","4,131,000","7,414,000","7,068,000","4,585,000","3,188,000","3,285,000","3,319,000","3,318,000","3,319,000","3,318,000","3,319,000","3,223,000","3,179,000","3,179,000","3,186,000","3,185,000","3,185,000","3,186,000","3,186,000","3,171,000","3,202,000","225,000","116,000","148,000","164,000","211,000","211,000","167,000","209,000","-4,308,000","1,737,000","1,767,000","1,821,000","1,825,000","1,937,000","1,982,000","2,274,000","2,616,000","2,733,000","2,736,000","2,364,000","1,898,000","2,310,000","2,474,000","2,366,000","2,334,000","1,369,000","1,349,000","1,374,000","1,557,000","1,820,000","1,946,000","1,980,000","2,030,000","1,961,000","1,984,000","2,907,000","5,941,000","2,568,000","2,296,000","1,997,000","1,871,000","1,809,000","1,837,000","1,559,000",,,,,,,,,,,"1,950,000","3,064,000","3,194,000","3,148,000","2,975,000","3,012,000","3,200,000","3,300,000","3,200,000","3,600,000","2,600,000","3,500,000","3,900,000","3,600,000","3,100,000","3,200,000","3,300,000","3,300,000","2,900,000","3,000,000","2,900,000","2,700,000","4,100,000","1,600,000","1,600,000","1,500,000","2,000,000","1,800,000","1,200,000","1,400,000","1,200,000","1,100,000","800,000","700,000","500,000","600,000","600,000","600,000","200,000","500,000",,,,,,,,,,
			Amortization,"40,752,000","11,892,000","11,722,000","9,160,000","7,978,000","7,979,000","6,879,000","7,565,000","4,176,000","4,177,000","4,131,000","7,414,000","7,068,000","4,585,000","3,188,000","3,285,000","3,319,000","3,318,000","3,319,000","3,318,000","3,319,000","3,223,000","3,179,000","3,179,000","3,186,000","3,185,000","3,185,000","3,186,000","3,186,000","3,171,000","3,202,000","225,000","116,000","148,000","164,000","211,000","211,000","167,000","209,000","-4,308,000","1,737,000","1,767,000","1,821,000","1,825,000","1,937,000","1,982,000","2,274,000","2,616,000","2,733,000","2,736,000","2,364,000","1,898,000","2,310,000","2,474,000","2,366,000","2,334,000","1,369,000","1,349,000","1,374,000","1,557,000","1,820,000","1,946,000","1,980,000","2,030,000","1,961,000","1,984,000","2,907,000","5,941,000","2,568,000","2,296,000","1,997,000","1,871,000","1,809,000","1,837,000","1,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"40,752,000","11,892,000","11,722,000","9,160,000","7,978,000","7,979,000","6,879,000","7,565,000","4,176,000","4,177,000","4,131,000","7,414,000","7,068,000","4,585,000","3,188,000","3,285,000","3,319,000","3,318,000","3,319,000","3,318,000","3,319,000","3,223,000","3,179,000","3,179,000","3,186,000","3,185,000","3,185,000","3,186,000","3,186,000","3,171,000","3,202,000","225,000","116,000","148,000","164,000","211,000","211,000","167,000","209,000","-4,308,000","1,737,000","1,767,000","1,821,000","1,825,000","1,937,000","1,982,000","2,274,000","2,616,000","2,733,000","2,736,000","2,364,000","1,898,000","2,310,000","2,474,000","2,366,000","2,334,000","1,369,000","1,349,000","1,374,000","1,557,000","1,820,000","1,946,000","1,980,000","2,030,000","1,961,000","1,984,000","2,907,000","5,941,000","2,568,000","2,296,000","1,997,000","1,871,000","1,809,000","1,837,000","1,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000","-7,925,000","2,803,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"137,680,000","32,344,000","30,855,000","26,914,000","47,567,000","23,062,000","28,969,000","24,792,000","34,409,000","26,004,000","32,066,000","20,706,000","17,014,000","18,625,000","15,824,000","29,405,000","22,360,000","22,257,000","19,632,000","32,909,000","21,973,000","20,990,000","18,410,000","31,890,000","18,674,000","12,999,000","6,711,000","25,415,000","11,817,000","2,085,000","-7,336,000","30,006,000","21,683,000","22,034,000","15,144,000","27,731,000","16,019,000","18,424,000","15,675,000","22,233,000","16,784,000","4,724,000","12,109,000","19,722,000","14,881,000","28,354,000","30,430,000","35,302,000","28,055,000","22,948,000","21,807,000","25,868,000","8,991,000","11,622,000","10,307,000","15,567,000","18,107,000","20,604,000","17,148,000","15,771,000","17,803,000","11,289,000","12,353,000","9,494,000","12,190,000","11,304,000","9,389,000","21,605,000","14,631,000","18,293,000","14,358,000","15,863,000","12,698,000","11,470,000","8,933,000","12,262,000","10,063,000","9,165,000","5,462,000","9,217,000","7,322,000","8,418,000","3,267,000","6,593,000","6,100,000","7,155,000","1,457,000","8,888,000","7,104,000","11,057,000","11,646,000","15,900,000","10,700,000","10,500,000","9,600,000","11,100,000","8,000,000","5,900,000","4,800,000","4,300,000","1,300,000","1,300,000","2,100,000","100,000","-700,000","-800,000","6,000,000","8,500,000","5,700,000","6,000,000","3,100,000","6,500,000","4,200,000","5,100,000","4,100,000","5,600,000","3,800,000","4,100,000","3,800,000","4,000,000","3,600,000","3,000,000","2,400,000","2,900,000","1,500,000","13,600,000","13,600,000","-24,900,000","10,000,000","10,000,000","10,000,000","-15,800,000","6,400,000","6,300,000","6,300,000"
NetNonOperatingInterestIncomeExpense,,,"-3,114,000","-5,865,000","-6,411,000","-4,597,000","-2,395,000","-1,426,000","-2,192,000","-2,476,000","-2,581,000","-2,800,000","-2,944,000","-1,866,000","-1,160,000","-1,116,000","-1,015,000","-1,041,000","-757,000","-972,000","-982,000","-895,000","-861,000","-781,000","-914,000","-749,000","-895,000","-687,000","-537,000","-493,000","-624,000","324,000","-1,922,000","596,000","513,000","55,000","371,000","244,000","531,000","218,000","1,017,000","743,000","592,000","388,000","309,000","714,000","588,000","455,000","615,000","581,000","1,481,000","510,000","560,000","602,000","1,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"589,000","555,000","99,000","4,000","119,000","1,052,000","110,000","122,000","211,000","193,000","377,000","344,000","229,000","259,000","322,000","231,000","408,000","204,000","239,000","257,000","221,000","153,000","260,000","264,000","162,000","293,000","450,000","454,000","515,000","324,000","-1,922,000","596,000","513,000","55,000","371,000","244,000","531,000","218,000","1,017,000","743,000","592,000","388,000","309,000","714,000","588,000","455,000","615,000","581,000","1,481,000","510,000","560,000","602,000","1,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,"3,703,000","6,420,000","6,510,000","4,601,000","2,514,000","2,478,000","2,302,000","2,598,000","2,792,000","2,993,000","3,321,000","2,210,000","1,389,000","1,375,000","1,337,000","1,272,000","1,165,000","1,176,000","1,221,000","1,152,000","1,082,000","934,000","1,174,000","1,013,000","1,057,000","980,000","987,000","947,000","1,139,000","-324,000","1,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-8,901,000","4,501,000","-1,789,000","-6,850,000","-1,649,000","-1,401,000","-1,810,000","-6,739,000","-1,986,000","-1,066,000","-2,170,000","-27,483,000","-1,828,000","-4,335,000","-1,258,000","-6,218,000","-1,123,000","-712,000","-2,692,000","-3,856,000","-2,092,000","-1,363,000","-17,674,000","-94,570,000","-5,442,000","-1,267,000","-936,000","-5,788,000","-3,851,000","-5,352,000","-2,293,000","-3,658,000","-2,787,000","-2,479,000","-1,649,000","-4,180,000","-6,552,000","-4,574,000","-2,039,000","2,171,000","-3,447,000","-8,990,000","-537,000","-839,000","-2,452,000","-1,649,000","-2,741,000","-4,119,000","-13,921,000","-203,000","-24,911,000","-1,132,000","-646,000","-1,142,000","-5,432,000","-7,648,000","410,000","-474,000","-89,000","-8,335,000","-332,000","-710,000","-828,000","-365,000","-266,000","-1,490,000","-2,632,000","5,523,000","-4,896,000","-1,234,000","-1,551,000","2,128,000","-503,000","-403,000","-2,979,000","-726,000","-404,000","-443,000","-319,000","-718,000","-616,000","-1,308,000","-844,000","-572,000","-542,000","-692,000","-587,000","854,000","977,000","1,009,000","-121,000","-300,000","300,000","1,100,000","700,000","1,200,000","1,200,000","1,000,000","400,000","1,200,000","-10,100,000","1,500,000","1,000,000","1,200,000","900,000","1,000,000","600,000","1,000,000","700,000","800,000","400,000","400,000","600,000","400,000","600,000","600,000","600,000","600,000","600,000","700,000","400,000","400,000","600,000","500,000","400,000",,,,,,,,,,
