name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
MarketCap,"2,776,524,487","3,713,183,429","4,759,277,373","3,773,141,920","4,090,080,023","3,267,330,801","2,291,682,529","1,887,609,487","1,834,920,123","1,711,658,955","2,708,094,301","2,492,527,155","2,157,299,971","1,772,623,264","1,384,570,694","2,029,419,546","2,926,658,253","3,367,986,171","3,458,100,125","3,443,374,852","3,071,875,963","2,628,444,858","2,284,630,348","1,399,244,789","1,281,259,508","967,578,799","982,155,133","919,912,767","677,910,808","588,851,937"
EnterpriseValue,"4,133,721,487","4,982,596,429","6,145,375,373","5,249,791,920","5,679,212,023","4,802,139,801","3,958,467,529","3,546,276,487","3,546,172,123","3,309,153,955","4,436,499,301","4,336,712,155","4,005,278,971","3,473,528,264","3,147,550,694","3,810,133,546","4,585,987,253","4,819,304,171","5,005,036,125","4,924,362,852","4,452,721,963","4,017,774,858","3,787,631,348","2,939,908,789","2,725,704,508","2,076,588,799","2,195,426,133","1,752,989,767","1,443,549,808","1,658,083,937"
PeRatio,"19.756","24.266","32.902","23.167","24.893","23.35","16.595","17.978","21.73","28.846","796.667","130.588","113.235","52.9","14.419","18.742","23.649","27.279","48.303","49.277","64.156","46.623","30.495","26.654","46.715","39.859","55.289","17.195","15.829","214.502"
ForwardPeRatio,"16.208","20.492","32.363","24.039","38.76","31.348","22.831","17.422","178.571","24.57","25.707","22.422","25.189","19.011","12.92","11.087","17.513","20.877","20.492","17.731","20.492","18.248","16.051","11.013","18.116","15.823","17.331","14.599","22.831",
PegRatio,,,,"1.318","2.123","1.747","0.737","0.557","5.881","0.809","0.313","0.271","0.302","0.4","1.174","1.008","1.591","0.751","0.738","0.669","0.783","0.773","0.781","0.387","0.913","1.438","1.575","1.328","2.074",
PsRatio,"1.17","1.531","1.936","1.532","1.677","1.377","1.012","0.823","0.806","0.761","1.245","1.181","1.023","0.848","0.663","0.992","1.478","1.716","1.74","1.7","1.423","1.053","2.087","1.48","1.31","1.2","0.72","0.387","0.544","0.435"
PbRatio,"1.598","2.047","2.701","2.24","2.554","2.045","1.477","1.306","1.328","1.199","1.975","1.903","1.703","1.34","1.03","1.603","2.392","2.682","2.887","3.16","2.969","3.122","2.949","2.051","2.1","1.54","1.628","2.052","1.519","2.061"
EnterprisesValueRevenueRatio,"1.72","11.837","10.299","7.319","8.503","11.224","6.337","4.997","5.62","9.012","7.972","5.924","6.666","10.442","6.41","5.485","7.632","15.328","10.214","7.765","8.496","14.133","8.955","5.553","6.121","9.093","5.469","3.715","3.956","8.547"
EnterprisesValueEBITDARatio,"8.153","140.577","46.412","29.257","35.561","87.943","28.597","22.757","22.49","245.687","42.999","22.973","29.015","-280.259","28.421","21.416","34.994","1,560.655","15.343","-15.258","34.531","364.391","49.616","22.709","31.879","269.897","22.715","20.492","35.125","-50.493"
