name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"1,206,164,000","1,227,883,000","1,210,237,000","877,945,000","852,254,000","865,179,000","857,534,000","861,027,000","841,968,000","869,736,000","857,960,000","783,373,000","752,660,000","719,576,000","759,436,000","741,761,000","733,748,000","726,703,000","722,308,000","549,613,000","535,266,000","425,637,000","416,737,000","413,885,000","416,531,000","416,045,000","425,900,000","432,428,000","415,068,000","398,919,000","450,539,000","465,789,000","453,984,000","378,807,000","377,908,000","390,029,000","400,318,000","337,460,000","341,827,000","345,899,000","341,256,000","348,503,000","353,255,000","384,014,000","373,282,000","367,167,000","395,145,000","422,764,000","421,085,000","436,701,000","452,199,000","462,192,000","478,505,000","520,317,000","785,359,000","444,691,000","441,736,000","440,210,000","443,815,000","436,309,000","417,449,000","411,405,000","414,169,000","408,035,000","389,169,000","373,444,000","368,598,000","367,046,000","374,148,000","386,164,000","373,140,000","357,500,000","330,234,000","308,596,000","299,035,000","294,036,000","295,587,000","297,088,000","313,692,000","326,890,000","330,251,000","336,687,000","357,428,000","384,369,000","397,567,000","431,184,000","385,581,000","368,545,000","292,148,000","289,700,000","279,100,000","280,200,000","277,200,000"
	CurrentAssets,"375,379,000","373,825,000","353,312,000","335,747,000","309,117,000","304,173,000","302,832,000","310,377,000","296,885,000","304,512,000","296,860,000","284,911,000","286,560,000","281,769,000","313,174,000","295,741,000","298,075,000","287,879,000","280,378,000","245,690,000","229,985,000","199,250,000","196,266,000","187,488,000","195,426,000","185,212,000","212,250,000","212,633,000","193,032,000","183,327,000","192,010,000","199,042,000","192,137,000","199,802,000","194,783,000","200,816,000","206,483,000","208,468,000","215,026,000","217,905,000","202,800,000","206,821,000","211,694,000","239,016,000","225,404,000","218,127,000","220,549,000","246,674,000","233,884,000","241,981,000","248,561,000","255,533,000","257,999,000","275,222,000","304,925,000","334,544,000","338,526,000","338,647,000","329,063,000","317,569,000","298,541,000","290,803,000","289,265,000","278,952,000","264,654,000","248,370,000","235,490,000","227,355,000","225,135,000","231,654,000","220,390,000","209,497,000","247,628,000","218,947,000","234,474,000","228,144,000","212,114,000","208,738,000","212,099,000","253,155,000","253,944,000","277,062,000","254,379,000","274,959,000","294,185,000","328,090,000","316,753,000","300,613,000","221,519,000","217,200,000","204,900,000","205,600,000","202,400,000"
		CashCashEquivalentsAndShortTermInvestments,"98,805,000","117,393,000","102,395,000","133,853,000","113,562,000","125,054,000","106,630,000","97,494,000","73,701,000","78,944,000","61,405,000","66,093,000","74,074,000","82,043,000","111,814,000","107,261,000","111,127,000","100,057,000","92,149,000","89,126,000","80,014,000","68,108,000","64,739,000","60,497,000","67,892,000","59,959,000","80,089,000","81,051,000","47,542,000","51,146,000","53,549,000","45,007,000","31,741,000","60,980,000","53,690,000","52,058,000","36,337,000","65,788,000","52,863,000","55,758,000","50,358,000","54,835,000","50,655,000","73,999,000","61,337,000","56,781,000","53,938,000","87,373,000","80,002,000","63,328,000","53,216,000","61,035,000","53,565,000","69,001,000","52,141,000","183,271,000","170,652,000","171,714,000","161,745,000","152,293,000","147,436,000","138,315,000","130,994,000","115,339,000","108,848,000","96,043,000","93,453,000","78,270,000","82,319,000","85,329,000","74,194,000","71,146,000","112,574,000","103,597,000","128,235,000","118,816,000","114,555,000","112,632,000","101,240,000","139,575,000","133,551,000","146,500,000","107,899,000","109,895,000","108,154,000","133,878,000","98,278,000","92,972,000","24,514,000","32,600,000","32,000,000","38,100,000","37,400,000"
			CashAndCashEquivalents,"98,805,000","117,393,000","102,395,000","133,853,000","113,562,000","125,054,000","106,630,000","97,494,000","73,701,000","78,944,000","61,405,000","66,093,000","74,074,000","82,043,000","111,814,000","107,261,000","111,127,000","100,057,000","92,149,000","89,126,000","80,014,000","68,108,000","64,739,000","60,497,000","67,892,000","59,959,000","80,089,000","81,051,000","47,542,000","51,146,000","53,549,000","45,007,000","31,741,000","60,980,000","53,690,000","52,058,000","36,337,000","65,788,000","52,863,000","55,758,000","50,358,000","54,835,000","50,655,000","73,999,000","61,337,000","56,781,000","53,938,000","87,373,000","80,002,000","63,328,000","53,216,000","61,035,000","53,565,000","69,001,000","52,141,000","183,271,000","170,652,000","171,714,000","161,745,000","152,293,000","147,436,000","138,315,000","130,994,000","115,339,000","86,385,000","69,286,000","84,170,000","64,014,000","74,360,000","82,334,000","63,220,000","53,192,000","91,997,000","64,035,000","74,049,000","85,750,000","97,478,000","83,633,000","69,264,000","95,487,000","96,215,000","102,959,000","87,894,000","77,169,000","80,021,000","113,858,000","66,770,000","71,675,000","24,514,000","25,300,000","26,700,000","38,100,000","37,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,463,000","26,757,000","9,283,000","14,256,000","7,959,000","2,995,000","10,974,000","17,954,000","20,577,000","39,562,000","54,186,000","33,066,000","17,077,000","28,999,000","31,976,000","44,088,000","37,336,000","43,541,000","20,005,000","32,726,000","28,133,000","20,020,000","31,508,000","21,297,000",,"7,300,000","5,300,000",,
		Receivables,"123,759,000","115,617,000","112,080,000","90,078,000","90,060,000","75,054,000","82,050,000","88,360,000","89,556,000","91,078,000","98,666,000","88,831,000","89,437,000","83,955,000","88,921,000","76,747,000","76,915,000","81,482,000","83,008,000","69,112,000","70,073,000","63,769,000","66,292,000","62,066,000","61,137,000","59,698,000","61,712,000","59,404,000","58,538,000","57,400,000","61,924,000","62,694,000","66,769,000","59,682,000","62,735,000","71,853,000","73,905,000","59,192,000","71,009,000","66,668,000","73,963,000","72,874,000","78,520,000","80,323,000","77,048,000","77,030,000","80,316,000","77,581,000","71,528,000","71,229,000","66,823,000","63,932,000","63,809,000","80,532,000","101,642,000","71,539,000","85,758,000","85,768,000","82,106,000","77,213,000","66,509,000","60,301,000","64,732,000","67,211,000","67,564,000","57,865,000","53,031,000","62,597,000","57,006,000","62,601,000","63,191,000","59,720,000","64,267,000","57,879,000","52,005,000","52,057,000","47,532,000","42,224,000","38,957,000","36,683,000","42,938,000","49,143,000","54,562,000","65,154,000","73,629,000","83,398,000","93,024,000","86,277,000","81,296,000","80,400,000","69,300,000","63,300,000","57,100,000"
			AccountsReceivable,"123,759,000","115,617,000","112,080,000","90,078,000","90,060,000","75,054,000","82,050,000","88,360,000","89,556,000","91,078,000","98,666,000","88,831,000","89,437,000","83,955,000","88,921,000","76,747,000","76,915,000","81,482,000","83,008,000","69,112,000","70,073,000","63,769,000","61,787,000","57,587,000","58,683,000","57,188,000","56,050,000","54,379,000","53,360,000","51,494,000","56,673,000","57,028,000","61,314,000","53,913,000","58,829,000","55,314,000","57,285,000","42,652,000","48,421,000","44,089,000","51,294,000","50,167,000","56,545,000","58,339,000","55,073,000","55,110,000","57,508,000","55,247,000","49,633,000","47,037,000","40,542,000","38,988,000","38,369,000","50,494,000","64,462,000","57,945,000","72,629,000","73,527,000","74,078,000","72,522,000","59,653,000","54,546,000","56,152,000","64,308,000","65,177,000","55,348,000","51,751,000","61,011,000","53,341,000","60,314,000","63,191,000","59,720,000","63,068,000","53,040,000","41,951,000","42,250,000","38,544,000","33,793,000","35,291,000","32,341,000","30,127,000","39,919,000","50,175,000","64,497,000","73,629,000",,,,,,,,
				GrossAccountsReceivable,"124,360,000","116,173,000","112,578,000","90,324,000","90,320,000","75,328,000","82,448,000","88,775,000","89,997,000","91,375,000","98,899,000","89,114,000","89,709,000","84,276,000","89,244,000","77,094,000","77,318,000","82,036,000","83,790,000","69,831,000","70,957,000","64,334,000","62,323,000","58,128,000","59,212,000","57,688,000",,"54,632,000",,"51,776,000","57,108,000","57,601,000","61,996,000","54,564,000","59,652,000","56,153,000","57,926,000","43,026,000","48,769,000","44,504,000",,,"57,223,000","58,902,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-601,000","-556,000","-498,000","-246,000","-260,000","-274,000","-398,000","-415,000","-441,000","-297,000","-233,000","-283,000","-272,000","-321,000","-323,000","-347,000","-403,000","-554,000","-782,000","-719,000","-884,000","-565,000","-536,000","-541,000","-529,000","-500,000",,"-253,000",,"-282,000","-435,000","-573,000","-682,000","-651,000","-823,000","-839,000","-641,000","-374,000","-348,000","-415,000",,,"-678,000","-563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,"8,107,000",,,,"4,505,000","4,479,000","2,454,000","2,510,000","5,662,000","5,025,000","5,178,000","5,906,000","5,251,000","5,666,000","5,455,000","5,769,000","3,906,000","16,539,000","16,620,000","16,540,000","22,588,000","22,579,000","22,669,000","22,707,000","21,975,000","21,984,000","21,975,000","21,920,000","22,808,000","22,334,000","21,895,000","24,192,000","26,281,000","24,944,000","25,440,000","30,038,000","37,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
