name,ttm,03/31/2022,12/31/2021
MarketCap,"701,731,766","926,612,043","935,649,245"
EnterpriseValue,"530,026,479","767,585,682","919,501,122"
PeRatio,"19.453","37",
ForwardPeRatio,"43.668","51.282","84.746"
PsRatio,"1.813","2.753","4.099"
PbRatio,"3.025","4.233","16.631"
EnterprisesValueRevenueRatio,"1.37","6.511","7.579"
EnterprisesValueEBITDARatio,"14.955","62.428","52.692"
