name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
MarketCap,"598,790,947","638,864,712","877,084,414","954,847,632","1,196,551,095","834,514,414","720,927,308","528,302,057","624,948,163","560,811,000","878,749,132","708,265,042","746,258,194","968,626,673","1,371,239,505","1,202,108,262","992,708,854","872,205,505","682,898,380","802,963,623","730,987,403","623,647,836","700,949,546","731,004,002","484,327,784","360,392,962","398,610,359","482,956,482","536,411,705","388,678,824","594,084,689","351,893,251","548,143,467","550,447,186","413,731,318","363,431,660","229,041,998","111,103,223","104,494,449","113,753,774","124,197,669","135,206,098","133,837,043","139,147,564","200,658,568","204,874,084","265,271,445","187,119,117","185,077,494","321,556,883","310,146,693","316,631,023","319,439,400","23,988,130","13,326,739","25,053,564","87,687,475","103,146,057","183,370,768","370,976,825","539,454,997","647,470,213","545,468,363","203,736,848","182,486,876"
EnterpriseValue,"175,571,947","218,417,712","483,868,414","571,236,632","831,640,095","480,388,414","385,916,308","202,354,057","326,862,163","263,284,000","655,880,132","443,353,042","493,995,194","711,266,673","1,130,660,505","970,892,262","743,874,854","728,792,505","543,017,380","665,845,623","593,231,403","482,307,836","558,370,546","595,015,002","345,997,784","217,212,962","254,295,359","336,319,482","402,082,705","258,856,824","537,995,689","288,308,251","447,741,467","420,097,186","271,559,318","259,798,660","118,109,998","-9,299,777","-15,908,551","-30,947,226","-33,052,331","-13,677,902","-27,610,957","-22,300,436","12,259,568","10,319,084","67,234,445","-14,940,951","-22,039,774","119,133,349","104,851,205","295,948,201","290,416,574","-18,656,254","-33,131,363","-26,610,009","24,618,976","32,102,354","98,197,275","251,314,677","412,535,490","615,599,337","502,472,252","143,614,657","122,364,685"
PeRatio,"33.125","19.5","26.15","30.07","38.411","35.762","37.543","4.644","5.371","4.91","7.359","25.057","34.366","38.333","108.875","2,295",,,,,,,,,,,"6.603","7.05","11.536","16.909",,,,,,,,,,,,,,,"47.6","31.696","37.84",,,,,,,,,,,,,,"0.053",,,,
ForwardPeRatio,"30.303",,,,,,,,,"27.248","34.13","45.045","112.36","36.496","60.241","51.02","70.423","153.846","151.515","178.571",,,,"15.699",,"9.891",,"112.36","1,250",,"36.765",,"117.647","76.336",,,,,,,,,,,,"161.29","84.034",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.279",,"7.515","2.429","1.716","0.662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.263","2.396","3.305","3.716","4.73","3.34","2.995","2.203","2.668","2.501","4.109","3.493","3.87","5.054","7.154","6.24","5.083","4.566","4.252","5.06","4.751","4.166","4.931","5.512","3.938","3.213","4.271","5.752","7.776","6.802","11.072","9.152","14.667","14.558","10.931","9.506","6.992","3.381","3.191","3.455","3.88","4.305","4.393","4.569","6.774","6.793","7.664","5.784","7.28","18.656","66.829",,,,,,,,,,,,"15,892.06","5,995.787","5,370.42"
PbRatio,"1.193","1.265","1.778","1.984","2.559","1.841","1.636","1.224","1.501","1.365","2.192","2.387","2.696","3.538","5.245","4.786","4.138","6.683","5.235","6.119","5.705","4.749","5.433","6.011","3.937","2.709","2.731","3.225","3.518","2.417","558.876","397.619","26.123","12.475","8.274","72.31","35.511","11.219","10.55","5.664","4.614","4.039","3.552","3.693","5.075","5.178","7.031","5.478","6.159","12.074","13.467","10.766","9.591","0.573","0.29","0.476","1.459","1.481","2.19","3.197","4.254","24.198","14.762","4.283","3.836"
EnterprisesValueRevenueRatio,"0.66","3.629","7.114","8.149","12.248","7.665","5.704","3.355","5.254","4.539","10.764","7.453","8.364","14.907","21.317","19.76","15.71","16.718","12.264","16.108","14.106","12.891","14.6","15.462","9.603","6.53","7.984","11.866","14.578","11.687","35.005","19.504","41.221","45.947","30.919","29.831","14.198","-1.153","-2.009","-3.734","-3.945","-1.68","-3.299","-2.798","1.65","1.376","8.673","-2.062","-2.659","9.591","23.056",,,,,,,,,,,,,,
EnterprisesValueEBITDARatio,"6.507","-31.35","51.795","49.556","63.576","43.45","34.568","23.919","33.073","441.752","131.756","38.603","46.542","-517.285","114.185","139.076","159.356","231.878","-393.776","-160.483","-498.933","-66.969","322.385","237.152","-212.138","-23.324","-21.572","-52.215","-168.025","-43.078","-74.176","-369.626","-21.474","-16.227","-37.827","-52.815","-44.875","2.485","2.676","6.298","4.338","1.796","5.165","8.051","-11.351","22.779","53.97","-12.454","-13.66","18.023","-11.841","-40.869","-24.109","2.924","5.766","2.408","-1.784","-1.61","-4.479","-10.754","-23.576","-36.913","-41.028","-11.348","-5.578"
