name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"809,235,000","491,538,000","468,599,000","167,389,000","123,643,000"
	CurrentAssets,"420,224,000","405,386,000","433,113,000","123,769,000","80,599,000"
		CashCashEquivalentsAndShortTermInvestments,"185,009,000","201,763,000","295,645,000","28,971,000","19,406,000"
			CashAndCashEquivalents,"185,009,000","201,763,000","295,645,000","28,971,000","19,406,000"
				CashFinancial,"185,009,000","201,763,000","295,645,000","28,971,000","19,406,000"
		Receivables,"162,867,000","150,326,000","124,004,000","91,992,000","59,672,000"
			AccountsReceivable,"14,207,000","153,741,000",,"106,689,000","68,794,000"
				GrossAccountsReceivable,"14,207,000","153,741,000",,"106,689,000","68,794,000"
				AllowanceForDoubtfulAccountsReceivable,,,,"-14,701,000",
			LoansReceivable,"71,610,000","77,492,000","69,571,000",,
			AccruedInterestReceivable,"1,106,000","1,072,000","1,104,000",,
			DuefromRelatedPartiesCurrent,,,,"4,000","5,000"
			OtherReceivables,"98,235,000","94,085,000","70,120,000",,
			ReceivablesAdjustmentsAllowances,"-22,291,000","-22,323,000","-16,791,000","-14,701,000","-9,127,000"
		PrepaidAssets,"8,370,000","8,836,000","10,107,000",,
		RestrictedCash,"63,978,000","44,461,000","3,357,000","2,806,000","1,521,000"
	TotalNonCurrentAssets,"389,011,000","86,152,000","35,486,000","43,620,000","43,044,000"
		NetPPE,"10,862,000","1,801,000","588,000","474,000","502,000"
			GrossPPE,"12,083,000","3,327,000","1,970,000","1,779,000","1,708,000"
				Properties,"0","0","0","0","0"
				MachineryFurnitureEquipment,"2,842,000","2,782,000","1,506,000","1,315,000","1,244,000"
				OtherProperties,"8,722,000",,,,
				ConstructionInProgress,"33,000",,,,
				Leases,"486,000","545,000","464,000","464,000","464,000"
			AccumulatedDepreciation,"-1,221,000","-1,526,000","-1,382,000","-1,305,000","-1,206,000"
		GoodwillAndOtherIntangibleAssets,"374,626,000","77,665,000","29,606,000","30,017,000","30,840,000"
			Goodwill,"161,678,000","52,541,000","21,565,000","21,565,000","21,565,000"
			OtherIntangibleAssets,"212,948,000","25,124,000","8,041,000","8,452,000","9,275,000"
		NonCurrentDeferredAssets,"992,000","929,000","1,528,000",,
		OtherNonCurrentAssets,"2,531,000","5,757,000","3,764,000","13,129,000","11,702,000"
TotalLiabilitiesNetMinorityInterest,"371,146,000","258,304,000","112,676,000","223,025,000","92,237,000"
	CurrentLiabilities,"43,933,000","63,453,000","46,134,000","20,201,000","20,968,000"
		PayablesAndAccruedExpenses,"43,933,000","63,453,000","46,134,000","20,201,000","20,968,000"
			Payables,,,"37,770,000",,
				AccountsPayable,,,"37,770,000",,
			CurrentAccruedExpenses,,,"8,364,000",,
				InterestPayable,,,"197,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"327,213,000","194,851,000","66,542,000","202,824,000","71,269,000"
		LongTermDebtAndCapitalLeaseObligation,"240,915,000","186,591,000","43,626,000","129,368,000","46,602,000"
			LongTermDebt,"240,915,000","186,591,000","43,626,000","129,368,000","46,602,000"
		DerivativeProductLiabilities,"4,350,000","8,260,000","22,916,000","73,456,000","24,667,000"
		PreferredSecuritiesOutsideStockEquity,,,"123,549,000","101,157,000","71,852,000"
		OtherNonCurrentLiabilities,"81,948,000",,,,
TotalEquityGrossMinorityInterest,"438,089,000","233,234,000","355,923,000","-55,636,000","31,406,000"
	StockholdersEquity,"438,089,000","233,234,000","232,374,000","-156,793,000","-40,446,000"
		CapitalStock,"194,699,000","23,000","23,000","298,010,000","288,183,000"
			PreferredStock,"194,675,000","0",,"298,010,000","288,183,000"
			CommonStock,"24,000","23,000","23,000","0","0"
		AdditionalPaidInCapital,"723,394,000","708,175,000","671,906,000","0","0"
		RetainedEarnings,"-470,304,000","-465,264,000","-429,855,000","-453,803,000","-327,629,000"
		TreasuryStock,"9,700,000","9,700,000","9,700,000","1,000,000","1,000,000"
	MinorityInterest,,"0","123,549,000","101,157,000","71,852,000"
TotalCapitalization,"679,004,000","419,825,000","276,000,000","-27,425,000","6,156,000"
PreferredStockEquity,"194,675,000",,,"298,010,000","288,183,000"
CommonStockEquity,"243,414,000","233,234,000","232,374,000","-454,803,000","-328,629,000"
NetTangibleAssets,"63,463,000","155,569,000","202,768,000","-186,810,000","-71,286,000"
WorkingCapital,"376,291,000","341,933,000","386,979,000","103,568,000","59,631,000"
InvestedCapital,"484,329,000","419,825,000","276,000,000","-325,435,000","-282,027,000"
TangibleBookValue,"-131,212,000","155,569,000","202,768,000","-484,820,000","-359,469,000"
TotalDebt,"240,915,000","186,591,000","43,626,000","129,368,000","46,602,000"
NetDebt,"55,906,000",,,"100,397,000","27,196,000"
ShareIssued,"236,520,057","231,452,448","227,147,708","227,147,708","227,147,708"
OrdinarySharesNumber,"235,550,057","230,482,448","226,177,708","227,147,708","227,147,708"
TreasurySharesNumber,"970,000","970,000","970,000",,
