name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"57,034,000","18,385,000","13,076,000","12,062,000","13,511,000","14,255,000","11,505,000","11,753,000","9,007,000","7,721,000","13,034,000","5,778,000","6,477,000","6,143,000","6,929,000","4,105,000","3,913,000","6,246,000","20,407,000","121,910,000","4,665,000","4,874,000","4,019,000","2,243,000","902,000","988,000","1,337,000","1,103,000","1,173,000","977,000","798,000","1,276,000","775,000","976,000","100,697","83,791","141,598","134,063","121,984","134,506","217,135","110,149","127,907","91,756","74,156","235,365","511,772","114,331","56,465","0","0","0","0","0",,,,,,,,,,,,,,,,,
	OperatingRevenue,"57,034,000","18,385,000","13,076,000","12,062,000","13,511,000","14,255,000","11,505,000","11,753,000","9,007,000","7,721,000","13,034,000","5,778,000","6,477,000","6,143,000","6,867,000","3,811,000","3,913,000","6,246,000","20,407,000","121,899,000","4,571,000","4,773,000","3,885,000","2,076,000","574,000","559,000","871,000","736,000","714,000","739,000","639,000","1,129,000","691,000","878,000","8,375","0","0","0","-461,790","134,506","217,135","110,149","127,907","91,756","74,156","235,365","511,772","114,331","56,465","0","0","0","0","0",,,,,,,,,,,,,,,,,
CostOfRevenue,"15,403,000","5,758,000","3,137,000","3,387,000","3,121,000","3,386,000","2,581,000","2,671,000","2,249,000","2,439,000","1,422,000","5,226,000","3,281,000","2,308,000","2,345,000","2,177,000","1,226,000","1,311,000","980,000","1,085,000","816,000","1,064,000","-261,000","418,000","295,000","359,000","523,000","604,000","314,000","509,000","443,000","527,000","510,000","563,000","4,440",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,
GrossProfit,"41,631,000","12,627,000","9,939,000","8,675,000","10,390,000","10,869,000","8,924,000","9,082,000","6,758,000","5,282,000","11,612,000","552,000","3,196,000","3,835,000","4,584,000","1,928,000","2,687,000","4,935,000","19,427,000","120,825,000","3,849,000","3,810,000","4,280,000","1,825,000","607,000","629,000","814,000","499,000","859,000","468,000","355,000","749,000","265,000","413,000","96,257",,,,,"134,506","217,135","110,149","127,907","91,756","74,156","235,365","511,772","114,331","56,465","0","0","0","0","0",,,,,,,,,,,,,,,,,
OperatingExpense,"428,994,000","109,338,000","114,750,000","98,937,000","105,969,000","88,262,000","76,220,000","57,302,000","49,605,000","48,445,000","55,384,000","53,798,000","53,523,000","51,672,000","48,410,000","40,324,000","29,621,000","25,255,000","20,665,000","27,474,000","20,936,000","27,397,000","24,303,000","15,591,000","14,962,000","12,383,000","18,529,000","12,066,000","11,392,000","10,645,000","10,101,000","7,880,000","8,256,000","10,078,000","6,450,309","3,390,628","3,648,555","2,648,358","1,878,773","1,377,853","1,162,009","1,017,747","891,227","795,422","1,163,527","921,450","700,517","559,872","632,957","601,394","690,685","238,667","79,778","58,836","46,079","125,842","5,434","13,160","7,418","10,646","12,620","209,947",,,,,,,,,
	SellingGeneralAndAdministration,"197,789,000","44,327,000","54,580,000","48,489,000","50,393,000","43,394,000","41,152,000","24,265,000","24,463,000","26,299,000","25,429,000","25,234,000","27,772,000","25,122,000","22,536,000","20,102,000","11,039,000","9,961,000","7,138,000","10,214,000","9,092,000","11,887,000","10,237,000","5,267,000","4,220,000","4,495,000","10,130,000","4,711,000","3,072,000","2,219,000","2,387,000","1,854,000","2,361,000","3,385,000","2,564,924","1,114,621","1,507,516","1,249,681","715,716","427,030","244,557","218,675","182,219","158,969","527,226","332,806","284,079","213,896","319,558","284,862","379,383","140,493","79,778","58,836","46,079","125,842","5,434","13,160","7,418","10,646","12,620","209,947",,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"25,122,000","22,536,000","20,102,000","11,039,000","9,961,000","7,138,000","10,214,000","9,092,000","11,887,000","10,237,000","5,267,000","4,220,000","4,495,000","10,130,000","4,711,000","3,072,000","2,219,000","2,387,000","1,854,000","2,361,000","3,385,000","2,564,924","1,114,621","1,507,516","1,249,681",,,,,,,,,,,,,,"140,493",,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,"25,122,000","22,536,000","20,102,000","11,039,000","9,961,000","7,138,000","10,214,000","9,092,000","11,887,000","10,237,000","5,267,000","4,220,000","4,495,000","10,130,000","4,711,000","3,072,000","2,219,000","2,387,000","1,854,000","2,361,000","3,385,000","2,564,924","1,114,621","1,507,516","1,249,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"227,066,000","63,977,000","59,135,000","49,448,000","54,506,000","43,833,000","34,033,000","32,003,000","24,150,000","21,154,000","28,963,000","27,573,000","24,759,000","25,584,000","24,839,000","19,567,000","17,925,000","14,632,000","12,865,000","16,604,000","11,179,000","14,883,000","13,555,000","10,212,000","10,631,000","7,777,000","8,288,000","7,244,000","7,971,000","7,840,000","7,127,000","5,440,000","5,309,000","6,107,000","3,394,654","2,082,252","2,141,039","1,398,677","1,163,057","950,823","917,452","799,072","709,008","636,453","636,301","588,644","416,438","345,976","313,399","316,532","311,302","98,174",,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"4,139,000","1,034,000","1,035,000","1,000,000","1,070,000","1,035,000","1,035,000","1,034,000","992,000","992,000","992,000","991,000","992,000","966,000","1,035,000","655,000","657,000","662,000","662,000","656,000","665,000","627,000","511,000","112,000","111,000","111,000","111,000","111,000","349,000","586,000","587,000","586,000","586,000","586,000","490,731","193,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
