name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"2,992,402,000","2,015,983,000","1,949,697,000","1,899,599,000","1,864,984,000","1,849,737,000","1,801,552,000","1,800,037,000","1,875,636,000","1,717,190,000","1,420,232,000","1,523,467,000","1,509,592,000","1,353,416,000","1,621,439,000","1,124,721,000","1,115,853,000","1,092,465,000","1,366,020,000","1,354,641,000","1,156,352,000","1,001,442,000","852,338,000","779,411,000","685,666,000","699,177,000","701,143,000","579,690,000","579,567,000","609,276,000"
	CurrentAssets,"615,635,000","662,414,000","629,112,000","581,255,000","556,194,000","566,816,000","561,130,000","581,481,000","664,470,000","540,138,000","306,270,000","424,123,000","417,436,000","388,540,000","665,475,000","200,685,000","181,512,000","177,001,000","135,564,000","117,353,000","99,591,000","91,225,000","103,120,000","88,387,000","68,813,000","72,945,000","59,801,000","54,027,000","48,347,000","75,318,000"
		CashCashEquivalentsAndShortTermInvestments,"471,176,000","545,909,000","527,346,000","469,137,000","445,606,000","439,478,000","419,658,000","423,553,000","547,494,000","436,256,000","219,752,000","330,550,000","335,961,000","289,431,000","572,731,000","147,784,000","127,146,000","113,080,000","93,267,000","78,521,000","60,236,000","40,393,000","65,954,000","55,664,000","38,268,000","31,430,000","28,461,000","32,148,000","27,532,000","43,291,000"
			CashAndCashEquivalents,"471,176,000","545,909,000","527,346,000","469,137,000","445,606,000","439,478,000","419,658,000","423,553,000","547,494,000","436,256,000","219,752,000","330,550,000","335,961,000","289,431,000","572,731,000","147,784,000","127,146,000","113,080,000","93,267,000","78,521,000","60,236,000","40,393,000","65,954,000","55,664,000","38,268,000","31,430,000","28,461,000","32,148,000","27,532,000","43,291,000"
		Receivables,"36,177,000","44,449,000","25,550,000","32,306,000","25,268,000","38,662,000","42,448,000","36,552,000","31,051,000","52,441,000","38,630,000","39,432,000","28,724,000","58,332,000","37,138,000","38,275,000","36,230,000","56,801,000","30,110,000","29,196,000","27,617,000","42,365,000","14,532,000","12,548,000","11,451,000","24,019,000","14,598,000","12,018,000","10,583,000","21,706,000"
			AccountsReceivable,"12,886,000","27,257,000","11,137,000","15,480,000","7,024,000","16,447,000","11,899,000","15,251,000","21,082,000","42,268,000","29,398,000","26,566,000","18,919,000","38,960,000","26,145,000","14,932,000","18,620,000","37,272,000","16,358,000","15,721,000","14,988,000","26,873,000","14,435,000","11,575,000","10,446,000","19,079,000","9,890,000","11,374,000","9,444,000","19,275,000"
				GrossAccountsReceivable,"12,886,000","27,257,000","11,137,000","15,481,000","7,030,000","16,454,000","11,964,000","15,335,000","21,161,000","42,379,000","29,435,000","26,620,000","19,005,000","39,044,000","26,219,000","14,952,000","18,638,000","37,304,000","16,453,000","15,800,000","15,106,000","27,560,000","15,108,000","12,218,000","11,083,000","19,708,000","10,836,000","12,319,000","9,832,000","19,674,000"
				AllowanceForDoubtfulAccountsReceivable,"0","0","0","-1,000","-6,000","-7,000","-65,000","-84,000","-79,000","-111,000","-37,000","-54,000","-86,000","-84,000","-74,000","-20,000","-18,000","-32,000","-95,000","-79,000","-118,000","-687,000","-673,000","-643,000","-637,000","-629,000","-946,000","-945,000","-388,000","-399,000"
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,290,000"
			TaxesReceivable,"3,669,000","3,673,000","4,960,000","4,990,000","5,191,000","5,461,000","10,036,000",,,"947,000",,,,"6,824,000",,,,"6,947,000",,,,"4,693,000",,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,"0","0",,"3,060,000","3,020,000","2,984,000","2,925,000","2,914,000","2,864,000","97,000","973,000","1,005,000","4,940,000","4,708,000","644,000","1,139,000","1,141,000"
			OtherReceivables,"19,622,000","13,519,000","9,453,000","11,836,000","13,053,000","16,754,000","20,513,000","21,301,000","9,969,000","9,226,000","9,232,000","12,866,000","9,805,000","12,548,000","10,993,000","23,343,000","14,550,000","9,562,000","10,768,000","10,550,000","9,715,000","7,935,000",,,,,,,,
		Inventory,"1,745,000","1,155,000","4,099,000","1,197,000","468,000","473,000","1,806,000","2,778,000","2,820,000","877,000","2,612,000","2,513,000","3,445,000","5,122,000","6,142,000","3,193,000","4,056,000","2,692,000","550,000","1,447,000","1,331,000","1,802,000","759,000","893,000","1,476,000","4,557,000","2,775,000","767,000","2,011,000","3,012,000"
		PrepaidAssets,"18,476,000","12,869,000","12,827,000","12,019,000","12,804,000","11,881,000","15,274,000","12,160,000","7,263,000","8,025,000","8,649,000","10,068,000","7,254,000","4,947,000","3,813,000","3,796,000","4,051,000","3,929,000",,,,"3,591,000",,,,"5,152,000",,,,"4,355,000"
		RestrictedCash,"88,061,000","58,032,000","58,128,000","58,234,000","58,327,000","76,322,000","81,944,000","86,407,000","63,226,000","42,539,000","31,156,000","35,784,000","30,645,000","30,708,000","39,333,000","73,000","78,000","499,000","3,014,000","859,000","2,502,000","3,074,000","2,455,000","1,656,000","5,300,000","1,962,000","5,018,000","1,696,000","364,000","0"
		CurrentDeferredAssets,,,"1,162,000","8,362,000","13,721,000",,,"7,942,000","10,363,000",,,,"6,530,000",,,"1,648,000","4,596,000",,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,"12,089,000","2,253,000",,"5,471,000","5,776,000","4,877,000",,"6,318,000","5,916,000","5,355,000",,"8,623,000","7,330,000","7,905,000",,"19,420,000","17,626,000","12,318,000","5,825,000","8,949,000","7,398,000","7,857,000","2,954,000"
