name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"256,000,000","11,000,000","85,000,000","55,000,000","105,000,000","-2,000,000","172,000,000","107,000,000","74,000,000","-192,000,000","348,000,000","18,000,000","-185,000,000","-49,000,000","253,000,000","-30,000,000","98,000,000","-38,000,000","237,000,000","104,000,000","67,000,000","-106,000,000","146,000,000","140,000,000","-61,000,000","-117,000,000","488,000,000","128,000,000","18,000,000","-141,000,000"
	CashFlowFromContinuingOperatingActivities,"256,000,000","11,000,000","85,000,000","55,000,000","105,000,000","-2,000,000","172,000,000","107,000,000","74,000,000","-192,000,000","348,000,000","18,000,000","-185,000,000","-49,000,000","253,000,000","-30,000,000","98,000,000","-38,000,000","237,000,000","104,000,000","67,000,000","-106,000,000","146,000,000","140,000,000","-61,000,000","-117,000,000","488,000,000","128,000,000","18,000,000","-141,000,000"
		NetIncomeFromContinuingOperations,"119,000,000","136,000,000","-40,000,000","11,000,000","12,000,000","-11,000,000","-11,000,000","-7,000,000","-51,000,000","-49,000,000","-581,000,000","-16,000,000","-1,029,000,000","-308,000,000","-140,000,000","-237,000,000","11,000,000","-50,000,000","208,000,000","-17,000,000","-4,000,000","-6,000,000","-951,000,000","1,000,000","-10,000,000","-29,000,000","-5,000,000","-239,000,000","-198,000,000","28,000,000"
		OperatingGainsLosses,"-144,000,000","-164,000,000","13,000,000","5,000,000","2,000,000","1,000,000","-8,000,000","7,000,000","1,000,000","3,000,000","5,000,000","1,000,000","2,000,000","13,000,000","32,000,000","162,000,000","-60,000,000","14,000,000","-1,000,000","-19,000,000","-31,000,000","-12,000,000","-1,000,000","-1,000,000","-3,000,000","-2,000,000","23,000,000","2,000,000",,
			GainLossOnSaleOfBusiness,,,"0","0","0","1,000,000","-8,000,000","8,000,000","2,000,000","4,000,000","6,000,000","3,000,000","2,000,000","14,000,000","33,000,000","54,000,000","-60,000,000","15,000,000","-1,000,000","-16,000,000","-25,000,000","-7,000,000","1,000,000",,"1,000,000","0","25,000,000","4,000,000","69,000,000","2,000,000"
			GainLossOnSaleOfPPE,,"-164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0",,,,"0","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-2,000,000","0","-1,000,000","-1,000,000",,,"-1,000,000","0","-3,000,000","-4,000,000","-3,000,000",,,"-3,000,000",,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,"-2,000,000","-2,000,000","-2,000,000","-1,000,000","-1,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000"
		DepreciationAmortizationDepletion,"318,000,000","61,000,000","87,000,000","84,000,000","86,000,000","95,000,000","115,000,000","112,000,000","115,000,000","117,000,000","117,000,000","115,000,000","112,000,000","115,000,000","113,000,000","113,000,000","117,000,000","117,000,000","119,000,000","123,000,000","130,000,000","125,000,000","196,000,000","135,000,000","134,000,000","148,000,000","134,000,000","170,000,000","150,000,000","146,000,000"
			DepreciationAndAmortization,"318,000,000","61,000,000","87,000,000","84,000,000","86,000,000","95,000,000","115,000,000","112,000,000","115,000,000","117,000,000","117,000,000","115,000,000","112,000,000","115,000,000","113,000,000","113,000,000","117,000,000","117,000,000","119,000,000","123,000,000","130,000,000","125,000,000","196,000,000","135,000,000","134,000,000","148,000,000","134,000,000","170,000,000","150,000,000","146,000,000"
		DeferredTax,"11,000,000","31,000,000","-14,000,000","-1,000,000","-5,000,000","-1,000,000","17,000,000","-9,000,000","-20,000,000","-9,000,000","-72,000,000","-8,000,000","-95,000,000","-45,000,000","15,000,000","-43,000,000","-39,000,000","-8,000,000","-223,000,000","24,000,000","-25,000,000","-6,000,000","-4,000,000",,"19,000,000",,,,,
			DeferredIncomeTax,"11,000,000","31,000,000","-14,000,000","-1,000,000","-5,000,000","-1,000,000","17,000,000","-9,000,000","-20,000,000","-9,000,000","-72,000,000","-8,000,000","-95,000,000","-45,000,000","15,000,000","-43,000,000","-39,000,000","-8,000,000","-223,000,000","24,000,000","-25,000,000","-6,000,000","-4,000,000",,"19,000,000",,,,,
		AssetImpairmentCharge,,,"28,000,000",,,,"0","0","0","0","601,000,000","0","1,067,000,000","284,000,000",,,,,"0",,,,"935,000,000",,,,,,,
		ProvisionandWriteOffofAssets,,,"2,000,000",,,,"1,000,000","1,000,000",,,"3,000,000",,,,,,,,,,"-1,000,000","0","1,000,000",,"1,000,000","2,000,000","2,000,000",,"1,000,000","1,000,000"
		StockBasedCompensation,"20,000,000","2,000,000","7,000,000","5,000,000","6,000,000","3,000,000","6,000,000","5,000,000","5,000,000","4,000,000","5,000,000","5,000,000","7,000,000","7,000,000","8,000,000","11,000,000","12,000,000","7,000,000","14,000,000","8,000,000","12,000,000","6,000,000","5,000,000","8,000,000","6,000,000","4,000,000","-14,000,000","28,000,000","0","5,000,000"
		OtherNonCashItems,"6,000,000","1,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","1,000,000","3,000,000","3,000,000","3,000,000","2,000,000","2,000,000","5,000,000","1,000,000","3,000,000","1,000,000","0",,"24,000,000","5,000,000","21,000,000","-18,000,000","7,000,000","18,000,000","-8,000,000","7,000,000","143,000,000","-2,000,000"
		ChangeInWorkingCapital,"-103,000,000","-56,000,000","1,000,000","-50,000,000","2,000,000","-91,000,000","50,000,000","-5,000,000","23,000,000","-261,000,000","267,000,000","-82,000,000","-251,000,000","-117,000,000","220,000,000","-37,000,000","54,000,000","-119,000,000","120,000,000","-15,000,000","-38,000,000","-218,000,000","100,000,000","15,000,000","-215,000,000","-258,000,000","471,000,000","160,000,000","-145,000,000","-319,000,000"
			ChangeInReceivables,"-20,000,000","27,000,000","-11,000,000","-38,000,000","2,000,000","2,000,000","22,000,000","8,000,000","-2,000,000","-42,000,000","191,000,000","-20,000,000","-4,000,000","-60,000,000","173,000,000","-54,000,000","89,000,000","-75,000,000","107,000,000","-6,000,000","41,000,000","-110,000,000","113,000,000","-27,000,000","28,000,000","-141,000,000","208,000,000","116,000,000","66,000,000","-151,000,000"
				ChangesInAccountReceivables,"-20,000,000","27,000,000","-11,000,000","-38,000,000","2,000,000","2,000,000","22,000,000","8,000,000","-2,000,000","-42,000,000","191,000,000","-20,000,000","-4,000,000","-60,000,000","173,000,000","-54,000,000","89,000,000","-75,000,000","107,000,000","-6,000,000","41,000,000","-110,000,000","113,000,000","-27,000,000","28,000,000","-141,000,000","208,000,000","116,000,000","66,000,000","-151,000,000"
			ChangeInPayablesAndAccruedExpense,"29,000,000","-33,000,000","18,000,000","26,000,000","18,000,000","-39,000,000","53,000,000","10,000,000","31,000,000","-55,000,000","96,000,000","-46,000,000","-140,000,000","58,000,000","-20,000,000","-11,000,000","15,000,000","-40,000,000","37,000,000","-1,000,000","-36,000,000","-49,000,000","94,000,000","-15,000,000","-73,000,000","-66,000,000","67,000,000","53,000,000","-40,000,000","-58,000,000"
				ChangeInPayable,"29,000,000","-33,000,000","18,000,000","26,000,000","18,000,000","-39,000,000","53,000,000","10,000,000","31,000,000","-55,000,000","96,000,000","-46,000,000","-140,000,000","58,000,000","-20,000,000","-11,000,000","15,000,000","-40,000,000","37,000,000","-1,000,000","-36,000,000","-49,000,000","94,000,000","-15,000,000","-73,000,000","-66,000,000","67,000,000","53,000,000","-40,000,000","-58,000,000"
					ChangeInAccountPayable,"29,000,000","-33,000,000","18,000,000","26,000,000","18,000,000","-39,000,000","53,000,000","10,000,000","31,000,000","-55,000,000","96,000,000","-46,000,000","-140,000,000","58,000,000","-20,000,000","-11,000,000","15,000,000","-40,000,000","37,000,000","-1,000,000","-36,000,000","-49,000,000","94,000,000","-15,000,000","-73,000,000","-66,000,000","67,000,000","53,000,000","-40,000,000","-58,000,000"
			ChangeInOtherCurrentAssets,"-55,000,000","-69,000,000","15,000,000","-11,000,000","10,000,000","-58,000,000","15,000,000","-10,000,000","1,000,000","-42,000,000","20,000,000","45,000,000","33,000,000","-112,000,000","5,000,000","-21,000,000","-46,000,000","-49,000,000","4,000,000","12,000,000","-13,000,000","-33,000,000","-20,000,000","-1,000,000","-40,000,000","-26,000,000","-13,000,000","118,000,000","-118,000,000","-73,000,000"
			ChangeInOtherCurrentLiabilities,"-85,000,000","-17,000,000","-11,000,000","-26,000,000","-31,000,000","0","-25,000,000","-3,000,000","-8,000,000","-138,000,000","-52,000,000","-61,000,000","-126,000,000","-8,000,000","115,000,000","61,000,000","-57,000,000","50,000,000","-36,000,000","-25,000,000","-37,000,000","-17,000,000","-46,000,000","-74,000,000","-79,000,000","-11,000,000","37,000,000","231,000,000","-28,000,000","-12,000,000"
			ChangeInOtherWorkingCapital,"28,000,000","36,000,000","-10,000,000","-1,000,000","3,000,000","4,000,000","-15,000,000","-10,000,000","1,000,000","16,000,000","12,000,000","0","-14,000,000","5,000,000","-53,000,000","-12,000,000","53,000,000","-5,000,000","8,000,000","5,000,000","7,000,000","-9,000,000","-41,000,000","132,000,000","-51,000,000","-14,000,000","172,000,000","-358,000,000","-25,000,000","-25,000,000"
InvestingCashFlow,"160,000,000","273,000,000","-45,000,000","-28,000,000","-40,000,000","-29,000,000","-42,000,000","-34,000,000","-35,000,000","-23,000,000","-57,000,000","-44,000,000","-41,000,000","-168,000,000","-74,000,000","212,000,000","361,000,000","-39,000,000","-48,000,000","141,000,000","6,000,000","-25,000,000","145,000,000","-1,000,000","-31,000,000","-97,000,000","-56,000,000","-203,000,000","835,000,000","-62,000,000"
	CashFlowFromContinuingInvestingActivities,"160,000,000","273,000,000","-45,000,000","-28,000,000","-40,000,000","-29,000,000","-42,000,000","-34,000,000","-35,000,000","-23,000,000","-57,000,000","-44,000,000","-41,000,000","-168,000,000","-74,000,000","212,000,000","361,000,000","-39,000,000","-48,000,000","141,000,000","6,000,000","-25,000,000","145,000,000","-1,000,000","-31,000,000","-97,000,000","-56,000,000","-203,000,000","835,000,000","-62,000,000"
		NetPPEPurchaseAndSale,"-100,000,000","-34,000,000","-28,000,000","-13,000,000","-25,000,000","-14,000,000","-28,000,000","-18,000,000","-19,000,000","-11,000,000","-39,000,000","-33,000,000","-22,000,000","-52,000,000","-59,000,000","-43,000,000","-31,000,000","-33,000,000","-39,000,000","-20,000,000","13,000,000","-17,000,000","-63,000,000","-31,000,000","-25,000,000","-30,000,000","-36,000,000","-25,000,000","-51,000,000","-54,000,000"
			PurchaseOfPPE,"-100,000,000","-34,000,000","-28,000,000","-13,000,000","-25,000,000","-14,000,000","-28,000,000","-18,000,000","-19,000,000","-11,000,000","-39,000,000","-33,000,000","-23,000,000","-53,000,000","-60,000,000","-43,000,000","-43,000,000","-33,000,000","-39,000,000","-20,000,000","-20,000,000","-17,000,000","-63,000,000","-31,000,000","-25,000,000","-30,000,000","-36,000,000","-25,000,000","-51,000,000","-55,000,000"
			SaleOfPPE,,,,,,,"0","0","0","0","0","0","1,000,000","1,000,000","1,000,000","0","12,000,000",,"0","0","33,000,000",,,,"0","0","0",,"0","1,000,000"
		NetIntangiblesPurchaseAndSale,"-67,000,000","-16,000,000","-18,000,000","-17,000,000","-16,000,000","-16,000,000","-16,000,000","-17,000,000","-17,000,000","-13,000,000","-18,000,000","-12,000,000","-20,000,000","-17,000,000","-14,000,000","-17,000,000","-8,000,000","-6,000,000","-10,000,000","-11,000,000","-7,000,000","-8,000,000","-8,000,000","-11,000,000","-11,000,000","-9,000,000","-7,000,000","-7,000,000","-8,000,000","-5,000,000"
			PurchaseOfIntangibles,"-67,000,000","-16,000,000","-18,000,000","-17,000,000","-16,000,000","-16,000,000","-16,000,000","-17,000,000","-17,000,000","-13,000,000","-18,000,000","-12,000,000","-20,000,000","-17,000,000","-14,000,000","-17,000,000","-8,000,000","-6,000,000","-10,000,000","-11,000,000","-7,000,000","-8,000,000","-8,000,000","-11,000,000","-11,000,000","-9,000,000","-7,000,000","-7,000,000","-8,000,000","-5,000,000"
		NetBusinessPurchaseAndSale,"327,000,000","323,000,000","1,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","-99,000,000","3,000,000","272,000,000","400,000,000",,"0","56,000,000","0","0","0","-1,000,000","3,000,000","-56,000,000","-2,000,000","-147,000,000","916,000,000","-25,000,000"
			PurchaseOfBusiness,,,,,,,"0","0","0","0","0","1,000,000","1,000,000","-99,000,000",,,,,"0","0","0","0","0","-1,000,000","0","-56,000,000","-2,000,000","-153,000,000","-14,000,000","-28,000,000"
			SaleOfBusiness,"327,000,000","323,000,000","1,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000","0","0",,,"3,000,000","272,000,000","400,000,000",,"0","56,000,000","0",,"0","0","3,000,000","0","0","6,000,000","930,000,000","3,000,000"
		NetInvestmentPurchaseAndSale,"0",,,,,,,,,,"0",,,,"1,000,000","0",,,"0","117,000,000",,,"11,000,000",,,,,,,
			SaleOfInvestment,"0",,,,,,,,,,"0",,,,"1,000,000","0",,,"0","117,000,000",,,"11,000,000",,,,,,,
