name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"37,457,000","8,222,000","13,092,000","5,338,000","10,805,000","12,503,000","21,468,000","18,656,000","805,000","-5,309,000","7,022,000","-342,000","519,000","4,877,000","2,550,000","1,057,000","4,215,000","-475,000","1,908,000","66,000","815,000","4,927,000","2,740,000","188,000","1,065,000","-118,000","-3,174,000","799,000","1,260,000","-388,000","509,000","371,000","-3,925,000","4,222,000","-74,000","-379,000"
	CashFlowFromContinuingOperatingActivities,"37,457,000","8,222,000","13,092,000","5,338,000","10,805,000","12,503,000","21,468,000","18,656,000","805,000","-5,309,000","7,022,000","-342,000","519,000","4,877,000","2,550,000","1,057,000","4,215,000","-475,000","1,908,000","66,000","815,000","4,927,000","2,740,000","188,000","1,065,000","-118,000","-3,174,000","799,000","1,260,000","-388,000","509,000","371,000","-3,925,000","4,222,000","-74,000","-379,000"
		NetIncomeFromContinuingOperations,"-60,359,000","-22,831,000","-7,471,000","-11,015,000","-19,042,000","-20,684,000","-5,669,000","-11,310,000","-14,159,000","-20,081,000","-19,865,000","-12,307,000","-5,369,000","-7,830,000","1,802,000","-4,250,000","-5,230,000","-3,161,000","-3,794,000","-3,506,000","-5,811,000","-5,614,000","-1,973,000","-2,390,000","-3,577,000","-5,573,000","-4,263,000","-2,324,000","-3,334,000","-3,743,000","-2,675,000","-2,445,000","-2,377,000","-12,620,000","-5,179,000","-1,428,000"
		OperatingGainsLosses,,,"5,000","10,000","-4,000","14,000","123,000","287,000","-90,000","587,000","1,891,000","2,684,000","-41,000","-171,000","200,000","-164,000","127,000","142,000","39,000","-1,874,000","1,493,000","-59,000","494,000","-6,000","98,000","372,000","202,000","487,000","20,000","272,000",,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,"0","0","0","60,000","-45,000","0","731,000",,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-2,000",,,,"162,000","473,000",,,,,,,"0",,,,"-1,000","0",,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"11,000","0","7,000","8,000","-4,000","14,000","-39,000","-186,000","-90,000","587,000","-97,000","367,000","-41,000","-171,000","200,000","-164,000","127,000","142,000","40,000","-240,000","-123,000","-59,000","158,000","39,000","98,000","-359,000","202,000","487,000","20,000","272,000",,,,"0",,
		DepreciationAmortizationDepletion,"54,722,000","14,262,000","13,508,000","13,751,000","13,201,000","12,468,000","12,073,000","11,696,000","11,658,000","11,737,000","10,899,000","8,570,000","7,765,000","7,387,000","6,743,000","5,387,000","5,045,000","4,172,000","3,802,000","3,066,000","2,648,000","2,398,000","2,295,000","2,424,000","2,560,000","2,515,000","2,374,000","2,037,000","2,039,000","2,001,000","1,994,000","1,858,000","1,807,000","1,798,000","1,244,000","1,209,000"
			DepreciationAndAmortization,"54,722,000","14,262,000","13,508,000","13,751,000","13,201,000","12,468,000","12,073,000","11,696,000","11,658,000","11,737,000","10,899,000","8,570,000","7,765,000","7,387,000","6,743,000","5,387,000","5,045,000","4,172,000","3,802,000","3,066,000","2,648,000","2,398,000","2,295,000","2,424,000","2,560,000","2,515,000","2,374,000","2,037,000","2,039,000","2,001,000","1,994,000","1,858,000","1,807,000","1,798,000","1,244,000","1,209,000"
		DeferredTax,"-7,180,000","-1,341,000","-3,453,000","-4,337,000","1,951,000","-5,340,000","-4,187,000","1,639,000","-637,000","-4,348,000","1,744,000","848,000","-9,213,000","-2,811,000","-153,000","146,000","143,000","132,000","-960,000","306,000","214,000","178,000","278,000","149,000","138,000","-36,000","-243,000","115,000","408,000","-73,000","-347,000","-234,000","308,000","-22,000","643,000","-252,000"
