name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0"
OperatingExpense,"29,117,000","7,556,000","7,755,000","7,126,000","6,679,000","5,372,000","5,521,000","2,029,000","1,707,000"
	SellingGeneralAndAdministration,"18,388,000","5,071,000","4,055,000","5,043,000","4,219,000","3,948,000","4,523,000","737,000","703,000"
		GeneralAndAdministrativeExpense,"18,388,000","5,071,000","4,055,000","5,043,000","4,219,000","3,948,000","4,523,000","737,000","703,000"
			OtherGandA,"18,388,000","5,071,000","4,055,000","5,043,000","4,219,000","3,948,000","4,523,000","737,000","703,000"
	ResearchAndDevelopment,"10,152,000","2,337,000","3,519,000","1,957,000","2,339,000","1,309,000","825,000","1,190,000","904,000"
	DepreciationAmortizationDepletionIncomeStatement,"577,000","148,000","181,000","126,000","121,000","115,000","173,000","102,000","100,000"
		DepreciationAndAmortizationInIncomeStatement,"577,000","148,000","181,000","126,000","121,000","115,000","173,000","102,000","100,000"
OperatingIncome,"-29,117,000","-7,556,000","-7,755,000","-7,126,000","-6,679,000","-5,372,000","-5,521,000","-2,029,000","-1,707,000"
NetNonOperatingInterestIncomeExpense,"688,000","1,833,000","1,414,000","0","-2,560,000","-280,000","-174,000","-54,000","-50,000"
	InterestIncomeNonOperating,"3,246,000","1,833,000","1,413,000",,,"0",,,
	InterestExpenseNonOperating,"2,558,000","0","-1,000","0","2,560,000","280,000","174,000","54,000","50,000"
OtherIncomeExpense,"131,436,000","13,069,000","11,578,000","35,019,000","71,770,000","-47,919,000","-17,838,000","-1,023,000","64,000"
	GainOnSaleOfSecurity,"40,041,000","-2,608,000","2,938,000","13,481,000","26,230,000","-48,500,000","-18,406,000","-1,091,000","-93,000"
	OtherNonOperatingIncomeExpenses,"91,395,000","15,677,000","8,640,000","21,538,000","45,540,000","581,000","568,000","68,000","157,000"
PretaxIncome,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
NetIncomeCommonStockholders,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
	NetIncome,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
		NetIncomeIncludingNoncontrollingInterests,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
			NetIncomeContinuousOperations,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
DilutedNIAvailtoComStockholders,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
BasicEPS,,"0.05","0.04","0.2","0.93","-0.379",,"-0.022","-0.012"
DilutedEPS,,"0.05","0.04","0.2","0.63","-0.379",,"-0.022","-0.012"
BasicAverageShares,,"136,825,016","136,762,136","136,749,956","67,548,052","141,248,470",,"141,248,470","141,248,470"
DilutedAverageShares,,"141,732,403","142,066,042","141,239,965","78,628,591","141,248,470",,"141,248,470","141,248,470"
TotalOperatingIncomeAsReported,,"-7,556,000",,"-7,126,000",,"-5,372,000",,"-2,029,000",
TotalExpenses,"29,117,000","7,556,000","7,755,000","7,126,000","6,679,000","5,372,000","5,521,000","2,029,000","1,707,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
NormalizedIncome,"78,982,400","8,910,800","3,092,260","18,051,870","43,383,100","-5,071,000","-5,127,000","-2,015,000","-1,600,000"
InterestIncome,"3,246,000","1,833,000","1,413,000",,,"0",,,
InterestExpense,"2,558,000","0","-1,000","0","2,560,000","280,000","174,000","54,000","50,000"
NetInterestIncome,"688,000","1,833,000","1,414,000","0","-2,560,000","-280,000","-174,000","-54,000","-50,000"
EBIT,"105,565,000","7,346,000","5,236,000","27,893,000","65,091,000","-53,291,000","-23,359,000","-3,052,000","-1,643,000"
EBITDA,"106,471,000"
ReconciledDepreciation,"906,000","269,000","462,000","126,000","49,000","187,000","173,000","102,000","100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"103,007,000","7,346,000","5,237,000","27,893,000","62,531,000","-53,571,000","-23,533,000","-3,106,000","-1,693,000"
TotalUnusualItemsExcludingGoodwill,"40,041,000","-2,608,000","2,938,000","13,481,000","26,230,000","-48,500,000","-18,406,000","-1,091,000","-93,000"
TotalUnusualItems,"40,041,000","-2,608,000","2,938,000","13,481,000","26,230,000","-48,500,000","-18,406,000","-1,091,000","-93,000"
NormalizedEBITDA,"66,430,000","10,223,000","2,760,000","14,538,000","38,982,000","-4,604,000","-4,780,000","-1,859,000","-1,450,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0","0","0","0"
TaxEffectOfUnusualItems,"16,016,400","-1,043,200","793,260","3,639,870","7,082,100","0","0","0","0"
