name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"275,353,000","49,967,000","66,351,000","80,938,000","78,097,000","56,159,000","21,845,000","46,053,000","46,997,000","5,690,000","10,067,000","60,941,000"
	CashFlowFromContinuingOperatingActivities,"275,353,000","49,967,000","66,351,000","80,938,000","78,097,000","56,159,000","21,845,000","46,053,000","46,997,000","5,690,000","10,067,000","60,941,000"
		NetIncomeFromContinuingOperations,"136,697,000","30,641,000","35,997,000","27,444,000","42,615,000","11,065,000","-43,386,000","629,000","7,252,000","-1,986,000","-27,746,000","-5,550,000"
		OperatingGainsLosses,"-473,000","-4,934,000","-694,000","7,173,000","-2,018,000","15,813,000","40,020,000","-6,606,000","1,949,000","-4,770,000","20,791,000","16,488,000"
			NetForeignCurrencyExchangeGainLoss,"864,000","2,430,000","73,000","-382,000","-1,257,000","2,354,000","-590,000","-5,142,000","12,000","-4,876,000","-8,330,000","14,794,000"
			GainLossOnInvestmentSecurities,"-7,706,000","-7,364,000","-771,000","1,190,000","-761,000","-853,000","-3,652,000","-1,464,000","1,937,000","106,000","-1,047,000","1,694,000"
		DepreciationAmortizationDepletion,"149,290,000","36,049,000","38,146,000","37,634,000","37,461,000","37,661,000","36,405,000","36,101,000","35,034,000","36,023,000","36,591,000","36,552,000"
			DepreciationAndAmortization,"149,290,000","36,049,000","38,146,000","37,634,000","37,461,000","37,661,000","36,405,000","36,101,000","35,034,000","36,023,000","36,591,000","36,552,000"
				Depreciation,"64,648,000","15,867,000","16,703,000","16,395,000","15,683,000","15,379,000","15,975,000","15,901,000","15,323,000","16,110,000","16,586,000","16,731,000"
				AmortizationCashFlow,"84,642,000","20,182,000","21,443,000","21,239,000","21,778,000","22,282,000","20,430,000","20,200,000","19,711,000","19,913,000","20,005,000","19,821,000"
					AmortizationOfIntangibles,"84,642,000","20,182,000","21,443,000","21,239,000","21,778,000","22,282,000","20,430,000","20,200,000","19,711,000","19,913,000","20,005,000","19,821,000"
		DeferredTax,"5,554,000","5,633,000","-11,847,000","4,627,000","7,141,000","-3,637,000","-23,182,000","8,059,000","-1,554,000","-6,683,000","-5,970,000","-10,025,000"
			DeferredIncomeTax,"5,554,000","5,633,000","-11,847,000","4,627,000","7,141,000","-3,637,000","-23,182,000","8,059,000","-1,554,000","-6,683,000","-5,970,000","-10,025,000"
		AssetImpairmentCharge,,,,,,,"0",,,,"11,000",
		StockBasedCompensation,"14,959,000","4,538,000","3,381,000","3,547,000","3,493,000","3,449,000","6,968,000","901,000","1,393,000","1,725,000","1,762,000","1,666,000"
		OtherNonCashItems,"-3,741,000","-55,000","-4,681,000","209,000","786,000","-629,000","2,852,000","2,134,000","1,958,000","1,142,000","1,435,000","1,146,000"
		ChangeInWorkingCapital,"-26,933,000","-21,905,000","6,049,000","304,000","-11,381,000","-7,563,000","2,168,000","4,835,000","965,000","-19,761,000","-16,807,000","14,883,000"
			ChangeInReceivables,"-17,762,000","-6,387,000","-10,608,000","20,853,000","-21,620,000","-4,134,000","-2,591,000","9,342,000","-4,376,000","-433,000","1,276,000","8,206,000"
				ChangesInAccountReceivables,"-17,762,000","-6,387,000","-10,608,000","20,853,000","-21,620,000","-4,134,000","-2,591,000","9,342,000","-4,376,000","-433,000","1,276,000","8,206,000"
			ChangeInInventory,"-12,021,000","9,323,000","-16,816,000","-2,659,000","-1,869,000","1,099,000","-3,391,000","1,816,000","6,912,000","-1,553,000","-1,485,000","-2,883,000"
			ChangeInPayablesAndAccruedExpense,"10,011,000","-10,263,000","29,633,000","-18,981,000","9,622,000","1,083,000","2,044,000","11,379,000","-7,130,000","-9,067,000","-16,654,000","24,452,000"
				ChangeInPayable,"394,000","-12,742,000","20,052,000","-15,371,000","8,455,000","6,625,000","1,826,000","1,103,000","-8,218,000","-733,000","5,017,000","2,987,000"
					ChangeInAccountPayable,"394,000","-12,742,000","20,052,000","-15,371,000","8,455,000","6,625,000","1,826,000","1,103,000","-8,218,000","-733,000","5,017,000","2,987,000"
				ChangeInAccruedExpense,"9,617,000","2,479,000","9,581,000","-3,610,000","1,167,000","-5,542,000","218,000","10,276,000","1,088,000","-8,334,000","-21,671,000","21,465,000"
			ChangeInOtherCurrentAssets,"-14,597,000","-9,275,000","-9,804,000","908,000","3,574,000","-2,606,000","-4,742,000","-1,836,000","1,145,000","-515,000","3,563,000","3,236,000"
			ChangeInOtherCurrentLiabilities,"-1,963,000","-81,000","-79,000","-195,000","-1,608,000","1,513,000","-1,069,000","248,000","225,000","-61,000","1,523,000","-334,000"
			ChangeInOtherWorkingCapital,"9,399,000","-5,222,000","13,723,000","378,000","520,000","-4,518,000","11,917,000","-16,114,000","4,189,000","-8,132,000","-5,030,000","-17,794,000"
InvestingCashFlow,"-148,797,000","-35,483,000","-72,263,000","-16,596,000","-24,455,000","-46,519,000","-18,774,000","-116,482,000","-10,449,000","-12,989,000","-20,621,000","-11,768,000"
	CashFlowFromContinuingInvestingActivities,"-148,797,000","-35,483,000","-72,263,000","-16,596,000","-24,455,000","-46,519,000","-18,774,000","-116,482,000","-10,449,000","-12,989,000","-20,621,000","-11,768,000"
		NetPPEPurchaseAndSale,"-116,766,000","-35,546,000","-41,264,000","-16,109,000","-23,847,000","-20,942,000","-19,867,000","-10,202,000","-10,449,000","-12,989,000","-20,621,000","-11,768,000"
			PurchaseOfPPE,"-116,766,000","-35,546,000","-41,264,000","-16,109,000","-23,847,000","-20,942,000","-19,867,000","-10,202,000","-10,449,000","-12,989,000","-20,621,000","-11,768,000"
		NetBusinessPurchaseAndSale,"-31,393,000","0","-31,015,000","230,000","-608,000","-25,577,000","1,093,000",,,"0","0",
			PurchaseOfBusiness,"-31,393,000","0","-31,015,000","230,000","-608,000","-25,577,000","1,093,000",,,"0","0",
		NetOtherInvestingChanges,,"63,000","16,000",,,,,,,,,
FinancingCashFlow,"-113,952,000","-449,000","-1,782,000","-103,414,000","-8,307,000","-3,783,000","-10,529,000","90,479,000","-55,825,000","49,307,000","-17,219,000","-91,362,000"
	CashFlowFromContinuingFinancingActivities,"-113,952,000","-449,000","-1,782,000","-103,414,000","-8,307,000","-3,783,000","-10,529,000","90,479,000","-55,825,000","49,307,000","-17,219,000","-91,362,000"
		NetIssuancePaymentsOfDebt,,,"0","-100,000,000","0","0","-1,116,300,000","94,700,000","-55,583,000","49,858,000","276,812,000","313,874,000"
			NetLongTermDebtIssuance,,,"100,000,000","-100,000,000","0","0","-1,116,300,000","94,700,000","-5,583,000","-142,000","276,812,000","313,874,000"
				LongTermDebtIssuance,,,"0",,,,"0","100,000,000",,,"2,826,200,000","318,400,000"
				LongTermDebtPayments,,,,"-100,000,000","0","0","-1,116,300,000","-5,300,000","-55,583,000","-142,000","-2,549,388,000","-4,526,000"
			NetShortTermDebtIssuance,,,,,"0","0",,,,"50,000,000",,
				ShortTermDebtIssuance,,,,,"0","0",,,,"50,000,000",,
		CashDividendsPaid,,,,,,,"0","0",,,"-280,117,000","-401,998,000"
			CommonStockDividendPaid,,,,,,,"0","0",,,"-280,117,000","-401,998,000"
		NetOtherFinancingCharges,"-12,518,000","-449,000","-348,000","-3,414,000","-8,307,000","-3,783,000","-16,190,000","-4,221,000","-242,000","-551,000","-13,914,000","-3,238,000"
EndCashPosition,"120,620,000","121,446,000","106,924,000","114,919,000","156,224,000","108,016,000","102,454,000","108,445,000","86,357,000","105,187,000","63,025,000","86,283,000"
	ChangesInCash,"12,604,000","14,035,000","-7,694,000","-39,072,000","45,335,000","5,857,000","-7,458,000","20,050,000","-19,277,000","42,008,000","-27,773,000","-42,189,000"
	EffectOfExchangeRateChanges,"826,000","487,000","-301,000","-2,233,000","2,873,000","-295,000","1,467,000","2,038,000","447,000","154,000","4,515,000","-8,895,000"
	BeginningCashPosition,"108,016,000","106,924,000","114,919,000","156,224,000","108,016,000","102,454,000","108,445,000","86,357,000","105,187,000","63,025,000","86,283,000","137,367,000"
IncomeTaxPaidSupplementalData,"53,951,000","13,505,000","20,085,000","9,137,000","11,224,000","11,561,000","14,338,000","12,982,000","-5,200,000","1,868,000","17,976,000","32,754,000"
InterestPaidSupplementalData,"54,836,000","15,809,000","5,046,000","17,111,000","16,870,000","19,745,000","47,311,000","276,690,000","-176,295,000","63,570,000","58,557,000","163,658,000"
CapitalExpenditure,"-116,766,000","-35,546,000","-41,264,000","-16,109,000","-23,847,000","-20,942,000","-19,867,000","-10,202,000","-10,449,000","-12,989,000","-20,621,000","-11,768,000"
IssuanceOfDebt,,,"0","0","0","0","0","100,000,000","0","50,000,000","2,826,200,000","318,400,000"
RepaymentOfDebt,,,"0","-100,000,000","0","0","-1,116,300,000","-5,300,000","-55,583,000","-142,000","-2,549,388,000","-4,526,000"
FreeCashFlow,"158,587,000","14,421,000","25,087,000","64,829,000","54,250,000","35,217,000","1,978,000","35,851,000","36,548,000","-7,299,000","-10,554,000","49,173,000"
