name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"603,691,000","166,053,000","138,256,000","141,846,000","157,536,000","144,802,000","119,730,000","117,406,000","118,930,000","87,818,000","62,959,000","69,273,000","73,687,000","74,739,000","64,646,000","69,463,000","76,973,000","78,385,000","68,518,000","73,807,000","80,208,000","80,833,000","71,195,000","73,515,000","78,055,000","80,806,000","67,593,000","70,648,000","76,462,000","76,388,000","70,568,000","67,965,000","76,947,000","68,028,000","59,735,000","61,724,000","67,889,000","65,405,000","62,848,000","73,014,000","80,719,000","87,436,000","77,233,000","78,593,000","84,268,000","86,978,000","80,449,000","72,349,000","53,188,000","56,291,000","45,776,000","47,043,000","43,805,000","39,664,000","33,756,000","36,554,000","43,105,000","40,009,000","37,315,000","37,787,000","42,112,000","43,743,000","36,546,000","27,838,000","27,838,000","27,838,000","15,719,000","14,660,000","14,660,000","14,660,000","10,164,000","10,165,000","10,165,000","10,165,000"
	OperatingRevenue,"603,691,000","166,053,000","138,256,000","141,846,000","157,536,000","144,802,000","119,730,000","117,406,000","118,930,000","87,818,000","62,959,000","69,273,000","73,687,000","74,739,000","64,646,000","69,463,000","76,973,000","78,385,000","68,518,000","73,807,000","80,208,000","80,833,000","71,195,000","73,515,000","78,055,000","80,806,000","67,593,000","70,648,000","76,462,000","76,388,000","70,568,000","67,965,000","76,947,000","68,028,000","59,735,000","61,724,000","67,889,000","65,405,000","62,848,000","73,014,000","80,719,000","87,436,000","77,233,000","78,593,000","84,268,000","86,978,000","80,449,000","72,349,000","53,188,000","56,291,000","45,776,000","47,043,000","43,805,000","39,664,000","33,756,000","36,554,000","43,105,000","40,009,000","37,315,000","37,787,000","42,112,000","43,743,000","36,546,000","27,838,000","27,838,000","27,838,000","15,719,000","14,660,000","14,660,000","14,660,000","10,164,000","10,165,000","10,165,000","10,165,000"
CostOfRevenue,"394,420,000","104,891,000","90,829,000","94,513,000","104,187,000","95,628,000","78,093,000","74,285,000","78,101,000","58,039,000","41,771,000","48,130,000","51,924,000","54,610,000","49,914,000","50,418,000","55,488,000","54,926,000","47,766,000","51,930,000","56,964,000","57,046,000","49,673,000","51,101,000","54,301,000","56,214,000","47,547,000","49,606,000","55,594,000","54,910,000","51,653,000","49,551,000","56,527,000","47,327,000","42,260,000","43,817,000","48,876,000","45,667,000","45,072,000","50,121,000","56,378,000","60,808,000","53,408,000","54,248,000","55,854,000","56,562,000","53,051,000","48,342,000","34,791,000","36,484,000","29,310,000","30,144,000","27,937,000","25,024,000","21,607,000","24,485,000","28,518,000","26,259,000","24,635,000","24,096,000","28,327,000","30,074,000","24,794,000","17,926,000",,,,,,,,,,
GrossProfit,"209,271,000","61,162,000","47,427,000","47,333,000","53,349,000","49,174,000","41,637,000","43,121,000","40,829,000","29,779,000","21,188,000","21,143,000","21,763,000","20,129,000","14,732,000","19,045,000","21,485,000","23,459,000","20,752,000","21,877,000","23,244,000","23,787,000","21,522,000","22,414,000","23,754,000","24,592,000","20,046,000","21,042,000","20,868,000","21,478,000","18,915,000","18,414,000","20,420,000","20,701,000","17,475,000","17,907,000","19,013,000","19,738,000","17,776,000","22,893,000","24,341,000","26,628,000","23,825,000","24,345,000","28,414,000","30,416,000","27,398,000","24,007,000","18,397,000","19,807,000","16,466,000","16,899,000","15,868,000","14,640,000","12,149,000","12,069,000","14,587,000","13,750,000","12,680,000","13,691,000","13,785,000","13,669,000","11,752,000","9,912,000",,,,,,,,,,
OperatingExpense,"213,493,000","58,771,000","52,041,000","51,668,000","51,013,000","51,672,000","44,897,000","41,389,000","38,653,000","30,132,000","23,329,000","22,601,000","22,968,000","23,575,000","21,255,000","19,624,000","20,998,000","21,850,000","20,163,000","20,545,000","21,735,000","22,582,000","21,965,000","22,498,000","22,889,000","23,410,000","20,754,000","21,264,000","21,975,000","21,496,000","21,167,000","20,630,000","22,359,000","20,206,000","18,512,000","19,153,000","22,278,000","22,880,000","23,074,000","25,441,000","25,372,000","27,114,000","27,258,000","29,561,000","30,645,000","30,393,000","29,979,000","25,987,000","17,739,000","17,332,000","15,210,000","15,571,000","14,796,000","14,047,000","18,756,000","13,138,000","34,928,000","15,461,000","19,435,000","12,556,000","13,045,000","12,996,000","11,412,000","7,424,000",,,,,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,"23,304,000","22,576,000","22,943,000","16,612,000","40,607,000","13,509,000","14,559,000","20,715,000","18,976,000","19,335,000","20,487,000","21,197,000","20,276,000","20,818,000","21,330,000","22,013,000","19,465,000","19,857,000","20,610,000","20,093,000","19,838,000","19,296,000","20,969,000","18,974,000","17,337,000","17,863,000","20,855,000","21,259,000","21,449,000","23,520,000","23,331,000","25,238,000","25,170,000","27,547,000","27,365,000","26,828,000","26,278,000","23,403,000","17,615,000","17,211,000","18,503,000","14,408,000","14,643,000","13,680,000","15,947,000","11,732,000","13,600,000","12,678,000","16,743,000","10,021,000","10,438,000","10,942,000","8,923,000","6,912,000",,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,"12,986,000","11,542,000","11,622,000","4,944,000","31,538,000","4,297,000","4,741,000","10,733,000","9,721,000","9,859,000","10,239,000","10,883,000","10,045,000","10,030,000","10,284,000","10,523,000","8,870,000","9,173,000","9,462,000","9,241,000","9,186,000","9,018,000","10,006,000","8,859,000","8,054,000","8,478,000","9,669,000","10,068,000","9,370,000","10,611,000","10,353,000","11,788,000","11,338,000","13,545,000","12,999,000","13,243,000","13,017,000","12,258,000","10,477,000","9,998,000","12,451,000","8,057,000","8,963,000","8,345,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,"12,986,000","11,542,000","11,622,000","4,944,000","31,538,000","4,297,000","4,741,000","10,733,000","9,721,000","9,859,000","10,239,000","10,883,000","10,045,000","10,030,000","10,284,000","10,523,000","8,870,000","9,173,000","9,462,000","9,241,000","9,186,000","9,018,000","10,006,000","8,859,000","8,054,000","8,478,000","9,669,000","10,068,000","9,370,000","10,611,000","10,353,000","11,788,000","11,338,000","13,545,000","12,999,000","13,243,000","13,017,000","12,258,000","10,477,000","9,998,000","12,451,000","8,057,000","8,963,000","8,345,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,"10,318,000","11,034,000","11,321,000","11,668,000","9,069,000","9,212,000","9,818,000","9,982,000","9,255,000","9,476,000","10,248,000","10,314,000","10,231,000","10,788,000","11,046,000","11,490,000","10,595,000","10,684,000","11,148,000","10,852,000","10,652,000","10,278,000","10,963,000","10,115,000","9,283,000","9,385,000","11,186,000","11,191,000","12,079,000","12,909,000","12,978,000","13,450,000","13,832,000","14,002,000","14,366,000","13,585,000","13,261,000","11,145,000","7,138,000","7,213,000","6,052,000","6,351,000","5,680,000","5,335,000",,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,"998,000","1,088,000","1,139,000","1,163,000","1,136,000","1,273,000","1,568,000","1,560,000","1,438,000","1,277,000","1,170,000","1,292,000","1,250,000","1,288,000","1,223,000","1,228,000","1,264,000","1,148,000","1,093,000","1,204,000","1,316,000","1,515,000","1,448,000","1,590,000","1,700,000","1,536,000","1,743,000","1,676,000","1,917,000","1,938,000","2,061,000","1,665,000",,"1,018,000",,"1,103,000",,,,"1,041,000","787,000","684,000","593,000","438,000","507,000",,"434,000","300,000",,,,,,,,,,
