name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
OperatingCashFlow,"222,870,000","32,681,000","65,310,000","51,225,000","73,654,000","18,380,000","25,664,000","48,338,000","34,987,000","18,403,000","22,897,000","20,493,000","2,686,000","-6,609,000","139,000","84,000","-15,135,000","-5,192,000","10,133,000","-5,862,000","5,999,000","-11,033,000","-4,231,000","-16,949,000","-10,627,000","-10,962,000","2,671,000","-21,252,000","-18,114,000","-28,047,000","329,000","-767,000","-4,992,000","-25,986,000","-16,291,000","-16,205,000","-9,209,000","-12,848,000","1,572,000","3,673,000","19,114,000","2,525,000","-12,574,000","1,045,000","6,843,000","31,655,000","-27,309,000","26,648,000","533,000","-21,291,000","8,766,000","-7,327,000","5,899,000","15,407,000","6,640,000","-33,042,000","30,124,000","-12,468,000","4,720,000","6,988,000","8,980,000","3,499,000","-6,441,000","-11,205,000","-6,313,000","-5,903,000","5,830,000","-3,931,000","-6,034,000","-2,287,000","2,400,000","3,697,000","4,038,000","-6,841,000","7,051,000","-2,889,000","4,667,000","5,514,000","2,583,000","5,612,000","-325,000","12,931,000","8,357,000","-1,691,000","379,000","3,881,000","6,550,000","-4,540,000","-105,000","9,429,000","-104,000","8,500,000","2,900,000","1,600,000","-15,100,000","5,900,000","2,300,000","-9,500,000","500,000","2,200,000","-5,500,000","-300,000","-9,500,000"
	CashFlowFromContinuingOperatingActivities,"222,870,000","32,681,000","65,310,000","51,225,000","73,654,000","18,380,000","25,664,000","48,338,000","34,987,000","18,403,000","22,897,000","20,493,000","2,686,000","-6,609,000","123,000","156,000","-15,120,000","-5,162,000","9,973,000","-249,000","6,502,000","-10,596,000","-2,753,000","-16,774,000","-10,703,000","-4,973,000","9,185,000","-29,423,000","-17,772,000","-24,279,000","2,026,000","3,000","-2,193,000","-24,481,000","-13,109,000","-4,560,000","-8,646,000","-12,190,000","-7,049,000","14,077,000","46,710,000","-3,876,000","-12,574,000","1,045,000","6,843,000","31,655,000","-27,309,000","26,648,000","533,000","-21,291,000","8,766,000","-7,327,000","5,899,000","15,407,000","6,640,000","-33,042,000","30,124,000","-12,468,000","4,720,000","6,988,000","8,980,000","3,499,000","-6,441,000","-11,205,000","-6,313,000","-5,903,000","5,830,000","-3,931,000","-6,034,000","-2,287,000","2,400,000","3,697,000","4,038,000","-6,841,000","7,051,000","-2,889,000","4,667,000","5,514,000","2,583,000","5,612,000","-325,000","12,931,000","8,357,000","-1,691,000","379,000","3,881,000","6,550,000","-4,540,000","-105,000","9,429,000","-104,000","8,500,000","2,900,000","1,600,000","-15,100,000","5,900,000","2,300,000","-9,500,000","500,000","2,200,000","-5,500,000","-300,000","-9,500,000"
		NetIncomeFromContinuingOperations,"173,034,000","30,275,000","75,467,000","35,476,000","31,816,000","-2,861,000","17,839,000","1,663,000","-7,668,000","-19,910,000","-15,811,000","-35,661,000","-14,166,000","-10,282,000","-15,380,000","-8,101,000","-15,124,000","-12,987,000","-3,213,000","-12,404,000","-28,695,000","-18,991,000","-5,198,000","-11,091,000","-8,309,000","-9,769,000","-16,992,000","-27,367,000","-243,164,000","-15,905,000","-61,940,000","-37,575,000","-18,445,000","-25,422,000","-15,377,000","-22,442,000","-8,317,000","-7,470,000","-1,419,000","-605,000","-4,293,000","-2,023,000",,,,"2,941,000","-67,067,000","1,966,000","3,128,000","-7,169,000","40,690,000","5,747,000","4,377,000","3,285,000","-76,584,000","1,410,000","1,619,000","-477,000","2,516,000","1,666,000","482,000","-1,347,000","-28,035,000","-3,388,000","-5,710,000","-1,156,000","-22,615,000","641,000","-3,540,000","1,667,000","1,185,000","1,722,000","1,946,000","2,180,000","959,000","1,250,000","3,516,000","3,405,000","4,382,000","4,491,000","4,605,000","5,207,000","3,189,000","4,320,000","3,210,000","3,483,000","-3,813,000","183,000","1,082,000","725,000","-5,685,000","600,000","700,000","600,000","-1,500,000","2,300,000","1,900,000","1,600,000","-11,700,000","-2,900,000","400,000","700,000","-7,100,000"
		OperatingGainsLosses,"-4,341,000","-1,267,000","288,000","-1,676,000","-1,686,000","11,198,000","2,989,000","7,559,000","2,734,000","-562,000","2,447,000","-1,308,000","14,834,000","-10,075,000","3,596,000","1,591,000","3,051,000","-3,744,000","2,436,000","1,047,000","14,138,000","0","-10,450,000","-3,015,000","0","-939,000",,"156,000",,,"2,373,000",,"0","0","14,000","15,914,000","632,000","13,000","96,000","15,000","22,000","23,000","247,000","65,000","85,000","7,000","9,786,000","76,000",,,,,,,,,,,,,,,,,"-1,870,000","3,016,000","4,539,000","1,558,000","7,041,000","733,000","708,000","517,000","312,000","464,000","490,000","456,000","625,000","431,000","288,000","466,000","415,000","-682,000","-1,976,000","146,000","460,000","305,000","2,663,000","129,000","307,000","-199,000","6,643,000",,,,"200,000","-200,000",,,"-100,000","-100,000","100,000","600,000","200,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,"51,000","-76,000","-12,000","-12,000","-13,000","-305,000","-71,000","-33,000","685,000","0","0","-3,015,000","0","-939,000",,"156,000",,,,,"0","0",,,"-29,000","13,000","96,000","15,000","22,000","23,000","247,000","65,000","85,000","7,000","225,000","76,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-6,092,000","-1,267,000","-1,463,000","-1,676,000","-1,686,000","-1,205,000","-949,000","-790,000","-1,012,000","-562,000","-822,000","-6,802,000","14,783,000","-9,999,000","3,608,000","1,603,000","3,064,000","-3,439,000","2,507,000",,,,,,,,,,,,"0","0",,,"14,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"67,067,000","15,979,000","15,984,000","17,115,000","17,989,000","17,716,000","17,842,000","18,241,000","19,969,000","21,844,000","18,872,000","26,803,000","5,709,000","6,485,000","4,984,000","5,765,000","6,366,000","6,486,000","7,396,000","6,552,000","6,789,000","6,988,000","8,595,000","4,166,000","4,252,000","4,538,000","6,014,000","5,316,000","5,619,000","5,794,000","6,001,000","5,825,000","5,578,000","5,539,000","7,127,000","4,278,000","4,280,000","4,541,000","3,511,000","3,221,000","2,928,000","2,810,000","4,048,000","4,333,000","5,134,000","2,361,000","3,922,000","3,728,000","2,495,000","2,184,000","1,437,000","1,356,000","1,129,000","1,111,000","1,708,000","1,620,000","1,513,000","1,552,000","1,565,000","1,543,000","1,491,000","2,491,000","2,802,000","2,718,000","2,670,000","2,664,000","28,034,000","2,661,000","2,853,000","1,532,000","1,281,000","1,290,000","1,258,000","1,195,000","1,137,000","1,253,000","1,305,000","1,386,000","1,520,000","1,448,000","1,753,000","1,343,000","1,070,000","1,800,000","2,072,000","1,416,000","2,643,000","213,000","1,028,000","992,000","1,520,000","500,000","600,000","600,000","500,000","500,000","300,000","400,000","300,000","300,000","300,000","200,000","300,000"
			DepreciationAndAmortization,"67,067,000","15,979,000","15,984,000","17,115,000","17,989,000","17,716,000","17,842,000","18,241,000","19,969,000","21,844,000","18,872,000","26,803,000","5,709,000","6,485,000","4,984,000","5,765,000","6,366,000","6,486,000","7,396,000","6,552,000","6,789,000","6,988,000","8,595,000","4,166,000","4,252,000","4,538,000","6,014,000","5,316,000","5,619,000","5,794,000","6,001,000","5,825,000","5,578,000","5,539,000","7,127,000","4,278,000","4,280,000","4,541,000","3,511,000","3,221,000","2,928,000","2,810,000","4,048,000","4,333,000","5,134,000","2,361,000","3,922,000","3,728,000","2,495,000","2,184,000","1,437,000","1,356,000","1,129,000","1,111,000","1,708,000","1,620,000","1,513,000","1,552,000","1,565,000","1,543,000","1,491,000","2,491,000","2,802,000","2,718,000","2,670,000","2,664,000","28,034,000","2,661,000","2,853,000","1,532,000","1,281,000","1,290,000","1,258,000","1,195,000","1,137,000","1,253,000","1,305,000","1,386,000","1,520,000","1,448,000","1,753,000","1,343,000","1,070,000","1,800,000","2,072,000","1,416,000","2,643,000","213,000","1,028,000","992,000","1,520,000","500,000","600,000","600,000","500,000","500,000","300,000","400,000","300,000","300,000","300,000","200,000","300,000"
				Depreciation,,,,,,,,,"19,969,000","21,844,000","18,872,000","26,803,000","5,709,000","6,485,000","4,984,000","5,765,000","6,366,000","6,486,000","7,396,000","6,552,000","6,789,000","6,988,000","8,595,000","4,166,000","4,252,000","4,538,000","10,279,000","4,030,000","4,130,000","4,304,000","4,389,000","4,205,000","3,958,000","3,836,000","5,257,000","3,269,000","2,570,000","2,459,000","2,398,000","2,134,000","2,050,000","1,931,000","2,863,000","3,089,000","2,374,000","2,361,000","2,345,000","2,403,000","2,324,000","1,484,000",,,,,"1,223,000","1,136,000","1,030,000","1,068,000","1,081,000","1,060,000","1,007,000","1,044,000","1,163,000","1,080,000","1,031,000","1,042,000","1,073,000","909,000","897,000","641,000","487,000","473,000","490,000","555,000","656,000","701,000","832,000","913,000",,,,,,,,,,,,,,,,,,,,,,,,,
