name,ttm,03/31/2022
MarketCap,"1,560,548,646","1,899,810,000"
EnterpriseValue,"2,906,448,646","1,899,810,000"
PeRatio,"4.048","4.651"
PsRatio,"1.328","1.625"
PbRatio,,"3.451"
EnterprisesValueRevenueRatio,"2.507","6.921"
EnterprisesValueEBITDARatio,"5.963","19.229"
