name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
TotalRevenue,"490,940,000","115,843,000","123,096,000","127,194,000","124,807,000","131,795,000","134,118,000","138,940,000","132,930,000","114,730,000","116,592,000","116,358,000","115,027,000","109,336,000","109,299,000","107,891,000","107,901,000","103,043,000","105,966,000","107,263,000","123,655,000","101,532,000","104,833,000","98,875,000","96,232,000","90,324,000","90,699,000","85,081,000","78,703,000","77,606,000","79,825,000","80,078,000","79,271,000","80,554,000","82,996,000","78,621,000","76,740,000","80,366,000","80,085,000","81,269,000","80,798,000","79,284,000","81,006,000","81,522,000","82,448,000","94,924,000","83,232,000","80,870,000","79,490,000","75,988,000","70,912,000","71,718,000","72,677,000","67,351,000","56,417,000","73,531,000","65,373,000","61,325,000","57,230,000","58,848,000","56,735,000","55,224,000","53,341,000","55,333,000","54,991,000","59,825,000","55,013,000","54,570,000","55,881,000","52,887,000","52,282,000","48,143,000","50,321,000","48,569,000","44,441,000","40,471,000","41,860,000","41,322,000","41,063,000","39,484,000","38,033,000","35,183,000","33,118,000","33,144,000","31,792,000","31,197,000","31,029,000","31,948,000","30,605,000","28,800,000","27,600,000","26,500,000","24,900,000","23,000,000","23,200,000","24,700,000","23,200,000","20,400,000","20,300,000","20,700,000","19,600,000","19,500,000","19,000,000","18,700,000","17,700,000","17,700,000","18,500,000",,,,
	OperatingRevenue,"490,940,000","115,843,000","123,096,000","127,194,000","124,807,000","131,795,000","134,118,000","138,940,000","132,930,000","114,730,000","116,592,000","116,358,000","115,027,000","109,336,000","109,299,000","107,891,000","107,901,000","103,043,000","105,966,000","107,263,000","123,655,000","101,532,000","104,833,000","98,875,000","96,232,000","90,324,000","90,699,000","85,081,000","78,703,000","77,606,000","79,825,000","80,078,000","79,271,000","80,554,000","82,996,000","78,621,000","76,740,000","80,366,000","80,085,000","81,269,000","80,798,000","79,284,000","81,006,000","81,522,000","82,448,000","94,924,000","83,232,000","80,870,000","79,490,000","75,988,000","70,912,000","71,718,000","72,677,000","67,351,000","56,417,000","73,531,000","65,373,000","61,325,000","57,230,000","58,848,000","56,735,000","55,224,000","53,341,000","55,333,000","54,991,000","59,825,000","55,013,000","54,570,000","55,881,000","52,887,000","52,282,000","48,143,000","50,321,000","48,569,000","44,441,000","40,471,000","41,860,000","41,322,000","41,063,000","39,484,000","38,033,000","35,183,000","33,118,000","33,144,000","31,792,000","31,197,000","31,029,000","31,948,000","30,605,000","28,800,000","27,600,000","26,500,000","24,900,000","23,000,000","23,200,000","24,700,000","23,200,000","20,400,000","20,300,000","20,700,000","19,600,000","19,500,000","19,000,000","18,700,000","17,700,000","17,700,000","18,500,000",,,,
PretaxIncome,"185,184,000","35,900,000","39,322,000","45,857,000","64,105,000","51,840,000","44,392,000","46,517,000","-7,339,000","8,956,000","32,364,000","43,207,000","33,787,000","31,753,000","34,014,000","34,775,000","33,199,000","31,925,000","28,724,000","36,005,000","45,384,000","25,798,000","36,855,000","18,894,000","-10,499,000","26,065,000","24,877,000","18,110,000","22,518,000","22,995,000","23,535,000","23,258,000","17,180,000","19,906,000","29,452,000","23,352,000","18,529,000","21,737,000","22,365,000","22,211,000","23,869,000","21,483,000","21,638,000","23,542,000","21,084,000","24,744,000","17,781,000","21,559,000","23,219,000","18,486,000","-3,398,000","16,010,000","9,647,000","17,394,000","15,082,000","12,963,000","20,490,000","16,604,000","22,612,000","11,707,000","16,892,000","15,342,000","12,960,000","17,818,000","18,027,000","22,523,000","20,147,000","19,514,000","20,246,000","18,550,000","20,480,000","17,145,000","18,842,000","16,875,000","17,769,000","12,787,000","14,148,000","14,706,000","14,789,000","13,254,000","12,926,000","11,003,000","11,910,000","9,758,000","9,777,000","9,622,000","10,319,000","11,656,000","10,897,000","9,100,000","9,500,000","8,000,000","7,400,000","7,200,000","8,300,000","9,200,000","8,900,000","7,800,000","8,300,000","7,600,000","7,600,000","8,300,000","-1,200,000","6,600,000","7,600,000","6,600,000","7,500,000",,,,
TaxProvision,"42,811,000","7,613,000","9,266,000","10,794,000","15,138,000","11,603,000","9,327,000","8,467,000","-1,139,000","1,017,000","6,773,000","9,793,000","7,404,000","6,709,000","7,547,000","7,035,000","6,900,000","6,940,000","6,576,000","12,414,000","14,402,000","8,052,000","12,361,000","4,697,000","-3,491,000","8,081,000","8,684,000","5,238,000","7,213,000","6,825,000","6,190,000","5,926,000","4,465,000","5,266,000","9,089,000","5,752,000","5,051,000","6,439,000","6,040,000","6,518,000","7,508,000","6,302,000","6,463,000","6,822,000","6,081,000","7,491,000","5,043,000","6,068,000","7,078,000","5,333,000","-4,404,000","3,956,000","2,356,000","5,092,000","3,798,000","3,140,000","6,048,000","3,982,000","6,698,000","2,121,000","4,592,000","4,045,000","3,120,000","4,961,000","5,000,000","6,711,000","6,126,000","5,407,000","5,983,000","5,384,000","6,078,000","4,570,000","5,366,000","4,854,000","5,313,000","3,023,000","3,952,000","4,418,000","4,455,000","3,517,000","3,957,000","3,242,000","3,708,000","2,851,000","3,140,000","3,179,000","3,529,000","3,780,000","3,681,000","3,000,000","3,500,000","2,200,000","2,500,000","2,900,000","3,300,000","3,400,000","3,200,000","2,900,000","3,500,000","2,500,000","3,000,000","3,400,000","-400,000","2,100,000","3,000,000","2,700,000","3,000,000",,,,
NetIncomeCommonStockholders,"141,186,000","28,110,000","29,887,000","34,826,000","48,627,000","40,237,000","35,065,000","38,050,000","-6,200,000","7,939,000","25,591,000","33,414,000","26,383,000","25,044,000","26,467,000","27,740,000","26,299,000","24,985,000","22,148,000","23,591,000","30,982,000","17,746,000","24,494,000","14,197,000","-7,008,000","17,984,000","16,193,000","12,872,000","15,305,000","16,170,000","17,345,000","17,332,000","12,715,000","14,640,000","20,363,000","17,600,000","13,478,000","15,298,000","16,325,000","15,693,000","16,361,000","15,181,000","15,175,000","16,720,000","15,003,000","17,253,000","12,738,000","15,491,000","16,141,000","13,153,000","1,006,000","12,054,000","7,291,000","12,302,000","11,284,000","9,823,000","14,442,000","12,622,000","15,914,000","9,586,000","12,300,000","11,297,000","9,840,000","12,857,000","13,027,000","15,812,000","14,021,000","14,107,000","14,263,000","13,166,000","14,402,000","12,575,000","13,476,000","12,021,000","12,456,000","9,764,000","10,196,000","10,288,000","10,334,000","9,737,000","8,969,000","7,761,000","10,439,000","6,907,000","6,637,000","6,443,000","6,790,000","7,876,000","7,216,000","6,100,000","6,000,000","5,800,000","4,900,000","4,300,000","5,000,000","5,800,000","5,700,000","4,900,000","4,800,000","5,100,000","4,600,000","4,900,000","-800,000","4,500,000","4,600,000","3,900,000","4,500,000","4,000,000","4,300,000","4,100,000","3,800,000"
	NetIncome,"142,373,000","28,287,000","30,056,000","35,063,000","48,967,000","40,237,000","35,065,000","38,050,000","-6,200,000","7,939,000","25,591,000","33,414,000","26,383,000","25,044,000","26,467,000","27,740,000","26,299,000","24,985,000","22,148,000","23,591,000","30,982,000","17,746,000","24,494,000","14,197,000","-7,008,000","17,984,000","16,193,000","12,872,000","15,305,000","16,170,000","17,345,000","17,332,000","12,715,000","14,640,000","20,363,000","17,600,000","13,478,000","15,298,000","16,325,000","15,693,000","16,361,000","15,181,000","15,175,000","16,720,000","15,003,000","17,253,000","12,738,000","15,491,000","16,141,000","13,153,000","1,006,000","12,054,000","7,291,000","12,302,000","11,284,000","9,823,000","14,442,000","12,622,000","15,914,000","9,586,000","12,300,000","11,297,000","9,840,000","12,857,000","13,027,000","15,812,000","14,021,000","14,107,000","14,263,000","13,166,000","14,402,000","12,575,000","13,476,000","12,021,000","12,456,000","9,764,000","10,196,000","10,288,000","10,334,000","9,737,000","8,969,000","7,761,000","10,439,000","6,907,000","6,637,000","6,443,000","6,790,000","7,876,000","7,216,000","6,100,000","6,000,000","5,800,000","4,900,000","4,300,000","5,000,000","5,800,000","5,700,000","4,900,000","4,800,000","5,100,000","4,600,000","4,900,000","-800,000","4,500,000","4,600,000","3,900,000","4,500,000","4,000,000","4,300,000","4,100,000","3,800,000"
		NetIncomeIncludingNoncontrollingInterests,"142,373,000","28,287,000","30,056,000","35,063,000","48,967,000","40,237,000","35,065,000","38,050,000","-6,200,000","7,939,000","25,591,000","33,414,000","26,383,000","25,044,000","26,467,000","27,740,000","26,299,000","24,985,000","22,148,000","23,591,000","30,982,000","17,746,000","24,494,000","14,197,000","-7,008,000","17,984,000","16,193,000","12,872,000","15,305,000","16,170,000","17,345,000","17,332,000","12,715,000","14,640,000","20,363,000","17,600,000","13,478,000","15,298,000","16,325,000","15,693,000","16,361,000","15,181,000","15,175,000","16,720,000","15,003,000","17,253,000","12,738,000","15,491,000","16,141,000","13,153,000","1,006,000","12,054,000","7,291,000","12,302,000","11,284,000","9,823,000","14,442,000","12,622,000","15,914,000","9,586,000","12,300,000","11,297,000","9,840,000","12,857,000","13,027,000","15,812,000","14,021,000","14,107,000","14,263,000","13,166,000","14,402,000","12,575,000","13,476,000","12,021,000","12,456,000","9,764,000","10,196,000","10,288,000","10,334,000","9,737,000","8,969,000","7,761,000","10,439,000","6,907,000","6,637,000","6,443,000","6,790,000","7,876,000","7,216,000","6,100,000","6,000,000","5,800,000","4,900,000","4,300,000","5,000,000","5,600,000","5,700,000","4,900,000","4,800,000","5,100,000","4,600,000","4,900,000","-800,000","4,500,000","4,600,000","3,900,000","4,500,000","4,000,000","4,300,000","4,100,000","3,800,000"
			NetIncomeContinuousOperations,"142,373,000","28,287,000","30,056,000","35,063,000","48,967,000","40,237,000","35,065,000","38,050,000","-6,200,000","7,939,000","25,591,000","33,414,000","26,383,000","25,044,000","26,467,000","27,740,000","26,299,000","24,985,000","22,148,000","23,591,000","30,982,000","17,746,000","24,494,000","14,197,000","-7,008,000","17,984,000","16,193,000","12,872,000","15,305,000","16,170,000","17,345,000","17,332,000","12,715,000","14,640,000","20,363,000","17,600,000","13,478,000","15,298,000","16,325,000","15,693,000","16,361,000","15,181,000","15,175,000","16,720,000","15,003,000","17,253,000","12,738,000","15,491,000","16,141,000","13,153,000","1,006,000","12,054,000","7,291,000","12,302,000","11,284,000","9,823,000","14,442,000","12,622,000","15,914,000","9,586,000","12,300,000","11,297,000","9,840,000","12,857,000","13,027,000","15,812,000","14,021,000","14,107,000","14,263,000","13,166,000","14,402,000","12,575,000","13,476,000","12,021,000","12,456,000","9,764,000","10,196,000","10,288,000","10,334,000","9,737,000","8,969,000","7,761,000","8,202,000","6,907,000","6,637,000","6,443,000","6,790,000","7,876,000","7,216,000","6,100,000","6,000,000","5,800,000","4,900,000","4,300,000","5,000,000","5,800,000","5,700,000","4,900,000","4,800,000","5,100,000","4,600,000","4,900,000","-800,000","4,500,000","4,600,000","3,900,000","4,500,000","4,000,000","4,300,000","4,100,000","3,800,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"177,000","169,000","237,000","340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
