name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,07/31/1988,07/31/1987,07/31/1986
TotalAssets,"11,847,000,000","11,991,000,000","11,899,000,000","11,734,000,000","11,730,000,000","12,498,000,000","12,417,000,000","12,372,000,000","12,718,000,000","11,654,000,000","13,110,000,000","13,148,000,000","13,768,000,000","14,024,000,000","14,587,000,000","14,529,000,000","14,566,000,000","8,336,000,000","7,746,000,000","7,726,000,000","7,451,000,000","7,570,000,000","8,039,000,000","7,837,000,000","8,081,000,000","8,079,000,000","8,304,000,000","8,089,000,000","7,759,000,000","7,903,000,000","8,297,000,000","8,113,000,000","7,964,000,000","8,119,000,000","9,055,000,000","8,323,000,000","8,453,000,000","8,593,000,000","8,747,000,000","6,530,000,000","6,492,000,000","6,665,000,000","6,948,000,000","6,862,000,000","6,700,000,000","6,580,000,000","6,818,000,000","6,276,000,000","5,986,000,000","6,152,000,000","6,431,000,000","6,056,000,000","5,842,000,000","5,911,000,000","6,196,000,000","6,474,000,000","6,507,000,000","6,876,000,000","7,058,000,000","6,445,000,000","6,754,000,000","7,085,000,000","7,024,000,000","7,870,000,000","7,252,000,000","7,146,000,000","7,164,000,000","6,776,000,000","6,813,000,000","7,074,000,000","7,228,000,000","6,675,000,000","6,443,000,000","6,796,000,000","6,743,000,000","6,205,000,000","6,115,000,000","6,287,000,000","6,250,000,000","5,721,000,000","5,789,000,000","6,049,000,000","6,244,000,000","5,927,000,000","4,832,000,000","5,094,000,000","5,234,000,000","5,196,000,000","5,195,000,000","5,564,000,000","5,742,000,000","5,522,000,000","5,703,000,000","5,874,000,000","5,995,000,000","5,633,000,000","6,051,000,000","7,007,000,000","6,820,000,000","6,459,000,000","6,699,000,000","7,005,000,000","7,215,000,000","6,632,000,000","6,494,000,000","6,576,000,000","6,803,000,000","6,315,000,000","6,373,000,000","5,409,000,000","5,529,000,000","4,992,000,000","4,938,000,000","5,025,000,000","5,162,000,000","4,897,500,000","4,880,900,000","4,580,700,000","4,572,400,000","4,353,800,000","4,219,700,000","4,376,200,000","4,374,200,000","4,149,000,000","3,990,300,000","4,281,400,000","4,453,800,000","4,115,600,000","4,263,100,000","4,368,900,000","4,377,300,000","3,932,100,000","3,609,600,000","3,090,000,000","2,762,800,000"
	CurrentAssets,"1,852,000,000","1,980,000,000","1,876,000,000","1,695,000,000","1,863,000,000","2,535,000,000","2,463,000,000","2,385,000,000","2,746,000,000","1,556,000,000","2,053,000,000","1,967,000,000","2,161,000,000","2,295,000,000","2,521,000,000","2,296,000,000","2,329,000,000","1,928,000,000","1,996,000,000","1,900,000,000","1,790,000,000","1,896,000,000","2,146,000,000","1,908,000,000","2,042,000,000","2,132,000,000","2,337,000,000","2,092,000,000","1,902,000,000","2,090,000,000","2,358,000,000","2,100,000,000","1,947,000,000","2,174,000,000","2,587,000,000","2,221,000,000","2,177,000,000","2,264,000,000","2,401,000,000","1,771,000,000","1,767,000,000","1,918,000,000","2,123,000,000","1,963,000,000","1,842,000,000","1,914,000,000","2,124,000,000","1,687,000,000","1,431,000,000","1,632,000,000","1,852,000,000","1,551,000,000","1,448,000,000","1,638,000,000","1,916,000,000","1,693,000,000","1,610,000,000","1,878,000,000","2,018,000,000","1,578,000,000","1,694,000,000","2,150,000,000","2,092,000,000","2,112,000,000","1,922,000,000","1,914,000,000","1,910,000,000","1,512,000,000","1,419,000,000","1,674,000,000","1,869,000,000","1,481,000,000","1,340,000,000","1,541,000,000","1,655,000,000","1,290,000,000","1,270,000,000","1,484,000,000","1,577,000,000","1,199,000,000","1,133,000,000","1,438,000,000","1,576,000,000","1,221,000,000","1,030,000,000","1,229,000,000","1,386,000,000","1,168,000,000","1,186,000,000","1,439,000,000","1,547,000,000","1,294,000,000","1,371,000,000","1,573,000,000","1,695,000,000","1,440,000,000","1,581,000,000","1,905,000,000","1,964,000,000","1,583,000,000","1,617,000,000","1,875,000,000","2,010,000,000","1,618,000,000","1,577,000,000","1,752,000,000","1,969,000,000","1,581,000,000","1,684,000,000","1,810,000,000","1,930,000,000","1,601,000,000","1,600,000,000","1,773,000,000","1,953,000,000","1,686,200,000","1,604,600,000","1,706,300,000","1,771,700,000","1,501,600,000","1,476,800,000","1,712,400,000","1,735,100,000","1,518,500,000","1,551,000,000","1,825,200,000","1,988,600,000","1,665,500,000","1,725,300,000","1,902,700,000","2,000,400,000","1,601,500,000","1,362,900,000","1,430,500,000","1,334,800,000"
		CashCashEquivalentsAndShortTermInvestments,"196,000,000","357,000,000","69,000,000","69,000,000","209,000,000","946,000,000","722,000,000","859,000,000","1,242,000,000","58,000,000","61,000,000","31,000,000","202,000,000","203,000,000","205,000,000","226,000,000","199,000,000","196,000,000","163,000,000","319,000,000","313,000,000","309,000,000","290,000,000","296,000,000","383,000,000","306,000,000","263,000,000","253,000,000","230,000,000","201,000,000","239,000,000","232,000,000","222,000,000","293,000,000","305,000,000","333,000,000","453,000,000","410,000,000","361,000,000","335,000,000","383,000,000","322,000,000","285,000,000","484,000,000","449,000,000","325,000,000","291,000,000","254,000,000","80,000,000","113,000,000","76,000,000","51,000,000","61,000,000","80,000,000","63,000,000","81,000,000","50,000,000","95,000,000","77,000,000","71,000,000","274,000,000","483,000,000","230,000,000","657,000,000","530,000,000","267,000,000","45,000,000","40,000,000","32,000,000","51,000,000","44,000,000","32,000,000","28,000,000","41,000,000","39,000,000","32,000,000","27,000,000","37,000,000","41,000,000","21,000,000","27,000,000","32,000,000","35,000,000","24,000,000","21,000,000","38,000,000","25,000,000","27,000,000","34,000,000","92,000,000","34,000,000","6,000,000","24,000,000","30,000,000","19,000,000","16,000,000","46,000,000","99,000,000","56,000,000","26,000,000","11,000,000","31,000,000","52,000,000","34,000,000","57,000,000","56,000,000","69,000,000","53,000,000","134,000,000","89,000,000","88,000,000","94,000,000","86,000,000","61,000,000","48,000,000","62,600,000","70,000,000","66,300,000","60,700,000","112,100,000","102,600,000","139,800,000","79,900,000","178,900,000","146,000,000","107,200,000","75,800,000","80,700,000","141,300,000","143,500,000","139,300,000","147,100,000","120,800,000","425,300,000","393,800,000"
			CashAndCashEquivalents,"196,000,000","357,000,000","69,000,000","69,000,000","209,000,000","946,000,000","722,000,000","859,000,000","1,242,000,000","58,000,000","61,000,000","31,000,000","202,000,000","203,000,000","205,000,000","226,000,000","199,000,000","196,000,000","163,000,000","319,000,000","313,000,000","309,000,000","290,000,000","296,000,000","383,000,000","306,000,000","263,000,000","253,000,000","230,000,000","201,000,000","239,000,000","232,000,000","222,000,000","293,000,000","305,000,000","333,000,000","453,000,000","410,000,000","361,000,000","335,000,000","383,000,000","322,000,000","285,000,000","484,000,000","449,000,000","325,000,000","291,000,000","254,000,000","80,000,000","113,000,000","76,000,000","51,000,000","61,000,000","80,000,000","63,000,000","81,000,000","50,000,000","95,000,000","77,000,000","71,000,000","274,000,000","483,000,000","230,000,000","657,000,000","530,000,000","267,000,000","45,000,000","40,000,000","32,000,000","51,000,000","44,000,000","32,000,000","28,000,000","41,000,000","39,000,000","32,000,000","27,000,000","37,000,000","41,000,000","21,000,000","27,000,000","32,000,000","35,000,000","24,000,000","21,000,000","38,000,000","25,000,000","27,000,000","34,000,000","92,000,000","34,000,000","6,000,000","24,000,000","30,000,000","19,000,000","16,000,000","46,000,000","99,000,000","56,000,000","26,000,000","11,000,000","31,000,000","52,000,000","34,000,000","57,000,000","56,000,000","69,000,000","53,000,000","134,000,000","89,000,000","88,000,000","94,000,000","86,000,000","61,000,000","48,000,000","62,600,000","70,000,000","66,300,000","60,700,000","112,100,000","102,600,000","139,800,000","79,900,000","178,900,000","146,000,000","107,200,000","75,800,000","80,700,000","141,300,000","143,500,000","139,300,000","147,100,000","120,800,000","425,300,000","393,800,000"
				CashFinancial,,,,,"209,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"511,000,000","610,000,000","731,000,000","595,000,000","580,000,000","702,000,000","765,000,000","575,000,000","662,000,000","660,000,000","729,000,000","574,000,000","753,000,000","927,000,000","995,000,000","785,000,000","873,000,000","738,000,000","766,000,000","605,000,000","618,000,000","714,000,000","841,000,000","626,000,000","648,000,000","770,000,000","829,000,000","647,000,000","641,000,000","794,000,000","840,000,000","670,000,000","669,000,000","783,000,000","804,000,000","635,000,000","674,000,000","799,000,000","892,000,000","553,000,000","564,000,000","683,000,000","788,000,000","560,000,000","604,000,000","712,000,000","805,000,000","512,000,000","543,000,000","679,000,000","790,000,000","528,000,000","518,000,000","658,000,000","784,000,000","570,000,000","655,000,000","813,000,000","862,000,000","581,000,000","575,000,000","747,000,000","802,000,000","494,000,000","579,000,000","719,000,000","788,000,000","509,000,000","539,000,000","718,000,000","773,000,000","490,000,000","481,000,000","644,000,000","663,000,000","413,000,000","511,000,000","649,000,000","661,000,000","417,000,000","432,000,000","642,000,000","697,000,000","442,000,000","397,000,000","549,000,000","609,000,000","443,000,000","470,000,000","638,000,000","683,000,000","541,000,000","530,000,000","705,000,000","816,000,000","656,000,000","759,000,000","910,000,000","924,000,000","633,000,000","746,000,000","930,000,000","888,000,000","618,000,000","660,000,000","806,000,000","855,000,000","631,000,000","676,000,000","788,000,000","783,000,000","578,000,000","615,000,000","759,000,000","806,000,000","646,300,000","695,800,000","783,000,000","757,900,000","577,100,000","646,100,000","718,200,000","669,900,000","527,400,000","597,400,000","789,700,000","770,000,000","624,500,000","592,700,000","714,100,000","712,300,000","538,000,000","486,900,000","338,900,000","299,000,000"
			AccountsReceivable,"511,000,000","610,000,000","731,000,000","544,000,000","580,000,000","702,000,000","765,000,000","530,000,000","662,000,000","660,000,000","729,000,000","525,000,000","753,000,000","927,000,000","995,000,000","714,000,000","873,000,000","738,000,000","766,000,000","550,000,000","618,000,000","714,000,000","841,000,000","554,000,000","648,000,000","770,000,000","829,000,000","557,000,000","641,000,000","794,000,000","840,000,000","585,000,000","669,000,000","783,000,000","804,000,000","576,000,000","674,000,000","799,000,000","892,000,000","513,000,000","564,000,000","683,000,000","788,000,000","519,000,000","604,000,000","712,000,000","805,000,000","466,000,000","543,000,000","679,000,000","790,000,000","528,000,000","518,000,000","658,000,000","784,000,000","570,000,000","655,000,000","813,000,000","862,000,000","581,000,000","575,000,000","747,000,000","802,000,000","494,000,000","579,000,000","719,000,000","788,000,000","509,000,000","539,000,000","718,000,000","773,000,000","490,000,000","481,000,000","644,000,000","663,000,000","413,000,000","511,000,000","649,000,000","661,000,000","417,000,000","432,000,000","642,000,000","697,000,000","413,000,000","397,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,"556,000,000",,,,"544,000,000",,,,"538,000,000",,,,"734,000,000",,,,"561,000,000",,,,"566,000,000",,,,"570,000,000",,,,"597,000,000",,,,"587,000,000",,,,"523,000,000",,,,"530,000,000",,,,"483,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-12,000,000",,,,"-14,000,000",,,,"-13,000,000",,,,"-20,000,000",,,,"-11,000,000",,,,"-12,000,000",,,,"-13,000,000",,,,"-12,000,000",,,,"-11,000,000",,,,"-10,000,000",,,,"-11,000,000",,,,"-17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,436,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
