name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,08/31/2017,06/30/2017,05/31/2017,03/31/2017,02/28/2017,12/31/2016,08/31/2016,05/31/2016,08/31/2015
			Amortization,"60,000,000","26,000,000","14,000,000","10,000,000","10,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"60,000,000","26,000,000","14,000,000","10,000,000","10,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"71,000,000","17,000,000","24,000,000","17,000,000","13,000,000","11,000,000","19,000,000","15,000,000","13,000,000","10,000,000","17,000,000","9,000,000","6,000,000","5,000,000","12,000,000","6,000,000","7,000,000","4,000,000","-19,000,000","8,000,000",,"3,000,000","-1,000,000","3,000,000",,"-7,000,000","-4,000,000","-1,000,000","-3,000,000"
OperatingIncome,"601,000,000","192,000,000","12,000,000","160,000,000","237,000,000","325,000,000","202,000,000","301,000,000","139,000,000","89,000,000","104,000,000","282,000,000","196,000,000","295,000,000","101,000,000","258,000,000","203,000,000","268,000,000","66,000,000","244,000,000","298,000,000","178,000,000","149,000,000","276,000,000",,"88,000,000","274,000,000","106,000,000","245,000,000"
NetNonOperatingInterestIncomeExpense,"57,000,000","12,000,000","13,000,000","16,000,000","16,000,000","15,000,000","15,000,000","11,000,000","8,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000","8,000,000","10,000,000","10,000,000","8,000,000","9,000,000","8,000,000","6,000,000","4,000,000","5,000,000","4,000,000",,"4,000,000","3,000,000","2,000,000","2,000,000"
	InterestIncomeNonOperating,"57,000,000","12,000,000","13,000,000","16,000,000","16,000,000","15,000,000","15,000,000","11,000,000","8,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000","8,000,000","10,000,000","10,000,000","8,000,000","9,000,000","8,000,000","6,000,000","4,000,000","5,000,000","4,000,000",,"4,000,000","3,000,000","2,000,000","2,000,000"
	TotalOtherFinanceCost,,,,,,,,,,,"-10,000,000","-10,000,000","-10,000,000","-9,000,000","-8,000,000","-10,000,000","-10,000,000","-8,000,000","-9,000,000","-8,000,000","-6,000,000","-4,000,000","-5,000,000","-4,000,000",,"-4,000,000","-3,000,000","-2,000,000","-2,000,000"
OtherIncomeExpense,"555,000,000","-38,000,000","610,000,000","-21,000,000","4,000,000","5,000,000","7,000,000","293,000,000","34,000,000",,"14,000,000","30,000,000","25,000,000","18,000,000","-44,000,000","11,000,000","-10,000,000","127,000,000","-12,000,000","20,000,000","19,000,000","-7,000,000","-6,000,000","20,000,000",,"-9,000,000","12,000,000","-19,000,000","10,000,000"
	GainOnSaleOfSecurity,"-61,000,000","-36,000,000","7,000,000","-39,000,000","7,000,000","-14,000,000","21,000,000","38,000,000","44,000,000","-12,000,000","23,000,000","10,000,000","15,000,000","6,000,000","-31,000,000","-7,000,000","-5,000,000","6,000,000",,"3,000,000",,"-3,000,000","-2,000,000","-1,000,000",,"21,000,000","-1,000,000","2,000,000","-2,000,000"
	EarningsFromEquityInterest,"26,000,000","0","6,000,000","10,000,000","10,000,000","17,000,000","11,000,000","17,000,000","14,000,000","20,000,000","13,000,000","19,000,000","14,000,000","23,000,000","13,000,000","17,000,000","12,000,000","23,000,000","11,000,000","19,000,000",,"14,000,000","13,000,000","21,000,000",,,"18,000,000","10,000,000","15,000,000"
	SpecialIncomeCharges,"590,000,000","-2,000,000","597,000,000","8,000,000","-13,000,000","2,000,000","-25,000,000","238,000,000","-24,000,000","-8,000,000","-22,000,000","1,000,000","-4,000,000","-11,000,000","-26,000,000","1,000,000","-17,000,000","98,000,000","-24,000,000","-2,000,000","-3,000,000","-18,000,000","-17,000,000","0",,"-42,000,000","-5,000,000","-31,000,000","-3,000,000"
		RestructuringAndMergernAcquisition,"-590,000,000","2,000,000","-597,000,000","-8,000,000","13,000,000","-2,000,000","25,000,000","-238,000,000","21,000,000","8,000,000","22,000,000","-1,000,000","4,000,000","11,000,000","26,000,000","-1,000,000","17,000,000","-98,000,000","24,000,000","2,000,000","3,000,000","18,000,000","17,000,000","0",,"42,000,000","5,000,000","31,000,000","3,000,000"
		ImpairmentOfCapitalAssets,,,,,,"-2,000,000","25,000,000","1,000,000","21,000,000","8,000,000","22,000,000","-1,000,000","4,000,000","11,000,000","26,000,000","-1,000,000","17,000,000",,"27,000,000","2,000,000","3,000,000","18,000,000","17,000,000",,,"42,000,000","5,000,000","31,000,000","3,000,000"
		GainOnSaleOfBusiness,,,,,,,,"-1,000,000","-21,000,000","-8,000,000","-22,000,000","1,000,000","-4,000,000","-11,000,000","-26,000,000","1,000,000","-17,000,000",,"-27,000,000","-2,000,000","-3,000,000","-18,000,000","-17,000,000",,,"-42,000,000","-5,000,000","-31,000,000","-3,000,000"
		GainOnSaleOfPPE,,,"0","0","0",,"0","0","-3,000,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"-25,000,000","628,000,000","10,000,000","-1,000,000","6,000,000","3,000,000","256,000,000","-3,000,000","16,000,000","12,000,000","17,000,000","12,000,000","19,000,000","9,000,000","10,000,000","7,000,000","127,000,000","8,000,000",,"22,000,000",,"11,000,000",,,"12,000,000",,,
PretaxIncome,"1,213,000,000","166,000,000","635,000,000","155,000,000","257,000,000","345,000,000","224,000,000","605,000,000","181,000,000","98,000,000","128,000,000","322,000,000","231,000,000","322,000,000","65,000,000","279,000,000","203,000,000","403,000,000","63,000,000","272,000,000","323,000,000","175,000,000","148,000,000","300,000,000",,"83,000,000","289,000,000","89,000,000","257,000,000"
TaxProvision,"322,000,000","55,000,000","159,000,000","44,000,000","64,000,000","102,000,000","63,000,000","155,000,000","45,000,000","32,000,000","34,000,000","87,000,000","46,000,000","93,000,000","-13,000,000","67,000,000","53,000,000","107,000,000","161,000,000","87,000,000","102,000,000","43,000,000","35,000,000","90,000,000",,"-7,000,000","87,000,000","16,000,000","65,000,000"
EarningsFromEquityInterestNetOfTax,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"860,000,000","100,000,000","475,000,000","104,000,000","181,000,000","230,000,000","151,000,000","439,000,000","132,000,000","62,000,000","90,000,000","223,000,000","178,000,000","222,000,000","74,000,000","203,000,000","143,000,000","288,000,000","-102,000,000","176,000,000","211,000,000","125,000,000","107,000,000","204,000,000",,"88,000,000","192,000,000","77,000,000","187,000,000"
	NetIncome,"860,000,000","100,000,000","475,000,000","104,000,000","181,000,000","230,000,000","151,000,000","439,000,000","132,000,000","62,000,000","90,000,000","223,000,000","178,000,000","222,000,000","74,000,000","203,000,000","143,000,000","288,000,000","-102,000,000","176,000,000","211,000,000","125,000,000","107,000,000","204,000,000",,"88,000,000","192,000,000","77,000,000","187,000,000"
		NetIncomeIncludingNoncontrollingInterests,"890,000,000","110,000,000","476,000,000","111,000,000","193,000,000","243,000,000","161,000,000","450,000,000","136,000,000","66,000,000","94,000,000","235,000,000","185,000,000","229,000,000","78,000,000","212,000,000","150,000,000","296,000,000","-98,000,000","185,000,000","221,000,000","132,000,000","113,000,000","210,000,000",,"90,000,000","202,000,000","73,000,000","192,000,000"
			NetIncomeContinuousOperations,"890,000,000","110,000,000","476,000,000","111,000,000","193,000,000","243,000,000","161,000,000","450,000,000","136,000,000","66,000,000","94,000,000","235,000,000","185,000,000","229,000,000","78,000,000","212,000,000","150,000,000","296,000,000","-98,000,000","185,000,000","221,000,000","132,000,000","113,000,000","210,000,000",,"90,000,000","202,000,000","73,000,000","192,000,000"
		MinorityInterests,"-30,000,000","-10,000,000","-1,000,000","-7,000,000","-12,000,000","-13,000,000","-10,000,000","-11,000,000","-4,000,000","-4,000,000","-4,000,000","-12,000,000","-7,000,000","-7,000,000","-4,000,000","-9,000,000","-7,000,000","-8,000,000","-4,000,000","-9,000,000","-10,000,000","-7,000,000","-6,000,000","-6,000,000",,"-2,000,000","-10,000,000","4,000,000","-5,000,000"
DilutedNIAvailtoComStockholders,"860,000,000","100,000,000","475,000,000","104,000,000","181,000,000","230,000,000","151,000,000","439,000,000","132,000,000","62,000,000","90,000,000","223,000,000","178,000,000","222,000,000","74,000,000","203,000,000","143,000,000","288,000,000","-102,000,000","176,000,000","211,000,000","125,000,000","107,000,000","204,000,000",,"88,000,000","192,000,000","77,000,000","187,000,000"
BasicEPS,,"0.23","1.11","0.25","0.43","0.55","0.36","1.13","0.35","0.16","0.24","0.59","0.47","0.59","0.19","0.53","0.37","0.75","-0.28","0.46","0.55","0.32","0.28","0.53","0","0.23","0.492","0.197","0.479"
DilutedEPS,,"0.23","1.1","0.24","0.42","0.53","0.35","1.1","0.34","0.16","0.23","0.58","0.46","0.57","0.19","0.51","0.36","0.72","-0.28","0.44","0.53","0.31","0.27","0.52","0","0.23","0.492","0.197","0.479"
BasicAverageShares,,"426,000,000","427,000,000","422,000,000","421,000,000","420,000,000","420,000,000","387,000,000","377,000,000","376,000,000","376,000,000","377,000,000","378,000,000","379,000,000","380,000,000","384,000,000","386,000,000","386,000,000","386,000,000","386,000,000","385,836,842","387,000,000","387,901,955","388,000,000",,"375,718,539","390,000,000","390,000,000","390,000,000"
DilutedAverageShares,,"430,000,000","433,000,000","435,000,000","435,000,000","434,000,000","433,000,000","400,000,000","388,000,000","386,000,000","387,000,000","388,000,000","389,000,000","388,000,000","389,000,000","394,000,000","398,000,000","401,000,000","386,000,000","398,000,000","398,497,353","399,000,000","397,326,233","395,000,000",,"379,915,075","390,000,000","390,000,000","390,000,000"
TotalOperatingIncomeAsReported,"1,235,000,000","191,000,000","633,000,000","178,000,000","233,000,000","342,000,000","180,000,000","556,000,000","128,000,000","97,000,000","94,000,000","300,000,000","204,000,000","303,000,000","84,000,000","269,000,000","193,000,000","395,000,000","54,000,000","264,000,000","317,000,000","171,000,000","143,000,000","296,000,000",,"58,000,000","286,000,000","87,000,000","255,000,000"
RentExpenseSupplemental,"2,754,000,000","738,000,000","669,000,000","694,000,000","653,000,000","648,000,000","605,000,000","606,000,000","521,000,000","494,000,000","569,000,000","619,000,000","586,000,000","599,000,000","553,000,000","615,000,000","607,000,000","619,000,000","562,000,000","614,000,000","622,000,000","539,000,000","513,000,000","530,000,000",,"697,000,000","602,000,000","558,000,000","650,000,000"
TotalExpenses,"9,363,000,000","2,476,000,000","2,279,000,000","2,394,000,000","2,214,000,000","2,232,000,000","2,057,000,000","2,047,000,000","1,763,000,000","1,665,000,000","1,925,000,000","2,037,000,000","1,928,000,000","2,009,000,000","1,813,000,000","1,954,000,000","1,865,000,000","1,953,000,000","1,181,000,000","1,886,000,000","1,740,000,000","1,663,000,000","1,445,000,000","1,650,000,000",,"1,890,000,000","1,609,000,000","1,482,000,000","1,724,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"860,000,000","100,000,000","475,000,000","104,000,000","181,000,000","230,000,000","151,000,000","439,000,000","132,000,000","62,000,000","90,000,000","223,000,000","178,000,000","222,000,000","74,000,000","203,000,000","143,000,000","288,000,000","-102,000,000","176,000,000","211,000,000","125,000,000","107,000,000","204,000,000",,"88,000,000","192,000,000","77,000,000","187,000,000"
NormalizedIncome,"471,427,040.396","125,422,000","22,237,795.276","126,227,000","185,512,000","238,448,000","153,875,000","233,656,000","117,040,000","75,460,000","89,265,625","214,959,000","169,200,000","225,555,000","116,750,000","207,548,000","159,280,000","211,664,000","-84,750,000","175,319,000","213,049,000","140,897,000","121,649,000","204,700,000",,"107,236,000","196,212,000","100,606,000","190,740,000"
InterestIncome,"57,000,000","12,000,000","13,000,000","16,000,000","16,000,000","15,000,000","15,000,000","11,000,000","8,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000","8,000,000","10,000,000","10,000,000","8,000,000","9,000,000","8,000,000","6,000,000","4,000,000","5,000,000","4,000,000",,"4,000,000","3,000,000","2,000,000","2,000,000"
NetInterestIncome,"57,000,000","12,000,000","13,000,000","16,000,000","16,000,000","15,000,000","15,000,000","11,000,000","8,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000","8,000,000","10,000,000","10,000,000","8,000,000","9,000,000","8,000,000","6,000,000","4,000,000","5,000,000","4,000,000",,"4,000,000","3,000,000","2,000,000","2,000,000"
EBIT,"601,000,000","192,000,000","12,000,000","160,000,000","237,000,000","325,000,000","202,000,000","301,000,000","139,000,000","89,000,000","104,000,000","282,000,000","196,000,000","295,000,000","101,000,000","258,000,000","203,000,000","268,000,000","66,000,000","244,000,000","298,000,000","178,000,000","149,000,000","276,000,000",,"88,000,000","274,000,000","106,000,000","245,000,000"
EBITDA,"1,153,000,000"
ReconciledCostOfRevenue,"8,155,000,000","2,144,000,000","1,963,000,000","2,107,000,000","1,941,000,000","1,963,000,000","1,898,000,000","1,905,000,000","1,637,000,000","1,556,000,000","1,761,000,000","1,911,000,000","1,813,000,000","1,890,000,000","1,679,000,000","1,829,000,000","1,757,000,000","1,835,000,000","1,052,000,000","1,755,000,000","1,620,000,000","1,542,000,000","1,339,000,000","1,549,000,000",,"1,744,000,000","1,512,000,000","1,379,000,000","1,637,000,000"
ReconciledDepreciation,"552,000,000","164,000,000","136,000,000","128,000,000","124,000,000","128,000,000","123,000,000","113,000,000","105,000,000","109,000,000","194,000,000","189,000,000","190,000,000","194,000,000","102,000,000","108,000,000","117,000,000","118,000,000","108,000,000","105,000,000",,"100,000,000",,"96,000,000",,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"860,000,000","100,000,000","475,000,000","104,000,000","181,000,000","230,000,000","151,000,000","439,000,000","132,000,000","62,000,000","90,000,000","223,000,000","178,000,000","222,000,000","74,000,000","203,000,000","143,000,000","288,000,000","-102,000,000","176,000,000","211,000,000","125,000,000","107,000,000","204,000,000",,"88,000,000","192,000,000","77,000,000","187,000,000"
TotalUnusualItemsExcludingGoodwill,"529,000,000","-38,000,000","604,000,000","-31,000,000","-6,000,000","-12,000,000","-4,000,000","276,000,000","20,000,000","-20,000,000","1,000,000","11,000,000","11,000,000","-5,000,000","-57,000,000","-6,000,000","-22,000,000","104,000,000","-23,000,000","1,000,000","-3,000,000","-21,000,000","-19,000,000","-1,000,000",,"-21,000,000","-6,000,000","-29,000,000","-5,000,000"
TotalUnusualItems,"529,000,000","-38,000,000","604,000,000","-31,000,000","-6,000,000","-12,000,000","-4,000,000","276,000,000","20,000,000","-20,000,000","1,000,000","11,000,000","11,000,000","-5,000,000","-57,000,000","-6,000,000","-22,000,000","104,000,000","-23,000,000","1,000,000","-3,000,000","-21,000,000","-19,000,000","-1,000,000",,"-21,000,000","-6,000,000","-29,000,000","-5,000,000"
NormalizedEBITDA,"624,000,000","394,000,000","-456,000,000","319,000,000","367,000,000","465,000,000","329,000,000","138,000,000","224,000,000","218,000,000","297,000,000","460,000,000","375,000,000","494,000,000","260,000,000","372,000,000","342,000,000","282,000,000","197,000,000","348,000,000","301,000,000","299,000,000","168,000,000","373,000,000",,"109,000,000","280,000,000","135,000,000","250,000,000"
TaxRateForCalcs,"0.265","0.331","0.25","0.283","0.248","0.296","0.281","0.256","0.252","0.327","0.266","0.269","0.2","0.289","0.25","0.242","0.26","0.266","0.25","0.319","0.317","0.243","0.229","0.3",,"0.084","0.298","0.186","0.252"
TaxEffectOfUnusualItems,"140,427,040.396","-12,578,000","151,237,795.276","-8,773,000","-1,488,000","-3,552,000","-1,125,000","70,656,000","5,040,000","-6,540,000","265,625","2,959,000","2,200,000","-1,445,000","-14,250,000","-1,452,000","-5,720,000","27,664,000","-5,750,000","319,000","-951,000","-5,103,000","-4,351,000","-300,000",,"-1,764,000","-1,788,000","-5,394,000","-1,260,000"
