name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"215,405,000","31,247,000","63,887,000","91,806,000","28,465,000","9,013,000","2,559,000","21,807,000","7,702,000","14,841,000","38,216,000","49,805,000","8,430,000","37,351,000","43,982,943","815,161","164,416","1,054,307","893,630","523,004","952,919","59,273"
	CashFlowFromContinuingOperatingActivities,"215,405,000","31,247,000","63,887,000","91,806,000","28,465,000","9,013,000","2,559,000","21,807,000","7,702,000","14,841,000","38,216,000","49,805,000","8,430,000","37,351,000","43,982,943","815,161","164,416","1,054,307","893,630","523,004","952,919","59,273"
		NetIncomeFromContinuingOperations,"60,404,000","10,040,000","19,066,000","27,306,000","3,992,000","-8,915,000","-1,416,000","6,686,000","-15,388,000","6,673,000","9,180,000","17,752,000","3,591,000","2,820,000","-56,955,642","-692,489","-1,548,289","801,904","476,281","254,685","541,943","151,597"
		OperatingGainsLosses,"9,267,000","3,734,000","2,533,000","-5,067,000","8,016,000","7,452,000","100,000","171,000","7,000","-4,000",,,,,"16,343,909",,,,,,,
			GainLossOnInvestmentSecurities,"9,267,000","3,734,000","2,533,000","-5,067,000","8,067,000","2,067,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"124,214,000","35,675,000","31,997,000","29,529,000","27,013,000","28,214,000","28,742,000","29,419,000","29,159,000","29,250,000","29,065,000","28,697,000","28,865,000","28,939,000","28,507,993",,,,,,,
			DepreciationAndAmortization,"124,214,000","35,675,000","31,997,000","29,529,000","27,013,000","28,214,000","28,742,000","29,419,000","29,159,000","29,250,000","29,065,000","28,697,000","28,865,000","28,939,000","28,507,993",,,,,,,
				Depreciation,,,,,,,,,,,,,,"28,939,000","28,507,993",,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,"90,000","103,794",,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,"90,000","103,794",,,,,,,
		DeferredTax,"-30,708,000","-18,771,000","-4,640,000","-7,852,000","555,000","281,000","1,578,000","-1,424,000","2,632,000","-682,000","-1,468,000","2,142,000","-10,495,000","-1,073,000","-7,920,362",,,,,,,
			DeferredIncomeTax,"-30,708,000","-18,771,000","-4,640,000","-7,852,000","555,000","281,000","1,578,000","-1,424,000","2,632,000","-682,000","-1,468,000","2,142,000","-10,495,000","-1,073,000","-7,920,362",,,,,,,
		AssetImpairmentCharge,"10,691,000","3,505,000","2,872,000","2,853,000","1,461,000","2,402,000","3,759,000","-95,000","5,367,000","5,356,000","2,971,000","2,611,000","7,348,000","1,273,000","1,675,469",,,,,,,
		StockBasedCompensation,"15,322,000","4,446,000","3,600,000","3,703,000","3,573,000","2,908,000","3,397,000","3,153,000","3,271,000","2,768,000","2,586,000","2,471,000","2,812,000","2,143,000",,,,,,,,
		OtherNonCashItems,"5,412,000","1,660,000","1,386,000","1,113,000","1,304,000","1,675,000","3,147,000","432,000","1,434,000","1,360,000","1,767,000","1,975,000","2,235,000","2,180,000","3,145,727",,,,,,,
