name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
		OtherNonCashItems,"-12,000,000","-43,000,000","17,000,000","-1,000,000","1,000,000","-99,000,000","123,000,000","96,000,000","26,000,000","49,000,000","20,000,000","-6,000,000","21,000,000","71,000,000","8,000,000","-287,000,000","54,000,000","122,000,000","133,000,000","-107,000,000","-21,000,000","-22,000,000","43,000,000","17,000,000","-36,000,000","-50,000,000","-38,000,000","-156,000,000","-127,000,000","-52,000,000","-400,000,000","-144,000,000","-62,000,000","-26,000,000","513,000,000","-169,000,000","-322,000,000","-122,000,000","-28,000,000","-771,000,000","381,000,000","389,000,000","111,800,000","100,800,000","202,500,000","-75,300,000","-143,700,000","217,100,000","-209,200,000","125,600,000","52,300,000"
		ChangeInWorkingCapital,"-139,000,000","-330,000,000","-31,000,000","-62,000,000","284,000,000","-249,000,000","35,000,000","-180,000,000","278,000,000","-256,000,000","184,000,000","-175,000,000","248,000,000","-507,000,000","350,000,000","163,000,000","242,000,000","-356,000,000","11,000,000","94,000,000","159,000,000","-266,000,000","-100,000,000","-6,000,000","192,000,000","-176,000,000","223,000,000","-104,000,000","282,000,000","75,000,000","-180,000,000","-30,000,000","44,000,000","8,000,000","-79,000,000","102,000,000","-256,000,000","-69,000,000","-123,000,000","-96,000,000","-72,000,000","-24,000,000","88,800,000","-133,000,000","-74,500,000","93,800,000","59,600,000","-25,300,000","25,600,000","-58,100,000","101,500,000"
			ChangeInReceivables,"-194,000,000","-51,000,000","-146,000,000","11,000,000","-8,000,000","-122,000,000","-150,000,000","-97,000,000","113,000,000","222,000,000","-121,000,000","-53,000,000","86,000,000","193,000,000","20,000,000","-49,000,000","-10,000,000","126,000,000","-389,000,000","133,000,000","80,000,000","105,000,000","-281,000,000","-55,000,000","-35,000,000","116,000,000","78,000,000","-62,000,000","150,000,000","411,000,000","-302,000,000","-71,000,000","-84,000,000","178,000,000","-257,000,000","119,000,000","0","7,000,000","-206,000,000","70,000,000","-184,000,000","89,000,000","-27,100,000","-21,000,000","-43,500,000","99,400,000","-86,900,000","38,100,000","13,700,000","53,300,000","-167,900,000"
				ChangesInAccountReceivables,"-194,000,000","-51,000,000","-146,000,000","11,000,000","-8,000,000","-122,000,000","-150,000,000","-97,000,000","113,000,000","222,000,000","-121,000,000","-53,000,000","86,000,000","193,000,000","-117,000,000","-49,000,000","-10,000,000","126,000,000","-252,000,000","-11,000,000","80,000,000","105,000,000","-133,000,000","-55,000,000","-35,000,000","116,000,000","78,000,000","-62,000,000","150,000,000","216,000,000","-107,000,000","-71,000,000","-84,000,000","178,000,000","-257,000,000","119,000,000","0","7,000,000","-206,000,000","70,000,000","-184,000,000","89,000,000","-27,100,000","-21,000,000","-43,500,000","99,400,000","-86,900,000","38,100,000","13,700,000","53,300,000","-167,900,000"
			ChangeInInventory,"-189,000,000","-34,000,000","-113,000,000","-38,000,000","-4,000,000","-47,000,000","-25,000,000","13,000,000","-31,000,000","59,000,000","32,000,000","45,000,000","-21,000,000","-52,000,000","-23,000,000","32,000,000","21,000,000","-15,000,000","-4,000,000","7,000,000","-58,000,000","-35,000,000","-19,000,000","19,000,000","3,000,000","46,000,000","32,000,000","36,000,000","-40,000,000","6,000,000","-1,000,000","-5,000,000","-34,000,000","10,000,000","4,000,000","-7,000,000","-37,000,000","-13,000,000","8,000,000","-9,000,000","-18,000,000","-73,000,000","8,300,000","-2,800,000","12,100,000","0","-8,000,000","16,900,000","-22,200,000","-7,500,000","-8,200,000"
			ChangeInPayablesAndAccruedExpense,"421,000,000","-192,000,000","172,000,000","148,000,000","293,000,000","-241,000,000","177,000,000","-70,000,000","191,000,000","-461,000,000","208,000,000","-92,000,000","128,000,000","-627,000,000","465,000,000","-122,000,000","232,000,000","-335,000,000","303,000,000","-117,000,000","97,000,000","-200,000,000","330,000,000","-11,000,000","138,000,000","-331,000,000","217,000,000","-123,000,000","142,000,000","-355,000,000","308,000,000","-151,000,000","211,000,000","-294,000,000","351,000,000","-100,000,000","-149,000,000","-96,000,000","102,000,000","-235,000,000","209,000,000","-126,000,000","181,200,000","-186,900,000","86,200,000","-55,400,000","137,300,000","-122,900,000","89,800,000","-140,100,000","297,800,000"
				ChangeInPayable,"422,000,000","-4,000,000","12,000,000","283,000,000","131,000,000","-37,000,000","20,000,000","73,000,000","54,000,000","-259,000,000","33,000,000","77,000,000","-59,000,000","-391,000,000","289,000,000","50,000,000","63,000,000","-140,000,000","135,000,000","-3,000,000","-24,000,000","-35,000,000","190,000,000","98,000,000","28,000,000","-172,000,000","108,000,000","-42,000,000","19,000,000","-241,000,000","89,000,000","27,000,000","23,000,000","-140,000,000","196,000,000","-51,000,000","-29,000,000","-152,000,000","71,000,000","-50,000,000","10,000,000","13,000,000","-13,700,000","9,000,000","-32,700,000","52,800,000","-46,200,000","55,400,000","-87,200,000","69,000,000","108,200,000"
					ChangeInTaxPayable,"6,000,000","-59,000,000","-13,000,000","66,000,000","12,000,000","-63,000,000","-68,000,000","-2,000,000","36,000,000","-59,000,000","-35,000,000","88,000,000","7,000,000","-202,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000","-85,000,000","109,000,000","-62,100,000","26,100,000","-82,300,000","92,600,000","-62,500,000","36,200,000","-55,800,000","77,300,000","-53,800,000"
						ChangeInIncomeTaxPayable,"6,000,000","-59,000,000","-13,000,000","66,000,000","12,000,000","-63,000,000","-68,000,000","-2,000,000","36,000,000","-59,000,000","-35,000,000","88,000,000","7,000,000","-202,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000","-85,000,000","109,000,000","-62,100,000","26,100,000","-82,300,000","92,600,000","-62,500,000","36,200,000","-55,800,000","77,300,000","-53,800,000"
					ChangeInAccountPayable,"416,000,000","55,000,000","25,000,000","217,000,000","119,000,000","26,000,000","88,000,000","75,000,000","18,000,000","-200,000,000","68,000,000","-11,000,000","-66,000,000","-189,000,000","48,000,000","50,000,000","63,000,000","-140,000,000","135,000,000","-3,000,000","-24,000,000","-35,000,000","190,000,000","98,000,000","28,000,000","-172,000,000","108,000,000","-42,000,000","19,000,000","-241,000,000","89,000,000","27,000,000","23,000,000","-140,000,000","196,000,000","-51,000,000","-29,000,000","-152,000,000","135,000,000","-90,000,000","95,000,000","-96,000,000","48,400,000","-17,100,000","49,600,000","-39,800,000","16,300,000","19,200,000","-31,400,000","-8,300,000","162,000,000"
				ChangeInAccruedExpense,"-1,000,000","-188,000,000","160,000,000","-135,000,000","162,000,000","-204,000,000","157,000,000","-143,000,000","137,000,000","-202,000,000","175,000,000","-169,000,000","187,000,000","-236,000,000","176,000,000","-172,000,000","169,000,000","-195,000,000","168,000,000","-114,000,000","121,000,000","-165,000,000","140,000,000","-109,000,000","110,000,000","-159,000,000","109,000,000","-81,000,000","123,000,000","-114,000,000","219,000,000","-178,000,000","188,000,000","-154,000,000","155,000,000","-49,000,000","-120,000,000","56,000,000","31,000,000","-185,000,000","199,000,000","-139,000,000","194,900,000","-195,900,000","118,900,000","-108,200,000","183,500,000","-178,300,000","177,000,000","-209,100,000","189,600,000"
					ChangeInInterestPayable,"-1,000,000","-188,000,000","160,000,000","-135,000,000","162,000,000","-204,000,000","157,000,000","-143,000,000","137,000,000","-202,000,000","175,000,000","-169,000,000","187,000,000","-236,000,000","176,000,000","-172,000,000","169,000,000","-195,000,000","168,000,000","-114,000,000","121,000,000","-165,000,000","140,000,000","-109,000,000","110,000,000","-159,000,000","109,000,000","-81,000,000","123,000,000","-114,000,000","219,000,000","-178,000,000","188,000,000","-154,000,000","175,000,000","-147,000,000","150,000,000","-136,000,000","149,000,000","-153,000,000","181,000,000","-203,000,000","203,000,000","-191,400,000","193,300,000","-185,600,000","184,000,000","-175,900,000","178,100,000","-167,800,000","171,500,000"
			ChangeInOtherCurrentAssets,"-127,000,000","-14,000,000","-19,000,000","-59,000,000","-35,000,000","4,000,000","35,000,000","-34,000,000","-2,000,000","50,000,000","-2,000,000","-13,000,000","-20,000,000","128,000,000","2,000,000","3,000,000","-25,000,000","4,000,000","-23,000,000","-2,000,000","-10,000,000","10,000,000","-61,000,000","-27,000,000","-9,000,000","16,000,000","31,000,000","32,000,000","25,000,000","25,000,000","-65,000,000","70,000,000","-55,000,000","19,000,000","-77,000,000","90,000,000","-70,000,000","33,000,000","-9,000,000","39,000,000","-42,000,000","44,000,000","-62,100,000","77,700,000","-129,300,000","49,800,000","17,200,000","42,600,000","-55,700,000","36,200,000","-20,200,000"
			ChangeInOtherCurrentLiabilities,"-50,000,000","-39,000,000","75,000,000","-124,000,000","38,000,000","157,000,000","-2,000,000","8,000,000","7,000,000","-126,000,000","67,000,000","-62,000,000","75,000,000","-149,000,000","-114,000,000","299,000,000","24,000,000","-136,000,000","124,000,000","73,000,000","50,000,000","-146,000,000","-69,000,000","68,000,000","95,000,000","-23,000,000","-135,000,000","13,000,000","5,000,000","-12,000,000","-120,000,000","127,000,000","6,000,000","95,000,000",,,,,"-18,000,000","39,000,000",,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,000,000",,,,,,,,,
		DividendReceivedCFO,"701,000,000","165,000,000","185,000,000","189,000,000","162,000,000","184,000,000","146,000,000","170,000,000","165,000,000","152,000,000","178,000,000","155,000,000","133,000,000","124,000,000","148,000,000","114,000,000","110,000,000","127,000,000","56,000,000","162,000,000","106,000,000","102,000,000","110,000,000","118,000,000","112,000,000","91,000,000","102,000,000","102,000,000","95,000,000","92,000,000","87,000,000","110,000,000","107,000,000","77,000,000","95,000,000","104,000,000","98,000,000","101,000,000",,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-500,000","-200,000","-100,000","-400,000","-300,000","-100,000","-200,000","-600,000"
InvestingCashFlow,"-2,806,000,000","-371,000,000","-394,000,000","-1,800,000,000","-241,000,000","130,000,000","-135,000,000","-535,000,000","-576,000,000","335,000,000","896,000,000","-815,000,000","-981,000,000","-814,000,000","-754,000,000","2,118,000,000","-707,000,000","-725,000,000","-876,000,000","-913,000,000","-936,000,000","-637,000,000","-658,000,000","833,000,000","-736,000,000","-1,144,000,000","-984,000,000","-978,000,000","-969,000,000","-2,775,000,000","-1,190,000,000","-1,313,000,000","-888,000,000","-1,819,000,000","-1,026,000,000","-938,000,000","-984,000,000","-116,000,000","1,281,000,000","-575,000,000","-5,425,000,000","-365,000,000","-576,600,000","-1,295,700,000","-292,000,000","-227,200,000","-388,300,000","-216,600,000","-1,183,900,000","-498,300,000","-836,200,000"
	CashFlowFromContinuingInvestingActivities,"-2,806,000,000","-371,000,000","-394,000,000","-1,800,000,000","-241,000,000","130,000,000","-135,000,000","-535,000,000","-576,000,000","335,000,000","896,000,000","-815,000,000","-981,000,000","-814,000,000","-754,000,000","2,118,000,000","-707,000,000","-725,000,000","-876,000,000","-913,000,000","-936,000,000","-637,000,000","-658,000,000","833,000,000","-736,000,000","-1,144,000,000","-984,000,000","-978,000,000","-969,000,000","-2,775,000,000","-1,190,000,000","-1,313,000,000","-888,000,000","-1,819,000,000","-1,026,000,000","-938,000,000","-984,000,000","-116,000,000","1,281,000,000","-575,000,000","-5,425,000,000","-365,000,000","-576,600,000","-1,295,700,000","-292,000,000","-227,200,000","-388,300,000","-216,600,000","-1,183,900,000","-498,300,000","-836,200,000"
		CapitalExpenditureReported,"-1,421,000,000","-407,000,000","-387,000,000","-349,000,000","-278,000,000","-267,000,000","-356,000,000","-388,000,000","-523,000,000","-440,000,000","-551,000,000","-541,000,000","-624,000,000","-554,000,000","-698,000,000","-733,000,000","-766,000,000","-707,000,000","-957,000,000","-895,000,000","-672,000,000","-664,000,000","-773,000,000","-639,000,000","-659,000,000","-811,000,000","-897,000,000","-1,090,000,000","-1,012,000,000","-897,000,000","-939,000,000","-961,000,000","-872,000,000","-845,000,000","-1,099,000,000","-925,000,000","-747,000,000","-598,000,000","-623,000,000","-582,000,000","-463,000,000","-354,000,000","-355,100,000","-305,400,000","-269,700,000","-269,900,000","-275,700,000","-268,100,000","-234,900,000","-223,800,000","-247,900,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,"-11,000,000","14,000,000","-16,000,000","-10,000,000","5,000,000","1,000,000","0","47,000,000","0","71,000,000","80,000,000","30,000,000",,,,,,,"-9,000,000","3,000,000","-8,000,000","19,000,000","13,000,000","51,000,000",,,"114,000,000","8,000,000","32,000,000","0","-5,700,000","12,400,000","15,700,000","900,000","27,800,000","-1,000,000","9,100,000","13,400,000","38,100,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,"-16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfPPE,,,,,,,,,,,,,"-11,000,000","14,000,000",,,"5,000,000","1,000,000","0","47,000,000","0","71,000,000","80,000,000","30,000,000",,,,,,,"-9,000,000","3,000,000","-8,000,000","19,000,000","13,000,000","51,000,000",,,"114,000,000","8,000,000","32,000,000","0","-5,700,000","12,400,000","15,700,000","900,000","27,800,000","-1,000,000","9,100,000","13,400,000","38,100,000"
		NetBusinessPurchaseAndSale,,,,,,,,,,"907,000,000","1,419,000,000","0","96,000,000","-16,000,000","-38,000,000","3,003,000,000","0","33,000,000",,,,,"-1,000,000",,,,,"0","-5,000,000","-1,859,000,000",,,,"-960,000,000","-88,000,000","0","0","88,000,000","1,791,000,000","0",,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,,,,,"0",,,"-16,000,000",,,,,,,,,,,,,,"0","-5,000,000","-1,859,000,000",,,,"-960,000,000","0","0",,,"0","0",,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,"907,000,000","1,419,000,000","28,000,000",,,"-38,000,000","3,003,000,000","0","33,000,000",,,,,"-1,000,000",,,,,,,,,,,,"-88,000,000","0","0","88,000,000",,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-440,000,000","-11,000,000","-419,000,000","-6,000,000","-4,000,000","391,000,000","-21,000,000","-140,000,000","-74,000,000","-151,000,000","-151,000,000","-336,000,000","-481,000,000","-331,000,000","-15,000,000","-183,000,000","-45,000,000","-66,000,000","-53,000,000","-83,000,000","-357,000,000","-191,000,000","-19,000,000","-26,000,000","-319,000,000","-44,000,000","-27,000,000","-24,000,000","-15,000,000","-30,000,000","-47,000,000","-239,000,000","-67,000,000","-36,000,000","-448,000,000","-79,000,000","-53,000,000","363,000,000","-121,000,000","-53,000,000","13,000,000","-31,000,000","-92,200,000","-1,018,100,000","10,000,000","-4,900,000","-1,013,500,000","978,800,000","-712,800,000","-288,400,000","-322,400,000"
			PurchaseOfInvestment,"-27,000,000","-11,000,000","-2,000,000","-10,000,000","-4,000,000","-22,000,000","-21,000,000","-140,000,000","-74,000,000","-151,000,000","-151,000,000","-336,000,000","-481,000,000","-331,000,000","-139,000,000","-183,000,000","-45,000,000","-66,000,000","-53,000,000","-83,000,000","-357,000,000","-191,000,000","-19,000,000","-26,000,000","-319,000,000","-44,000,000","-27,000,000","-24,000,000","-15,000,000","-30,000,000","-47,000,000","-239,000,000","-67,000,000","-36,000,000","-46,000,000","-78,000,000","-53,000,000","-40,000,000","38,000,000","-99,000,000","-52,000,000","-79,000,000","-143,600,000","-1,072,000,000","-37,500,000","-88,500,000","-1,050,100,000","900,800,000","-748,800,000","-362,300,000","-432,200,000"
			SaleOfInvestment,,"0",,"4,000,000","0","413,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"-1,000,000","0","403,000,000",,"46,000,000","65,000,000","48,000,000","51,400,000","53,900,000","47,500,000","83,600,000","36,600,000","78,000,000","36,000,000","73,900,000","109,800,000"
		DividendsReceivedCFI,"195,000,000","50,000,000","42,000,000","73,000,000","30,000,000","18,000,000","49,000,000","19,000,000","45,000,000","41,000,000","126,000,000","76,000,000","50,000,000","81,000,000","40,000,000","48,000,000","107,000,000","42,000,000","122,000,000","38,000,000","76,000,000","138,000,000","73,000,000","77,000,000","38,000,000","43,000,000","47,000,000","67,000,000","64,000,000","50,000,000","44,000,000","48,000,000","52,000,000","38,000,000","68,000,000","39,000,000","41,000,000","37,000,000",,,,,,,,,,,,,
		NetOtherInvestingChanges,"-1,546,000,000","-3,000,000","-36,000,000","-1,518,000,000","11,000,000","-12,000,000","-876,000,000","-26,000,000","-24,000,000","885,000,000","-57,000,000","-11,000,000","-11,000,000","-8,000,000","-27,000,000","-7,000,000","-8,000,000","-28,000,000","12,000,000","-20,000,000","17,000,000","9,000,000","-18,000,000","-11,000,000","-16,000,000","-332,000,000","-1,971,000,000","69,000,000","-1,000,000","-39,000,000","-239,000,000","-164,000,000","-953,000,000","-35,000,000","528,000,000","-24,000,000","-248,000,000","-6,000,000","-80,000,000","52,000,000","-37,000,000","20,000,000","-123,600,000","15,400,000","-48,000,000","46,700,000","-56,600,000","3,400,000","-245,300,000","500,000","-304,000,000"
FinancingCashFlow,"-3,188,000,000","-1,512,000,000","-6,000,000","-1,019,000,000","-651,000,000","-1,789,000,000","-625,000,000","-364,000,000","-1,162,000,000","-487,000,000","-2,585,000,000","-187,000,000","-505,000,000","-2,908,000,000","-971,000,000","157,000,000","-801,000,000","-209,000,000","-687,000,000","-159,000,000","-297,000,000","-538,000,000","-305,000,000","-1,806,000,000","-553,000,000","35,000,000","-759,000,000","28,000,000","-410,000,000","1,468,000,000","60,000,000","138,000,000","-353,000,000","626,000,000","-470,000,000","-331,000,000","-41,000,000","-253,000,000","-2,205,000,000","-254,000,000","5,162,000,000","-119,000,000","-70,500,000","613,000,000","-32,800,000","-566,700,000","300,000","-216,500,000","892,300,000","34,500,000","106,000,000"
	CashFlowFromContinuingFinancingActivities,"-3,188,000,000","-1,512,000,000","-6,000,000","-1,019,000,000","-651,000,000","-1,789,000,000","-625,000,000","-364,000,000","-1,162,000,000","-487,000,000","-2,585,000,000","-187,000,000","-505,000,000","-2,908,000,000","-971,000,000","157,000,000","-801,000,000","-209,000,000","-687,000,000","-159,000,000","-297,000,000","-538,000,000","-305,000,000","-1,806,000,000","-553,000,000","35,000,000","-759,000,000","28,000,000","-410,000,000","1,468,000,000","60,000,000","138,000,000","-353,000,000","626,000,000","-470,000,000","-331,000,000","-41,000,000","-253,000,000","-2,205,000,000","-254,000,000","5,162,000,000","-119,000,000","-70,500,000","613,000,000","-32,800,000","-566,700,000","300,000","-216,500,000","892,300,000","34,500,000","106,000,000"
