name,11/30/2021,05/31/2021,11/30/2020,05/31/2020,11/30/2019,05/31/2019,11/30/2018,05/31/2018
TotalAssets,"518,872,377","499,625,682","336,581,466","330,786,939","956,528,521","1,121,450,289","1,138,354,728","566,402,689"
TotalLiabilitiesNetMinorityInterest,"168,583,591","145,862,389","98,970,248","99,578,246","328,807,000","390,417,206","402,190,630","202,266,797"
TotalEquityGrossMinorityInterest,"350,288,786","353,763,293","237,611,218","231,208,693","627,721,521","731,033,083","736,164,098","364,135,892"
	StockholdersEquity,"350,288,786","353,763,293","237,611,218","231,208,693","627,721,521","731,033,083","736,164,098","364,135,892"
		CapitalStock,"13,202","13,307","13,867","71,714","71,714","71,714","71,714","31,196"
			CommonStock,"13,202","13,307","13,867","71,714","71,714","71,714","71,714","31,196"
		AdditionalPaidInCapital,"736,960,169","766,455,355","784,961,904","799,484,274","820,639,900","848,126,202","862,445,989","325,761,178"
		RetainedEarnings,"-386,684,585","-412,705,369","-547,364,553","-568,347,295","-192,990,093","-117,164,833","-126,353,605","-44,710,768"
TotalCapitalization,"474,245,495","455,683,459","292,495,040","284,227,161","905,546,502","1,054,248,421","1,078,276,036","522,589,586"
CommonStockEquity,"350,288,786","353,763,293","237,611,218","231,208,693","627,721,521","731,033,083","736,164,098","364,135,892"
NetTangibleAssets,"350,288,786","353,763,293","237,611,218","231,208,693","627,721,521","731,033,083","736,164,098","364,135,892"
InvestedCapital,"474,245,495","455,683,459","292,495,040","284,227,161","905,546,502","1,054,248,421","1,078,276,036","522,589,586"
TangibleBookValue,"350,288,786","353,763,293","237,611,218","231,208,693","627,721,521","731,033,083","736,164,098","364,135,892"
TotalDebt,"123,956,709","101,920,166","54,883,822","53,018,468","277,824,981","323,215,338","342,111,938","158,453,694"
NetDebt,"123,956,709","101,920,166","54,883,822","53,018,468","277,824,981","323,215,338","341,145,375","158,453,694"
ShareIssued,"13,201,931","13,307,118","13,867,314","14,342,797","14,342,797","14,342,797","14,342,797","6,239,211"
OrdinarySharesNumber,"13,201,931","13,307,118","13,867,314","14,342,797","14,342,797","14,342,797","14,342,797","6,239,211"
