name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"3,106,599,000","2,264,902,000","2,248,320,000","2,231,463,000","2,221,105,000","2,233,019,000","2,275,196,000","2,380,875,000","2,423,120,000","2,355,683,000","2,149,358,000","2,123,221,000","2,229,642,000","2,222,297,000","2,262,931,000","2,216,268,000","2,221,878,000","2,209,874,000","2,043,878,000","1,996,541,000","1,796,119,000","1,718,505,000","1,660,228,000","1,647,176,000","1,637,437,000","1,580,954,000","1,609,700,000","1,551,114,000","1,454,222,000","1,459,024,000","1,472,626,000","1,428,323,000","1,428,892,000","1,294,476,000","1,279,802,000","1,251,542,000","1,061,990,000","810,789,000","633,104,392","621,492,416","604,077,730","554,004,994","553,170,777","550,684,205","491,759,405","493,008,530","509,968,783","511,708,176","513,944,694","518,246,431"
	CurrentAssets,"213,236,000","129,578,000","133,482,000","125,779,000","94,838,000","84,548,000","105,892,000","190,566,000","208,900,000","123,319,000","153,268,000","137,098,000","231,518,000","138,158,000","152,903,000","176,474,000","146,031,000","109,223,000","108,770,000","113,014,000","191,701,000","161,411,000","169,498,000","211,800,000","184,463,000","226,383,000","311,095,000","304,766,000","82,972,000","101,356,000","96,258,000","123,884,000","117,579,000","120,329,000","145,163,000","92,739,000","85,537,000","37,430,000","25,619,498","25,006,567","22,272,613","19,694,187","26,359,872","38,216,412","21,389,616","18,193,329","22,106,173","18,202,790","15,827,168","14,018,956"
		CashCashEquivalentsAndShortTermInvestments,"82,397,000","64,485,000","59,650,000","56,069,000","27,356,000","20,719,000","39,075,000","124,554,000","131,267,000","42,238,000","48,091,000","48,796,000","42,913,000","44,088,000","60,533,000","48,885,000","43,435,000","36,545,000","52,451,000","29,819,000","68,046,000","34,694,000","40,491,000","76,437,000","33,972,000","29,326,000","31,954,000","36,963,000","28,541,000","38,581,000","34,778,000","41,728,000","36,551,000","46,706,000","45,474,000","34,413,000","20,790,000","13,980,000","10,287,841","11,623,207","10,869,944","10,537,132","17,118,080","29,589,139","15,610,861","7,977,418","11,247,069","11,326,378","9,657,828","8,239,225"
			CashAndCashEquivalents,"82,397,000","64,485,000","59,650,000","56,069,000","27,356,000","20,719,000","39,075,000","124,554,000","131,267,000","42,238,000","48,091,000","48,796,000","42,913,000","44,088,000","60,533,000","48,885,000","43,435,000","36,545,000","52,451,000","29,819,000","68,046,000","34,694,000","40,491,000","76,437,000","33,972,000","29,326,000","31,954,000","36,963,000","28,541,000","38,581,000","34,778,000","41,728,000","36,551,000","46,706,000","45,474,000","34,413,000","20,790,000","13,980,000","10,287,841","11,623,207","10,869,944","10,537,132","17,118,080","29,589,139","15,610,861","7,977,418","11,247,069","11,326,378","9,657,828","8,239,225"
		Receivables,"28,202,000","14,476,000","40,578,000","38,484,000","37,883,000","35,464,000","42,201,000","39,680,000","40,314,000","44,217,000","49,481,000","53,109,000","54,907,000","44,678,000","53,356,000","49,861,000","39,298,000","29,341,000","20,899,000","28,084,000","26,633,000","29,392,000","32,814,000","32,519,000","32,673,000","22,240,000","12,370,000","12,531,000","12,384,000","18,460,000","11,924,000","13,142,000","12,611,000","10,352,000","9,685,000","11,728,000","12,677,000","6,211,000","6,666,212","6,946,025","6,155,365","3,424,630","5,478,840","4,484,399","3,384,494","7,285,135","4,772,974","4,416,070","3,729,368","2,608,198"
			AccountsReceivable,"28,202,000","14,476,000","14,209,000","14,777,000","14,715,000","11,775,000","12,512,000","10,507,000","11,356,000","13,281,000","18,453,000","21,253,000","23,623,000","13,978,000","23,969,000","20,916,000","20,844,000","16,985,000","20,899,000","17,939,000","16,548,000","11,807,000","15,232,000","14,937,000","15,009,000","9,437,000","12,370,000","12,531,000","12,384,000","7,681,000","11,924,000","13,142,000","12,611,000","7,231,000","9,685,000","11,728,000","12,677,000","5,478,000","6,666,212","6,946,025","6,155,365","3,424,630","5,478,840","4,484,399","3,384,494","2,665,076","4,772,974","4,416,070","3,729,368","2,608,198"
				GrossAccountsReceivable,"28,302,000","14,676,000","14,609,000",,,"12,175,000",,"10,907,000",,"13,481,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-100,000","-200,000","-400,000",,,"-400,000",,"-400,000",,"-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,"0","26,369,000","23,707,000","23,168,000","23,689,000","29,689,000","29,173,000","28,958,000","30,936,000","31,028,000","31,856,000","31,284,000","30,700,000","29,387,000","28,945,000","18,454,000","12,356,000","0","10,145,000","10,085,000","17,585,000","17,582,000","17,582,000","17,664,000",,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"12,803,000",,,,"10,779,000",,,,"3,121,000",,,,"733,000",,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,620,059",,,,
		PrepaidAssets,"17,000,000","11,733,000","7,308,000","8,698,000","9,142,000","9,763,000","6,659,000","7,249,000","8,297,000","8,844,000","10,507,000","7,634,000","9,149,000","13,291,000","6,254,000","7,371,000","8,654,000","12,682,000","5,294,000","8,731,000","7,065,000","9,749,000","8,013,000","8,319,000","6,258,000","18,606,000","21,532,000","7,728,000","6,563,000","9,554,000","6,172,000","5,681,000","6,305,000","12,296,000","21,006,000","6,251,000","2,889,000","8,779,000","4,390,302","3,329,337","3,704,500","4,268,393","2,233,465","3,118,765","1,744,567","1,738,645","3,529,906","1,075,001","1,130,078","1,416,480"
		RestrictedCash,"32,836,000","38,459,000","25,521,000","22,103,000","20,032,000","18,177,000","17,532,000","18,658,000","28,597,000","27,595,000","27,819,000","27,066,000","28,026,000","28,468,000","31,567,000","32,479,000","31,483,000","29,462,000","28,933,000","25,560,000","27,141,000","24,881,000","25,567,000","25,363,000","24,775,000","23,073,000","28,904,000","31,187,000","34,192,000","34,395,000","35,306,000","54,637,000","52,181,000","38,498,000","35,437,000","27,809,000","22,261,000","3,624,000","4,275,143","3,107,998","1,542,804","1,464,032","1,529,487","1,024,109","649,694","1,192,131","2,556,224","1,385,341","1,309,894","1,755,053"
		AssetsHeldForSaleCurrent,"52,801,000","425,000","425,000","425,000","425,000","425,000","425,000","425,000","425,000","425,000","17,370,000","493,000","96,523,000","7,633,000","1,193,000","37,878,000","23,161,000","1,193,000","1,193,000","20,820,000","62,816,000","62,695,000","62,613,000","69,162,000","86,785,000","133,138,000","216,335,000","216,357,000","1,292,000","300,000","7,860,000","8,663,000","9,723,000","12,224,000","33,463,000","12,339,000","26,920,000","4,836,000",,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","66,000","218,000","33,000","208,000","253,000","98,000","199,000",,,,,,,,,,,,,,
	TotalNonCurrentAssets,"2,893,363,000","2,135,324,000","2,114,838,000","2,105,684,000","2,126,267,000","2,148,471,000","2,169,304,000","2,190,309,000","2,214,220,000","2,232,364,000","1,996,090,000","1,986,123,000","1,998,124,000","2,084,139,000","2,110,028,000","2,039,794,000","2,075,847,000","2,100,651,000","1,935,108,000","1,883,527,000","1,604,418,000","1,557,094,000","1,490,730,000","1,435,376,000","1,452,974,000","1,354,571,000","1,298,605,000","1,246,348,000","1,371,250,000","1,357,668,000","1,376,368,000","1,304,439,000","1,311,313,000","1,174,147,000","1,134,639,000","1,158,803,000","976,453,000","773,359,000","607,484,894","596,485,849","581,805,117","534,310,807","526,810,905","512,467,793","470,369,789","474,815,201","487,862,610","493,505,386","498,117,526","504,227,475"
		NetPPE,"31,841,000","26,942,000","27,290,000","27,656,000","28,032,000","28,420,000","28,809,000","29,181,000","29,577,000","29,884,000","28,942,000","29,313,000","29,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,"591,531,937","577,552,628","550,070,083","519,171,211","514,197,447","498,928,442","460,195,576","466,010,777","454,982,656","460,632,473","477,144,154","482,767,601"
			GrossPPE,"31,841,000","26,942,000","27,290,000","27,656,000","28,032,000","28,420,000","28,809,000","29,181,000","29,577,000","29,884,000","28,942,000","29,313,000","29,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,"591,531,937","577,552,628","550,070,083","645,338,996","514,197,447","498,928,442",,"570,807,279",,"552,902,461",,"562,375,554"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0",,"0",,"0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,006,473","19,006,473","20,294,973","97,141,265","20,294,973","20,294,973",,"89,887,265",,"73,411,913",,"75,272,012"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"444,377,456",,,,"392,138,987",,"391,431,377",,"390,909,814"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"572,525,464","558,546,155",,"103,820,275","493,902,474","478,633,469",,"88,781,027",,"88,059,171",,"87,642,374"
				OtherProperties,"31,841,000","26,942,000","27,290,000","27,656,000","28,032,000","28,420,000","28,809,000","29,181,000","29,577,000","29,884,000","28,942,000","29,313,000","29,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"529,775,110",,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"8,551,354"
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-126,167,785",,,,"-104,796,502",,"-92,269,988",,"-79,607,953"
		GoodwillAndOtherIntangibleAssets,"37,981,000","10,834,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,419,000","11,514,000",,"22,064,000","22,764,000","22,764,000","22,764,000","22,764,000","22,312,000",,"6,254,000",,,,"6,122,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,"11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,231,000","11,419,000","11,514,000",,"22,064,000","22,764,000","22,764,000","22,764,000","22,764,000","22,312,000",,"6,254,000",,,,"6,122,000",,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"2,811,920,000","2,082,639,000","2,068,283,000","2,054,438,000","2,074,553,000","2,096,215,000","2,115,715,000","2,136,181,000","2,159,583,000","2,174,501,000","1,940,196,000","1,932,522,000","1,942,914,000","2,067,821,000","2,063,483,000","1,994,765,000","2,031,996,000","2,063,463,000","1,901,881,000","1,850,843,000","1,588,581,000","1,544,610,000","1,476,491,000","1,422,375,000","1,439,757,000","1,339,149,000","1,272,863,000","1,221,465,000","1,345,167,000","1,347,851,000","1,357,133,000","1,285,447,000","1,294,093,000","1,163,715,000","1,116,692,000","1,141,540,000","959,066,000","760,467,000",,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,"28,958,000","30,936,000","31,028,000","31,856,000","31,284,000","30,700,000","29,387,000","28,945,000","18,454,000","12,356,000","0","10,145,000","10,085,000","17,585,000","17,582,000","17,582,000","17,664,000",,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,"28,958,000","30,936,000","31,028,000","31,856,000","31,284,000","30,700,000","29,387,000","28,945,000","18,454,000","12,356,000","0","10,145,000","10,085,000","17,585,000","17,582,000","17,582,000","17,664,000",,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"2,800,000",,,,"7,161,000",,,,"8,920,000",,,,"9,581,000",,,,"7,587,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,"12,803,000",,,,"10,779,000",,,,"3,121,000",,,,"733,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"7,832,000","11,159,000","4,249,000","4,194,000","4,311,000","4,431,000","4,364,000","4,479,000","4,594,000","6,847,000","4,125,000","4,118,000","4,220,000","6,737,000","4,854,000","4,782,000","5,050,000","6,837,000","4,669,000","4,618,000","3,851,000","6,230,000","3,729,000","3,694,000","3,842,000","9,300,000","9,592,000","8,806,000","9,324,000","9,817,000","10,247,000","10,467,000","10,639,000","10,319,000","14,505,000","13,126,000","13,218,000","12,892,000","11,695,495","12,545,419","11,811,417","11,119,726","9,032,280","9,944,564","6,178,387","4,051,295","4,670,836","4,971,985","4,396,268","4,828,185"
			NonCurrentDeferredTaxesAssets,,"49,000",,,,"2,000",,,,"2,138,000",,,,"2,046,000",,,,"1,616,000",,,,"2,503,000",,,,"112,000",,"0","190,000","176,000","119,000","54,000","54,000","49,000","4,962,000","3,430,000","3,894,000","3,997,000","2,708,849","2,971,350","2,658,704","2,195,820",,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,"3,180,000",,,,"3,228,000",,,,"3,275,000",,,,"3,325,000",,,,"3,373,000",,,,"3,420,000",,,,"3,468,000",,,,,,,,,,,,
