name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalAssets,"2,024,469,000","1,522,866,000","1,244,062,000","1,091,810,000","873,243,000","872,089,000","1,025,524,000","1,263,273,000","2,237,386,000","1,905,465,000","1,902,009,000","1,494,391,000","1,395,779,000","1,503,645,305","1,068,949,402","883,082,503","664,470,446","632,253,679","494,365,880","481,305,903","449,244,727","431,532,961","410,372,136","465,384,219","573,188,737","733,945,448","1,001,236,168","1,338,766,886","1,640,664,805","2,026,746,332","1,796,574,655","1,734,182,649","1,598,047,200","1,519,599,960","1,452,735,780","1,352,562,790","1,263,731,481","1,190,935,298","1,135,215,576","1,073,597,565","869,807,816","725,593,919","595,971,749","555,282,115","514,427,833","509,693,965","261,784,360","240,874,456","148,549,202","135,594,968","83,053,674","96,089,654","67,088,944","62,875,539","51,285,555","38,333,728","20,909,888","18,131,464","18,313,637","2,691,324","2,796,581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	CurrentAssets,"323,456,000","215,328,000","167,583,000","139,664,000","102,424,000","125,629,000","183,749,000","205,094,000","354,847,000","133,037,000","172,110,000","133,068,000","126,461,000","228,414,559","224,740,440","275,983,359","147,020,439","152,758,154","53,470,363","60,669,457","48,188,446","46,894,169","46,321,835","59,592,690","79,138,183","128,814,806","189,203,701","175,633,528","212,175,499","225,987,573","106,448,328","128,204,049","104,684,787","104,387,563","118,814,458","97,961,413","94,136,643","94,214,544","96,654,199","117,107,492","85,757,011","80,504,772","90,066,570","135,653,959","179,984,008","233,018,360","65,965,869","90,596,786","34,204,202","42,017,813","9,637,976","21,876,015","5,670,943","5,193,213","8,541,447","17,605,086","5,962,838","10,502,630","11,821,436","768,795","986,676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"3,335,000","9,519,000","2,006,000","4,843,000","2,729,000","1,428,000","1,803,000","1,838,000","8,512,000","16,068,000","1,901,000","2,794,000","3,944,000","2,357,858","112,965,907","200,924,143","89,472,745","102,183,191","6,776,667","3,808,829","5,518,799","6,486,098","3,319,021","3,667,114","4,388,142","3,390,389","7,042,258","7,112,054","5,741,083","9,337,512","8,049,167","14,252,184","8,108,950","5,687,166","11,868,598","18,095,437","8,482,166","13,387,998","8,234,566","25,171,675","3,834,888","6,279,587","8,265,649","77,379,376","124,571,820","191,837,401","39,486,949","70,167,911","18,637,524","31,136,848","2,108,945","16,209,453","640,104","780,715","6,772,167","15,756,523","5,627,190","10,112,660","11,440,348","580,805","924,148",,,,,,,,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"3,335,000","9,519,000","2,006,000","4,843,000","2,729,000","1,428,000","1,803,000","1,838,000","8,512,000","16,068,000","1,901,000","2,794,000","3,944,000","2,357,858","112,965,907","200,924,143","89,472,745","102,183,191","6,776,667","3,808,829","5,518,799","6,486,098","3,319,021","3,667,114","4,388,142","3,390,389","7,042,258","7,112,054","5,741,083","9,337,512","8,049,167","14,252,184","8,108,950","5,687,166","11,868,598","18,095,437","8,482,166","13,387,998","8,234,566","25,171,675","3,834,888","6,279,587","8,265,649","77,379,376","99,705,160","152,110,701","39,486,949","70,167,911","1,153,583","6,233,372","288,042","13,634,518","640,104","780,715","6,772,167","12,367,173","1,967,740","10,112,660","11,440,348","580,805","924,148",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0",,"0","0","0","24,866,660","39,726,700","0","0","17,483,941","24,903,476","1,820,903","2,574,935",,,,"3,389,350","3,659,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"297,754,000","193,554,000","158,047,000","131,165,000","94,804,000","71,015,000","60,067,000","43,828,000","98,000,000","108,484,000","103,646,000","88,092,000","91,714,000","97,557,934","91,261,396","69,058,427","52,069,278","47,636,698","40,581,385","37,386,830","35,347,246","37,242,221","32,856,099","40,558,636","29,704,685","58,230,113","91,293,591","82,406,315","78,591,692","85,931,719","88,575,478","90,924,750","82,201,632","86,816,981","92,201,013","69,571,190","75,890,491","70,219,669","79,324,983","66,063,522","61,365,535","51,418,830","44,561,467","35,586,298","27,027,334","22,033,647","17,841,344","11,311,742","8,231,812","7,025,011","5,989,190","3,678,586","2,688,283","2,903,394","1,541,207","916,770","220,015",,,"51,776",,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"297,754,000","193,554,000","158,047,000","131,165,000","94,804,000","71,015,000","60,067,000","43,408,000","97,580,000","108,274,000","103,226,000","87,697,000","90,509,000","96,352,918","90,476,380","68,273,411","51,284,262","46,851,682","39,179,206","35,984,651","33,945,067","35,840,042","32,856,099","40,558,636","29,704,685","58,230,113","91,293,591","82,406,315","78,591,692","85,931,719","88,575,478","90,924,750","82,201,632","86,816,981","92,201,013","69,571,190","75,890,491","70,219,669","79,324,983","66,063,522","61,365,535","51,418,830","44,561,467","35,586,298","27,027,334","22,033,647","17,841,344","11,311,742","7,993,935","7,025,011","5,989,190","2,804,133","1,752,399","2,028,941","1,541,207","916,770","220,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"197,454,000",,,,"74,915,000",,,,"112,874,000",,,,"101,552,918",,,,"52,451,682",,,,"40,740,042","37,756,099","45,458,636","34,204,685","62,730,113","95,793,591","85,656,315","80,931,692","87,771,719","90,675,478","93,039,750","83,551,632","87,866,981","93,126,013","70,496,190","75,890,491","70,219,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,900,000",,,,"-3,900,000",,,,"-4,600,000",,,,"-5,200,000",,,,"-5,600,000",,,,"-4,900,000","-4,900,000","-4,900,000","-4,500,000","-4,500,000","-4,500,000","-3,250,000","-2,340,000","-1,840,000","-2,100,000","-2,115,000","-1,350,000","-1,050,000","-925,000","-925,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,"0","0","420,000","420,000","210,000","420,000","395,000","1,205,000","1,205,016","785,016","785,016","785,016","785,016","1,402,179","1,402,179","1,402,179","1,402,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
