name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,03/31/2003,02/28/2003,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"5,857,000,000","2,401,000,000","1,623,000,000","1,287,000,000","546,000,000","49,000,000","26,000,000","33,000,000","31,000,000","740,000,000","4,790,000,000","4,781,000,000","6,532,000,000","4,838,000,000","4,674,000,000","4,456,000,000","5,836,000,000","4,357,000,000","4,232,000,000","4,259,000,000","5,515,000,000","3,945,000,000","3,791,000,000","3,935,000,000","5,097,000,000","3,705,000,000","3,651,000,000","3,711,000,000","4,883,000,000","3,590,000,000","3,531,000,000","3,719,000,000","4,947,000,000","3,633,000,000","3,585,000,000","3,658,000,000","4,726,000,000","3,479,000,000","3,593,000,000","3,578,000,000","4,684,000,000","3,538,000,000","3,582,000,000","3,697,000,000","5,058,000,000","3,620,000,000","3,419,000,000","3,753,000,000","4,426,000,000","3,195,000,000","3,095,000,000","3,206,000,000","4,139,000,000","2,948,000,000","2,864,000,000","3,302,000,000","4,814,000,000","3,378,000,000","3,152,000,000","3,123,999,013.9","4,321,000,000","2,900,000,000","2,688,000,000","2,810,000,000","3,905,000,000","2,662,000,000","2,461,000,000","2,567,000,000","3,605,000,000","2,519,000,000","2,396,000,000","2,242,000,000","3,245,000,000","2,256,000,000","1,980,000,000","1,821,387,527.453","2,523,740,000","1,334,616,000","1,289,737,012.936","1,035,000,000","795,064,440.047","643,929,815.286","512,864,396.144","771,286,325.141","658,126,646.124","540,337,551.547","1,442,972,168.587","-729,323,810.941","1,221,859,316.498"
	OperatingRevenue,"5,857,000,000","2,401,000,000","1,623,000,000","1,287,000,000","546,000,000","49,000,000","26,000,000","33,000,000","31,000,000","740,000,000","4,790,000,000","4,781,000,000","6,532,000,000","4,838,000,000","4,674,000,000","4,456,000,000","5,836,000,000","4,357,000,000","4,232,000,000","4,259,000,000","5,515,000,000","3,945,000,000","3,791,000,000","3,935,000,000","5,097,000,000","3,705,000,000","3,651,000,000","3,711,000,000","4,883,000,000","3,590,000,000","3,531,000,000","3,719,000,000","4,947,000,000","3,633,000,000","3,585,000,000","3,658,000,000","4,726,000,000","3,479,000,000","3,593,000,000","3,578,000,000","4,684,000,000","3,538,000,000","3,582,000,000","3,697,000,000","5,058,000,000","3,620,000,000","3,419,000,000","3,753,000,000","4,426,000,000","3,195,000,000","3,095,000,000","3,206,000,000","4,139,000,000","2,948,000,000","2,864,000,000","3,302,000,000","4,814,000,000","3,378,000,000","3,152,000,000","3,123,999,013.9","4,321,000,000","2,900,000,000","2,688,000,000","2,810,000,000","3,905,000,000","2,662,000,000","2,461,000,000","2,567,000,000","3,605,000,000","2,519,000,000","2,396,000,000","2,242,000,000","3,245,000,000","2,256,000,000","1,980,000,000","1,821,387,527.453","2,523,740,000","1,334,616,000","1,289,737,012.936","1,035,000,000","795,064,440.047","643,929,815.286","512,864,396.144","771,286,325.141","658,126,646.124","540,337,551.547","1,442,972,168.587","-729,323,810.941","1,221,859,316.498"
CostOfRevenue,"7,601,000,000","2,682,000,000","2,024,000,000","1,755,000,000","1,141,000,000","632,000,000","535,000,000","553,000,000","639,000,000","1,896,000,000","3,521,000,000","3,077,000,000","3,532,000,000","3,159,000,000","3,142,000,000","2,742,000,000","2,958,000,000","2,681,000,000","2,709,000,000","2,617,000,000","3,013,000,000","2,436,000,000","2,435,000,000","2,319,000,000","2,563,000,000","2,258,000,000","2,243,000,000","2,218,000,000","2,490,000,000","2,404,000,000","2,335,000,000","2,497,000,000","2,754,000,000","2,565,000,000","2,588,000,000","2,621,000,000","2,917,000,000","2,487,000,000","2,599,000,000","2,551,000,000","2,597,000,000","2,478,000,000","2,694,000,000","2,569,000,000","2,814,000,000","2,521,000,000","2,395,000,000","2,612,000,000","2,288,000,000","2,061,000,000","2,099,000,000","2,143,000,000","2,226,000,000","1,885,000,000","1,850,000,000","2,132,000,000","2,634,000,000","2,159,000,000","2,114,000,000","1,984,999,409.6","2,189,000,000","1,763,000,000","1,691,000,000","1,680,000,000","1,975,000,000","1,620,000,000","1,487,000,000","1,533,000,000","1,790,000,000","1,470,000,000","1,423,000,000","1,341,000,000","1,569,000,000","1,329,000,000","1,216,000,000","1,093,514,686.132","1,279,645,000","819,981,000","792,408,049.526","620,000,000","455,652,283.086","393,224,172.905","344,143,989.959","453,559,311.507","414,612,778.469","386,724,673.006","884,879,652.231","-461,770,635.641","788,815,422.608"
GrossProfit,"-1,744,000,000","-281,000,000","-401,000,000","-468,000,000","-595,000,000","-583,000,000","-509,000,000","-520,000,000","-608,000,000","-1,156,000,000","1,269,000,000","1,704,000,000","3,000,000,000","1,679,000,000","1,532,000,000","1,714,000,000","2,878,000,000","1,676,000,000","1,523,000,000","1,642,000,000","2,502,000,000","1,509,000,000","1,356,000,000","1,616,000,000","2,534,000,000","1,447,000,000","1,408,000,000","1,493,000,000","2,393,000,000","1,186,000,000","1,196,000,000","1,222,000,000","2,193,000,000","1,068,000,000","997,000,000","1,037,000,000","1,809,000,000","992,000,000","994,000,000","1,027,000,000","2,087,000,000","1,060,000,000","888,000,000","1,128,000,000","2,244,000,000","1,099,000,000","1,024,000,000","1,141,000,000","2,138,000,000","1,134,000,000","996,000,000","1,063,000,000","1,913,000,000","1,063,000,000","1,014,000,000","1,170,000,000","2,180,000,000","1,219,000,000","1,038,000,000","1,138,999,604.3","2,132,000,000","1,137,000,000","997,000,000","1,130,000,000","1,930,000,000","1,042,000,000","974,000,000","1,034,000,000","1,815,000,000","1,049,000,000","973,000,000","901,000,000","1,676,000,000","927,000,000","764,000,000","727,872,841.32","1,244,095,000","514,635,000","497,328,963.41","415,000,000","339,412,156.961","250,705,642.381","168,720,406.184","317,727,013.634","243,513,867.655","153,612,878.541","558,092,516.357","-267,553,175.3","433,043,893.89"
OperatingExpense,"4,395,000,000","1,191,000,000","1,084,000,000","1,132,000,000","987,000,000","984,000,000","1,014,000,000","986,000,000","816,000,000","1,069,000,000","1,248,000,000","1,220,000,000","1,111,000,000","1,163,000,000","1,145,000,000","1,163,000,000","1,084,000,000","1,117,000,000","1,104,000,000","1,094,000,000","1,020,000,000","1,009,000,000","988,000,000","1,019,000,000","972,000,000","969,000,000","974,000,000","983,000,000","883,000,000","897,000,000","930,000,000","955,000,000","895,000,000","913,000,000","925,000,000","934,000,000","845,000,000","840,000,000","849,000,000","851,000,000","792,000,000","807,000,000","797,000,000","820,000,000","811,000,000","820,000,000","789,000,000","800,000,000","736,000,000","785,000,000","741,000,000","769,000,000","717,000,000","710,000,000","703,000,000","720,000,000","695,000,000","737,000,000","726,000,000","715,998,871.8","642,000,000","678,000,000","644,000,000","654,000,000","590,000,000","594,000,000","597,000,000","586,000,000","524,000,000","567,000,000","555,000,000","554,000,000","516,000,000","522,000,000","504,000,000","452,706,498.554","435,364,000","346,793,000","335,131,968.524","283,000,000","136,498,758.176","132,264,053.039","126,504,649.438","131,893,999.708","131,169,203.252","121,019,740.105","258,469,996.458","-147,155,065.038","255,715,765.156"
	SellingGeneralAndAdministration,"2,155,000,000","619,000,000","530,000,000","580,000,000","425,000,000","417,000,000","462,000,000","443,000,000","265,000,000","492,000,000","678,000,000","667,000,000","563,000,000","621,000,000","629,000,000","656,000,000","573,000,000","605,000,000","616,000,000","616,000,000","547,000,000","553,000,000","549,000,000","584,000,000","529,000,000","532,000,000","551,000,000","563,000,000","484,000,000","491,000,000","529,000,000","547,000,000","481,000,000","504,000,000","521,000,000","532,000,000","439,000,000","449,000,000","460,000,000","459,000,000","409,000,000","431,000,000","421,000,000","435,000,000","421,000,000","440,000,000","422,000,000","433,000,000","381,000,000","404,000,000","396,000,000","424,000,000","381,000,000","393,000,000","392,000,000","407,000,000","372,000,000","425,000,000","425,000,000","-644,999,373","363,000,000","406,000,000","384,000,000","393,000,000","335,000,000","354,000,000","365,000,000","356,000,000","298,000,000","342,000,000","334,000,000","341,000,000","306,000,000","322,000,000","316,000,000","284,301,275.063","259,582,000","212,068,000","204,936,746.94","177,000,000","92,157,830.496","88,354,005.269","86,713,446.289","93,930,113.405","94,057,057.671","84,317,032.04","182,835,660.745","-104,371,407.032","180,833,266.948"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,"547,000,000",,,,,,,,,,,,,,,,,,,,"409,000,000","431,000,000","421,000,000","435,000,000","421,000,000","440,000,000","422,000,000","433,000,000","381,000,000","404,000,000","396,000,000","424,000,000","381,000,000","393,000,000","392,000,000","407,000,000","372,000,000","425,000,000","425,000,000",,"363,000,000","406,000,000","384,000,000","393,000,000","335,000,000","354,000,000","365,000,000","356,000,000","298,000,000","342,000,000","334,000,000","341,000,000","306,000,000","322,000,000","316,000,000","284,301,275.063","259,582,000","212,068,000","204,936,746.94","177,000,000","92,157,830.496","88,354,005.269","86,713,446.289","93,930,113.405","94,057,057.671","84,317,032.04","182,835,660.745","-104,371,407.032","180,833,266.948"
		SellingAndMarketingExpense,"2,155,000,000","619,000,000","530,000,000","580,000,000","425,000,000","417,000,000","462,000,000","443,000,000","265,000,000","492,000,000","678,000,000","667,000,000","563,000,000","621,000,000","629,000,000","656,000,000","573,000,000","605,000,000","616,000,000","616,000,000","547,000,000","553,000,000","549,000,000","584,000,000","529,000,000","532,000,000","551,000,000","563,000,000","484,000,000","491,000,000","529,000,000","547,000,000","481,000,000","504,000,000","521,000,000","532,000,000","439,000,000","449,000,000","460,000,000","459,000,000","409,000,000","431,000,000","421,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,"32,000,000","7,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,694,000,000",,,,,,,"32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-6,139,000,000","-1,472,000,000","-1,485,000,000","-1,600,000,000","-1,582,000,000","-1,567,000,000","-1,523,000,000","-1,506,000,000","-1,424,000,000","-2,225,000,000","21,000,000","484,000,000","1,889,000,000","516,000,000","387,000,000","551,000,000","1,794,000,000","559,000,000","419,000,000","548,000,000","1,482,000,000","500,000,000","368,000,000","597,000,000","1,562,000,000","478,000,000","434,000,000","510,000,000","1,510,000,000","289,000,000","266,000,000","267,000,000","1,298,000,000","155,000,000","72,000,000","103,000,000","964,000,000","152,000,000","145,000,000","176,000,000","1,295,000,000","253,000,000","91,000,000","308,000,000","1,433,000,000","279,000,000","235,000,000","341,000,000","1,402,000,000","349,000,000","255,000,000","294,000,000","1,196,000,000","353,000,000","311,000,000","450,000,000","1,485,000,000","482,000,000","312,000,000","423,000,732.5","1,490,000,000","459,000,000","353,000,000","476,000,000","1,340,000,000","448,000,000","377,000,000","448,000,000","1,291,000,000","482,000,000","418,000,000","347,000,000","1,160,000,000","405,000,000","260,000,000","275,166,342.766","808,731,000","167,842,000","162,196,994.886","132,000,000","202,913,398.785","118,441,589.342","42,215,756.746","185,833,013.926","112,344,664.403","32,593,138.436","299,622,519.899","-120,398,110.262","177,328,128.734"
