name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"-63,252,000","-38,199,000","-9,044,000","-32,125,000","16,116,000","-8,335,000","-2,266,000","-13,713,000","-13,945,000","-27,947,000","-15,922,000","-25,103,000","-33,158,000","-19,200,000","-12,006,000","-5,797,000","-5,663,000","-2,201,000","-1,000,000","-3,243,000","-3,214,000","-5,578,000","-1,418,000"
	CashFlowFromContinuingOperatingActivities,"-63,252,000","-38,199,000","-9,044,000","-32,125,000","16,116,000","-8,335,000","-2,266,000","-13,713,000","-13,945,000","-27,947,000","-15,922,000","-25,103,000","-33,158,000","-19,200,000","-12,006,000","-5,797,000","-5,663,000","-2,201,000","-1,000,000","-3,243,000","-3,214,000","-5,578,000","-1,418,000"
		NetIncomeFromContinuingOperations,"-70,712,000","-17,501,000","-18,177,000","-19,433,000","-15,601,000","6,401,000","-110,694,000","-11,459,000","-21,125,000","-19,735,000","-14,508,000","-26,984,000","-37,567,000","-10,975,000","-12,442,000","-11,830,000","-16,433,000","-6,162,000","4,448,000","-2,634,000","-2,296,000","-3,998,000","-3,743,000"
		OperatingGainsLosses,,,"0","0","0","968,000",,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,222,000","1,107,000","1,100,000","1,099,000","1,916,000","2,199,000","2,040,000","1,904,000","1,819,000","1,918,000","1,639,000","1,381,000","1,282,000","703,000","2,000","3,000",,,"0","0","107,000","111,000","102,000"
			DepreciationAndAmortization,"5,222,000","1,107,000","1,100,000","1,099,000","1,916,000","2,199,000","2,040,000","1,904,000","1,819,000","1,918,000","1,639,000","1,381,000","1,282,000","703,000","2,000","3,000",,,"0","0","107,000","111,000","102,000"
				Depreciation,"5,222,000","1,107,000","1,100,000","1,099,000","1,916,000","2,199,000","2,040,000","1,904,000","1,819,000","1,918,000","1,639,000","1,381,000","1,282,000","703,000",,,,,,,,,
		DeferredTax,"-2,000","-17,000",,,"0","0","-154,000","-11,000","-66,000","256,000","-156,000","-149,000","-227,000","-14,523,000","24,000","19,000","12,000","10,000","-7,307,000","16,000","20,000","20,000","37,000"
			DeferredIncomeTax,"-2,000","-17,000",,,"0","0","-154,000","-11,000","-66,000","256,000","-156,000","-149,000","-227,000","-14,523,000","24,000","19,000","12,000","10,000","-7,307,000","16,000","20,000","20,000","37,000"
		AmortizationOfSecurities,,,,,"0","0","-7,000","-30,000","-221,000","-169,000","-126,000","-326,000","-466,000","-120,000",,,,,,,,,
		ProvisionandWriteOffofAssets,"444,000","465,000","88,000","188,000","-297,000","610,000","-373,000","-168,000","0","2,607,000","6,041,000",,,,,,,,,,,,
		StockBasedCompensation,"10,945,000","2,959,000","2,649,000","2,476,000","2,861,000","1,590,000","2,630,000","2,952,000","2,374,000","2,628,000","2,537,000","2,526,000","2,457,000","1,998,000","1,860,000","1,481,000","2,624,000","1,006,000","114,000","226,000","103,000","143,000","313,000"
		OtherNonCashItems,"-23,017,000","-13,421,000","2,028,000","-13,299,000","1,675,000","1,827,000","57,337,000","-1,565,000","3,076,000","-9,237,000","-3,174,000","2,419,000","1,877,000","5,194,000","-786,000","2,621,000","8,521,000","1,007,000",,,,,
		ChangeInWorkingCapital,"13,596,000","-11,791,000","2,981,000","-3,156,000","25,562,000","-21,930,000","46,955,000","-5,336,000","198,000","-6,215,000","-8,175,000","-10,641,000","-514,000","-1,477,000","-664,000","1,909,000","-391,000","1,938,000","1,745,000","-851,000","-1,148,000","-1,854,000","1,873,000"
