name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,12/31/2007,12/31/2006
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"6,448,000","5,651,000","6,441,000","6,106,000","6,149,000","4,940,000","5,472,000","5,247,000","5,159,000","6,444,000","7,099,000","5,279,000","5,481,000","5,216,000","3,349,000","2,376,000","3,353,000","6,788,000","6,230,000","9,143,000","9,886,000","9,204,000","11,355,000","7,146,000","6,685,000","4,952,000","3,087,000","2,175,000","2,603,000","7,436,000","4,640,000","4,640,000","2,984,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"6,448,000","5,651,000","6,441,000","6,106,000","6,149,000","4,940,000","5,472,000","5,247,000","5,159,000","6,444,000","7,099,000","5,279,000","5,481,000","5,216,000","3,349,000","2,376,000","3,353,000","6,788,000","6,230,000","9,143,000","9,886,000","9,204,000","11,355,000","7,146,000","6,685,000","4,952,000","3,087,000","2,175,000","2,603,000","7,436,000","4,640,000","4,640,000","2,984,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,"974,353,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"14,020,000","8,766,000","10,635,000","11,989,000","14,484,000","8,639,000","13,953,000","13,145,000","14,696,000","8,035,000","11,255,000","11,328,000","12,337,000","6,963,000","8,607,000","8,748,000","16,994,000","24,589,000","24,702,000","22,156,000","23,627,000","21,880,000","21,713,000","17,806,000","20,026,000","20,863,000","21,152,000","18,539,000","20,240,000","19,428,000","19,511,000","17,208,000","17,879,000","19,116,000","17,913,000","14,539,000","13,847,000","12,667,000","13,302,000","12,275,000","11,990,000","11,081,000","9,104,000","5,619,000","4,578,000","4,834,000","4,802,000","4,864,000","4,269,000","3,785,000","2,623,000","2,330,000","2,660,000","2,629,000",,"455,000","6,001,000",
	TotalNonCurrentAssets,"538,031,000","541,700,000","1,507,064,000","1,699,897,000","1,510,707,000","1,510,837,000","1,508,805,000","1,567,665,000","1,483,278,000","1,481,945,000","1,523,128,000","1,568,805,000","1,421,265,000","1,014,551,000","997,492,000","118,398,000","956,619,000","928,711,000","904,084,000","895,792,000","877,338,000","862,425,000","840,143,000","804,741,000","734,606,000","677,085,000","649,378,000","597,864,000","537,489,000","488,668,000","480,327,000","427,410,000","377,313,000","352,397,000","341,611,000","318,069,000","295,896,000","280,749,000","268,742,000","245,869,000","219,670,000","202,433,000","196,276,000","180,136,000","158,178,000","141,971,000","128,468,000","104,880,000","92,578,000","84,492,000","82,528,000","78,107,000","69,390,000","63,391,000","63,694,000","59,000,000","46,254,000","38,196,000"
		NetPPE,"192,349,000","193,772,000","191,753,000","192,306,000","191,363,000","189,677,000","185,622,000","167,346,000","155,894,000","147,504,000","146,367,000","129,667,000","129,425,000","111,039,000","110,908,000","112,185,000","950,156,000","922,284,000","897,540,000","888,184,000","870,289,000","855,528,000","832,665,000","794,037,000","725,091,000","667,483,000","639,631,000","588,275,000","527,729,000","478,170,000","469,294,000","416,242,000","365,499,000","339,596,000","328,423,000","304,327,000","283,584,000","269,162,000","256,528,000","233,273,000","207,169,000","189,947,000","179,545,000","161,532,000","140,655,000","123,999,000","107,169,000","85,012,000","75,127,000","67,370,000","63,425,000","58,146,000","45,922,000","41,399,000","38,984,000","36,460,000","33,849,000","29,017,000"
			GrossPPE,"325,132,000","324,098,000","316,957,000","312,543,000","309,616,000","302,630,000","295,726,000","273,051,000","257,056,000","244,537,000","238,646,000","218,103,000","213,619,000","200,728,000","197,270,000","200,141,000","1,192,110,000","1,154,223,000","1,118,021,000","1,097,750,000","1,067,571,000","1,040,375,000","1,007,222,000","957,954,000","878,503,000","812,562,000","774,888,000","716,049,000","648,082,000","591,383,000","574,648,000","514,446,000","457,026,000","424,479,000","407,365,000","377,109,000","350,611,000","330,401,000","312,259,000","283,564,000","252,493,000","230,407,000","215,495,000","193,419,000","168,725,000","148,426,000","128,261,000","103,194,000",,"80,460,000",,,,"54,337,000","50,671,000","46,927,000","42,211,000","34,232,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0","0","0","0","0"
				LandAndImprovements,"7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","7,821,000","187,093,000","185,756,000","167,132,000","164,466,000","157,993,000","150,927,000","147,619,000","143,564,000","134,404,000","116,669,000","105,599,000","97,359,000","95,886,000","85,337,000","75,107,000","42,775,000","41,879,000","26,996,000","23,767,000","18,203,000","18,039,000","16,733,000","12,774,000","11,238,000","11,192,000","11,192,000","11,173,000","9,879,000","9,879,000","9,879,000","9,879,000","9,879,000",,"8,827,000",,,,,,,,
				BuildingsAndImprovements,"68,595,000","68,560,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,399,000","51,398,000","51,409,000","51,409,000","51,409,000","610,066,000","595,384,000","593,913,000","569,363,000","567,926,000","559,791,000","501,208,000","412,258,000","396,670,000","392,754,000","387,988,000","297,254,000","298,450,000","298,124,000","290,951,000","232,382,000","225,286,000","222,402,000","213,703,000","182,746,000","182,756,000","180,945,000","166,646,000","121,281,000","120,929,000","118,445,000","108,396,000","51,044,000","49,939,000","48,323,000","33,544,000","25,176,000",,"25,176,000",,,,,"31,768,000","30,145,000","28,635,000","23,931,000"
				MachineryFurnitureEquipment,"187,097,000","186,684,000","177,745,000","167,971,000","166,025,000","162,995,000","159,938,000","153,607,000","148,507,000","142,618,000","137,569,000","132,712,000","128,026,000","129,541,000","125,781,000","121,326,000","217,260,000","216,120,000","214,030,000","208,142,000","204,853,000","198,258,000","186,256,000","176,374,000","170,514,000","168,573,000","162,787,000","143,197,000","139,269,000","134,965,000","130,650,000","121,781,000","117,412,000","112,962,000","107,984,000","96,192,000","93,046,000","88,897,000","90,796,000","79,710,000","75,505,000","72,777,000","67,691,000","62,503,000","59,584,000","51,968,000","47,959,000","39,159,000",,"30,077,000",,,,,"16,502,000","13,717,000","11,751,000","6,951,000"
				OtherProperties,"55,672,000","57,652,000","57,245,000","59,303,000","59,434,000","61,020,000","58,943,000","43,280,000","34,545,000","27,770,000","27,730,000","12,895,000","13,186,000",,,"5,532,000","7,113,000","7,113,000","7,113,000","7,113,000","7,181,000","7,119,000","7,119,000","7,120,000","7,118,000","7,566,000","6,667,000","6,667,000","6,409,000","6,409,000","6,409,000","6,409,000","6,409,000","6,409,000","6,409,000","6,409,000","6,408,000","6,409,000","1,098,000","1,098,000","1,098,000","1,098,000","1,099,000","1,098,000","1,098,000","998,000",,"2,763,000",,"1,431,000",,,,"15,661,000","1,233,000","1,074,000","805,000","593,000"
				ConstructionInProgress,"5,947,000","3,381,000","5,720,000","9,062,000","8,267,000","5,043,000","4,054,000","4,440,000","2,588,000","3,238,000","3,034,000","2,132,000","2,118,000","2,376,000","2,695,000","4,489,000","50,036,000","32,390,000","18,898,000","37,964,000","20,748,000","19,112,000","70,720,000","140,530,000","94,565,000","54,506,000","42,776,000","125,360,000","61,921,000","20,693,000","27,151,000","75,825,000","32,684,000","23,467,000","26,196,000","46,614,000","23,795,000","12,487,000","16,599,000","50,185,000","24,785,000","9,590,000","12,285,000","55,394,000","36,390,000","21,349,000","22,379,000","15,384,000",,"7,712,000",,,,"2,049,000","1,168,000","1,991,000","1,020,000","2,757,000"
				Leases,,,"17,027,000","16,987,000","16,670,000","14,352,000","13,571,000","12,504,000","12,196,000","11,691,000","11,093,000","11,144,000","11,070,000","9,581,000","9,564,000","9,564,000","120,542,000","117,460,000","116,935,000","110,702,000","108,870,000","105,168,000","94,300,000","78,108,000","75,232,000","72,494,000","69,071,000","46,212,000","46,147,000","45,855,000","44,380,000","35,274,000","33,356,000","32,243,000","29,306,000","26,945,000","26,567,000","24,930,000","24,346,000","20,052,000","18,984,000","17,305,000","14,851,000","13,501,000","11,835,000","15,909,000","14,500,000","10,833,000",,"7,237,000",,,,"36,627,000",,,,
			AccumulatedDepreciation,"-132,783,000","-130,326,000","-125,204,000","-120,237,000","-118,253,000","-112,953,000","-110,104,000","-105,705,000","-101,162,000","-97,033,000","-92,279,000","-88,436,000","-84,194,000","-89,689,000","-86,362,000","-87,956,000","-241,954,000","-231,939,000","-220,481,000","-209,566,000","-197,282,000","-184,847,000","-174,557,000","-163,917,000","-153,412,000","-145,079,000","-135,257,000","-127,774,000","-120,353,000","-113,213,000","-105,354,000","-98,204,000","-91,527,000","-84,883,000","-78,942,000","-72,782,000","-67,027,000","-61,239,000","-55,731,000","-50,291,000","-45,324,000","-40,460,000","-35,950,000","-31,887,000","-28,070,000","-24,427,000","-21,092,000","-18,182,000",,"-13,090,000",,,,"-12,938,000","-11,687,000","-10,467,000","-8,362,000","-5,215,000"
		GoodwillAndOtherIntangibleAssets,"343,880,000","345,985,000","348,089,000","350,194,000","352,299,000","354,404,000","356,508,000","358,613,000","360,718,000","362,823,000","365,107,000","367,286,000","359,822,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000"
			Goodwill,"160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,766,000","160,871,000","160,871,000","151,228,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000","2,941,000"
			OtherIntangibleAssets,"183,114,000","185,219,000","187,323,000","189,428,000","191,533,000","193,638,000","195,742,000","197,847,000","199,952,000","202,057,000","204,236,000","206,415,000","208,594,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","360,000","360,000",,,"3,403,000",,,,
		NonCurrentNoteReceivables,,"0","964,912,000","1,154,912,000","964,912,000","964,912,000","964,912,000","1,039,912,000","964,912,000","969,912,000","1,009,912,000","1,069,912,000","929,998,000","900,093,000","882,900,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,912,000","3,564,000","2,487,000","2,800,000","7,948,000","7,509,000","5,633,000","5,956,000","7,752,000","8,216,000","12,018,000","7,404,000","5,553,000","5,308,000","2,806,000","2,835,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,912,000","3,564,000","2,487,000","2,800,000","7,948,000","7,509,000","5,633,000","5,956,000","7,752,000","8,216,000","12,018,000","7,404,000","5,553,000","5,308,000","2,806,000","2,835,000"
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,"0","0","2,615,000","2,689,000","2,763,000","2,837,000","2,911,000","2,985,000","3,059,000","3,133,000","3,207,000","3,281,000","3,355,000","3,429,000","3,503,000","3,577,000","3,650,000","3,725,000","3,799,000","3,873,000","4,641,000","4,806,000","4,970,000","5,135,000","5,299,000","5,464,000","5,628,000","5,793,000","5,958,000","6,122,000","6,287,000","6,396,000","6,579,000","6,762,000","6,945,000","7,128,000","7,311,000","7,494,000","7,677,000","7,860,000","8,043,000",,,,
		OtherNonCurrentAssets,"1,802,000","1,943,000","2,310,000","2,485,000","2,133,000","1,844,000","1,763,000","1,794,000","1,754,000","1,706,000","1,742,000","1,940,000","2,020,000","478,000","743,000","657,000","833,000","723,000","766,000","1,756,000","1,123,000","897,000","1,404,000","4,556,000","3,293,000","3,306,000","3,377,000","3,145,000","3,242,000","3,907,000","4,367,000","4,428,000","5,000,000","5,219,000","5,441,000","5,831,000","4,236,000","3,347,000","3,809,000","4,027,000","3,767,000","3,587,000","5,756,000","5,812,000","5,699,000","5,652,000","3,648,000","2,473,000","1,749,000","554,000","556,000","1,127,000","649,000","201,000","16,216,000","14,291,000","6,658,000","3,403,000"
TotalLiabilitiesNetMinorityInterest,"211,949,000","177,698,000","279,685,000","304,284,000","296,349,000","270,250,000","279,579,000","300,897,000","283,594,000","246,856,000","378,842,000","349,715,000","346,600,000","110,420,000","114,333,000","299,668,000","340,971,000","317,622,000","375,209,000","296,349,000","328,737,000","318,807,000","355,477,000","324,670,000","316,498,000","288,179,000","332,974,000","285,614,000","302,381,000","279,481,000","316,008,000","281,251,000","274,357,000","271,256,000","279,758,000","253,116,000","265,430,000","260,864,000","205,861,000","176,452,000","168,099,000","154,554,000","156,388,000","147,284,000","151,151,000","147,595,000","154,437,000","124,506,000","122,833,000","88,710,000","110,119,000","72,541,000","92,267,000","63,400,000","113,075,000","88,988,000","98,954,000","72,955,000"
	CurrentLiabilities,"132,709,000","97,944,000","203,842,000","169,007,000","152,811,000","118,718,000","122,663,000","150,586,000","133,084,000","95,230,000","124,016,000","113,266,000","126,002,000","80,518,000","54,936,000","223,831,000","261,666,000","238,135,000","285,063,000","204,868,000","235,145,000","226,794,000","266,068,000","233,106,000","222,693,000","188,534,000","238,783,000","189,457,000","202,366,000","178,711,000","218,256,000","179,870,000","169,312,000","165,623,000","174,396,000","146,486,000","157,674,000","152,727,000","173,869,000","145,794,000","136,134,000","121,505,000","128,592,000","121,123,000","127,030,000","122,848,000","128,982,000","98,973,000","96,953,000","62,392,000","83,038,000","45,756,000","60,222,000","32,557,000","49,239,000","26,749,000","37,166,000","20,698,000"
		PayablesAndAccruedExpenses,"81,037,000","57,794,000","67,248,000","47,469,000","67,899,000","43,933,000","38,663,000","78,215,000","65,414,000","38,182,000","43,085,000","35,252,000","52,338,000","28,623,000","30,507,000","54,485,000","92,905,000","66,078,000","61,457,000","46,766,000","67,349,000","48,841,000","49,760,000","56,412,000","73,545,000","48,699,000","57,295,000","51,914,000","65,084,000","41,557,000","55,279,000","55,557,000","46,755,000","39,246,000","40,959,000","37,382,000","47,582,000","40,868,000","52,445,000","42,411,000","39,545,000","27,742,000","32,943,000","37,945,000","58,090,000","55,242,000","57,564,000","51,080,000","48,824,000","36,332,000","32,366,000","22,664,000","26,034,000","16,813,000","15,739,000","11,114,000","10,327,000","6,225,000"
			Payables,"50,332,000","30,201,000","40,717,000","22,506,000","38,404,000","21,988,000","15,337,000","58,182,000","44,471,000","21,411,000","24,138,000","18,318,000","36,795,000","19,716,000","16,996,000","35,490,000","66,334,000","45,321,000","38,273,000","26,125,000","43,645,000","27,678,000","29,053,000","39,517,000","56,121,000","34,853,000","42,476,000","37,031,000","50,280,000","28,024,000","41,195,000","39,953,000","33,520,000","24,692,000","24,417,000","16,783,000","29,997,000","23,401,000","36,807,000","27,739,000","31,030,000","19,286,000","23,809,000","29,478,000","30,253,000","26,868,000","28,025,000","18,944,000","20,144,000","12,197,000","14,008,000","11,486,000","14,099,000","7,139,000","3,733,000","4,532,000","3,434,000","3,181,000"
				AccountsPayable,"29,638,000","24,306,000","40,667,000","22,452,000","17,224,000","16,583,000","15,337,000","19,901,000","19,222,000","14,835,000","20,742,000","18,273,000","13,295,000","14,274,000","16,996,000","35,444,000","36,100,000","29,139,000","27,523,000","22,489,000","24,114,000","24,824,000","28,851,000","39,284,000","38,019,000","34,149,000","41,482,000","36,410,000","34,316,000","22,715,000","32,925,000","33,290,000","27,967,000","24,231,000","22,934,000","16,326,000","20,353,000","14,174,000","25,197,000","19,784,000","24,660,000","18,523,000","22,277,000","27,480,000","27,072,000","15,693,000","21,659,000","12,053,000","9,317,000","8,762,000","10,512,000","9,753,000","7,547,000","5,770,000","3,733,000","4,532,000","3,434,000","3,181,000"
				TotalTaxPayable,"20,694,000","5,895,000","50,000","54,000","21,180,000","5,405,000","0","38,281,000","25,249,000","6,576,000","3,396,000","45,000","23,500,000","5,442,000","0","46,000","30,234,000","16,182,000","10,750,000","3,636,000","19,531,000","2,734,000","19,000","50,000","17,913,000","29,000","612,000","220,000","15,544,000","4,906,000","7,799,000","6,163,000","5,037,000","7,000","989,000","0","9,215,000","8,704,000","11,282,000","7,636,000","6,091,000","536,000","1,068,000","425,000","1,223,000","829,000","1,608,000","4,815,000","8,253,000","2,261,000","386,000","67,000","4,123,000","172,000",,,,
					IncomeTaxPayable,"20,694,000","5,895,000","50,000","54,000","21,180,000","5,405,000","0","38,281,000","25,249,000","6,576,000","3,396,000","45,000","23,500,000","5,442,000","0","46,000","30,234,000","16,182,000","10,750,000","3,636,000","19,531,000","2,734,000","19,000","50,000","17,913,000","29,000","612,000","220,000","15,544,000","4,906,000","7,799,000","6,163,000","5,037,000","7,000","989,000","0","9,215,000","8,704,000","11,282,000","7,636,000","6,091,000","536,000","1,068,000","425,000","1,223,000","829,000","1,608,000","4,815,000","8,253,000","2,261,000","386,000","67,000","4,123,000","172,000",,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,"120,000","183,000","183,000","189,000","675,000","382,000","401,000","420,000","403,000","471,000","500,000","516,000","454,000","494,000","457,000","429,000","523,000","328,000","319,000","279,000","227,000","464,000","1,573,000","1,958,000",,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,346,000","4,758,000","2,076,000","2,574,000","1,174,000","3,110,000","1,666,000","2,429,000","1,197,000",,,,
			CurrentAccruedExpenses,"30,705,000","27,593,000","26,531,000","24,963,000","29,495,000","21,945,000","23,326,000","20,033,000","20,943,000","16,771,000","18,947,000","16,934,000","15,543,000","8,907,000","13,511,000","18,995,000","26,571,000","20,757,000","23,184,000","20,641,000","23,704,000","21,163,000","20,707,000","16,895,000","17,424,000","13,846,000","14,819,000","14,883,000","14,804,000","13,533,000","14,084,000","15,604,000","13,235,000","14,554,000","16,542,000","20,599,000","17,585,000","17,467,000","15,638,000","14,672,000","8,515,000","8,456,000","9,134,000","8,467,000","27,837,000","28,374,000","29,539,000","32,136,000","28,680,000","24,135,000","18,358,000","11,178,000","11,935,000","9,674,000","12,006,000","6,582,000","6,893,000","3,044,000"
