name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"9,804,029,000","2,446,794,000","2,448,023,000","2,525,112,000","2,384,100,000","2,112,893,000","1,852,992,000","1,793,333,000","1,810,452,000","2,106,310,000","1,429,725,000","1,512,429,000","1,562,266,000","1,458,337,000","1,263,384,000","1,083,967,000","1,059,802,000","943,771,000","898,877,000","1,246,904,000","1,065,879,000","668,977,000","495,919,000","368,197,000"
	OperatingRevenue,"9,326,817,000","2,341,043,000","2,346,172,000","2,413,379,000","2,226,223,000","1,927,655,000","1,690,756,000","1,655,741,000","1,712,229,000","2,022,475,000","1,328,427,000","1,459,200,000","1,450,294,000","1,379,996,000","1,131,535,000","927,303,000","971,588,000","874,964,000","834,144,000","1,103,592,000","967,954,000","591,207,000","397,372,000","332,961,000"
CostOfRevenue,"1,926,606,000","497,704,000","514,329,000","459,569,000","455,004,000","413,054,000","464,911,000","338,879,000","272,315,000","249,495,000","305,157,000","332,078,000","306,963,000","264,012,000","277,595,000","226,227,000","234,650,000","247,099,000","296,277,000","297,818,000","207,021,000","173,406,000","116,709,000","109,342,000"
GrossProfit,"7,877,423,000","1,949,090,000","1,933,694,000","2,065,543,000","1,929,096,000","1,699,839,000","1,388,081,000","1,454,454,000","1,538,137,000","1,856,815,000","1,124,568,000","1,180,351,000","1,255,303,000","1,194,325,000","985,789,000","857,740,000","825,152,000","696,672,000","602,600,000","949,086,000","858,858,000","495,571,000","379,210,000","258,855,000"
OperatingExpense,"5,337,343,000","1,367,049,000","1,410,183,000","1,335,691,000","1,224,420,000","1,044,112,000","792,519,000","765,424,000","970,968,000","1,401,043,000","689,506,000","531,402,000","487,734,000","399,478,000","499,220,000","367,133,000","355,804,000","296,602,000","488,969,000","370,059,000","303,602,000","214,325,000","216,074,000","136,988,000"
	SellingGeneralAndAdministration,"2,078,756,000","423,119,000","545,627,000","510,687,000","599,323,000","446,841,000","366,949,000","220,697,000","168,768,000","187,561,000","232,934,000","353,996,000","317,823,000","251,396,000","392,568,000","367,133,000","355,804,000","296,602,000","488,969,000","370,059,000","303,602,000","214,325,000","216,074,000","136,988,000"
		GeneralAndAdministrativeExpense,"496,759,000","91,139,000","156,272,000","123,219,000","126,129,000","112,625,000","157,344,000","105,392,000","102,025,000","96,355,000","101,186,000","124,806,000","102,610,000","107,214,000","211,667,000","182,652,000","161,495,000","145,539,000","250,369,000","144,725,000","116,452,000","77,118,000","88,637,000","43,201,000"
			OtherGandA,"496,759,000","91,139,000","156,272,000","123,219,000","126,129,000","112,625,000","157,344,000","105,392,000","102,025,000","96,355,000","101,186,000","124,806,000","102,610,000","107,214,000","211,667,000","182,652,000","161,495,000","145,539,000","250,369,000","144,725,000","116,452,000","77,118,000","88,637,000","43,201,000"
		SellingAndMarketingExpense,"1,581,997,000","331,980,000","389,355,000","387,468,000","473,194,000","334,216,000","209,605,000","115,305,000","66,743,000","91,206,000","131,748,000","229,190,000","215,213,000","144,182,000","180,901,000","184,481,000","194,309,000","151,063,000","238,600,000","225,334,000","187,150,000","137,207,000","127,437,000","93,787,000"
	ResearchAndDevelopment,"453,469,000","112,403,000","131,914,000","104,505,000","104,647,000","93,784,000","106,234,000","92,988,000","83,394,000","87,559,000","93,081,000","108,221,000","101,562,000","87,721,000",,,,,,,,,,
	ProvisionForDoubtfulAccounts,"627,376,000","172,518,000","150,120,000","175,404,000","129,334,000","58,611,000","10,599,000","125,129,000","143,024,000","329,084,000","363,491,000","69,185,000","68,349,000","60,361,000","53,021,000",,,,,,,,,
	OtherOperatingExpenses,"2,177,742,000","659,009,000","582,522,000","545,095,000","391,116,000","444,876,000","308,737,000","326,610,000","575,782,000","796,839,000","102,568,000",,,,"168,702,000","-44,572,000",,,"107,661,000",,,,,
OperatingIncome,"2,540,080,000","582,041,000","523,511,000","729,852,000","704,676,000","655,727,000","595,562,000","689,030,000","567,169,000","455,772,000","435,062,000","648,949,000","767,569,000","794,847,000","486,569,000","490,607,000","469,348,000","400,070,000","113,631,000","579,027,000","555,256,000","281,246,000","163,136,000","121,867,000"
NetNonOperatingInterestIncomeExpense,,,,,,,"204,291,000","260,931,000","333,157,000","314,958,000","513,700,000","264,915,000","194,747,000","133,307,000","236,970,000","-20,315,000","12,462,000","26,991,000","-13,243,000","-3,415,000","984,000","465,000","38,349,000","5,670,000"
	InterestIncomeNonOperating,,,,,,,"432,611,000","260,931,000","333,157,000","314,958,000",,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"-316,764,000","-264,915,000","-194,747,000","-133,307,000","9,410,000","20,315,000","-12,462,000","-26,991,000","13,243,000","3,415,000","-984,000","-465,000",,"-5,670,000"
OtherIncomeExpense,"130,520,000","50,849,000","39,063,000","14,777,000","25,831,000","42,697,000","2,076,000","26,314,000","34,321,000","53,758,000","34,508,000","80,229,000","45,745,000","49,571,000","94,405,000","251,084,000","296,495,000","132,079,000","-694,836,000","120,891,000","193,245,000","209,158,000","124,679,000","92,959,000"
	GainOnSaleOfSecurity,,,,,,,,,,,"-2,857,000","-6,239,000","-4,842,000","-10,905,000","28,751,000","-34,904,000","94,658,000","26,308,000","-433,324,000","-25,020,000","137,480,000","106,906,000","69,245,000","42,207,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,"0",,,"46,028,000","-26,193,000","14,615,000",,"3,469,000","0","20,611,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"-10,338,000",,,,"-7,742,000","-323,000"
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,"0",,,,"0",,,,"0","20,611,000"
	OtherNonOperatingIncomeExpenses,"130,520,000","50,849,000","39,063,000","14,777,000","25,831,000","42,697,000","2,076,000","26,314,000","34,321,000","53,758,000","37,365,000","86,468,000","50,587,000","60,476,000","65,654,000","285,988,000","201,837,000","105,771,000","-261,512,000","145,911,000","55,765,000","102,252,000","55,434,000","30,141,000"
PretaxIncome,"2,670,600,000","632,890,000","562,574,000","744,629,000","730,507,000","698,424,000","597,638,000","715,344,000","601,490,000","509,530,000","469,570,000","729,178,000","813,314,000","844,418,000","580,974,000","741,691,000","765,843,000","532,149,000","-581,205,000","699,918,000","748,501,000","490,404,000","287,815,000","214,826,000"
TaxProvision,"233,778,000","98,631,000","-87,108,000","112,181,000","110,074,000","105,671,000","100,376,000","118,398,000","147,479,000","89,168,000","57,092,000","130,718,000","152,852,000","141,300,000","-193,617,000","92,189,000","158,049,000","94,585,000","-74,139,000","158,545,000","116,701,000","73,604,000","21,780,000","21,301,000"
NetIncomeCommonStockholders,"2,453,240,000","534,663,000","655,854,000","636,340,000","626,383,000","590,370,000","493,939,000","602,665,000","456,707,000","419,389,000","411,276,000","597,883,000","660,511,000","703,180,000","774,174,000","649,295,000","606,559,000","439,046,000","-1,303,864,000","-278,738,000","-122,774,000","-285,112,000","17,923,000","60,846,000"
	NetIncome,"2,453,240,000","534,663,000","655,854,000","636,340,000","626,383,000","590,370,000","493,939,000","602,665,000","456,707,000","419,389,000","411,276,000","597,883,000","660,511,000","703,180,000","774,174,000","649,295,000","606,559,000","439,046,000","-506,990,000","541,373,000","631,800,000","416,800,000","266,035,000","193,525,000"
