name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,434,464,281","1,447,138,785","2,182,794,500","2,863,068,114"
EnterpriseValue,"1,086,856,281","1,281,326,785","2,016,982,500","2,697,256,114"
PeRatio,,,"130.137","133.451"
PsRatio,"8.166","6.87","18.236","25.369"
PbRatio,"3.522","3.573","5.418",
EnterprisesValueRevenueRatio,"7.834","36.543","51.858","78.463"
EnterprisesValueEBITDARatio,"155.621","-1,030.834","1,244.283","997.137"
